team,season,week,plays,passes,neutralPlays,neutralPasses
DEN,2018,5,73,56,33,20
NYJ,2018,5,60,23,29,12
DET,2018,5,56,29,13,4
GB,2018,5,77,58,12,6
NE,2018,5,65,44,23,15
IND,2018,5,81,60,16,11
JAX,2018,5,83,66,11,7
KC,2018,5,67,39,23,16
LA,2018,5,61,33,47,29
SEA,2018,5,55,23,44,18
MIA,2018,5,59,37,28,18
CIN,2018,5,57,32,28,16
MIN,2018,5,59,38,37,25
PHI,2018,5,55,37,18,13
NYG,2018,5,55,39,33,22
CAR,2018,5,65,35,32,13
LAC,2018,5,56,28,29,14
LV,2018,5,47,34,21,13
TEN,2018,5,53,28,38,22
BUF,2018,5,64,21,49,17
WAS,2018,5,61,43,17,12
NO,2018,5,60,31,29,15
ARI,2018,6,55,35,24,14
MIN,2018,6,68,37,50,33
TEN,2018,6,40,26,10,6
BAL,2018,6,71,37,24,12
BUF,2018,6,58,31,26,16
HOU,2018,6,56,33,31,18
CAR,2018,6,59,42,8,2
WAS,2018,6,66,39,16,8
MIA,2018,6,75,44,42,25
CHI,2018,6,63,33,38,21
IND,2018,6,66,43,30,20
NYJ,2018,6,64,31,34,19
JAX,2018,6,47,29,6,2
DAL,2018,6,72,30,15,8
NE,2018,6,74,37,27,13
KC,2018,6,53,36,12,9
CLE,2018,6,73,52,29,18
LAC,2018,6,56,22,18,10
DEN,2018,6,59,43,15,8
LA,2018,6,70,33,21,10
NYG,2018,6,64,47,11,7
PHI,2018,6,68,37,15,10
PIT,2018,6,67,47,50,31
CIN,2018,6,58,45,38,29
SEA,2018,6,59,24,21,7
LV,2018,6,56,37,8,4
SF,2018,6,55,25,39,17
GB,2018,6,69,48,43,28
TB,2018,6,63,43,14,9
ATL,2018,6,64,42,20,14
IND,2018,7,57,23,22,12
BUF,2018,7,55,33,16,8
PHI,2018,7,65,41,29,18
CAR,2018,7,58,42,13,7
CIN,2018,7,54,35,15,10
KC,2018,7,70,41,30,20
CLE,2018,7,62,39,23,15
TB,2018,7,87,56,48,29
DAL,2018,7,61,39,35,20
WAS,2018,7,58,26,45,22
ARI,2018,7,66,45,5,3
DEN,2018,7,52,24,6,3
MIA,2018,7,54,35,13,5
DET,2018,7,57,23,32,14
JAX,2018,7,68,46,16,6
HOU,2018,7,60,25,29,12
LA,2018,7,58,25,17,7
SF,2018,7,58,34,14,8
MIN,2018,7,64,41,43,30
NYJ,2018,7,69,45,34,20
NE,2018,7,64,37,44,30
CHI,2018,7,76,51,59,36
NO,2018,7,69,31,39,16
BAL,2018,7,64,41,46,25
ATL,2018,7,61,42,45,32
NYG,2018,7,64,43,43,28
TEN,2018,7,68,35,39,20
LAC,2018,7,43,28,31,20
BAL,2018,8,64,46,22,13
CAR,2018,8,62,31,24,15
CLE,2018,8,60,39,31,19
PIT,2018,8,67,37,36,20
DEN,2018,8,70,39,27,11
KC,2018,8,54,36,34,23
GB,2018,8,52,33,30,17
LA,2018,8,76,42,33,20
IND,2018,8,70,32,46,24
LV,2018,8,46,28,30,16
MIA,2018,8,65,40,37,24
HOU,2018,8,54,20,34,14
NE,2018,8,70,47,56,40
BUF,2018,8,62,44,30,17
NO,2018,8,53,24,32,18
MIN,2018,8,66,44,44,27
NYJ,2018,8,54,30,34,15
CHI,2018,8,65,31,40,23
PHI,2018,8,59,34,46,28
JAX,2018,8,63,46,32,19
SEA,2018,8,61,19,30,13
DET,2018,8,56,43,18,10
SF,2018,8,63,32,35,19
ARI,2018,8,65,44,37,22
CIN,2018,8,61,35,26,14
TB,2018,8,84,57,19,9
WAS,2018,8,64,32,49,28
NYG,2018,8,67,53,41,28
WAS,2018,9,64,49,14,10
ATL,2018,9,64,40,35,25
CHI,2018,9,43,21,23,10
BUF,2018,9,82,54,19,10
MIN,2018,9,46,23,20,10
DET,2018,9,69,46,27,16
NE,2018,9,65,38,48,31
GB,2018,9,69,44,56,36
HOU,2018,9,61,28,47,20
DEN,2018,9,64,44,35,24
CLE,2018,9,73,48,21,13
KC,2018,9,57,33,34,25
SEA,2018,9,73,41,28,12
LAC,2018,9,51,29,26,18
NO,2018,9,68,36,35,18
LA,2018,9,60,41,22,11
MIA,2018,9,53,28,44,23
NYJ,2018,9,64,43,38,21
LV,2018,9,54,32,12,9
SF,2018,9,51,22,19,11
BAL,2018,9,56,40,23,12
PIT,2018,9,76,49,30,22
TB,2018,9,65,44,11,6
CAR,2018,9,55,27,19,8
DAL,2018,9,56,37,39,21
TEN,2018,9,67,33,47,26
KC,2018,10,56,34,36,22
ARI,2018,10,68,44,21,11
CLE,2018,10,48,21,33,16
ATL,2018,10,73,54,32,20
BUF,2018,10,71,27,20,10
NYJ,2018,10,55,37,6,3
CAR,2018,10,56,34,13,6
PIT,2018,10,57,28,9,4
PHI,2018,10,61,45,33,23
DAL,2018,10,68,40,48,30
CHI,2018,10,54,32,16,10
DET,2018,10,74,50,10,6
IND,2018,10,50,29,30,19
JAX,2018,10,73,39,20,7
LV,2018,10,62,41,32,16
LAC,2018,10,53,27,28,16
MIA,2018,10,66,43,26,15
GB,2018,10,52,30,27,14
TEN,2018,10,63,27,32,15
NE,2018,10,64,45,13,11
NO,2018,10,71,27,30,15
CIN,2018,10,42,26,12,4
NYG,2018,10,55,32,36,16
SF,2018,10,66,37,46,27
SEA,2018,10,63,29,34,13
LA,2018,10,63,41,51,33
TB,2018,10,67,43,49,27
WAS,2018,10,55,30,35,24
CAR,2018,11,58,42,38,23
DET,2018,11,62,38,47,28
CIN,2018,11,54,38,40,26
BAL,2018,11,73,22,49,15
ATL,2018,11,55,37,38,27
DAL,2018,11,63,34,43,23
DEN,2018,11,52,32,28,19
LAC,2018,11,72,46,50,34
SEA,2018,11,66,34,33,18
GB,2018,11,48,35,36,25
WAS,2018,11,71,42,29,18
HOU,2018,11,57,27,29,15
LA,2018,11,73,54,48,35
KC,2018,11,69,49,30,20
MIN,2018,11,64,50,15,6
CHI,2018,11,70,34,28,12
ARI,2018,11,52,21,37,16
LV,2018,11,66,33,46,19
PHI,2018,11,48,36,6,4
NO,2018,11,68,32,18,11
JAX,2018,11,67,24,35,10
PIT,2018,11,59,48,11,6
NYG,2018,11,52,22,27,12
TB,2018,11,68,38,20,12
TEN,2018,11,59,34,17,8
IND,2018,11,57,32,20,13
ARI,2018,12,44,21,23,12
LAC,2018,12,64,36,14,7
NO,2018,12,51,24,31,15
ATL,2018,12,69,53,19,14
DET,2018,12,65,41,44,28
CHI,2018,12,57,43,47,36
CLE,2018,12,59,26,14,10
CIN,2018,12,67,47,10,6
MIN,2018,12,66,39,48,32
GB,2018,12,51,32,38,21
BUF,2018,12,52,19,35,14
JAX,2018,12,65,26,36,14
MIA,2018,12,50,26,41,22
IND,2018,12,65,39,43,27
NYJ,2018,12,61,46,42,29
NE,2018,12,66,31,51,25
NYG,2018,12,58,40,25,14
PHI,2018,12,61,31,11,10
LV,2018,12,54,37,37,24
BAL,2018,12,67,26,52,24
DEN,2018,12,50,30,36,24
PIT,2018,12,76,60,61,47
SEA,2018,12,58,32,39,18
CAR,2018,12,57,30,45,22
TB,2018,12,68,39,46,28
SF,2018,12,59,36,34,18
TEN,2018,12,52,29,20,10
HOU,2018,12,60,27,9,4
DAL,2018,12,67,35,49,32
WAS,2018,12,60,41,38,23
GB,2018,13,74,51,51,33
ARI,2018,13,56,28,42,22
ATL,2018,13,45,31,35,22
BAL,2018,13,75,28,57,25
MIA,2018,13,48,27,39,23
BUF,2018,13,67,36,32,14
TB,2018,13,59,34,44,25
CAR,2018,13,64,46,18,11
CHI,2018,13,77,45,41,14
NYG,2018,13,68,39,43,27
HOU,2018,13,73,35,22,10
CLE,2018,13,51,42,3,1
DEN,2018,13,56,23,34,19
CIN,2018,13,64,41,37,23
JAX,2018,13,54,27,40,21
IND,2018,13,71,55,51,37
KC,2018,13,65,38,15,11
LV,2018,13,70,41,6,3
LAC,2018,13,62,40,18,12
PIT,2018,13,63,46,30,20
LA,2018,13,62,35,45,25
DET,2018,13,64,38,22,11
MIN,2018,13,59,46,32,23
NE,2018,13,70,32,48,27
DAL,2018,13,63,35,24,15
NO,2018,13,49,30,6,4
TEN,2018,13,59,38,6,3
NYJ,2018,13,65,32,21,10
SF,2018,13,73,49,15,8
SEA,2018,13,48,20,12,3
PHI,2018,13,69,40,51,30
WAS,2018,13,42,28,30,19
ATL,2018,14,68,44,24,13
GB,2018,14,60,36,23,17
KC,2018,14,83,56,51,34
BAL,2018,14,68,28,46,16
CAR,2018,14,69,44,53,33
CLE,2018,14,43,24,30,19
LAC,2018,14,56,31,31,15
CIN,2018,14,64,32,13,5
SF,2018,14,62,36,24,14
DEN,2018,14,70,44,14,8
DET,2018,14,55,24,39,23
ARI,2018,14,65,44,42,25
IND,2018,14,63,43,48,35
HOU,2018,14,68,43,30,19
TEN,2018,14,55,25,18,7
JAX,2018,14,66,47,23,11
CHI,2018,14,64,31,45,26
LA,2018,14,61,48,30,24
MIN,2018,14,55,35,32,17
SEA,2018,14,63,23,49,18
NE,2018,14,75,45,59,37
MIA,2018,14,45,24,34,18
TB,2018,14,65,42,41,24
NO,2018,14,61,32,28,17
WAS,2018,14,59,37,18,9
NYG,2018,14,62,29,18,11
BUF,2018,14,71,40,46,26
NYJ,2018,14,50,25,24,11
DAL,2018,14,93,57,56,34
PHI,2018,14,48,34,24,15
LV,2018,14,62,38,38,20
PIT,2018,14,58,39,48,30
ATL,2018,15,66,39,18,12
ARI,2018,15,64,43,20,9
DEN,2018,15,68,49,47,34
CLE,2018,15,60,33,47,28
DAL,2018,15,64,42,38,21
IND,2018,15,62,26,28,19
BUF,2018,15,62,27,48,20
DET,2018,15,56,30,41,20
CHI,2018,15,57,29,38,23
GB,2018,15,67,48,24,15
NYJ,2018,15,72,41,37,18
HOU,2018,15,50,34,32,21
LAC,2018,15,68,44,27,18
KC,2018,15,53,36,38,28
MIN,2018,15,61,23,28,11
MIA,2018,15,53,33,15,10
PIT,2018,15,59,36,43,30
NE,2018,15,56,37,38,21
CAR,2018,15,56,33,44,22
NO,2018,15,68,38,48,30
LV,2018,15,57,41,20,13
CIN,2018,15,72,34,30,14
LA,2018,15,73,55,40,25
PHI,2018,15,61,31,44,22
SF,2018,15,56,32,36,21
SEA,2018,15,69,34,41,19
TB,2018,15,47,26,30,15
BAL,2018,15,71,25,56,23
TEN,2018,15,64,22,51,19
NYG,2018,15,63,47,43,29
JAX,2018,15,49,23,37,18
WAS,2018,15,60,28,44,20
CAR,2018,16,83,58,48,29
ATL,2018,16,47,27,37,24
LAC,2018,16,57,41,35,23
BAL,2018,16,59,25,51,24
BUF,2018,16,60,42,17,9
NE,2018,16,71,26,26,10
CHI,2018,16,58,32,42,23
SF,2018,16,54,39,40,26
CLE,2018,16,63,38,26,16
CIN,2018,16,46,23,14,6
DEN,2018,16,62,38,22,11
LV,2018,16,54,27,15,10
NYJ,2018,16,57,37,36,23
GB,2018,16,79,59,28,22
HOU,2018,16,63,44,38,22
PHI,2018,16,73,51,52,38
MIA,2018,16,43,25,34,19
JAX,2018,16,60,30,45,25
KC,2018,16,61,41,38,23
SEA,2018,16,71,32,55,22
LA,2018,16,65,26,36,15
ARI,2018,16,53,35,10,7
DET,2018,16,69,46,38,21
MIN,2018,16,58,30,27,15
IND,2018,16,62,47,6,4
NYG,2018,16,61,33,37,22
PIT,2018,16,70,53,25,19
NO,2018,16,60,42,39,23
TB,2018,16,75,51,23,16
DAL,2018,16,48,26,27,18
WAS,2018,16,59,25,39,17
TEN,2018,16,55,28,45,25
ARI,2018,17,65,40,37,24
SEA,2018,17,60,27,39,19
TB,2018,17,58,38,38,21
ATL,2018,17,73,46,25,16
CAR,2018,17,68,31,20,9
NO,2018,17,51,24,5,3
MIN,2018,17,52,37,12,8
CHI,2018,17,63,27,29,14
PIT,2018,17,64,46,35,22
CIN,2018,17,46,28,38,22
CLE,2018,17,56,42,11,4
BAL,2018,17,71,26,32,11
NYG,2018,17,68,43,26,17
DAL,2018,17,67,48,52,35
DET,2018,17,70,34,31,17
GB,2018,17,55,42,9,6
TEN,2018,17,45,29,12,7
IND,2018,17,69,36,48,28
HOU,2018,17,73,41,31,16
JAX,2018,17,47,31,18,10
LAC,2018,17,53,25,35,20
DEN,2018,17,75,50,51,33
BUF,2018,17,58,27,28,14
MIA,2018,17,61,36,8,5
NE,2018,17,61,34,23,15
NYJ,2018,17,55,32,12,6
KC,2018,17,53,27,9,7
LV,2018,17,65,36,13,8
WAS,2018,17,44,32,12,7
PHI,2018,17,69,37,39,24
SF,2018,17,58,37,7,3
LA,2018,17,68,28,5,1
ATL,2019,1,69,52,6,2
MIN,2019,1,47,11,6,4
BAL,2019,1,71,27,9,3
MIA,2019,1,47,35,4,3
BUF,2019,1,62,38,35,24
NYJ,2019,1,67,46,35,24
CIN,2019,1,70,56,50,37
SEA,2019,1,47,24,37,21
LV,2019,1,53,26,30,17
DEN,2019,1,57,34,11,6
DET,2019,1,78,46,21,11
ARI,2019,1,83,60,15,9
GB,2019,1,55,35,43,31
CHI,2019,1,65,50,42,27
HOU,2019,1,59,36,44,25
NO,2019,1,63,42,26,19
LAC,2019,1,59,38,20,13
IND,2019,1,63,29,19,10
KC,2019,1,59,34,28,20
JAX,2019,1,51,35,3,2
CAR,2019,1,63,40,18,10
LA,2019,1,70,40,32,20
DAL,2019,1,60,32,39,26
NYG,2019,1,66,49,17,11
NE,2019,1,67,38,24,13
PIT,2019,1,61,48,10,5
TB,2019,1,64,39,35,19
SF,2019,1,59,29,45,23
CLE,2019,1,63,43,30,22
TEN,2019,1,54,28,39,24
WAS,2019,1,57,44,23,15
PHI,2019,1,71,40,16,11
ARI,2019,2,54,43,26,19
BAL,2019,2,70,39,28,17
NYG,2019,2,66,46,15,7
BUF,2019,2,65,33,31,19
DEN,2019,2,77,53,40,24
CHI,2019,2,56,27,43,17
CLE,2019,2,58,37,25,16
NYJ,2019,2,59,35,12,8
WAS,2019,2,54,38,26,14
DAL,2019,2,64,31,47,26
TEN,2019,2,54,30,37,21
IND,2019,2,63,30,49,25
JAX,2019,2,59,37,35,20
HOU,2019,2,62,33,50,28
LV,2019,2,60,41,23,15
KC,2019,2,67,46,24,18
LAC,2019,2,62,37,44,26
DET,2019,2,57,30,46,24
GB,2019,2,69,36,24,13
MIN,2019,2,60,33,15,10
MIA,2019,2,61,46,16,8
NE,2019,2,64,30,33,14
NO,2019,2,57,37,39,22
LA,2019,2,58,31,48,28
ATL,2019,2,60,44,48,35
PHI,2019,2,74,52,35,23
PIT,2019,2,52,36,33,22
SEA,2019,2,69,39,53,33
CIN,2019,2,65,46,20,11
SF,2019,2,66,26,20,8
TB,2019,2,57,28,41,21
CAR,2019,2,73,54,51,35
IND,2019,3,60,38,15,9
ATL,2019,3,53,34,6,3
KC,2019,3,61,38,23,17
BAL,2019,3,81,47,23,12
CAR,2019,3,57,28,39,22
ARI,2019,3,73,51,58,39
CHI,2019,3,58,34,24,17
WAS,2019,3,69,48,19,11
BUF,2019,3,72,37,26,17
CIN,2019,3,56,37,12,7
GB,2019,3,51,29,29,17
DEN,2019,3,72,34,39,15
PHI,2019,3,69,39,34,15
DET,2019,3,58,32,32,18
LAC,2019,3,69,51,43,31
HOU,2019,3,54,36,25,17
CLE,2019,3,63,39,43,26
LA,2019,3,63,40,48,35
MIA,2019,3,68,44,29,19
DAL,2019,3,66,33,40,23
SEA,2019,3,75,49,30,12
NO,2019,3,51,27,20,14
TB,2019,3,72,40,39,24
NYG,2019,3,61,42,18,11
NYJ,2019,3,47,27,8,3
NE,2019,3,71,46,12,10
MIN,2019,3,57,21,22,9
LV,2019,3,58,38,8,4
SF,2019,3,72,33,53,28
PIT,2019,3,51,29,41,23
JAX,2019,3,49,30,10,6
TEN,2019,3,75,49,5,2
CAR,2019,4,65,37,48,27
HOU,2019,4,61,39,48,29
CIN,2019,4,64,45,28,20
PIT,2019,4,53,31,40,23
CLE,2019,4,61,33,47,29
BAL,2019,4,67,38,37,15
DAL,2019,4,53,33,38,21
NO,2019,4,62,35,45,27
DEN,2019,4,53,38,24,17
JAX,2019,4,76,38,19,10
DET,2019,4,73,38,54,26
KC,2019,4,67,42,34,24
LAC,2019,4,62,32,47,26
MIA,2019,4,47,29,34,19
CHI,2019,4,67,34,37,24
MIN,2019,4,59,43,21,11
NE,2019,4,59,39,23,17
BUF,2019,4,70,48,16,10
LV,2019,4,63,32,22,12
IND,2019,4,68,46,3,2
PHI,2019,4,59,28,44,20
GB,2019,4,73,53,42,26
ARI,2019,4,58,36,12,8
SEA,2019,4,59,32,16,12
TB,2019,4,72,43,38,25
LA,2019,4,82,71,14,13
TEN,2019,4,61,27,25,15
ATL,2019,4,75,58,18,10
WAS,2019,4,48,31,10,7
NYG,2019,4,66,31,21,11
ARI,2019,5,70,32,53,24
CIN,2019,5,62,39,44,25
ATL,2019,5,68,49,39,25
HOU,2019,5,67,33,46,21
PIT,2019,5,50,32,22,18
BAL,2019,5,73,33,48,20
TEN,2019,5,54,27,40,20
BUF,2019,5,61,36,45,29
LV,2019,5,70,32,34,15
CHI,2019,5,51,34,11,8
CLE,2019,5,46,28,8,6
SF,2019,5,68,31,12,6
DEN,2019,5,54,23,12,5
LAC,2019,5,63,47,6,4
GB,2019,5,62,36,17,11
DAL,2019,5,68,47,10,6
KC,2019,5,56,43,45,35
IND,2019,5,72,29,55,27
CAR,2019,5,61,34,41,25
JAX,2019,5,76,46,31,18
SEA,2019,5,66,25,41,19
LA,2019,5,68,49,33,17
MIN,2019,5,63,30,34,19
NYG,2019,5,62,42,15,9
WAS,2019,5,53,33,26,16
NE,2019,5,74,47,48,36
NYJ,2019,5,56,37,9,4
PHI,2019,5,57,30,9,2
TB,2019,5,55,33,24,12
NO,2019,5,66,36,46,27
ATL,2019,6,63,38,17,10
ARI,2019,6,62,36,36,20
TB,2019,6,77,62,12,9
CAR,2019,6,62,34,25,16
BAL,2019,6,73,33,45,22
CIN,2019,6,55,41,17,12
NYJ,2019,6,51,34,25,14
DAL,2019,6,76,42,25,12
DET,2019,6,54,35,35,23
GB,2019,6,67,40,26,15
KC,2019,6,46,36,36,29
HOU,2019,6,82,43,29,16
NO,2019,6,63,39,46,30
JAX,2019,6,54,31,43,24
NE,2019,6,76,44,58,36
NYG,2019,6,47,32,32,20
MIN,2019,6,64,30,37,20
PHI,2019,6,65,43,7,2
LAC,2019,6,59,45,10,5
PIT,2019,6,56,20,10,5
CLE,2019,6,61,37,30,18
SEA,2019,6,73,36,24,11
SF,2019,6,74,35,52,30
LA,2019,6,50,28,28,10
TEN,2019,6,61,41,36,21
DEN,2019,6,57,29,44,22
WAS,2019,6,57,25,31,13
MIA,2019,6,69,48,38,25
ARI,2019,7,58,23,32,14
NYG,2019,7,65,43,28,17
BAL,2019,7,53,21,38,17
SEA,2019,7,68,42,56,33
HOU,2019,7,61,37,21,11
IND,2019,7,65,41,52,32
JAX,2019,7,77,34,60,28
CIN,2019,7,65,45,42,28
DEN,2019,7,65,43,21,11
KC,2019,7,57,31,23,12
LAC,2019,7,60,39,43,25
TEN,2019,7,60,32,41,23
ATL,2019,7,52,38,24,16
LA,2019,7,74,38,35,23
BUF,2019,7,52,28,38,21
MIA,2019,7,65,35,40,17
DET,2019,7,68,48,47,30
MIN,2019,7,67,34,52,28
NE,2019,7,77,45,19,11
NYJ,2019,7,52,33,2,1
CHI,2019,7,64,57,29,24
NO,2019,7,72,39,41,26
LV,2019,7,61,31,28,15
GB,2019,7,52,32,30,20
PHI,2019,7,57,29,10,4
DAL,2019,7,66,30,28,13
WAS,2019,7,41,15,36,11
SF,2019,7,62,23,44,19
NO,2019,8,70,43,54,35
ARI,2019,8,49,38,28,21
SF,2019,8,61,26,18,11
CAR,2019,8,64,44,8,6
CIN,2019,8,76,54,34,21
LA,2019,8,57,31,39,23
NE,2019,8,66,39,22,13
CLE,2019,8,58,36,5,4
IND,2019,8,59,28,30,13
DEN,2019,8,63,35,48,27
GB,2019,8,61,38,48,34
KC,2019,8,58,38,30,22
LAC,2019,8,42,30,20,13
CHI,2019,8,75,38,51,24
MIA,2019,8,56,38,27,17
PIT,2019,8,67,38,29,17
NYG,2019,8,68,45,26,16
DET,2019,8,59,36,48,29
JAX,2019,8,66,36,28,15
NYJ,2019,8,52,39,19,12
LV,2019,8,53,30,40,21
HOU,2019,8,71,42,42,26
BUF,2019,8,58,38,28,14
PHI,2019,8,65,27,41,22
SEA,2019,8,53,22,19,9
ATL,2019,8,71,54,14,8
TB,2019,8,77,47,34,17
TEN,2019,8,55,36,33,23
MIN,2019,8,67,29,46,24
WAS,2019,8,41,25,32,21
CHI,2019,9,42,24,9,7
PHI,2019,9,77,43,29,16
DEN,2019,9,40,23,31,19
CLE,2019,9,73,44,31,19
DAL,2019,9,65,35,40,22
NYG,2019,9,68,46,46,26
DET,2019,9,62,43,38,26
LV,2019,9,68,32,53,23
LAC,2019,9,66,30,35,24
GB,2019,9,50,38,18,11
HOU,2019,9,63,29,46,24
JAX,2019,9,66,51,21,15
PIT,2019,9,59,36,48,31
IND,2019,9,66,37,43,23
MIN,2019,9,66,39,50,30
KC,2019,9,57,39,43,28
BAL,2019,9,62,24,39,18
NE,2019,9,65,48,18,16
NYJ,2019,9,62,41,28,17
MIA,2019,9,62,40,39,26
ARI,2019,9,51,28,26,15
SF,2019,9,67,38,41,25
TB,2019,9,72,46,40,25
SEA,2019,9,69,47,24,16
CAR,2019,9,66,35,29,16
TEN,2019,9,63,42,11,6
WAS,2019,9,49,26,8,5
BUF,2019,9,58,22,30,12
TB,2019,10,78,52,60,39
ARI,2019,10,64,47,45,34
ATL,2019,10,70,36,54,29
NO,2019,10,61,50,31,21
BAL,2019,10,44,22,17,6
CIN,2019,10,72,32,3,2
CLE,2019,10,65,40,48,27
BUF,2019,10,62,42,43,28
CAR,2019,10,70,47,26,14
GB,2019,10,58,31,37,19
DET,2019,10,73,46,37,18
CHI,2019,10,52,28,33,20
KC,2019,10,78,53,51,37
TEN,2019,10,50,23,18,8
LAC,2019,10,66,36,26,15
LV,2019,10,55,34,35,21
PIT,2019,10,67,41,48,31
LA,2019,10,69,46,52,32
MIA,2019,10,61,36,40,23
IND,2019,10,68,40,33,17
DAL,2019,10,70,48,33,21
MIN,2019,10,70,34,54,29
NYJ,2019,10,60,32,46,27
NYG,2019,10,65,48,34,24
SF,2019,10,77,51,34,23
SEA,2019,10,72,38,24,12
ARI,2019,11,62,37,29,19
SF,2019,11,67,48,21,16
ATL,2019,11,60,36,16,11
CAR,2019,11,70,55,11,9
BUF,2019,11,66,33,21,10
MIA,2019,11,66,53,9,5
CHI,2019,11,74,50,40,26
LA,2019,11,50,18,30,12
LV,2019,11,63,32,46,25
CIN,2019,11,58,36,44,26
DAL,2019,11,69,47,49,32
DET,2019,11,57,30,32,15
DEN,2019,11,75,42,14,8
MIN,2019,11,59,41,6,3
HOU,2019,11,57,37,21,11
BAL,2019,11,62,27,30,14
JAX,2019,11,59,50,26,20
IND,2019,11,61,27,45,24
LAC,2019,11,72,53,42,28
KC,2019,11,59,33,35,20
PHI,2019,11,65,44,44,26
NE,2019,11,71,49,43,28
NO,2019,11,62,36,21,14
TB,2019,11,61,53,5,3
NYJ,2019,11,64,33,24,13
WAS,2019,11,63,43,8,5
PIT,2019,11,64,48,17,11
CLE,2019,11,67,33,33,19
LA,2019,12,47,39,6,4
BAL,2019,12,71,26,16,4
NO,2019,12,58,40,27,16
CAR,2019,12,70,41,7,4
DAL,2019,12,59,33,38,21
NE,2019,12,64,39,43,26
DEN,2019,12,46,29,22,13
BUF,2019,12,71,25,42,16
WAS,2019,12,55,33,32,18
DET,2019,12,71,39,42,19
GB,2019,12,71,43,11,7
SF,2019,12,44,22,12,7
IND,2019,12,64,25,49,21
HOU,2019,12,55,31,36,23
JAX,2019,12,80,53,32,19
TEN,2019,12,48,19,30,16
CLE,2019,12,66,35,19,10
MIA,2019,12,62,42,6,4
NYG,2019,12,58,37,32,17
CHI,2019,12,66,43,50,36
LV,2019,12,56,34,21,15
NYJ,2019,12,59,30,30,16
CIN,2019,12,51,30,38,21
PIT,2019,12,65,30,47,23
PHI,2019,12,72,48,49,30
SEA,2019,12,56,31,39,25
ATL,2019,12,81,62,33,19
TB,2019,12,58,28,30,17
DAL,2019,13,73,54,40,25
BUF,2019,13,62,29,36,20
CHI,2019,13,61,39,41,27
DET,2019,13,67,40,45,23
CLE,2019,13,63,39,48,25
PIT,2019,13,52,22,27,12
NYG,2019,13,64,37,31,16
GB,2019,13,57,33,41,24
DEN,2019,13,53,28,35,20
LAC,2019,13,61,32,25,13
LA,2019,13,75,45,24,18
ARI,2019,13,61,40,7,3
SEA,2019,13,75,33,54,25
MIN,2019,13,52,38,34,23
HOU,2019,13,49,29,25,14
NE,2019,13,80,51,22,11
ATL,2019,13,85,59,31,18
NO,2019,13,48,31,23,15
NYJ,2019,13,69,52,27,17
CIN,2019,13,59,38,27,20
LV,2019,13,57,32,19,7
KC,2019,13,58,30,29,18
MIA,2019,13,64,45,18,13
PHI,2019,13,67,48,42,27
SF,2019,13,52,23,42,18
BAL,2019,13,62,24,45,17
TB,2019,13,66,37,18,12
JAX,2019,13,64,47,7,5
TEN,2019,13,55,28,35,20
IND,2019,13,66,43,44,25
CAR,2019,13,73,53,31,17
WAS,2019,13,60,31,28,16
BUF,2019,14,69,46,25,19
BAL,2019,14,57,26,31,13
ATL,2019,14,66,35,44,26
CAR,2019,14,68,46,34,21
CIN,2019,14,70,39,36,22
CLE,2019,14,51,25,38,20
DAL,2019,14,72,51,29,14
CHI,2019,14,66,33,34,18
HOU,2019,14,74,52,16,10
DEN,2019,14,54,28,7,5
DET,2019,14,67,45,16,8
MIN,2019,14,69,31,33,15
TB,2019,14,75,50,31,20
IND,2019,14,60,38,46,28
NE,2019,14,63,40,21,10
KC,2019,14,67,41,25,15
JAX,2019,14,63,40,22,8
LAC,2019,14,56,28,21,11
NYJ,2019,14,67,36,50,23
MIA,2019,14,65,39,39,24
PHI,2019,14,85,53,30,18
NYG,2019,14,51,32,34,20
ARI,2019,14,57,35,29,17
PIT,2019,14,56,22,38,17
SEA,2019,14,62,41,13,7
LA,2019,14,66,32,20,10
NO,2019,14,70,42,57,30
SF,2019,14,62,39,31,18
TEN,2019,14,58,27,47,24
LV,2019,14,60,36,42,22
WAS,2019,14,59,30,9,5
GB,2019,14,57,32,15,7
ATL,2019,15,61,41,37,23
SF,2019,15,62,35,47,25
BUF,2019,15,63,26,47,22
PIT,2019,15,56,42,35,22
CHI,2019,15,82,55,33,18
GB,2019,15,58,34,35,23
ARI,2019,15,59,25,45,21
CLE,2019,15,66,43,19,13
DEN,2019,15,57,42,12,7
KC,2019,15,63,39,16,11
HOU,2019,15,63,28,37,18
TEN,2019,15,65,38,24,11
IND,2019,15,52,35,14,7
NO,2019,15,60,30,17,10
LV,2019,15,72,40,38,20
JAX,2019,15,53,31,15,7
LA,2019,15,69,55,24,17
DAL,2019,15,67,23,37,15
MIA,2019,15,69,44,47,30
NYG,2019,15,63,30,41,24
MIN,2019,15,59,25,32,20
LAC,2019,15,61,42,31,22
NE,2019,15,61,31,42,28
CIN,2019,15,62,31,30,10
NYJ,2019,15,58,34,9,6
BAL,2019,15,59,25,20,7
WAS,2019,15,51,29,39,20
PHI,2019,15,73,45,51,32
SEA,2019,15,61,29,22,10
CAR,2019,15,71,42,3,2
TB,2019,15,69,44,17,11
DET,2019,15,62,45,7,4
ARI,2019,16,67,29,32,17
SEA,2019,16,56,36,28,15
CLE,2019,16,53,35,31,20
BAL,2019,16,69,31,32,20
NE,2019,16,67,34,53,30
BUF,2019,16,53,30,36,19
CAR,2019,16,71,50,6,4
IND,2019,16,59,30,8,3
MIA,2019,16,84,54,19,15
