team,season,week,plays,passes,neutralPlays,neutralPasses
ATL,2025,15,67,46,40,26
BAL,2025,15,37,16,23,11
CIN,2025,15,71,42,28,14
NE,2025,15,51,26,26,13
BUF,2025,15,64,30,9,6
NO,2025,15,61,37,26,12
CAR,2025,15,56,25,37,16
CHI,2025,15,63,31,16,7
CLE,2025,15,56,40,6,2
DET,2025,15,62,42,38,24
LA,2025,15,69,40,51,32
DEN,2025,15,64,34,37,19
GB,2025,15,63,43,41,27
IND,2025,15,58,28,44,21
SEA,2025,15,56,35,33,18
KC,2025,15,59,38,40,22
LAC,2025,15,61,33,44,22
PHI,2025,15,66,19,19,7
LV,2025,15,42,29,13,10
MIA,2025,15,50,34,20,8
PIT,2025,15,62,30,37,17
MIN,2025,15,51,24,37,20
DAL,2025,15,69,40,52,27
JAX,2025,15,56,32,19,10
NYJ,2025,15,68,36,4,2
TEN,2025,15,49,29,19,11
SF,2025,15,70,32,36,19
WAS,2025,15,55,21,24,6
NYG,2025,15,67,38,11,8
ARI,2025,16,56,33,40,21
ATL,2025,16,71,36,41,24
CLE,2025,16,64,33,26,14
BUF,2025,16,48,21,24,7
CIN,2025,16,61,35,40,27
MIA,2025,16,58,30,29,13
GB,2025,16,68,26,52,20
CHI,2025,16,60,34,29,13
JAX,2025,16,68,41,48,32
DEN,2025,16,65,48,36,23
KC,2025,16,43,28,27,16
TEN,2025,16,68,30,45,23
DAL,2025,16,56,33,46,27
LAC,2025,16,61,29,40,22
LA,2025,16,88,49,49,21
SEA,2025,16,65,39,29,13
LV,2025,16,53,26,45,21
HOU,2025,16,59,35,40,25
MIN,2025,16,55,27,37,21
NYG,2025,16,48,18,34,11
BAL,2025,16,53,21,41,16
NE,2025,16,69,49,49,34
NO,2025,16,77,52,61,42
NYJ,2025,16,63,43,37,21
WAS,2025,16,51,25,36,19
PHI,2025,16,65,32,49,28
DET,2025,16,68,57,35,25
PIT,2025,16,70,43,57,38
IND,2025,16,58,38,24,18
SF,2025,16,63,35,41,24
CAR,2025,16,53,34,41,26
TB,2025,16,60,28,43,16
CIN,2025,17,70,39,36,22
ARI,2025,17,54,41,6,3
BAL,2025,17,73,21,44,16
GB,2025,17,43,27,6,3
SF,2025,17,68,34,55,25
CHI,2025,17,63,41,38,23
DAL,2025,17,87,43,41,21
WAS,2025,17,40,24,7,4
DEN,2025,17,70,39,50,28
KC,2025,17,41,22,29,14
MIN,2025,17,51,23,37,19
DET,2025,17,64,34,43,21
HOU,2025,17,59,28,8,4
LAC,2025,17,59,37,3,1
IND,2025,17,54,33,41,24
JAX,2025,17,68,39,37,26
ATL,2025,17,53,20,25,12
LA,2025,17,61,41,17,10
NE,2025,17,60,26,14,5
NYJ,2025,17,63,35,3,2
TEN,2025,17,72,44,39,19
NO,2025,17,51,29,17,11
NYG,2025,17,60,32,24,13
LV,2025,17,54,34,21,14
PHI,2025,17,53,28,27,15
BUF,2025,17,73,41,21,11
CLE,2025,17,49,25,37,21
PIT,2025,17,63,39,32,16
CAR,2025,17,49,26,31,16
SEA,2025,17,65,30,47,23
MIA,2025,17,52,24,30,15
TB,2025,17,63,47,24,16
ARI,2025,18,53,38,33,24
LA,2025,18,68,40,47,30
BAL,2025,18,47,21,36,13
PIT,2025,18,73,49,46,29
TB,2025,18,66,24,44,15
CAR,2025,18,47,34,24,14
CIN,2025,18,67,42,29,14
CLE,2025,18,52,28,25,12
NYG,2025,18,70,38,43,25
DAL,2025,18,53,24,30,11
DET,2025,18,72,45,34,24
CHI,2025,18,54,35,11,5
MIN,2025,18,64,33,41,22
GB,2025,18,49,15,19,6
HOU,2025,18,63,31,46,22
IND,2025,18,64,36,34,23
KC,2025,18,62,39,44,26
LV,2025,18,61,29,41,16
LAC,2025,18,66,45,9,6
DEN,2025,18,56,27,23,8
NE,2025,18,54,22,34,13
MIA,2025,18,54,29,25,12
ATL,2025,18,58,35,42,26
NO,2025,18,65,39,38,25
BUF,2025,18,70,31,29,15
NYJ,2025,18,47,24,6,2
SEA,2025,18,64,28,48,22
SF,2025,18,42,30,23,16
JAX,2025,18,55,34,18,15
TEN,2025,18,53,34,19,12
PHI,2025,18,62,43,47,28
WAS,2025,18,61,21,41,19
