season,week,offense,defense,drive,down,togo,yardline,margin,seconds,grouping,shell,box,playType,yards,firstDown,touchdown,turnover
2022,12,CHI,NYJ,17,4,5,27,-21,668,11,nickel,7,pass,0,0,0,0
2022,12,NYJ,CHI,18,4,4,35,21,489,,,,field_goal,0,0,0,0
2022,12,CHI,NYJ,19,4,2,49,-21,400,11,nickel,6,run,6,1,0,0
2022,12,CIN,TEN,1,4,13,54,0,3421,,,,punt,0,0,0,0
2022,12,TEN,CIN,2,4,4,51,0,3153,,,,punt,0,0,0,0
2022,12,CIN,TEN,3,4,7,93,0,3108,,,,punt,0,0,0,0
2022,12,TEN,CIN,4,4,4,54,0,3015,,,,punt,0,0,0,0
2022,12,CIN,TEN,5,4,13,93,0,2902,,,,punt,0,0,0,0
2022,12,TEN,CIN,6,4,9,15,0,2650,,,,field_goal,0,0,0,0
2022,12,CIN,TEN,7,4,6,28,-3,2495,,,,field_goal,0,0,0,0
2022,12,CIN,TEN,9,4,11,77,-7,2360,,,,punt,0,0,0,0
2022,12,TEN,CIN,10,4,9,68,7,2261,,,,punt,0,0,0,0
2022,12,TEN,CIN,12,4,8,17,0,1808,,,,field_goal,0,0,0,0
2022,12,TEN,CIN,14,4,16,88,0,1727,,,,punt,0,0,0,0
2022,12,CIN,TEN,15,4,10,45,0,1603,,,,punt,0,0,0,0
2022,12,TEN,CIN,16,4,4,71,0,1381,,,,punt,0,0,0,0
2022,12,CIN,TEN,17,4,14,20,0,1058,,,,field_goal,0,0,0,0
2022,12,TEN,CIN,18,4,4,6,-3,942,,,,field_goal,0,0,0,0
2022,12,TEN,CIN,20,4,5,20,-7,371,,,,field_goal,0,0,0,0
2022,12,CIN,TEN,21,4,11,13,4,117,,,,penalty,7,1,0,0
2022,12,CAR,DEN,1,4,6,56,0,3469,,,,punt,0,0,0,0
2022,12,DEN,CAR,2,4,11,96,0,3379,,,,punt,0,0,0,0
2022,12,CAR,DEN,3,4,18,49,0,3280,,,,punt,0,0,0,0
2022,12,DEN,CAR,4,4,1,79,0,3162,,,,punt,0,0,0,0
2022,12,CAR,DEN,5,4,1,62,0,3031,11,base,,run,2,1,0,0
2022,12,DEN,CAR,6,4,15,62,-7,2576,,,,punt,0,0,0,1
2022,12,DEN,CAR,7,4,5,9,-7,2414,,,,field_goal,0,0,0,0
2022,12,CAR,DEN,8,4,4,24,4,2086,,,,field_goal,0,0,0,0
2022,12,CAR,DEN,10,4,2,71,7,1915,,,,punt,0,0,0,0
2022,12,DEN,CAR,11,4,5,70,-7,1861,,,,punt,0,0,0,0
2022,12,CAR,DEN,12,4,8,81,7,1837,,,,punt,0,0,0,0
2022,12,DEN,CAR,14,4,2,67,-7,1722,,,,punt,0,0,0,0
2022,12,DEN,CAR,16,4,16,65,-14,1163,,,,punt,0,0,0,0
2022,12,CAR,DEN,17,4,2,77,14,1027,,,,punt,0,0,0,0
2022,12,DEN,CAR,18,4,1,82,-14,961,,,,punt,0,0,0,0
2022,12,CAR,DEN,19,4,8,8,14,816,,,,field_goal,0,0,0,0
2022,12,CAR,DEN,21,4,5,18,17,544,,,,field_goal,0,0,0,0
2022,12,DEN,CAR,22,4,18,18,-20,249,spread,nickel,4,penalty,9,1,0,0
2022,12,DEN,CAR,24,4,10,57,-13,179,11,nickel,5,pass,0,0,0,0
2022,12,CAR,DEN,25,4,1,23,13,69,12,base,8,run,3,1,0,0
2022,12,PHI,GB,5,4,1,63,6,3006,11,nickel,8,run,0,0,0,0
2022,12,GB,PHI,6,4,5,32,-6,2917,11,nickel,6,pass,21,1,0,0
2022,12,PHI,GB,11,4,8,70,0,2155,,,,punt,0,0,0,0
2022,12,GB,PHI,12,4,14,71,0,1942,,,,punt,0,0,0,0
2022,12,PHI,GB,13,4,1,39,0,1854,11,nickel,8,run,4,1,0,0
2022,12,GB,PHI,15,4,12,55,-7,1670,,,,punt,0,0,0,0
2022,12,GB,PHI,17,4,8,11,-14,1026,,,,field_goal,0,0,0,0
2022,12,PHI,GB,18,4,2,35,11,806,11,nickel,9,run,2,1,0,0
2022,12,PHI,GB,18,4,9,13,11,674,,,,field_goal,0,0,0,0
2022,12,PHI,GB,20,4,3,36,7,141,,,,field_goal,0,0,0,0
2022,12,GB,PHI,21,4,4,15,-10,71,,,,field_goal,0,0,0,0
2022,12,HOU,MIA,1,4,6,71,0,3512,,,,punt,0,0,0,0
2022,12,MIA,HOU,2,4,20,27,0,3326,,,,field_goal,0,0,0,0
2022,12,HOU,MIA,3,4,22,91,-3,3172,,,,punt,0,0,0,0
2022,12,MIA,HOU,4,4,1,12,3,2959,11,nickel,5,pass,9,1,0,0
2022,12,HOU,MIA,5,4,6,57,-10,2773,,,,punt,0,0,0,0
2022,12,MIA,HOU,6,4,10,51,10,2606,,,,punt,0,0,0,0
2022,12,HOU,MIA,9,4,6,71,-17,2461,,,,punt,0,0,0,0
2022,12,MIA,HOU,10,4,5,5,17,2186,,,,field_goal,0,0,0,0
2022,12,HOU,MIA,12,4,6,66,-27,1920,,,,punt,0,0,0,0
2022,12,MIA,HOU,13,4,16,17,27,1801,,,,field_goal,0,0,0,0
2022,12,MIA,HOU,14,4,21,52,30,1552,,,,punt,0,0,0,0
2022,12,HOU,MIA,15,4,9,73,-30,1416,,,,punt,0,0,0,0
2022,12,MIA,HOU,16,4,10,70,30,1302,,,,punt,0,0,0,0
2022,12,MIA,HOU,20,4,8,68,18,718,,,,punt,0,0,0,0
2022,12,HOU,MIA,21,4,4,10,-18,544,,,,field_goal,0,0,0,0
2022,12,MIA,HOU,22,4,5,70,15,445,,,,punt,0,0,0,0
2022,12,HOU,MIA,23,4,20,69,-15,296,,,,punt,0,0,0,0
2022,12,MIA,HOU,24,4,11,80,15,271,,,,punt,0,0,0,0
2022,12,HOU,MIA,25,4,1,51,-15,223,11,dime,6,run,1,1,0,0
2022,12,LAC,ARI,1,4,15,60,0,3412,,,,punt,0,0,0,0
2022,12,LAC,ARI,3,4,7,44,0,3255,,,,punt,0,0,0,0
2022,12,LAC,ARI,5,4,17,82,-7,2823,,,,punt,0,0,0,0
2022,12,ARI,LAC,6,4,6,25,7,2647,,,,field_goal,0,0,0,0
2022,12,ARI,LAC,8,4,1,66,3,2232,12,base,7,pass,0,0,0,1
2022,12,ARI,LAC,12,4,4,31,3,1566,,,,field_goal,0,0,0,0
2022,12,LAC,ARI,13,4,7,8,-3,1171,,,,field_goal,0,0,0,0
2022,12,LAC,ARI,15,4,6,48,-7,659,,,,punt,0,0,0,0
2022,12,ARI,LAC,16,4,2,86,7,559,,,,punt,0,0,0,0
2022,12,LAC,ARI,17,4,13,64,-7,461,,,,punt,0,0,0,0
2022,12,ARI,LAC,18,4,5,70,7,378,,,,punt,0,0,0,0
2022,12,LAC,ARI,19,4,20,48,-7,146,,,,punt,0,0,0,0
2022,12,ARI,LAC,20,4,7,87,7,120,,,,punt,0,0,0,0
2022,12,KC,LA,1,4,5,57,0,3492,,,,punt,0,0,0,0
2022,12,LA,KC,2,4,6,92,0,3394,,,,punt,0,0,0,1
2022,12,LA,KC,3,4,12,45,0,3306,,,,punt,0,0,0,0
2022,12,LA,KC,5,4,14,29,-7,2700,,,,field_goal,0,0,0,0
2022,12,KC,LA,6,4,9,9,4,2393,,,,field_goal,0,0,0,0
2022,12,LA,KC,7,4,5,59,-7,2161,spread,nickel,,pass,6,1,0,0
2022,12,LA,KC,7,4,9,52,-7,2002,,,,punt,0,0,0,0
2022,12,KC,LA,8,4,1,13,7,1819,,,,field_goal,0,0,0,0
2022,12,LA,KC,10,4,12,77,-10,1712,,,,punt,0,0,0,0
2022,12,LA,KC,12,4,2,40,-17,1088,11,nickel,5,pass,8,1,0,0
2022,12,LA,KC,12,4,2,7,-17,900,11,nickel,8,pass,7,1,1,0
2022,12,KC,LA,15,4,4,4,10,399,,,,field_goal,0,0,0,0
2022,12,KC,LA,17,4,3,3,13,107,,,,field_goal,0,0,0,0
2022,12,SEA,LV,4,4,22,64,0,3117,,,,punt,0,0,0,0
2022,12,SEA,LV,6,4,5,6,0,2967,,,,field_goal,0,0,0,0
2022,12,LV,SEA,7,4,10,76,-3,2872,,,,punt,0,0,0,0
2022,12,SEA,LV,8,4,6,16,3,2618,,,,field_goal,0,0,0,0
2022,12,LV,SEA,13,4,2,43,1,1842,11,nickel,6,run,8,1,0,0
2022,12,LV,SEA,16,4,1,7,-3,1206,,,,field_goal,0,0,0,0
2022,12,SEA,LV,17,4,7,72,0,1102,,,,punt,0,0,0,0
2022,12,LV,SEA,18,4,11,50,0,951,,,,punt,0,0,0,0
2022,12,LV,SEA,20,4,1,52,0,541,11,nickel,6,run,-1,0,0,0
2022,12,SEA,LV,23,4,15,70,0,48,,,,punt,0,0,0,0
2022,12,LV,SEA,25,4,2,38,0,356,,,,field_goal,0,0,0,0
2022,12,SEA,LV,26,4,5,49,0,279,,,,punt,0,0,0,0
2022,12,MIN,NE,3,4,1,70,0,3111,,,,punt,0,0,0,0
2022,12,NE,MIN,4,4,3,79,0,3037,,,,punt,0,0,0,0
2022,12,NE,MIN,6,4,9,16,0,2792,,,,field_goal,0,0,0,0
2022,12,MIN,NE,7,4,8,12,-3,2312,,,,field_goal,0,0,0,0
2022,12,NE,MIN,8,4,1,28,0,2147,,,,field_goal,0,0,0,0
2022,12,NE,MIN,14,4,6,6,0,1306,,,,field_goal,0,0,0,0
2022,12,MIN,NE,15,4,17,18,-3,851,,,,field_goal,0,0,0,0
2022,12,NE,MIN,16,4,9,74,0,799,,,,punt,0,0,0,0
2022,12,MIN,NE,17,4,3,64,0,664,,,,penalty,5,1,0,0
2022,12,NE,MIN,18,4,1,66,-7,494,,,,punt,0,0,0,0
2022,12,MIN,NE,19,4,14,55,7,269,,,,punt,0,0,0,0
2022,12,NE,MIN,20,4,16,39,-7,120,11,nickel,3,pass,0,0,0,0
2022,12,MIN,NE,21,4,9,60,7,62,,,,punt,0,0,0,0
2022,12,SF,NO,2,4,1,10,0,3277,11,nickel,7,run,1,1,0,0
2022,12,SF,NO,2,4,5,5,0,3185,,,,field_goal,0,0,0,0
2022,12,NO,SF,3,4,1,55,-3,3052,,,,punt,0,0,0,0
2022,12,SF,NO,4,4,8,55,3,2832,,,,punt,0,0,0,0
2022,12,NO,SF,5,4,3,43,-3,2665,,,,punt,0,0,0,0
2022,12,SF,NO,6,4,10,83,3,2433,,,,punt,0,0,0,0
2022,12,NO,SF,7,4,14,42,-3,2367,,,,punt,0,0,0,0
2022,12,SF,NO,8,4,1,1,3,1986,21,,9,pass,-1,0,0,0
2022,12,NO,SF,9,4,1,89,-3,1920,,,,punt,0,0,0,0
2022,12,SF,NO,12,4,11,28,10,1530,,,,field_goal,0,0,0,0
2022,12,NO,SF,13,4,10,30,-13,1151,,,,field_goal,0,0,0,0
2022,12,SF,NO,14,4,3,55,13,1018,,,,punt,0,0,0,0
2022,12,NO,SF,15,4,1,34,-13,810,heavy,,8,penalty,15,1,0,0
2022,12,SF,NO,16,4,6,95,13,585,,,,punt,0,0,0,0
2022,12,NO,SF,17,4,4,4,-13,383,11,nickel,6,pass,-7,0,0,0
2022,12,NYG,DAL,1,4,3,48,0,3475,,,,punt,0,0,0,0
2022,12,DAL,NYG,2,4,2,60,0,3400,heavy,,9,run,1,0,0,0
2022,12,NYG,DAL,3,4,32,39,0,3289,,,,field_goal,0,0,0,0
2022,12,NYG,DAL,5,4,4,63,3,3066,,,,punt,0,0,0,0
2022,12,DAL,NYG,8,4,8,73,-3,2320,,,,punt,0,0,0,0
2022,12,NYG,DAL,9,4,8,73,3,2260,,,,punt,0,0,0,0
2022,12,NYG,DAL,11,4,3,29,3,1803,,,,field_goal,0,0,0,0
2022,12,NYG,DAL,13,4,1,55,-1,1151,11,nickel,7,pass,0,0,0,0
2022,12,NYG,DAL,15,4,9,48,-8,894,,,,punt,0,0,0,0
2022,12,NYG,DAL,17,4,9,37,-15,197,11,dime,4,pass,0,0,0,0
2022,12,DAL,NYG,18,4,8,28,15,77,,,,field_goal,0,0,0,0
2022,12,PIT,IND,1,4,2,27,0,3272,,,,field_goal,0,0,0,0
2022,12,PIT,IND,3,4,24,38,3,3006,,,,punt,0,0,0,0
2022,12,IND,PIT,4,4,10,80,-3,2892,,,,punt,0,0,0,0
2022,12,PIT,IND,5,4,8,34,3,2654,,,,field_goal,0,0,0,0
2022,12,IND,PIT,6,4,4,64,-6,2605,,,,punt,0,0,0,0
2022,12,IND,PIT,8,4,4,33,-13,2033,,,,field_goal,0,0,0,0
2022,12,PIT,IND,9,4,7,7,10,1859,,,,field_goal,0,0,0,0
2022,12,IND,PIT,10,4,4,41,-13,1803,,,,field_goal,0,0,0,0
2022,12,PIT,IND,12,4,1,66,6,1625,,,,punt,0,0,0,0
2022,12,IND,PIT,13,4,1,35,-6,1363,12,base,8,run,2,1,0,0
2022,12,IND,PIT,13,4,1,13,-6,1224,,,,penalty,4,1,0,0
2022,12,PIT,IND,14,4,2,85,6,1083,,,,punt,0,0,0,0
2022,12,IND,PIT,17,4,10,75,-7,477,,,,punt,0,0,0,0
2022,12,PIT,IND,18,4,7,57,7,246,,,,punt,0,0,0,0
2022,12,IND,PIT,19,4,3,37,-7,120,11,dime,6,pass,4,1,0,0
2022,12,IND,PIT,19,4,3,26,-7,30,11,dime,6,pass,0,0,0,0
2022,12,CLE,TB,3,4,8,33,0,2847,,,,field_goal,0,0,0,0
2022,12,TB,CLE,4,4,2,67,-3,2779,,,,punt,0,0,0,0
2022,12,CLE,TB,5,4,1,59,3,2672,12,base,8,run,2,1,0,0
2022,12,CLE,TB,5,4,5,52,3,2529,,,,punt,0,0,0,0
2022,12,TB,CLE,6,4,2,72,-3,2400,,,,punt,0,0,0,0
2022,12,CLE,TB,7,4,17,21,3,2038,,,,field_goal,0,0,0,0
2022,12,TB,CLE,8,4,1,62,-3,1920,11,nickel,7,run,2,1,0,0
2022,12,TB,CLE,8,4,4,24,-3,1843,,,,field_goal,0,0,0,0
2022,12,CLE,TB,9,4,6,53,0,1805,12,nickel,5,pass,0,0,0,1
2022,12,TB,CLE,10,4,10,75,0,1686,,,,punt,0,0,0,0
2022,12,CLE,TB,11,4,10,58,0,1596,,,,punt,0,0,0,0
2022,12,CLE,TB,13,4,3,52,-7,1210,,,,punt,0,0,0,0
2022,12,TB,CLE,14,4,6,85,7,1086,,,,punt,0,0,0,0
2022,12,CLE,TB,15,4,17,69,-7,924,,,,punt,0,0,0,0
2022,12,TB,CLE,16,4,7,42,7,761,,,,punt,0,0,0,0
2022,12,CLE,TB,17,4,9,44,-7,506,11,nickel,6,pass,0,0,0,0
2022,12,TB,CLE,18,4,3,48,7,419,,,,punt,0,0,0,0
2022,12,CLE,TB,19,4,20,77,-7,161,,,,punt,0,0,0,0
2022,12,TB,CLE,20,4,20,90,7,141,,,,punt,0,0,0,0
2022,12,CLE,TB,21,4,10,12,-7,37,12,nickel,5,pass,12,1,1,0
2022,12,TB,CLE,23,4,14,57,0,455,,,,punt,0,0,0,0
2022,12,CLE,TB,24,4,18,87,0,339,,,,punt,0,0,0,0
2022,12,TB,CLE,25,4,13,65,0,174,,,,punt,0,0,0,0
2022,13,NE,BUF,1,4,1,71,0,3487,,,,punt,0,0,0,0
2022,13,BUF,NE,2,4,12,30,0,3186,,,,field_goal,0,0,0,0
2022,13,NE,BUF,5,4,7,88,-3,2601,,,,punt,0,0,0,0
2022,13,NE,BUF,7,4,10,75,-10,2053,,,,punt,0,0,0,0
2022,13,BUF,NE,8,4,8,69,10,1984,,,,punt,0,0,0,0
2022,13,NE,BUF,9,4,7,82,-10,1931,,,,punt,0,0,0,0
2022,13,NE,BUF,11,4,6,29,-10,1815,,,,field_goal,0,0,0,0
2022,13,BUF,NE,13,4,11,42,10,1613,,,,punt,0,0,0,0
2022,13,NE,BUF,14,4,9,44,-10,1414,,,,punt,0,0,0,0
2022,13,NE,BUF,16,4,7,54,-17,737,,,,punt,0,0,0,0
2022,13,BUF,NE,17,4,3,62,17,466,,,,punt,0,0,0,0
2022,13,NE,BUF,18,4,1,23,-17,241,11,nickel,6,pass,12,1,0,0
2022,13,NE,BUF,18,4,21,21,-17,117,,,,field_goal,0,0,0,0
2022,13,CLE,HOU,2,4,3,50,0,3551,,,,punt,0,0,0,0
2022,13,HOU,CLE,3,4,3,72,0,3467,,,,punt,0,0,0,0
2022,13,HOU,CLE,5,4,19,25,0,3186,,,,field_goal,0,0,0,0
2022,13,HOU,CLE,7,4,1,1,3,2586,heavy,,10,pass,0,0,0,0
2022,13,HOU,CLE,9,4,5,44,5,2386,,,,punt,0,0,0,0
2022,13,CLE,HOU,10,4,1,64,-5,2130,,,,punt,0,0,0,0
2022,13,HOU,CLE,11,4,2,84,5,2040,,,,punt,0,0,1,0
2022,13,HOU,CLE,12,4,6,50,-2,1891,,,,punt,0,0,0,0
2022,13,CLE,HOU,13,4,4,73,2,1846,,,,punt,0,0,0,0
2022,13,HOU,CLE,14,4,3,67,-2,1816,,,,punt,0,0,0,0
2022,13,CLE,HOU,16,4,6,46,2,1547,,,,punt,0,0,0,0
2022,13,HOU,CLE,18,4,5,17,-9,1211,,,,field_goal,0,0,0,0
2022,13,CLE,HOU,19,4,6,51,6,1002,,,,punt,0,0,0,0
2022,13,HOU,CLE,20,4,9,80,-6,945,,,,punt,0,0,0,0
2022,13,CLE,HOU,21,4,6,25,6,580,,,,field_goal,0,0,0,0
2022,13,HOU,CLE,23,4,10,64,-16,474,,,,punt,0,0,0,0
2022,13,CLE,HOU,24,4,6,76,16,343,,,,punt,0,0,0,1
2022,13,CLE,HOU,25,4,2,24,16,246,,,,field_goal,0,0,0,0
2022,13,HOU,CLE,26,4,3,45,-19,161,11,dime,5,pass,39,1,0,0
2022,13,DEN,BAL,1,4,6,34,0,3249,,,,field_goal,0,0,0,0
2022,13,BAL,DEN,2,4,5,72,-3,3178,,,,punt,0,0,0,0
2022,13,DEN,BAL,3,4,1,71,3,3068,,,,punt,0,0,0,0
2022,13,BAL,DEN,4,4,7,53,-3,2851,,,,punt,0,0,0,0
2022,13,DEN,BAL,5,4,5,76,3,2759,,,,punt,0,0,0,0
2022,13,BAL,DEN,6,4,2,62,-3,2651,,,,punt,0,0,0,0
2022,13,DEN,BAL,7,4,2,65,3,2466,,,,punt,0,0,0,0
2022,13,BAL,DEN,8,4,7,8,-3,2158,,,,field_goal,0,0,0,0
2022,13,DEN,BAL,9,4,5,71,0,2069,,,,punt,0,0,0,0
2022,13,BAL,DEN,10,4,2,63,0,1988,,,,punt,0,0,0,0
2022,13,DEN,BAL,11,4,1,23,0,1842,,,,field_goal,0,0,0,0
2022,13,BAL,DEN,13,4,4,67,-3,1579,,,,punt,0,0,0,0
2022,13,DEN,BAL,14,4,3,58,3,1383,,,,punt,0,0,0,0
2022,13,DEN,BAL,16,4,2,32,3,1143,,,,field_goal,0,0,0,0
2022,13,BAL,DEN,17,4,1,44,-6,863,21,base,7,run,2,1,0,0
2022,13,DEN,BAL,18,4,15,69,6,560,,,,punt,0,0,0,0
2022,13,BAL,DEN,19,4,5,64,-6,463,,,,punt,0,0,0,0
2022,13,DEN,BAL,20,4,11,48,6,311,,,,punt,0,0,0,0
2022,13,BAL,DEN,21,4,1,82,-6,262,heavy,base,8,run,1,1,0,0
2022,13,BAL,DEN,21,4,2,18,-6,66,heavy,base,8,run,3,1,0,0
2022,13,CHI,GB,1,4,3,22,0,3267,,,,field_goal,0,0,0,0
2022,13,GB,CHI,2,4,7,68,-3,3046,,,,punt,0,0,0,0
2022,13,GB,CHI,4,4,5,6,-10,2425,,,,field_goal,0,0,0,0
2022,13,GB,CHI,6,4,7,36,-7,2233,11,nickel,5,pass,0,0,0,0
2022,13,GB,CHI,8,4,4,14,-13,1823,11,nickel,6,pass,14,1,1,0
2022,13,GB,CHI,10,4,1,71,-6,1706,,,,punt,0,0,0,0
2022,13,CHI,GB,11,4,9,57,6,1564,,,,punt,0,0,0,0
2022,13,GB,CHI,12,4,5,62,-6,1503,,,,punt,0,0,0,0
2022,13,CHI,GB,13,4,10,10,6,1013,,,,field_goal,0,0,0,0
2022,13,CHI,GB,15,4,4,22,2,704,,,,field_goal,0,0,0,0
2022,13,GB,CHI,16,4,5,14,-2,293,,,,field_goal,0,0,0,0
2022,13,DAL,IND,1,4,4,76,0,3522,,,,punt,0,0,0,0
2022,13,IND,DAL,2,4,3,33,0,3353,,,,field_goal,0,0,0,0
2022,13,DAL,IND,3,4,1,27,-3,3077,heavy,nickel,8,run,6,1,0,0
2022,13,DAL,IND,5,4,4,60,-3,2700,,,,punt,0,0,0,0
2022,13,IND,DAL,6,4,14,84,3,2601,,,,punt,0,0,0,0
2022,13,IND,DAL,8,4,14,52,-4,2083,,,,punt,0,0,0,0
2022,13,IND,DAL,10,4,7,16,-4,1911,,,,field_goal,0,0,0,0
2022,13,DAL,IND,11,4,10,75,1,1890,,,,punt,0,0,0,0
2022,13,IND,DAL,15,4,9,90,-8,1716,,,,punt,0,0,0,0
2022,13,DAL,IND,16,4,13,52,8,1610,,,,punt,0,0,0,0
2022,13,IND,DAL,17,4,1,13,-8,1204,12,base,8,run,1,1,0,0
2022,13,IND,DAL,20,4,1,69,-15,732,11,nickel,6,pass,5,1,0,0
2022,13,IND,DAL,24,4,4,71,-28,259,11,dime,5,pass,12,1,0,0
2022,13,JAX,DET,3,4,1,34,-7,3279,12,base,8,run,3,1,0,0
2022,13,JAX,DET,3,4,3,13,-7,3166,,,,field_goal,0,0,0,0
2022,13,JAX,DET,5,4,4,45,-11,2762,,,,punt,0,0,0,0
2022,13,DET,JAX,6,4,6,26,11,2564,,,,field_goal,0,0,0,0
2022,13,JAX,DET,7,4,7,72,-14,2503,,,,punt,0,0,0,0
2022,13,DET,JAX,8,4,5,29,14,2222,,,,field_goal,0,0,0,0
2022,13,JAX,DET,9,4,6,24,-17,2059,,,,field_goal,0,0,0,0
2022,13,DET,JAX,10,4,2,20,14,1834,,,,field_goal,0,0,0,0
2022,13,JAX,DET,13,4,1,56,-24,1357,11,nickel,6,run,12,1,0,0
2022,13,JAX,DET,13,4,1,15,-24,1194,11,nickel,8,run,2,1,0,0
2022,13,DET,JAX,14,4,12,26,16,745,,,,field_goal,0,0,0,0
2022,13,JAX,DET,15,4,12,77,-19,627,,,,punt,0,0,0,0
2022,13,JAX,DET,17,4,5,72,-26,59,12,nickel,6,pass,3,0,0,0
2022,13,KC,CIN,2,4,3,8,-7,2940,,,,field_goal,0,0,0,0
2022,13,KC,CIN,4,4,20,80,-11,2491,,,,punt,0,0,0,0
2022,13,CIN,KC,5,4,4,59,11,2374,,,,punt,0,0,0,0
2022,13,KC,CIN,6,4,4,37,-11,2168,11,dime,7,pass,5,1,0,0
2022,13,CIN,KC,7,4,1,4,4,1851,11,nickel,8,run,-3,0,0,0
2022,13,CIN,KC,10,4,3,18,-3,1340,,,,field_goal,0,0,0,0
2022,13,KC,CIN,11,4,3,3,0,1137,11,nickel,7,run,3,1,1,0
2022,13,CIN,KC,12,4,6,23,-7,892,,,,field_goal,0,0,0,0
2022,13,KC,CIN,15,4,7,37,-3,204,,,,field_goal,0,0,0,0
2022,13,LV,LAC,1,4,4,69,0,3509,,,,punt,0,0,0,0
2022,13,LAC,LV,2,4,3,61,0,3381,spread,base,,run,5,1,0,0
2022,13,LAC,LV,2,4,5,51,0,3290,,,,punt,0,0,0,0
2022,13,LAC,LV,4,4,2,17,0,3076,11,nickel,6,run,1,0,0,0
2022,13,LV,LAC,6,4,6,58,-7,2902,,,,punt,0,0,0,0
2022,13,LAC,LV,7,4,9,19,7,2501,,,,field_goal,0,0,0,0
2022,13,LAC,LV,9,4,1,69,3,2146,,,,punt,0,0,0,0
2022,13,LV,LAC,10,4,6,37,-3,1942,,,,field_goal,0,0,0,0
2022,13,LAC,LV,11,4,3,16,0,1831,,,,field_goal,0,0,0,0
2022,13,LAC,LV,16,4,5,34,-4,1590,,,,field_goal,0,0,0,0
2022,13,LAC,LV,18,4,9,64,-11,1417,,,,punt,0,0,0,0
2022,13,LV,LAC,19,4,1,6,11,893,,,,field_goal,0,0,0,0
2022,13,LAC,LV,20,4,1,69,-14,777,11,nickel,7,run,2,1,0,0
2022,13,LAC,LV,20,4,12,35,-14,524,11,dime,5,pass,35,1,1,0
2022,13,LV,LAC,21,4,4,42,7,320,,,,punt,0,0,0,0
2022,13,LAC,LV,22,4,9,42,-7,168,11,dime,4,pass,0,0,0,0
2022,13,LV,LAC,23,4,2,40,7,31,,,,punt,0,0,0,0
2022,13,SF,MIA,2,4,16,29,-7,3342,,,,field_goal,0,0,0,0
2022,13,MIA,SF,3,4,6,72,4,3282,,,,punt,0,0,0,0
2022,13,MIA,SF,5,4,7,72,-3,2941,,,,punt,0,0,0,0
2022,13,SF,MIA,6,4,5,53,3,2758,,,,punt,0,0,0,0
2022,13,MIA,SF,7,4,9,25,-3,2420,,,,field_goal,0,0,0,0
2022,13,SF,MIA,8,4,5,70,0,2331,,,,punt,0,0,0,0
2022,13,MIA,SF,9,4,10,72,0,2305,,,,punt,0,0,0,0
2022,13,SF,MIA,10,4,4,39,0,2117,11,dime,7,pass,0,0,0,1
2022,13,MIA,SF,11,4,18,71,0,1978,,,,punt,0,0,0,0
2022,13,SF,MIA,14,4,17,62,7,1582,,,,punt,0,0,0,0
2022,13,SF,MIA,16,4,1,25,7,1206,12,base,9,run,2,1,0,0
2022,13,SF,MIA,16,4,12,25,7,1077,,,,field_goal,0,0,0,0
2022,13,SF,MIA,18,4,3,18,10,978,,,,field_goal,0,0,0,0
2022,13,SF,MIA,20,4,4,43,6,678,,,,punt,0,0,0,0
2022,13,MIA,SF,21,4,1,81,-6,599,heavy,base,7,pass,9,1,0,0
2022,13,MIA,SF,21,4,2,36,-6,363,11,nickel,6,pass,0,0,0,0
2022,13,SF,MIA,22,4,29,30,6,128,,,,field_goal,0,0,0,0
2022,13,TB,NO,1,4,3,3,0,3089,,,,field_goal,0,0,0,0
2022,13,NO,TB,2,4,13,74,-3,2958,,,,punt,0,0,0,0
2022,13,TB,NO,3,4,4,59,3,2821,,,,punt,0,0,0,0
2022,13,NO,TB,4,4,8,45,-3,2696,,,,punt,0,0,0,0
2022,13,TB,NO,5,4,8,66,3,2545,,,,punt,0,0,0,0
2022,13,TB,NO,7,4,13,68,-4,2105,,,,punt,0,0,0,0
2022,13,NO,TB,8,4,14,44,4,2036,,,,punt,0,0,0,0
2022,13,NO,TB,10,4,2,19,4,1825,,,,field_goal,0,0,0,0
2022,13,NO,TB,12,4,8,73,7,1672,,,,punt,0,0,0,0
2022,13,NO,TB,14,4,2,3,7,1069,,,,field_goal,0,0,0,0
2022,13,TB,NO,15,4,7,40,-10,900,,,,punt,0,0,0,0
2022,13,NO,TB,16,4,2,11,10,486,,,,field_goal,0,0,0,0
2022,13,TB,NO,17,4,10,75,-13,426,,,,punt,0,0,0,0
2022,13,NO,TB,18,4,1,44,13,331,,,,punt,0,0,0,0
2022,13,NO,TB,20,4,17,82,6,160,,,,punt,0,0,0,0
2022,13,MIN,NYJ,2,4,9,33,0,3458,,,,field_goal,0,0,0,0
2022,13,NYJ,MIN,3,4,10,30,-3,3214,,,,field_goal,0,0,0,0
2022,13,MIN,NYJ,4,4,3,47,0,3136,,,,punt,0,0,0,0
2022,13,NYJ,MIN,5,4,8,63,0,3007,,,,punt,0,0,0,0
2022,13,MIN,NYJ,6,4,2,49,0,2833,11,nickel,6,pass,7,1,0,0
2022,13,NYJ,MIN,7,4,8,58,-7,2397,,,,punt,0,0,0,0
2022,13,NYJ,MIN,9,4,2,57,-14,1920,11,nickel,6,pass,0,0,0,0
2022,13,MIN,NYJ,10,4,3,23,14,1844,,,,field_goal,0,0,0,0
2022,13,NYJ,MIN,11,4,3,42,-17,1813,,,,field_goal,0,0,0,0
