season,player,team,redTargets,redCarries,goalCarries,scores,teamRedTargets,teamRedCarries,teamGoalCarries,teamScores
2023,00-0035298,ATL,3,0,0,2,60,85,16,32
2023,00-0036646,LAC,1,0,0,1,79,74,27,38
2023,00-0036442,CIN,0,2,0,0,85,78,25,40
2023,00-0039150,CAR,0,8,5,0,42,66,21,25
2023,00-0033881,JAX,11,0,0,4,70,72,21,40
2023,00-0036032,DAL,1,0,0,0,123,116,34,56
2023,00-0034838,LA,0,15,6,2,86,92,29,49
2023,00-0032165,DET,0,0,0,1,100,132,46,71
2023,00-0033246,MIN,4,0,0,1,87,54,16,38
2023,00-0034418,MIA,5,0,0,3,74,99,30,63
2023,00-0036387,NE,1,0,0,1,41,46,9,31
2023,00-0035535,NYG,4,0,0,4,37,71,9,28
2023,00-0038476,NYG,1,4,0,1,37,71,9,28
2023,00-0027944,PHI,4,0,0,3,56,111,36,49
2023,00-0031941,WAS,1,0,0,1,70,60,20,44
2023,00-0035631,CIN,3,0,0,2,85,78,25,40
2023,00-0037666,DAL,5,0,0,2,123,116,34,56
2023,00-0033393,CAR,0,0,0,2,42,66,21,25
2023,00-0038573,NYJ,1,3,0,1,58,42,5,21
2023,00-0037193,MIA,0,0,0,1,74,99,30,63
2023,00-0038598,MIN,0,1,1,0,87,54,16,38
2023,00-0035934,MIN,3,0,0,0,87,54,16,38
2023,00-0036331,BAL,1,1,0,0,73,123,37,61
2023,00-0038454,BAL,1,4,0,2,73,123,37,61
2023,00-0037838,BAL,9,0,0,6,73,123,37,61
2023,00-0035993,BAL,0,4,2,0,73,123,37,61
2023,00-0039152,TEN,0,3,2,1,49,57,21,33
2023,00-0031800,ATL,0,1,0,1,60,85,16,32
2023,00-0035228,ARI,0,14,7,3,67,70,29,38
2023,00-0038582,ARI,0,2,2,1,67,70,29,38
2023,00-0036635,CHI,0,2,0,2,63,78,25,40
2023,00-0038038,CLE,0,0,0,1,74,81,26,48
2023,00-0036996,BAL,0,0,0,1,73,123,37,61
2023,00-0032943,DEN,0,1,0,0,74,87,22,39
2023,00-0035414,LAC,4,0,0,1,79,74,27,38
2023,00-0037475,LAC,2,0,0,1,79,74,27,38
2023,00-0038612,NO,4,0,0,4,70,100,27,43
2023,00-0036145,NYG,2,0,0,1,37,71,9,28
2023,00-0037410,NYG,0,1,0,0,37,71,9,28
2023,00-0037273,TEN,1,0,0,0,49,57,21,33
2023,00-0034208,HOU,0,1,0,0,81,85,30,44
2023,00-0035500,ARI,3,0,0,2,67,70,29,38
2023,00-0035100,CIN,0,9,4,3,85,78,25,40
2023,00-0035715,WAS,0,1,1,0,70,60,20,44
2023,00-0036356,WAS,0,0,0,1,70,60,20,44
2023,00-0035537,BUF,2,11,0,1,78,123,37,59
2023,00-0032775,LA,9,0,0,4,86,92,29,49
2023,00-0036259,SF,3,0,0,2,81,118,40,70
2023,00-0035628,JAX,0,5,0,0,70,72,21,40
2023,00-0035643,TEN,1,0,0,1,49,57,21,33
2023,00-0038583,CLE,0,3,1,0,74,81,26,48
2023,00-0037257,CLE,3,0,0,3,74,81,26,48
2023,00-0034485,DET,0,0,0,1,100,132,46,71
2023,00-0036887,JAX,1,0,0,0,70,72,21,40
2023,00-0039074,LA,2,0,0,1,86,92,29,49
2023,00-0036504,MIA,0,0,0,1,74,99,30,63
2023,00-0036998,NYJ,0,0,0,1,58,42,5,21
2023,00-0038104,NE,0,1,0,0,41,46,9,31
2023,00-0034675,NO,0,0,0,1,70,100,27,43
2023,00-0036409,SF,0,0,0,1,81,118,40,70
2023,00-0033589,TB,1,0,0,2,77,65,15,42
2023,00-0038394,IND,1,0,0,0,70,99,31,38
2023,00-0039050,TB,1,0,0,0,77,65,15,42
2023,00-0034177,NYJ,0,1,0,0,58,42,5,21
2023,00-0038606,JAX,3,0,0,2,70,72,21,40
2023,00-0037539,DEN,2,0,0,1,74,87,22,39
2023,00-0036233,DET,1,0,0,0,100,132,46,71
2023,00-0036672,TEN,0,0,0,1,49,57,21,33
2023,00-0038809,GB,3,0,0,1,114,111,27,51
2023,00-0035272,WAS,0,0,0,1,70,60,20,44
2023,00-0034115,MIA,1,9,1,0,74,99,30,63
2023,00-0034159,SEA,2,0,0,1,68,71,23,34
2023,00-0034286,KC,1,0,0,0,113,99,25,49
2023,00-0037271,CAR,0,0,0,1,42,66,21,25
2023,00-0032543,LAC,2,0,0,1,79,74,27,38
2023,00-0034779,CIN,0,0,0,1,85,78,25,40
2023,00-0034613,CIN,3,0,0,1,85,78,25,40
2023,00-0026158,CLE,0,5,0,0,74,81,26,48
2023,00-0036630,LA,0,0,0,1,86,92,29,49
2023,00-0033869,PIT,0,4,3,2,51,82,24,31
2023,00-0038558,PIT,2,0,0,0,51,82,24,31
2023,00-0038386,DAL,0,0,0,1,123,116,34,56
2023,00-0036429,SF,1,0,0,0,81,118,40,70
2023,00-0034285,TEN,0,0,0,1,49,57,21,33
2023,00-0038046,BAL,2,0,0,1,73,123,37,61
2023,00-0038667,JAX,1,0,0,0,70,72,21,40
2023,00-0034673,CLE,0,0,0,1,74,81,26,48
2023,00-0036992,HOU,0,0,0,1,81,85,30,44
2023,00-0028986,HOU,0,1,1,0,81,85,30,44
2023,00-0037286,NE,1,2,0,1,41,46,9,31
2023,00-0029239,LV,0,3,1,1,80,72,19,32
2023,00-0030070,LAC,0,0,0,1,79,74,27,38
2023,00-0038039,LAC,0,0,0,2,79,74,27,38
2023,00-0033319,MIN,0,2,0,0,87,54,16,38
2023,00-0035771,CIN,2,0,0,0,85,78,25,40
2023,00-0037120,IND,3,4,0,0,70,99,31,38
2023,00-0035045,IND,2,0,0,1,70,99,31,38
2023,00-0036984,IND,0,2,0,0,70,99,31,38
2023,00-0034573,ARI,0,0,0,1,67,70,29,38
2023,00-0039041,ARI,2,0,0,1,67,70,29,38
2023,00-0037091,GB,5,0,0,2,114,111,27,51
2023,00-0033119,WAS,0,1,1,0,70,60,20,44
2023,00-0030663,SF,1,0,0,0,81,118,40,70
2023,00-0035282,LAC,0,6,3,1,79,74,27,38
2023,00-0033856,BUF,0,5,1,0,78,123,37,59
2023,00-0034771,PIT,0,3,1,0,51,82,24,31
2023,00-0036898,HOU,0,1,0,0,81,85,30,44
2023,00-0036497,JAX,1,0,0,0,70,72,21,40
2023,00-0034387,KC,0,0,0,1,113,99,25,49
2023,00-0035190,LV,0,1,0,0,80,72,19,32
2023,00-0029764,DEN,0,0,0,1,74,87,22,39
2023,00-0037086,PHI,1,0,0,0,56,111,36,49
2023,00-0033878,PHI,0,0,0,1,56,111,36,49
2023,00-0038492,NYJ,2,0,0,1,58,42,5,21
2023,00-0039002,ARI,0,0,0,1,67,70,29,38
2023,00-0037282,DET,1,0,0,0,100,132,46,71
2023,00-0035120,LAC,2,0,0,0,79,74,27,38
2023,00-0038115,NYG,1,0,0,0,37,71,9,28
2023,00-0035645,LA,0,0,0,1,86,92,29,49
2023,00-0033551,NE,0,0,0,1,41,46,9,31
2023,00-0038108,NE,0,1,0,1,41,46,9,31
2023,00-0034577,BUF,0,2,0,0,78,123,37,59
2023,00-0038715,NYJ,0,0,0,1,58,42,5,21
2023,00-0037663,CLE,0,0,0,1,74,81,26,48
2023,00-0032759,TEN,0,0,0,1,49,57,21,33
2023,00-0034193,TEN,1,0,0,0,49,57,21,33
2023,00-0038551,NO,0,3,1,1,70,100,27,43
2023,00-0038678,NO,1,0,0,0,70,100,27,43
2023,00-0036415,ATL,1,0,0,0,60,85,16,32
2023,00-0033296,WAS,1,0,0,0,70,60,20,44
2023,00-0035264,DEN,0,1,1,0,74,87,22,39
2023,00-0035681,LAC,0,0,0,1,79,74,27,38
2023,00-0036269,KC,0,2,2,0,113,99,25,49
2023,00-0034869,SF,0,1,1,1,81,118,40,70
2023,00-0032128,SF,1,0,0,0,81,118,40,70
2023,00-0032950,LA,0,3,0,1,86,92,29,49
2023,00-0036427,LA,1,0,0,1,86,92,29,49
2023,00-0037132,PHI,1,0,0,0,56,111,36,49
2023,00-0032150,CLE,0,0,0,1,74,81,26,48
2023,00-0037823,CLE,0,0,0,1,74,81,26,48
2023,00-0034968,DAL,0,0,0,1,123,116,34,56
2023,00-0037557,LA,1,0,0,0,86,92,29,49
2023,00-0034928,BAL,0,0,0,1,73,123,37,61
2023,00-0033455,DET,1,0,0,0,100,132,46,71
2024,00-0033553,ARI,5,54,15,9,67,84,23,44
2024,00-0038559,ARI,8,0,0,4,67,84,23,44
2024,00-0035500,ARI,8,2,0,3,67,84,23,44
2024,00-0038705,ARI,4,0,0,1,67,84,23,44
2024,00-0037248,BUF,5,64,19,21,74,146,42,73
2024,00-0039921,ARI,0,3,1,1,67,84,23,44
2024,00-0037744,ARI,22,1,1,4,67,84,23,44
2024,00-0034857,BUF,0,41,15,15,74,146,42,73
2024,00-0039875,BUF,2,20,4,7,74,146,42,73
2024,00-0038933,BUF,10,0,0,2,74,146,42,73
2024,00-0033555,BUF,7,0,0,6,74,146,42,73
2024,00-0039901,BUF,14,0,0,4,74,146,42,73
2024,00-0035537,BUF,7,11,2,5,74,146,42,73
2024,00-0037261,BUF,10,0,0,4,74,146,42,73
2024,00-0036425,ARI,1,1,0,2,67,84,23,44
2024,00-0034796,BAL,0,22,2,4,71,98,25,70
2024,00-0032764,BAL,6,61,22,21,71,98,25,70
2024,00-0039894,KC,25,8,1,12,122,102,31,51
2024,00-0033857,KC,6,0,0,2,122,102,31,51
2024,00-0037197,KC,2,13,4,1,122,102,31,51
2024,00-0030506,KC,30,1,1,4,122,102,31,51
2024,00-0037838,BAL,14,0,0,7,71,98,25,70
2024,00-0039064,BAL,8,2,0,4,71,98,25,70
2024,00-0034975,BAL,9,7,1,5,71,98,25,70
2024,00-0036637,KC,10,0,0,5,122,102,31,51
2024,00-0037545,NO,4,3,0,4,47,65,17,39
2024,00-0033906,NO,6,35,11,8,47,65,17,39
2024,00-0034981,NO,9,0,0,5,47,65,17,39
2024,00-0036040,NO,8,0,0,3,47,65,17,39
2024,00-0035216,CAR,12,0,0,3,79,71,29,42
2024,00-0039150,CAR,0,10,3,6,79,71,29,42
2024,00-0033948,NO,2,10,1,1,47,65,17,39
2024,00-0039342,CAR,13,0,0,4,79,71,29,42
2024,00-0033589,CAR,11,1,1,3,79,71,29,42
2024,00-0031236,DAL,8,1,0,3,72,58,15,33
2024,00-0033045,DAL,2,14,5,3,72,58,15,33
2024,00-0038041,DAL,6,0,0,0,72,58,15,33
2024,00-0037801,CLE,7,1,0,4,68,52,18,31
2024,00-0036980,CLE,7,0,0,1,68,52,18,31
2024,00-0036407,CLE,17,0,0,4,68,52,18,31
2024,00-0031544,CLE,6,0,0,4,68,52,18,31
2024,00-0037267,CLE,1,10,3,3,68,52,18,31
2024,00-0036997,DEN,4,28,10,4,75,77,24,43
2024,00-0038794,DEN,4,15,3,3,75,77,24,43
2024,00-0034348,DEN,23,0,0,8,75,77,24,43
2024,00-0030565,SEA,0,8,3,2,63,59,28,41
2024,00-0035640,SEA,10,0,0,5,63,59,28,41
2024,00-0038134,SEA,10,23,12,8,63,59,28,41
2024,00-0035644,SEA,5,0,0,1,63,59,28,41
2024,00-0039165,SEA,1,24,13,9,63,59,28,41
2024,00-0033943,DEN,3,0,0,1,75,77,24,43
2024,00-0039732,DEN,1,19,6,5,75,77,24,43
2024,00-0035700,GB,4,63,25,17,82,107,36,55
2024,00-0037816,GB,12,0,0,4,82,107,36,55
2024,00-0038996,GB,17,1,0,7,82,107,36,55
2024,00-0038124,GB,9,1,0,2,82,107,36,55
2024,00-0034844,PHI,11,79,26,20,68,173,58,71
2024,00-0039146,GB,12,3,0,7,82,107,36,55
2024,00-0036389,PHI,0,60,26,19,68,173,58,71
2024,00-0035676,PHI,14,0,0,9,68,173,58,71
2024,00-0037741,PHI,3,0,0,1,68,173,58,71
2024,00-0038797,GB,3,14,5,5,82,107,36,55
2024,00-0036912,PHI,14,1,0,9,68,173,58,71
2024,00-0037664,IND,6,0,0,7,66,106,39,42
2024,00-0037258,HOU,1,4,0,2,74,96,19,38
2024,00-0038977,HOU,9,1,0,3,74,96,19,38
2024,00-0031588,HOU,5,1,0,4,74,96,19,38
2024,00-0033897,HOU,8,66,16,14,74,96,19,38
2024,00-0036223,IND,3,60,20,12,66,106,39,42
2024,00-0036876,IND,6,0,0,0,66,106,39,42
2024,00-0035021,IND,1,1,0,1,66,106,39,42
2024,00-0039163,HOU,1,9,2,0,74,96,19,38
2024,00-0039164,IND,0,21,11,6,66,106,39,42
2024,00-0033217,IND,7,0,0,1,66,106,39,42
2024,00-0036973,JAX,6,21,5,2,70,70,22,32
2024,00-0039893,JAX,18,0,0,10,70,70,22,32
2024,00-0033040,MIA,20,0,0,6,90,71,20,36
2024,00-0036613,MIA,13,2,0,2,90,71,20,36
2024,00-0039040,MIA,14,38,14,12,90,71,20,36
2024,00-0039074,LA,6,0,0,1,97,103,29,41
2024,00-0036963,DET,32,1,0,12,103,130,41,74
2024,00-0035685,DET,3,52,19,12,103,130,41,74
2024,00-0039065,DET,21,0,0,8,103,130,41,74
2024,00-0039139,DET,14,60,18,22,103,130,41,74
2024,00-0036754,DET,5,0,0,2,103,130,41,74
2024,00-0037840,LA,11,74,21,17,97,103,29,41
2024,00-0033908,LA,12,1,0,6,97,103,29,41
2024,00-0032775,LA,15,0,0,7,97,103,29,41
2024,00-0036427,LA,10,0,0,1,97,103,29,41
2024,00-0037240,DET,12,1,1,9,103,130,41,74
2024,00-0034972,LV,2,25,13,5,65,62,23,32
2024,00-0034184,LAC,0,21,7,4,56,82,28,42
2024,00-0036988,LAC,9,0,0,1,56,82,28,42
2024,00-0036158,LAC,5,32,9,9,56,82,28,42
2024,00-0034830,LAC,3,0,0,0,56,82,28,42
2024,00-0039915,LAC,10,0,0,8,56,82,28,42
2024,00-0038396,NYG,2,6,3,0,52,60,21,35
2024,00-0038115,NYG,1,0,0,0,52,60,21,35
2024,00-0035710,NYG,0,15,7,2,52,60,21,35
2024,00-0035250,NYG,0,11,5,4,52,60,21,35
2024,00-0033293,MIN,19,43,13,7,95,68,20,47
2024,00-0037276,MIN,1,5,0,0,95,68,20,47
2024,00-0038994,MIN,19,1,0,10,95,68,20,47
2024,00-0036322,MIN,27,0,0,10,95,68,20,47
2024,00-0037291,MIN,7,2,1,6,95,68,20,47
2024,00-0035272,NYG,0,0,0,2,52,60,21,35
2024,00-0038117,NYG,18,0,0,3,52,60,21,35
2024,00-0035535,NYG,6,2,0,2,52,60,21,35
2024,00-0036875,NE,13,41,12,8,66,70,19,32
2024,00-0036345,NE,3,0,0,1,66,70,19,32
2024,00-0038597,CIN,14,46,14,11,123,72,26,58
2024,00-0034829,CIN,10,0,0,2,123,72,26,58
2024,00-0034613,CIN,5,0,0,1,123,72,26,58
2024,00-0036328,NE,2,15,3,1,66,70,19,32
2024,00-0033090,NE,18,0,0,2,66,70,19,32
2024,00-0036442,CIN,0,6,3,2,123,72,26,58
2024,00-0036251,CIN,3,16,8,3,123,72,26,58
2024,00-0034521,NYJ,12,0,0,6,95,45,13,42
2024,00-0037740,NYJ,25,0,0,7,95,45,13,42
2024,00-0038120,NYJ,9,26,11,8,95,45,13,42
2024,00-0037525,SF,3,34,9,3,83,100,30,40
2024,00-0035719,SF,14,10,2,4,83,100,30,40
2024,00-0036261,SF,6,0,0,0,83,100,30,40
2024,00-0036259,SF,15,0,0,6,83,100,30,40
2024,00-0028118,NYJ,0,1,0,0,95,45,13,42
2024,00-0038496,NYJ,2,0,0,1,95,45,13,42
2024,00-0037238,ATL,27,0,0,9,62,93,27,42
2024,00-0038542,ATL,7,61,18,15,62,93,27,42
2024,00-0036970,ATL,13,0,0,4,62,93,27,42
2024,00-0036945,PIT,0,17,7,5,63,97,28,39
2024,00-0036893,PIT,4,51,12,6,63,97,28,39
2024,00-0036415,PIT,8,0,0,3,63,97,28,39
2024,00-0035261,TEN,3,34,6,5,51,63,11,40
2024,00-0039032,TEN,3,12,4,5,51,63,11,40
2024,00-0037809,TEN,6,0,0,2,51,63,11,40
2024,00-0036290,CHI,12,0,0,4,78,60,24,33
2024,00-0030279,CHI,17,0,0,7,78,60,24,33
2024,00-0034485,TEN,0,0,0,1,51,63,11,40
2024,00-0039071,TEN,0,0,0,1,51,63,11,40
2024,00-0036275,CHI,1,31,10,6,78,60,24,33
2024,00-0031408,TB,16,0,0,12,87,86,27,60
2024,00-0033699,WAS,7,22,5,4,96,151,44,63
2024,00-0037746,WAS,5,50,19,10,96,151,44,63
2024,00-0037256,TB,11,21,8,9,87,86,27,60
2024,00-0033921,TB,7,0,0,5,87,86,27,60
2024,00-0039910,WAS,0,51,13,7,96,151,44,63
2024,00-0039855,TB,8,1,0,8,87,86,27,60
2024,00-0039355,WAS,4,0,0,0,96,151,44,63
2024,00-0036919,PHI,3,25,3,1,68,173,58,71
2024,00-0039236,PHI,3,0,0,1,68,173,58,71
2024,00-0034351,PHI,10,1,0,3,68,173,58,71
2024,00-0037132,PHI,2,0,0,0,68,173,58,71
2024,00-0037263,ATL,1,26,7,3,62,93,27,42
2024,00-0036309,ATL,6,0,0,5,62,93,27,42
2024,00-0034407,ATL,6,1,0,1,62,93,27,42
2024,00-0037661,MIA,0,0,0,1,90,71,20,36
2024,00-0038720,MIA,6,0,0,0,90,71,20,36
2024,00-0033858,MIA,18,1,0,8,90,71,20,36
2024,00-0036212,MIA,0,2,0,0,90,71,20,36
2024,00-0034419,MIA,1,0,0,0,90,71,20,36
2024,00-0034798,MIA,3,0,0,0,90,71,20,36
2024,00-0032688,MIA,2,0,0,0,90,71,20,36
2024,00-0036554,HOU,15,0,0,8,74,96,19,38
2024,00-0039918,CHI,0,11,1,0,78,60,24,33
2024,00-0039919,CHI,17,0,0,3,78,60,24,33
2024,00-0036906,CHI,4,7,4,1,78,60,24,33
2024,00-0034383,HOU,8,0,0,2,74,96,19,38
2024,00-0036414,HOU,4,13,4,5,74,96,19,38
2024,00-0036900,CIN,36,0,0,17,123,72,26,58
2024,00-0035341,CIN,6,0,0,0,123,72,26,58
2024,00-0034386,KC,6,0,0,2,122,102,31,51
2024,00-0039325,KC,2,10,4,0,122,102,31,51
2024,00-0038619,CIN,10,0,0,6,123,72,26,58
2024,00-0039067,KC,2,0,0,2,122,102,31,51
2024,00-0038981,KC,1,0,0,1,122,102,31,51
2024,00-0038982,CIN,0,0,0,1,123,72,26,58
2024,00-0033925,CLE,0,14,6,0,68,52,18,31
2024,00-0037257,CLE,1,0,0,0,68,52,18,31
2024,00-0033537,CLE,0,5,2,1,68,52,18,31
2024,00-0036196,JAX,10,0,0,2,70,70,22,32
2024,00-0035628,JAX,3,7,1,0,70,70,22,32
2024,00-0038935,JAX,6,0,0,2,70,70,22,32
2024,00-0038393,GB,14,0,0,5,82,107,36,55
2024,00-0036252,IND,14,0,0,3,66,106,39,42
2024,00-0038128,GB,0,5,3,1,82,107,36,55
2024,00-0036984,IND,3,14,7,2,66,106,39,42
2024,00-0038544,LAC,12,0,0,8,56,82,28,42
2024,00-0036355,LAC,0,8,4,2,56,82,28,42
2024,00-0039849,ARI,14,0,0,8,67,84,23,44
2024,00-0039041,ARI,3,0,0,2,67,84,23,44
2024,00-0036244,LA,10,0,0,2,97,103,29,41
2024,00-0035228,ARI,0,15,3,5,67,84,23,44
2024,00-0038582,ARI,0,1,0,0,67,84,23,44
2024,00-0034960,LV,16,0,0,4,65,62,23,32
2024,00-0031381,LV,27,0,0,8,65,62,23,32
2024,00-0039338,LV,16,0,0,5,65,62,23,32
2024,00-0038622,DAL,0,3,1,0,72,58,15,33
2024,00-0036358,DAL,20,1,0,6,72,58,15,33
2024,00-0037239,NO,6,0,0,1,47,65,17,39
2024,00-0031280,NO,0,4,3,1,47,65,17,39
2024,00-0037666,DAL,13,0,0,7,72,58,15,33
2024,00-0039530,DAL,2,0,0,0,72,58,15,33
2024,00-0039337,NYG,17,1,0,7,52,60,21,35
2024,00-0039384,NYG,6,22,5,6,52,60,21,35
2024,00-0036626,WAS,7,0,0,2,96,151,44,63
2024,00-0034837,TEN,8,2,0,5,51,63,11,40
2024,00-0039794,NYJ,1,11,2,3,95,45,13,42
2024,00-0037805,NYJ,3,0,0,0,95,45,13,42
2024,00-0039152,TEN,0,7,0,0,51,63,11,40
2024,00-0030564,TEN,14,0,0,6,51,63,11,40
2024,00-0033009,TEN,8,0,0,0,51,63,11,40
2024,00-0036894,PIT,14,0,0,7,63,97,28,39
2024,00-0038558,PIT,2,0,0,1,63,97,28,39
2024,00-0037228,PIT,7,17,4,1,63,97,28,39
2024,00-0037085,DEN,1,0,0,0,75,77,24,43
2024,00-0037252,DEN,1,0,0,0,75,77,24,43
2024,00-0039907,NE,5,1,0,2,66,70,19,32
2024,00-0033119,NE,0,3,1,0,66,70,19,32
2024,00-0033288,SF,21,0,0,8,83,100,30,40
2024,00-0034646,MIN,1,0,0,0,95,68,20,47
2024,00-0038129,TB,16,0,0,4,87,86,27,60
2024,00-0033106,DET,1,10,2,1,103,130,41,74
2024,00-0032464,DET,3,0,0,3,103,130,41,74
2024,00-0034855,TB,0,10,2,3,87,86,27,60
2024,00-0036550,BAL,11,0,0,11,71,98,25,70
2024,00-0033077,DAL,0,2,2,1,72,58,15,33
2024,00-0038547,DAL,1,0,0,1,72,58,15,33
2024,00-0036139,DAL,8,25,5,5,72,58,15,33
2024,00-0036555,CAR,11,46,22,11,79,71,29,42
2024,00-0038040,LV,0,7,2,1,65,62,23,32
2024,00-0039066,LV,6,0,0,0,65,62,23,32
2024,00-0035289,LV,0,2,0,0,65,62,23,32
2024,00-0030035,CAR,8,0,0,5,79,71,29,42
2024,00-0035243,CAR,4,7,2,3,79,71,29,42
2024,00-0038563,LV,5,3,1,4,65,62,23,32
2024,00-0033895,CHI,2,0,0,0,78,60,24,33
2024,00-0034827,CHI,23,0,0,6,78,60,24,33
2024,00-0039021,CHI,2,14,9,6,78,60,24,33
2024,00-0031763,CHI,3,0,0,0,78,60,24,33
2024,00-0039868,DEN,8,0,0,3,75,77,24,43
2024,00-0039361,TB,10,42,14,9,87,86,27,60
2024,00-0038589,TEN,5,0,0,1,51,63,11,40
2024,00-0032394,TEN,5,0,0,3,51,63,11,40
2024,00-0034728,TEN,0,0,0,1,51,63,11,40
2024,00-0033246,MIN,5,0,0,2,95,68,20,47
2024,00-0035689,BUF,7,0,0,1,74,146,42,73
2024,00-0033282,BUF,7,2,1,3,74,146,42,73
2024,00-0034775,JAX,5,0,0,1,70,70,22,32
2024,00-0036331,JAX,2,1,0,0,70,70,22,32
2024,00-0036332,JAX,2,0,0,0,70,70,22,32
2024,00-0038606,JAX,9,0,0,4,70,70,22,32
2024,00-0030578,PIT,3,1,1,1,63,97,28,39
2024,00-0038573,LAC,2,2,0,2,56,82,28,42
2024,00-0036646,LAC,2,0,0,0,56,82,28,42
2024,00-0037837,PIT,5,0,0,5,63,97,28,39
2024,00-0037247,PIT,16,0,0,4,63,97,28,39
2024,00-0037348,MIA,1,0,0,0,90,71,20,36
2024,00-0035125,MIA,1,2,1,1,90,71,20,36
2024,00-0034270,NYJ,10,0,0,4,95,45,13,42
2024,00-0023459,NYJ,0,2,0,0,95,45,13,42
2024,00-0033536,NYJ,3,0,0,1,95,45,13,42
2024,00-0039847,NYG,1,0,0,1,52,60,21,35
2024,00-0037834,SF,0,15,6,5,83,100,30,40
2024,00-0033591,WAS,4,0,0,1,96,151,44,63
2024,00-0034571,WAS,1,0,0,1,96,151,44,63
2024,00-0036410,CIN,25,0,0,10,123,72,26,58
2024,00-0035659,WAS,21,0,0,16,96,151,44,63
2024,00-0033376,BAL,2,0,0,2,71,98,25,70
2024,00-0039356,CAR,6,0,0,1,79,71,29,42
2024,00-0038710,CLE,2,0,0,1,68,52,18,31
2024,00-0037450,LV,0,1,0,0,65,62,23,32
2024,00-0036527,LV,4,3,0,2,65,62,23,32
2024,00-0028899,LV,0,0,0,2,65,62,23,32
2024,00-0036096,HOU,0,2,0,0,74,96,19,38
2024,00-0038555,JAX,0,35,11,7,70,70,22,32
2024,00-0036971,JAX,0,4,3,3,70,70,22,32
2024,00-0033854,HOU,6,5,0,1,74,96,19,38
2024,00-0033873,KC,0,16,2,4,122,102,31,51
2024,00-0033923,KC,10,47,18,9,122,102,31,51
2024,00-0033526,KC,4,2,1,2,122,102,31,51
2024,00-0037557,LA,0,4,0,0,97,103,29,41
2024,00-0039751,LA,2,0,0,0,97,103,29,41
2024,00-0036849,LA,3,2,1,0,97,103,29,41
2024,00-0035249,MIN,3,0,0,3,95,68,20,47
2024,00-0034869,MIN,0,7,2,1,95,68,20,47
2024,00-0034815,NE,0,0,0,1,66,70,19,32
2024,00-0032392,NE,9,0,0,3,66,70,19,32
2024,00-0034854,ATL,2,0,0,2,62,93,27,42
2024,00-0033357,NO,2,9,2,6,47,65,17,39
2024,00-0039623,NO,1,0,0,0,47,65,17,39
2024,00-0037810,NO,0,0,0,1,47,65,17,39
2024,00-0039052,TB,2,0,0,1,87,86,27,60
2024,00-0039589,TB,1,0,0,0,87,86,27,60
2024,00-0035639,PHI,1,0,0,1,68,173,58,71
2024,00-0038997,IND,14,0,0,5,66,106,39,42
2024,00-0039890,IND,7,2,0,0,66,106,39,42
2024,00-0037292,IND,3,0,0,1,66,106,39,42
2024,00-0039793,SEA,7,0,0,4,63,59,28,41
2024,00-0038752,SEA,3,0,0,1,63,59,28,41
2024,00-0032211,SEA,10,0,0,2,63,59,28,41
2024,00-0038543,SEA,16,0,0,6,63,59,28,41
2024,00-0039874,MIA,1,5,0,0,90,71,20,36
2024,00-0035993,MIA,0,3,1,2,90,71,20,36
2024,00-0033955,WAS,2,15,4,5,96,151,44,63
2024,00-0030061,WAS,27,0,0,8,96,151,44,63
2024,00-0039363,SF,0,14,5,4,83,100,30,40
2024,00-0036563,ARI,0,0,0,1,67,84,23,44
2024,00-0034753,BAL,17,2,0,11,71,98,25,70
2024,00-0038046,BAL,1,0,0,1,71,98,25,70
2024,00-0034364,CLE,7,0,0,2,68,52,18,31
2024,00-0038738,DAL,0,3,1,0,72,58,15,33
2024,00-0037304,PIT,2,0,0,1,63,97,28,39
2024,00-0039738,LA,0,8,5,0,97,103,29,41
2024,00-0039776,GB,0,0,0,1,82,107,36,55
2024,00-0036887,JAX,1,0,0,0,70,70,22,32
2024,00-0037120,IND,2,6,1,2,66,106,39,42
2024,00-0026158,IND,0,2,0,0,66,106,39,42
2024,00-0036874,LV,0,0,0,1,65,62,23,32
2024,00-0032104,LV,6,13,4,5,65,62,23,32
2024,00-0038621,NE,6,0,0,3,66,70,19,32
2024,00-0031687,MIA,3,15,4,2,90,71,20,36
2024,00-0035140,KC,5,3,0,1,122,102,31,51
2024,00-0033941,NYG,0,0,0,1,52,60,21,35
2024,00-0038477,SEA,0,0,0,1,63,59,28,41
2024,00-0035311,MIN,0,1,0,0,95,68,20,47
2024,00-0032918,MIN,0,1,1,1,95,68,20,47
2024,00-0032385,TB,7,4,0,1,87,86,27,60
2024,00-0036264,GB,0,11,2,1,82,107,36,55
2024,00-0034365,CAR,1,0,0,0,79,71,29,42
2024,00-0029604,ATL,0,3,0,0,62,93,27,42
2024,00-0039814,CIN,2,0,0,0,123,72,26,58
2024,00-0033885,CLE,16,0,0,5,68,52,18,31
2024,00-0033375,DET,10,0,0,3,103,130,41,74
2024,00-0032381,DET,1,0,0,0,103,130,41,74
2024,00-0038640,DAL,4,0,0,1,72,58,15,33
2024,00-0038608,NE,5,0,0,3,66,70,19,32
2024,00-0039757,NE,0,2,0,0,66,70,19,32
2024,00-0036182,TEN,10,0,0,9,51,63,11,40
2024,00-0033881,JAX,7,0,0,1,70,70,22,32
2024,00-0039391,LAC,0,5,0,1,56,82,28,42
2024,00-0034159,LAC,8,0,0,2,56,82,28,42
