season,week,playerId,position,points,touches,tds
2024,17,00-0038045,RB,0.8734,2.9250,0.0000
2024,17,00-0038046,TE,2.0540,1.1750,0.0500
2024,17,00-0038098,RB,1.6061,2.8250,0.1250
2024,17,00-0038115,TE,1.3182,1.1750,0.0250
2024,17,00-0038117,WR,6.2462,8.1750,0.1500
2024,17,00-0038120,RB,11.6342,17.0500,0.5250
2024,17,00-0038122,QB,8.5667,2.1250,0.1250
2024,17,00-0038124,WR,4.8667,2.2250,0.1750
2024,17,00-0038389,RB,1.4389,1.6500,0.0500
2024,17,00-0038393,WR,9.8528,5.7500,0.2750
2024,17,00-0038396,RB,1.2742,1.9500,0.0250
2024,17,00-0038406,TE,1.3647,1.1250,0.0500
2024,17,00-0038409,RB,1.3300,2.0750,0.0500
2024,17,00-0038454,RB,3.5100,3.4500,0.0750
2024,17,00-0038542,RB,14.3142,18.6250,0.6000
2024,17,00-0038543,WR,14.4081,8.6750,0.4750
2024,17,00-0038544,WR,8.2960,5.6500,0.2500
2024,17,00-0038547,TE,3.1533,3.7750,0.0500
2024,17,00-0038551,RB,2.4949,5.0750,0.1500
2024,17,00-0038555,RB,4.4564,8.2750,0.3250
2024,17,00-0038558,TE,1.9778,1.7250,0.0250
2024,17,00-0038559,WR,6.1604,5.0000,0.2000
2024,17,00-0038563,WR,5.1131,5.1000,0.0000
2024,17,00-0038573,WR,2.8480,2.5000,0.0750
2024,17,00-0038583,QB,7.5435,2.3500,0.0500
2024,17,00-0038589,TE,2.9467,2.4250,0.0750
2024,17,00-0038597,RB,16.4670,17.9250,0.4750
2024,17,00-0038606,WR,3.7185,3.1750,0.0750
2024,17,00-0038608,WR,4.3360,4.1250,0.1500
2024,17,00-0038611,RB,1.4944,2.5250,0.0500
2024,17,00-0038612,WR,2.5197,1.6750,0.0250
2024,17,00-0038619,WR,5.9400,2.9250,0.1500
2024,17,00-0038621,WR,7.8180,6.3250,0.2500
2024,17,00-0038622,RB,0.9033,1.5250,0.0500
2024,17,00-0038636,RB,2.3161,3.5750,0.0500
2024,17,00-0038678,RB,1.6626,2.6500,0.0500
2024,17,00-0038685,RB,2.5972,2.9000,0.1000
2024,17,00-0038705,RB,4.1615,4.2250,0.1750
2024,17,00-0038720,TE,2.0866,1.8500,0.0750
2024,17,00-0038738,RB,1.0033,1.4000,0.0000
2024,17,00-0038752,WR,1.9714,1.3000,0.0250
2024,17,00-0038794,RB,5.7366,7.0500,0.2750
2024,17,00-0038797,RB,3.2778,4.0250,0.1250
2024,17,00-0038824,WR,2.9862,1.0500,0.1250
2024,17,00-0038862,RB,3.7291,3.1250,0.2000
2024,17,00-0038933,TE,10.1945,4.4000,0.3750
2024,17,00-0038935,TE,3.8542,2.9250,0.0500
2024,17,00-0038938,WR,1.8883,1.9000,0.0750
2024,17,00-0038951,RB,4.2813,3.3500,0.1500
2024,17,00-0038976,WR,3.8044,3.0500,0.0750
2024,17,00-0038977,WR,8.0611,5.8250,0.2250
2024,17,00-0038994,WR,10.3333,6.1750,0.2250
2024,17,00-0038996,TE,9.3083,4.4250,0.2500
2024,17,00-0038997,WR,9.4507,7.0500,0.1000
2024,17,00-0039021,RB,3.4267,5.4250,0.1000
2024,17,00-0039032,RB,7.7003,10.9750,0.3750
2024,17,00-0039040,RB,17.1406,19.7500,0.8250
2024,17,00-0039041,TE,2.0058,1.7500,0.0250
2024,17,00-0039052,WR,2.5935,1.9250,0.0250
2024,17,00-0039062,WR,3.0683,4.9500,0.1000
2024,17,00-0039064,WR,11.2580,5.8500,0.2000
2024,17,00-0039065,TE,11.4753,5.3000,0.3250
2024,17,00-0039066,TE,2.7211,2.4750,0.0500
2024,17,00-0039067,WR,7.4529,3.0500,0.2500
2024,17,00-0039075,WR,16.5468,7.9000,0.4750
2024,17,00-0039136,RB,0.2683,1.1250,0.0000
2024,17,00-0039139,RB,23.7711,24.4750,0.7250
2024,17,00-0039146,WR,12.1167,6.7250,0.2500
2024,17,00-0039150,QB,11.0935,3.1750,0.2000
2024,17,00-0039163,QB,14.9358,2.4750,0.1500
2024,17,00-0039164,QB,11.9072,1.1750,0.1500
2024,17,00-0039165,RB,15.7816,19.1250,0.6500
2024,17,00-0039230,RB,0.3997,0.8250,0.0000
2024,17,00-0039311,RB,0.4349,0.7500,0.0250
2024,17,00-0039325,RB,2.0202,2.8500,0.1000
2024,17,00-0039337,WR,3.6905,6.3500,0.0750
2024,17,00-0039338,TE,12.3394,11.1750,0.1250
2024,17,00-0039342,WR,4.3953,4.8750,0.1000
2024,17,00-0039344,RB,3.8697,5.0000,0.2000
2024,17,00-0039355,WR,2.6861,1.9250,0.0750
2024,17,00-0039356,TE,4.7204,3.7000,0.0500
2024,17,00-0039359,TE,2.7447,1.7500,0.1000
2024,17,00-0039361,RB,16.8973,13.3750,0.5250
2024,17,00-0039363,RB,2.8701,4.4750,0.0750
2024,17,00-0039364,RB,2.9854,2.6500,0.1250
2024,17,00-0039373,RB,3.6033,4.7000,0.0750
2024,17,00-0039376,QB,13.3275,5.4500,0.2000
2024,17,00-0039384,RB,9.1300,14.7000,0.5750
2024,17,00-0039385,RB,3.3094,3.8000,0.1000
2024,17,00-0039391,RB,6.7653,6.1750,0.4000
2024,17,00-0039392,WR,0.7215,0.4750,0.0250
2024,17,00-0039393,RB,0.9747,1.5500,0.0500
2024,17,00-0039397,WR,1.5839,1.8250,0.0000
2024,17,00-0039405,RB,2.1411,2.9750,0.0250
2024,17,00-0039407,RB,1.8719,1.7500,0.1500
2024,17,00-0039415,WR,4.9787,3.5500,0.0750
2024,17,00-0039424,WR,5.9089,3.6250,0.1500
2024,17,00-0039437,WR,6.0250,3.1000,0.2500
2024,17,00-0039491,WR,5.0561,3.4250,0.1500
2024,17,00-0039617,RB,0.4671,0.7000,0.0250
2024,17,00-0039623,WR,2.5087,2.3250,0.1750
2024,17,00-0039652,RB,0.9122,0.7250,0.0750
2024,17,00-0039732,QB,11.7866,2.8500,0.0250
2024,17,00-0039738,RB,4.1359,5.2500,0.1750
2024,17,00-0039739,WR,2.3962,2.0750,0.0500
2024,17,00-0039751,WR,1.8954,1.5750,0.0000
2024,17,00-0039754,TE,2.4732,1.5250,0.0500
2024,17,00-0039793,TE,3.7469,2.4500,0.0500
2024,17,00-0039794,RB,4.5732,5.9250,0.3750
2024,17,00-0039796,RB,1.3433,1.1250,0.0500
2024,17,00-0039798,RB,1.3397,2.1000,0.0750
2024,17,00-0039810,WR,2.1870,1.0000,0.0250
2024,17,00-0039811,RB,2.4444,1.8250,0.1000
2024,17,00-0039814,TE,4.7670,1.9500,0.1500
2024,17,00-0039847,TE,3.1882,3.1250,0.1250
2024,17,00-0039849,WR,9.3721,9.2000,0.1500
2024,17,00-0039851,QB,10.8348,2.8250,0.0750
2024,17,00-0039853,WR,0.6900,0.5500,0.0250
2024,17,00-0039855,WR,4.6835,3.2250,0.1000
2024,17,00-0039868,WR,3.8618,3.5750,0.0500
2024,17,00-0039874,RB,4.8201,6.4750,0.4000
2024,17,00-0039875,RB,7.4877,7.8250,0.3250
2024,17,00-0039880,WR,1.9525,1.9000,0.0750
2024,17,00-0039884,WR,1.4437,1.1250,0.0250
2024,17,00-0039890,WR,3.6453,4.0750,0.0500
2024,17,00-0039893,WR,13.4392,9.0750,0.6000
2024,17,00-0039894,WR,7.8611,6.7250,0.1250
2024,17,00-0039901,WR,7.7874,2.7250,0.3500
2024,17,00-0039907,WR,2.9840,3.5500,0.1500
2024,17,00-0039910,QB,16.8428,2.9250,0.1000
2024,17,00-0039915,WR,17.5707,8.0750,0.3500
2024,17,00-0039916,WR,5.4302,2.8250,0.2500
2024,17,00-0039917,QB,13.7433,2.4000,0.0500
2024,17,00-0039918,QB,12.3298,2.8250,0.0500
2024,17,00-0039919,WR,8.1822,6.6750,0.1750
2024,17,00-0039921,RB,2.5661,3.1000,0.0750
2025,3,00-0023459,QB,13.5235,2.2750,0.1000
2025,3,00-0026158,QB,10.0056,1.8000,0.0750
2025,3,00-0026498,QB,16.3417,1.3500,0.0500
2025,3,00-0029263,QB,7.2842,2.8500,0.0500
2025,3,00-0030035,WR,4.7615,3.1500,0.1500
2025,3,00-0030061,TE,7.4699,4.9500,0.1250
2025,3,00-0030279,WR,10.3520,7.0000,0.2500
2025,3,00-0030506,TE,15.5175,7.4250,0.4000
2025,3,00-0030564,WR,5.1201,3.3250,0.0500
2025,3,00-0030565,QB,10.0195,1.3500,0.0750
2025,3,00-0031236,WR,2.2780,2.7250,0.0500
2025,3,00-0031381,WR,15.9530,11.0250,0.4750
2025,3,00-0031408,WR,22.7722,9.0500,0.8000
2025,3,00-0031544,WR,5.5213,4.5750,0.1750
2025,3,00-0031588,WR,10.3176,7.9750,0.3000
2025,3,00-0031687,RB,3.6444,4.9000,0.2250
2025,3,00-0031763,WR,1.1843,1.0000,0.0250
2025,3,00-0032208,WR,1.0113,1.2750,0.0000
2025,3,00-0032211,WR,4.7313,3.8500,0.1000
2025,3,00-0032385,WR,5.0528,3.1000,0.0750
2025,3,00-0032392,TE,4.9665,2.9750,0.1000
2025,3,00-0032398,WR,3.0283,1.6250,0.0250
2025,3,00-0032464,WR,3.7621,1.6000,0.1750
2025,3,00-0032764,RB,22.9487,17.4250,0.9750
2025,3,00-0032775,WR,3.1536,2.5000,0.0500
2025,3,00-0033040,WR,15.2887,12.6500,0.3000
2025,3,00-0033077,QB,22.1907,1.7250,0.0750
2025,3,00-0033090,TE,6.1323,5.1250,0.1500
2025,3,00-0033106,QB,24.0399,1.6750,0.0500
2025,3,00-0033110,TE,3.9293,3.0500,0.0750
2025,3,00-0033217,TE,1.7985,1.2000,0.0250
2025,3,00-0033246,TE,2.4900,2.1500,0.0250
2025,3,00-0033280,RB,17.6921,19.1750,0.6250
2025,3,00-0033282,WR,3.9690,1.8250,0.1250
2025,3,00-0033288,TE,8.9368,4.7000,0.2250
2025,3,00-0033293,RB,11.6269,13.5500,0.5750
2025,3,00-0033307,WR,3.2021,2.1500,0.0750
2025,3,00-0033357,TE,2.5821,4.1500,0.0500
2025,3,00-0033375,WR,2.5375,1.5000,0.0000
2025,3,00-0033526,RB,1.8116,1.8000,0.0750
2025,3,00-0033536,WR,4.8107,3.1000,0.0500
2025,3,00-0033553,RB,11.8632,15.4000,0.4250
2025,3,00-0033555,WR,1.8466,1.8750,0.0250
2025,3,00-0033576,TE,2.1751,1.4000,0.0250
2025,3,00-0033589,WR,1.8482,2.2500,0.0500
2025,3,00-0033699,RB,13.6901,14.8750,0.5250
2025,3,00-0033857,WR,6.9746,3.1750,0.2250
2025,3,00-0033858,TE,6.7876,4.4250,0.1250
2025,3,00-0033873,QB,22.2913,3.2500,0.2500
2025,3,00-0033885,TE,7.2160,6.6750,0.2750
2025,3,00-0033891,WR,1.5910,1.7750,0.0250
2025,3,00-0033897,RB,6.9557,9.5500,0.4500
2025,3,00-0033906,RB,10.1074,20.1250,0.3250
2025,3,00-0033908,WR,21.1843,9.1500,0.6750
2025,3,00-0033923,RB,6.7810,8.3250,0.2500
2025,3,00-0033955,RB,1.7199,3.5750,0.0500
2025,3,00-0034115,RB,1.7142,2.5750,0.0750
2025,3,00-0034270,TE,4.9787,3.4750,0.1250
2025,3,00-0034317,WR,2.0107,1.0250,0.0750
2025,3,00-0034348,WR,15.1790,9.7500,0.5250
2025,3,00-0034351,TE,8.8853,4.2000,0.2500
2025,3,00-0034383,TE,4.4917,3.3250,0.1750
2025,3,00-0034407,WR,4.0694,2.5000,0.1000
2025,3,00-0034411,WR,3.4832,2.7250,0.0750
2025,3,00-0034521,WR,4.1995,4.1250,0.0750
2025,3,00-0034613,TE,2.3100,1.9000,0.0500
2025,3,00-0034753,TE,11.2842,4.7000,0.3000
2025,3,00-0034775,WR,6.3163,5.0000,0.1250
2025,3,00-0034791,RB,8.5400,10.3000,0.5500
2025,3,00-0034796,QB,28.3646,5.8500,0.3250
2025,3,00-0034798,TE,2.3813,1.2000,0.1000
2025,3,00-0034827,WR,14.7600,8.6750,0.4250
2025,3,00-0034829,TE,4.3462,2.9750,0.2000
2025,3,00-0034837,WR,8.1917,8.3750,0.1750
2025,3,00-0034844,RB,19.6517,19.2000,0.9750
2025,3,00-0034854,WR,1.4167,0.7750,0.0000
2025,3,00-0034855,QB,24.9906,3.7000,0.2000
2025,3,00-0034857,QB,29.0178,5.3000,0.2000
2025,3,00-0034869,QB,20.3388,3.8750,0.0500
2025,3,00-0034960,WR,9.1999,7.9000,0.1250
2025,3,00-0034970,TE,2.0930,1.9750,0.0000
2025,3,00-0034972,RB,2.9809,6.1250,0.1000
2025,3,00-0034975,RB,8.6162,4.5500,0.3250
2025,3,00-0034981,TE,1.9172,2.2750,0.0250
2025,3,00-0034983,WR,4.4070,3.7500,0.1000
2025,3,00-0035045,WR,2.6373,2.3250,0.1000
2025,3,00-0035208,WR,5.5733,4.0750,0.1000
2025,3,00-0035228,QB,8.6110,1.8500,0.0250
2025,3,00-0035229,TE,9.2535,5.9500,0.3250
2025,3,00-0035243,RB,5.3267,5.8250,0.2250
2025,3,00-0035249,TE,2.8628,1.7500,0.0250
2025,3,00-0035250,RB,2.8426,5.2000,0.1250
2025,3,00-0035261,RB,10.9271,16.2500,0.7000
2025,3,00-0035329,TE,1.7812,1.1500,0.0250
2025,3,00-0035359,WR,1.7833,1.1500,0.0500
2025,3,00-0035406,WR,0.9112,1.1750,0.0250
2025,3,00-0035500,WR,1.5552,1.3000,0.0000
2025,3,00-0035535,WR,1.3154,1.6500,0.0000
2025,3,00-0035537,RB,4.3400,2.4750,0.1250
2025,3,00-0035567,RB,1.3448,1.6000,0.0500
2025,3,00-0035594,RB,1.3600,0.9500,0.0750
2025,3,00-0035628,RB,2.7840,1.7000,0.1250
2025,3,00-0035631,TE,0.6823,0.8750,0.0000
2025,3,00-0035640,WR,16.0361,9.9750,0.4750
2025,3,00-0035644,TE,3.8906,2.8250,0.0750
2025,3,00-0035659,WR,12.7906,6.6000,0.5000
2025,3,00-0035662,WR,10.8435,6.8000,0.2250
2025,3,00-0035676,WR,19.4557,9.4000,0.5500
2025,3,00-0035685,RB,9.7074,11.3000,0.3500
2025,3,00-0035689,TE,7.4235,2.7750,0.1250
2025,3,00-0035700,RB,22.7056,22.9500,0.9500
2025,3,00-0035710,QB,14.7785,2.3500,0.1500
2025,3,00-0035719,WR,13.1074,7.5750,0.5250
2025,3,00-0035806,RB,0.9943,1.5000,0.0250
2025,3,00-0036020,RB,2.3952,2.9000,0.0750
2025,3,00-0036040,TE,5.2096,6.0500,0.1000
2025,3,00-0036139,RB,3.5230,6.1250,0.1250
2025,3,00-0036145,TE,2.3307,1.5750,0.0000
2025,3,00-0036158,RB,8.2488,12.6500,0.3750
2025,3,00-0036165,WR,2.8469,1.9000,0.0750
2025,3,00-0036182,WR,2.8099,3.7750,0.0750
2025,3,00-0036183,WR,3.0940,1.3750,0.0500
2025,3,00-0036196,WR,5.0400,2.0000,0.1500
2025,3,00-0036212,QB,10.4568,1.5250,0.0000
2025,3,00-0036223,RB,18.6973,21.8250,0.8750
2025,3,00-0036252,WR,12.4218,7.4500,0.1750
2025,3,00-0036259,WR,5.8803,3.3250,0.2250
2025,3,00-0036261,WR,7.3702,4.5250,0.1000
2025,3,00-0036264,QB,17.7972,1.5750,0.1000
2025,3,00-0036265,RB,2.7249,2.8250,0.1250
2025,3,00-0036275,RB,10.9093,13.9500,0.4750
2025,3,00-0036290,TE,5.9947,3.3250,0.1500
2025,3,00-0036309,WR,5.6944,3.1500,0.2000
2025,3,00-0036322,WR,17.9829,11.3250,0.3750
2025,3,00-0036328,RB,3.7553,4.5000,0.1500
2025,3,00-0036331,WR,1.3973,0.9500,0.0250
2025,3,00-0036355,QB,17.4368,2.6500,0.0750
2025,3,00-0036358,WR,28.8688,12.2500,0.9750
2025,3,00-0036360,RB,3.7314,4.0250,0.1500
2025,3,00-0036389,QB,22.1355,6.2250,0.3000
2025,3,00-0036407,WR,10.2337,8.1250,0.4500
2025,3,00-0036410,WR,7.5824,5.3000,0.2500
2025,3,00-0036414,RB,3.2164,4.9750,0.1500
2025,3,00-0036415,WR,1.6729,1.4500,0.0250
2025,3,00-0036422,TE,1.8729,1.4250,0.0250
2025,3,00-0036423,TE,1.0683,1.0000,0.0250
2025,3,00-0036427,WR,2.6167,2.6000,0.0250
2025,3,00-0036429,TE,1.4861,1.2000,0.0000
2025,3,00-0036442,QB,14.8803,1.8500,0.0250
2025,3,00-0036510,TE,1.3012,0.8750,0.0000
2025,3,00-0036534,TE,1.7041,0.9000,0.0250
2025,3,00-0036550,WR,10.0566,4.3500,0.3500
2025,3,00-0036554,WR,19.5860,10.7500,0.5000
2025,3,00-0036555,RB,9.5182,16.4500,0.3750
2025,3,00-0036567,RB,2.9655,3.9500,0.1250
2025,3,00-0036569,RB,1.0309,1.5500,0.0500
2025,3,00-0036590,TE,1.2200,1.1000,0.0250
2025,3,00-0036613,WR,6.0673,4.2500,0.1750
2025,3,00-0036626,WR,5.3925,3.4000,0.1500
2025,3,00-0036637,TE,4.6600,2.4000,0.1000
2025,3,00-0036754,TE,3.2177,1.2500,0.1500
2025,3,00-0036849,WR,4.2233,2.1500,0.1500
2025,3,00-0036875,RB,10.1026,13.1750,0.4250
2025,3,00-0036876,TE,1.7994,1.2750,0.0250
2025,3,00-0036893,RB,7.2933,9.8750,0.3000
2025,3,00-0036894,TE,4.8760,3.5750,0.0250
2025,3,00-0036900,WR,21.9493,13.5750,0.9500
2025,3,00-0036912,WR,12.1166,5.6500,0.3000
2025,3,00-0036919,RB,4.7176,5.4500,0.2000
2025,3,00-0036924,RB,3.9369,5.0000,0.1250
2025,3,00-0036936,WR,2.6156,1.4500,0.0750
2025,3,00-0036945,QB,9.8646,3.8750,0.2250
2025,3,00-0036955,WR,3.3102,1.9750,0.1000
2025,3,00-0036959,WR,1.8132,1.6750,0.0500
2025,3,00-0036963,WR,24.8049,11.4000,0.7000
2025,3,00-0036970,TE,9.4944,6.6250,0.2000
2025,3,00-0036971,QB,16.6360,2.6500,0.1000
2025,3,00-0036972,QB,13.4944,1.5250,0.0250
2025,3,00-0036973,RB,12.0100,15.7000,0.6250
2025,3,00-0036980,WR,3.6505,2.5250,0.1000
2025,3,00-0036984,RB,1.3110,2.7250,0.0250
2025,3,00-0036988,WR,9.5585,3.6750,0.2000
2025,3,00-0036997,RB,11.9538,13.8500,0.4750
2025,3,00-0037004,TE,1.7250,0.8250,0.0750
2025,3,00-0037005,TE,2.6477,2.2500,0.0750
2025,3,00-0037085,RB,2.4892,2.8000,0.0250
2025,3,00-0037120,RB,2.6703,1.8750,0.1250
2025,3,00-0037157,RB,4.0301,5.9500,0.1750
2025,3,00-0037197,RB,11.4018,11.4250,0.5500
2025,3,00-0037228,RB,11.0911,12.5500,0.5250
2025,3,00-0037238,WR,15.2972,9.7250,0.2500
2025,3,00-0037239,WR,6.5544,8.3250,0.2250
2025,3,00-0037240,WR,11.2646,4.6250,0.4500
2025,3,00-0037247,WR,9.9818,4.7000,0.3250
2025,3,00-0037248,RB,27.1460,19.9750,1.0500
2025,3,00-0037252,TE,1.9507,2.0250,0.0750
2025,3,00-0037256,RB,8.8583,9.4250,0.3500
2025,3,00-0037257,WR,1.9672,1.7250,0.0750
2025,3,00-0037258,RB,1.9530,2.8750,0.1250
2025,3,00-0037261,WR,11.7810,4.2000,0.2750
2025,3,00-0037263,RB,5.5889,7.3750,0.2250
2025,3,00-0037267,RB,3.9563,7.6500,0.2500
2025,3,00-0037276,RB,1.7454,2.7750,0.0500
2025,3,00-0037277,TE,3.1556,2.0000,0.0750
2025,3,00-0037291,WR,4.3783,2.3250,0.1000
2025,3,00-0037475,TE,1.6897,1.6250,0.0500
2025,3,00-0037509,RB,2.9568,3.8000,0.1750
2025,3,00-0037524,WR,1.4669,0.8750,0.0500
2025,3,00-0037525,RB,5.7875,7.3250,0.2750
2025,3,00-0037545,WR,4.1952,4.8500,0.0250
2025,3,00-0037557,RB,1.5890,1.8250,0.1250
2025,3,00-0037563,RB,2.6633,2.9000,0.1500
2025,3,00-0037570,WR,2.4528,1.3750,0.0750
2025,3,00-0037614,WR,2.8883,1.7250,0.1250
2025,3,00-0037617,RB,1.1440,1.7250,0.0500
2025,3,00-0037664,WR,8.2583,4.4750,0.2000
2025,3,00-0037666,WR,4.2840,1.7500,0.2000
2025,3,00-0037740,WR,12.7342,13.2500,0.0750
2025,3,00-0037741,WR,3.1932,1.8250,0.1000
2025,3,00-0037742,WR,3.5917,2.5500,0.1250
2025,3,00-0037744,TE,13.0816,10.2500,0.1500
2025,3,00-0037746,RB,3.8844,6.2750,0.1000
2025,3,00-0037755,TE,2.7257,3.3750,0.0000
2025,3,00-0037801,WR,4.2245,2.1000,0.1500
2025,3,00-0037805,TE,1.7554,1.8500,0.0750
2025,3,00-0037809,TE,6.5063,5.0250,0.2250
2025,3,00-0037816,WR,9.4722,5.4750,0.1250
2025,3,00-0037837,WR,4.7584,3.1750,0.1500
2025,3,00-0037840,RB,9.7160,17.4250,0.3250
2025,3,00-0038040,RB,2.0819,4.1750,0.0750
2025,3,00-0038041,TE,12.0757,5.2500,0.3750
2025,3,00-0038098,RB,2.2500,2.6750,0.0750
2025,3,00-0038104,WR,5.3109,3.0250,0.2500
2025,3,00-0038115,TE,1.3946,1.4000,0.0000
2025,3,00-0038117,WR,4.4040,5.7250,0.0250
2025,3,00-0038120,RB,12.5368,19.7250,0.5250
2025,3,00-0038124,WR,7.2000,3.5750,0.2500
2025,3,00-0038129,TE,8.2278,4.0250,0.1750
2025,3,00-0038134,RB,14.1447,20.9750,0.5000
2025,3,00-0038393,WR,7.9194,4.2500,0.2500
2025,3,00-0038394,TE,1.4988,1.3500,0.0000
2025,3,00-0038396,RB,0.5540,1.2250,0.0000
2025,3,00-0038409,RB,2.4610,3.7000,0.0750
2025,3,00-0038454,RB,3.9343,2.5750,0.1250
2025,3,00-0038518,RB,0.5518,0.5000,0.0500
2025,3,00-0038542,RB,23.7694,25.0500,0.8500
2025,3,00-0038543,WR,13.8017,6.1750,0.4500
2025,3,00-0038544,WR,7.1253,5.4750,0.1750
2025,3,00-0038547,TE,3.2555,1.6250,0.1500
2025,3,00-0038551,RB,2.4329,3.9000,0.2500
2025,3,00-0038555,RB,4.8319,4.2750,0.2750
2025,3,00-0038559,WR,2.8858,2.9500,0.0250
2025,3,00-0038563,WR,3.0887,3.6000,0.0250
2025,3,00-0038564,TE,2.3656,1.2000,0.1250
2025,3,00-0038597,RB,10.2838,19.4750,0.4750
2025,3,00-0038606,WR,5.0900,3.1250,0.2250
2025,3,00-0038608,WR,3.8079,3.3250,0.1000
2025,3,00-0038611,RB,3.6084,5.0250,0.1500
2025,3,00-0038612,WR,2.3459,1.5000,0.0750
2025,3,00-0038619,WR,2.7913,2.0000,0.1250
2025,3,00-0038621,WR,5.7978,4.9750,0.0750
2025,3,00-0038622,RB,1.1323,2.1750,0.0750
2025,3,00-0038636,RB,2.6269,2.5750,0.2000
2025,3,00-0038678,RB,1.5354,1.9000,0.0750
2025,3,00-0038685,RB,4.1667,3.4000,0.1250
2025,3,00-0038705,RB,3.7553,3.0000,0.2250
2025,3,00-0038752,WR,2.0498,1.2000,0.0250
2025,3,00-0038794,RB,2.1906,3.5250,0.0000
2025,3,00-0038797,RB,2.3222,2.2000,0.0750
2025,3,00-0038824,WR,2.5056,1.1250,0.1500
2025,3,00-0038930,RB,1.1111,0.6000,0.0250
2025,3,00-0038933,TE,14.8750,5.7250,0.3250
2025,3,00-0038935,TE,7.6850,5.6250,0.0750
2025,3,00-0038938,WR,0.6010,0.9750,0.0000
2025,3,00-0038951,RB,2.3306,1.7250,0.1500
2025,3,00-0038976,WR,5.5446,3.3250,0.2500
2025,3,00-0038977,WR,5.6163,3.8250,0.1250
2025,3,00-0038979,WR,3.1735,4.5000,0.1500
2025,3,00-0038994,WR,6.1880,3.4500,0.2500
2025,3,00-0038996,TE,6.6111,3.2250,0.1250
2025,3,00-0038997,WR,12.4795,7.3000,0.2000
2025,3,00-0039021,RB,3.9093,5.0000,0.1750
2025,3,00-0039032,RB,4.1583,6.0000,0.1750
2025,3,00-0039040,RB,13.6694,15.8750,0.6750
2025,3,00-0039041,TE,2.3244,1.8000,0.0250
2025,3,00-0039062,WR,1.0455,1.0250,0.0000
2025,3,00-0039064,WR,25.0753,9.8750,0.6250
2025,3,00-0039065,TE,12.9578,5.6000,0.4000
2025,3,00-0039066,TE,1.2368,1.4500,0.0000
2025,3,00-0039067,WR,11.6122,5.5500,0.3250
2025,3,00-0039074,TE,1.6053,1.4000,0.0250
2025,3,00-0039075,WR,20.9603,13.1000,0.7500
2025,3,00-0039139,RB,22.1153,18.3250,0.8750
2025,3,00-0039144,TE,5.6833,2.5250,0.1750
2025,3,00-0039150,QB,10.5720,2.3250,0.0750
2025,3,00-0039163,QB,14.7271,2.8750,0.0500
2025,3,00-0039325,RB,1.6581,2.6750,0.0500
2025,3,00-0039337,WR,13.0323,13.1000,0.2250
2025,3,00-0039338,TE,9.4277,7.2000,0.1750
2025,3,00-0039342,WR,2.2165,3.2500,0.0250
2025,3,00-0039344,RB,1.1093,2.5000,0.0500
2025,3,00-0039355,WR,0.9277,0.8500,0.0000
2025,3,00-0039356,TE,6.0082,4.5000,0.2000
2025,3,00-0039361,RB,26.6222,21.5750,1.2750
2025,3,00-0039363,RB,2.2106,2.2000,0.1250
2025,3,00-0039373,RB,2.0144,1.8000,0.1500
2025,3,00-0039376,QB,5.8250,1.8250,0.0500
2025,3,00-0039379,WR,0.3960,0.6000,0.0250
2025,3,00-0039384,RB,8.1042,14.3250,0.3500
2025,3,00-0039385,RB,0.2796,0.3000,0.0000
2025,3,00-0039386,WR,1.9550,2.4250,0.0250
2025,3,00-0039391,RB,1.7893,2.8250,0.0750
2025,3,00-0039397,WR,1.7439,1.8000,0.0000
2025,3,00-0039405,RB,2.1957,2.8000,0.1250
2025,3,00-0039437,WR,3.2190,1.8000,0.0750
2025,3,00-0039491,WR,5.2802,3.5750,0.1750
2025,3,00-0039623,WR,1.1598,2.0500,0.0500
2025,3,00-0039703,RB,1.5275,1.4250,0.0500
2025,3,00-0039732,QB,13.2875,2.0750,0.0750
2025,3,00-0039738,RB,1.0150,2.0000,0.0000
2025,3,00-0039739,WR,1.9984,1.9500,0.0500
2025,3,00-0039751,WR,1.7943,1.1500,0.0500
2025,3,00-0039754,TE,3.9333,2.2250,0.0750
2025,3,00-0039757,RB,1.8872,3.4250,0.1500
2025,3,00-0039793,TE,5.8283,3.2000,0.1500
2025,3,00-0039794,RB,2.3988,4.8750,0.1000
2025,3,00-0039796,RB,1.6111,1.2500,0.0250
2025,3,00-0039798,RB,1.9959,2.2000,0.1000
2025,3,00-0039811,RB,3.7861,3.1750,0.2000
2025,3,00-0039814,TE,2.4726,1.7000,0.0500
2025,3,00-0039847,TE,3.3324,3.4250,0.0500
2025,3,00-0039849,WR,7.5561,6.5500,0.1000
2025,3,00-0039851,QB,12.1580,2.1500,0.1250
2025,3,00-0039855,WR,4.8083,2.5000,0.2000
2025,3,00-0039868,WR,6.5503,5.2500,0.2250
2025,3,00-0039874,RB,1.2519,2.8500,0.0750
2025,3,00-0039875,RB,4.5115,4.7500,0.1500
2025,3,00-0039880,WR,2.6368,2.9750,0.1000
2025,3,00-0039884,WR,1.4757,2.2000,0.0250
2025,3,00-0039890,WR,4.4413,2.7500,0.1250
2025,3,00-0039893,WR,19.6775,12.9250,0.7000
2025,3,00-0039901,WR,12.3130,4.4000,0.3500
2025,3,00-0039910,QB,17.4008,4.2250,0.1750
2025,3,00-0039915,WR,17.5253,9.5500,0.4250
2025,3,00-0039916,WR,7.0252,5.2000,0.1500
2025,3,00-0039917,QB,14.6761,2.7000,0.1000
