season,week,gsisId,position,points,targets,carries
2026,10,00-0035535,WR,3.91,2.36,0
2026,10,00-0037742,WR,2.05,1.35,0.13
2026,10,00-0040715,RB,13.58,3.37,11.63
2026,10,00-0040164,WR,1.67,0.92,0.2
2026,10,00-0041096,RB,1.43,0.16,1.89
2026,10,00-0031235,WR,1.11,0.66,0
2026,10,00-0031484,TE,0.35,0.21,0
2026,10,00-0036893,RB,1.69,0.5,1.61
2026,10,00-0036626,WR,0.41,0.23,0.06
2026,10,00-0037256,RB,10.3,3.28,7.5
2026,10,00-0039912,TE,1.19,0.66,0
2026,10,00-0040242,RB,9.1,1.73,8.44
2026,10,00-0031588,WR,11.23,6.02,0
2026,10,00-0033376,FB,0.14,0.09,0
2026,10,00-0039337,WR,12.96,7.88,0.15
2026,10,00-0041042,WR,6.91,4.09,0.05
2026,10,00-0035659,WR,13.92,7.41,0.05
2026,10,00-0036165,WR,0.47,0.27,0
2026,10,00-0036309,WR,5.31,3.44,0.05
2026,10,00-0037838,TE,9.81,5.21,0
2026,10,00-0037809,TE,9.23,5.39,0
2026,10,00-0041040,WR,4.29,2.49,0.1
2026,10,00-0036415,WR,0.1,0.07,0
2026,10,00-0039074,TE,0.81,0.47,0
2026,10,00-0039067,WR,15.81,8.51,0.41
2026,10,00-0039041,TE,3.15,1.75,0
2026,10,00-0038547,TE,1.54,0.94,0
2026,10,00-0038710,TE,0.43,0.28,0
2026,10,00-0038440,RB,0.05,0.01,0.05
2026,10,00-0039373,RB,1.08,0.29,0.97
2026,10,00-0039880,WR,6.76,3.58,1.12
2026,10,00-0040653,WR,0.08,0.05,0
2026,10,00-0040729,WR,4.42,2.53,0.05
2026,10,00-0040198,RB,2.61,0.76,2.36
2026,10,00-0040782,WR,1.94,1.1,0.18
2026,10,00-0040522,WR,0.42,0.27,0.02
2026,10,00-0040124,WR,14.19,8.2,0.08
2026,10,00-0040644,RB,1.37,0.36,1.4
2026,10,00-0040194,TE,2.15,1.15,0
2026,10,00-0041510,TE,1.13,0.67,0
2026,10,00-0040886,RB,2.34,0.63,2.24
2026,10,00-0041503,TE,1.49,0.87,0
2026,10,00-0041004,WR,0.21,0.14,0
2026,10,00-0029892,FB,1.79,0.96,0.11
2026,10,00-0031381,WR,12.5,6.86,0
2026,10,00-0033110,TE,1.75,0.99,0
2026,10,00-0033077,QB,21.41,0,2.36
2026,10,00-0033537,QB,15.24,0,3.14
2026,10,00-0033526,RB,3.3,1.04,2.59
2026,10,00-0033555,WR,2.9,1.56,0.05
2026,10,00-0033307,WR,4.84,2.66,0
2026,10,00-0034860,WR,0.19,0.1,0.02
2026,10,00-0034487,WR,0.25,0.16,0
2026,10,00-0035228,QB,19.42,0,5.79
2026,10,00-0035685,RB,14.46,2.36,15.68
2026,10,00-0035500,WR,3.1,1.66,0.2
2026,10,00-0035208,WR,3.99,2.43,0.2
2026,10,00-0036407,WR,5.98,4.07,0.07
2026,10,00-0036264,QB,19.73,0,3.09
2026,10,00-0036252,WR,10.67,6.01,0.05
2026,10,00-0036425,RB,0.18,0.02,0.26
2026,10,00-0036427,WR,0.21,0.12,0
2026,10,00-0036429,TE,0.82,0.48,0
2026,10,00-0036971,QB,20.11,0,4.38
2026,10,00-0036825,TE,0.08,0.03,0.05
2026,10,00-0036963,WR,19.81,9.83,0.26
2026,10,00-0036924,RB,0.24,0.11,0.16
2026,10,00-0036875,RB,11.16,1.99,11.39
2026,10,00-0037666,WR,3.32,1.91,0
2026,10,00-0038117,WR,9.98,6.37,0.2
2026,10,00-0037261,WR,11.08,5.82,0.11
2026,10,00-0037248,RB,17.36,2.89,16.41
2026,10,00-0037740,WR,12.86,7.88,0.17
2026,10,00-0037840,RB,14.6,2.57,14.82
2026,10,00-0038134,RB,15.29,3.58,14.5
2026,10,00-0037746,RB,4.82,0.98,5.3
2026,10,00-0037291,WR,8.29,4.76,0.22
2026,10,00-0038115,TE,4.96,2.63,0
2026,10,00-0038558,TE,4.62,2.59,0
2026,10,00-0039075,WR,20.83,9.76,0.45
2026,10,00-0038997,WR,12.41,6.89,0.18
2026,10,00-0038621,WR,5.38,2.74,0.36
2026,10,00-0038608,WR,8.53,4.35,0
2026,10,00-0039032,RB,7.46,2.75,5.08
2026,10,00-0038994,WR,11.24,6.01,0.27
2026,10,00-0038551,RB,1.62,0.52,1.2
2026,10,00-0038589,TE,0.37,0.21,0
2026,10,00-0038576,WR,0.17,0.1,0
2026,10,00-0039344,RB,8.64,2.49,7.95
2026,10,00-0039530,TE,1.25,0.76,0
2026,10,00-0039359,TE,1.8,1,0.12
2026,10,00-0039451,WR,1.62,0.98,0.17
2026,10,00-0039751,WR,0.64,0.35,0.07
2026,10,00-0039737,TE,1.06,0.64,0
2026,10,00-0040737,TE,3.76,2.59,0
2026,10,00-0040736,TE,5.33,3.56,0
2026,10,00-0040734,RB,11.95,2.5,10.38
2026,10,00-0040669,WR,3.81,2.21,0.05
2026,10,00-0040705,WR,3.26,1.96,0.4
2026,10,00-0040172,WR,0.24,0.14,0
2026,10,00-0041562,QB,15.67,0,2.68
2026,10,00-0041511,WR,4.66,2.79,0.17
2026,10,00-0041523,WR,5.48,3.21,0
2026,10,00-0041041,TE,2.36,1.44,0
2026,10,00-0041529,WR,4.16,2.45,0
2026,10,00-0041217,RB,0.57,0.27,0.23
2026,10,00-0041035,WR,7.33,3.99,0.18
2026,10,00-0041395,TE,2.17,1.2,0
2026,10,00-0041524,TE,4.09,2.23,0
2026,10,00-0041087,TE,2.32,1.39,0
2026,10,00-0030565,QB,15.94,0,3.11
2026,10,00-0041244,RB,0.37,0.1,0.34
2026,10,00-0031610,TE,7.82,4.11,0
2026,10,00-0033106,QB,20.3,0,1.62
2026,10,00-0033280,RB,22.66,5.77,18.4
2026,10,00-0033553,RB,3.02,0.89,2.51
2026,10,00-0026498,QB,19.74,0,1.33
2026,10,00-0034837,WR,6.66,4,0.04
2026,10,00-0034365,TE,0.29,0.18,0
2026,10,00-0034613,TE,0.64,0.36,0
2026,10,00-0035640,WR,11.82,6.3,0.15
2026,10,00-0035710,QB,18.84,0,3.04
2026,10,00-0035249,TE,2.46,1.36,0
2026,10,00-0035021,WR,1.54,0.96,0.06
2026,10,00-0036322,WR,16.77,9.21,0.13
2026,10,00-0036223,RB,19.58,4,17.36
2026,10,00-0036331,WR,0.21,0.12,0.04
2026,10,00-0036182,WR,1.1,0.65,0
2026,10,00-0036970,TE,11.37,6.39,0
2026,10,00-0036842,RB,0.11,0.01,0.19
2026,10,00-0036887,TE,0.66,0.36,0
2026,10,00-0037805,TE,0.84,0.52,0
2026,10,00-0037252,TE,6.55,3.59,0
2026,10,00-0037834,QB,22.62,0,4.12
2026,10,00-0037120,RB,0.5,0.13,0.47
2026,10,00-0037093,WR,0.46,0.29,0
2026,10,00-0039139,RB,22,4.73,17.04
2026,10,00-0038597,RB,16.56,4.82,14.64
2026,10,00-0039144,TE,2.95,1.73,0
2026,10,00-0038618,WR,3.79,2.34,0.07
2026,10,00-0039065,TE,12.07,5.96,0.06
2026,10,00-0038640,WR,0.38,0.25,0
2026,10,00-0038705,RB,2.55,0.97,1.24
2026,10,00-0038685,RB,1.84,0.75,1.07
2026,10,00-0039851,QB,21.05,0,4.57
2026,10,00-0039875,RB,3.92,0.81,4.47
2026,10,00-0039793,TE,9.41,4.67,0.57
2026,10,00-0039920,WR,0.82,0.28,0.39
2026,10,00-0039874,RB,2.75,0.85,2.58
2026,10,00-0039491,WR,11.81,5.99,0.08
2026,10,00-0039363,RB,0.28,0.12,0.11
2026,10,00-0040583,RB,7.36,1.96,7.7
2026,10,00-0040719,RB,10.8,2.43,11.47
2026,10,00-0040205,RB,0.24,0.08,0.18
2026,10,00-0040128,TE,13.05,7.11,0.26
2026,10,00-0040676,QB,17.37,0,2.64
2026,10,00-0040218,WR,1.8,0.95,0.33
2026,10,00-0040138,WR,5.2,2.68,0.08
2026,10,00-0040509,TE,0.23,0.13,0
2026,10,00-0041438,WR,11.03,7.07,0.09
2026,10,00-0041116,TE,0.64,0.36,0
2026,10,00-0041525,WR,5.43,3.16,0.04
2026,10,00-0041415,RB,0.22,0.07,0.17
2026,10,00-0041132,WR,0.38,0.24,0
2026,10,00-0040939,TE,1.45,0.86,0
2026,10,00-0041443,WR,2.59,1.52,0.05
2026,10,00-0041067,WR,1.77,1.19,0
2026,10,00-0041579,TE,0.86,0.49,0
2026,10,00-0032392,TE,2.79,1.5,0
2026,10,00-0033119,QB,17.31,0,2.14
2026,10,00-0033908,WR,7.98,4.26,0.06
2026,10,00-0033858,TE,1.77,1.01,0
2026,10,00-0033589,WR,0.04,0.03,0
2026,10,00-0034383,TE,9.61,5.46,0
2026,10,00-0034270,TE,0.27,0.16,0
2026,10,00-0034960,WR,10.39,5.84,0.28
2026,10,00-0034981,TE,0.79,0.41,0
2026,10,00-0035631,TE,2.09,1.19,0
2026,10,00-0036442,QB,22.16,0,2.49
2026,10,00-0036410,WR,15.43,7.4,0.06
2026,10,00-0035891,WR,0.35,0.19,0
2026,10,00-0036259,WR,8.07,4.29,0
2026,10,00-0036556,TE,0.16,0.09,0
2026,10,00-0036630,WR,0.53,0.31,0
2026,10,00-0037005,TE,2.17,1.27,0
2026,10,00-0036637,TE,4.73,2.76,0
2026,10,00-0038041,TE,9.86,5.47,0
2026,10,00-0037247,WR,15.39,7.82,0.06
2026,10,00-0038128,QB,18.95,0,7.69
2026,10,00-0037091,WR,1.97,1.29,0.12
2026,10,00-0037292,TE,0.47,0.29,0
2026,10,00-0037545,WR,9.17,4.72,0.62
2026,10,00-0037112,TE,2.31,1.27,0
2026,10,00-0037563,RB,1.99,0.44,1.95
2026,10,00-0038563,WR,9.56,5.61,0.44
2026,10,00-0038619,WR,3.98,2.22,0.19
2026,10,00-0038559,WR,11.4,6.28,0.05
2026,10,00-0038933,TE,9.15,4.57,0
2026,10,00-0038359,WR,1.07,0.54,0.09
2026,10,00-0039407,RB,0.43,0.12,0.49
2026,10,00-0039811,RB,4.28,1.18,4.08
2026,10,00-0039405,RB,0.64,0.1,0.83
2026,10,00-0039814,TE,2.96,1.67,0
2026,10,00-0039342,WR,2.9,1.96,0
2026,10,00-0039364,RB,0.18,0.06,0.15
2026,10,00-0039816,WR,0.13,0.07,0.03
2026,10,00-0039424,WR,8.68,4.98,0.05
2026,10,00-0039299,RB,3,0.83,2.45
2026,10,00-0040078,RB,0.78,0.36,0.51
2026,10,00-0040177,RB,1.87,0.36,1.97
2026,10,00-0040179,RB,1.52,0.52,1.32
2026,10,00-0040466,RB,0.25,0.03,0.43
2026,10,00-0040154,WR,1.81,1.01,0.04
2026,10,00-0040170,WR,2.95,2.01,0
2026,10,00-0040667,WR,9.91,5.5,0.82
2026,10,00-0040663,TE,10.5,5.89,0.22
2026,10,00-0040582,WR,0.31,0.19,0.07
2026,10,00-0040581,WR,0.07,0.06,0
2026,10,00-0040238,RB,2.64,1.25,1.02
2026,10,00-0040590,WR,2.43,1.81,0
2026,10,00-0040259,WR,0.1,0.06,0
2026,10,00-0041512,RB,9.41,1.31,11.63
2026,10,WAS569019,RB,2.89,0.97,2.34
2026,10,00-0041044,WR,3.82,2.23,0.13
2026,10,00-0041032,TE,3.83,2.25,0.06
2026,10,00-0041037,WR,6.2,3.66,0.14
2026,10,00-0041104,RB,2.58,1.06,1.45
2026,10,00-0041084,TE,1.27,0.73,0
2026,10,00-0040890,WR,1.82,1.14,0
2026,10,00-0041125,RB,1.72,0.44,1.63
2026,10,00-0030506,TE,12.03,6.32,0
2026,10,00-0031408,WR,13.56,7.07,0
2026,10,00-0032775,WR,3.01,1.6,0
2026,10,00-0033906,RB,5.83,1.96,4.76
2026,10,00-0033873,QB,20.95,0,2.26
2026,10,00-0033757,TE,0.07,0.04,0
2026,10,00-0034869,QB,20.06,0,2.92
2026,10,00-0034857,QB,23,0,6.21
2026,10,00-0035689,TE,4.8,2.52,0
2026,10,00-0035261,RB,10.14,2.21,10.44
2026,10,00-0035537,RB,3.99,1.36,2.57
2026,10,00-0035544,WR,0.13,0.08,0
2026,10,00-0036212,QB,19.02,0,2.29
2026,10,00-0036358,WR,17.4,9.22,0.17
2026,10,00-0036040,TE,9.91,5.4,0
2026,10,00-0036590,TE,0.48,0.29,0
2026,10,00-0036900,WR,19.46,9.43,0.25
2026,10,00-0036876,TE,0.18,0.12,0
2026,10,00-0036988,WR,1.93,1.14,0
2026,10,00-0037744,TE,15.67,8.58,0
2026,10,00-0037263,RB,5.38,1.09,6.13
2026,10,00-0038120,RB,14.53,2.76,15.75
2026,10,00-0037304,RB,0.87,0.39,0.4
2026,10,00-0037231,WR,1.32,0.93,0.04
2026,10,00-0037197,RB,3.79,0.73,4.85
2026,10,00-0037228,RB,13.33,3.46,12.21
2026,10,00-0037276,RB,0.99,0.49,0.37
2026,10,00-0037801,WR,3.67,1.62,0.95
2026,10,00-0038996,TE,12.35,5.55,0
2026,10,00-0039165,RB,3.41,0.63,3.38
2026,10,00-0038839,WR,0.95,0.65,0
2026,10,00-0038519,WR,0.16,0.09,0.03
2026,10,00-0038797,RB,2.51,0.34,3.02
2026,10,00-0039794,RB,3.55,0.68,3.88
2026,10,00-0039738,RB,8.64,1,10.73
2026,10,00-0039894,WR,10.61,6.17,0.97
2026,10,00-0039890,WR,6.13,4.44,0.06
2026,10,00-0039893,WR,10.92,6.03,0.21
2026,10,00-0039901,WR,4.2,2.31,0.04
2026,10,00-0040584,TE,7.96,4.3,0
2026,10,00-0040784,RB,12.88,2.25,16.07
2026,10,00-0040739,TE,3.94,2.36,0
2026,10,00-0040718,DB,3.64,2.21,0.14
2026,10,00-0040208,RB,2.36,0.69,2.38
2026,10,00-0040131,WR,0.46,0.28,0.06
2026,10,00-0040021,RB,0.95,0.16,0.76
2026,10,00-0040311,WR,0.1,0.05,0
2026,10,00-0040568,RB,0.51,0.14,0.41
2026,10,00-0040067,RB,0.28,0.05,0.31
2026,10,00-0041489,WR,5.35,3.06,0.09
2026,10,00-0041029,WR,10.83,6.39,0.1
2026,10,00-0041027,RB,15.44,5.08,12.71
2026,10,00-0041070,WR,0.4,0.24,0
2026,10,00-0041472,TE,2.82,1.6,0
2026,10,00-0041013,RB,3.42,1.04,2.8
2026,10,00-0041216,WR,0.21,0.13,0
2026,10,00-0041100,WR,0.44,0.19,0.19
2026,10,00-0041129,RB,0.6,0.12,0.63
2026,10,00-0041052,RB,2.1,0.4,2.4
2026,10,00-0041398,TE,0.49,0.3,0
2026,10,00-0041069,WR,1.99,1.25,0
2026,10,00-0030279,WR,9,5.23,0
2026,10,00-0032104,RB,0.32,0.12,0.18
2026,10,00-0033090,TE,9.11,4.55,0
2026,10,00-0033293,RB,8.27,1.97,8.2
2026,10,00-0034775,WR,1.41,0.83,0.02
2026,10,00-0034272,WR,1.11,0.75,0.04
2026,10,00-0035644,TE,3.37,1.79,0
2026,10,00-0035676,WR,16.3,7.68,0.04
2026,10,00-0035719,WR,10.77,5.24,0.93
2026,10,00-0036997,RB,13.93,3.08,16.11
2026,10,00-0036555,RB,10.1,1.92,12.29
2026,10,00-0036894,TE,7.28,3.74,0
2026,10,00-0037240,WR,13.91,6.91,0.55
2026,10,00-0038104,WR,5.42,2.89,0
2026,10,00-0037594,RB,0.29,0.12,0.21
2026,10,00-0037525,RB,9.1,1.17,9.91
2026,10,00-0039150,QB,17.61,0,4.73
2026,10,00-0039066,TE,3.95,2.63,0
2026,10,00-0038606,WR,11.54,6.11,0.51
2026,10,00-0023459,QB,17.54,0,1.26
2026,10,00-0038611,RB,7.77,0.67,9.6
2026,10,00-0039146,WR,13.13,6.12,0.96
2026,10,00-0038738,FB,1.74,0.72,0.89
2026,10,00-0039798,RB,5.28,1.52,3.97
2026,10,00-0039356,TE,1.47,0.87,0
2026,10,00-0039338,TE,16.15,8.33,0.22
2026,10,00-0039365,WR,0.02,0.01,0
2026,10,00-0039849,WR,10.75,6.61,0
2026,10,00-0039739,WR,1.97,1.24,0
2026,10,00-0039410,WR,7.36,3.99,0.19
2026,10,00-0040586,RB,2.16,0.46,2.54
2026,10,00-0040651,RB,0.12,0,0.18
2026,10,00-0040162,RB,6.63,2.15,6.17
2026,10,00-0040187,TE,1.01,0.56,0
2026,10,00-0040009,WR,2.77,1.4,0.35
2026,10,00-0040648,WR,3.33,1.95,0.05
2026,10,00-0040142,RB,0.25,0.06,0.29
2026,10,00-0040646,WR,1.71,1.12,0.04
2026,10,00-0040122,RB,14.52,4.34,15.77
2026,10,00-0040563,WR,0.12,0.06,0
2026,10,00-0040743,QB,19.77,0,4.56
2026,10,00-0041547,WR,8.74,4.75,0.76
2026,10,00-0041248,WR,0.06,0.04,0
2026,10,00-0040894,WR,0.01,0.01,0
2026,10,00-0041099,WR,2.06,1.31,0
2026,10,00-0033217,TE,1.27,0.75,0
2026,10,00-0033576,TE,0.48,0.28,0
2026,10,00-0033288,TE,12.18,5.35,0
2026,10,00-0033375,WR,0.67,0.36,0
2026,10,00-0034827,WR,11.51,6.14,0.44
2026,10,00-0034829,TE,6.33,3.68,0
2026,10,00-0035229,TE,8.42,4.79,0
2026,10,00-0035700,RB,13.91,2.65,14.81
2026,10,00-0036244,TE,5.51,2.88,0
2026,10,00-0036139,RB,12.48,3.11,12.18
2026,10,00-0036973,RB,12.79,2.82,13.39
2026,10,00-0036554,WR,17.33,8.68,0.22
2026,10,00-0036754,TE,2.64,1.53,0
2026,10,00-0036534,TE,0.2,0.12,0
2026,10,00-0037238,WR,16.56,8.94,0.06
2026,10,00-0037741,WR,5.05,3.17,0.03
2026,10,00-0037816,WR,10.24,5.53,0
2026,10,00-0037664,WR,12.74,6.28,0.05
2026,10,00-0037239,WR,15.85,8.94,0.05
2026,10,00-0037614,WR,2.93,1.89,0.09
2026,10,00-0038124,WR,13.67,6.78,0.14
2026,10,00-0038090,WR,0.23,0.12,0.07
2026,10,00-0037557,RB,0.17,0.02,0.22
2026,10,00-0039040,RB,17.31,3.69,13.99
2026,10,00-0038935,TE,8.33,4.42,0
2026,10,00-0038543,WR,21.23,9.93,0.42
2026,10,00-0038977,WR,1.19,0.67,0.06
2026,10,00-0038542,RB,21.84,5.44,18.47
2026,10,00-0039163,QB,18.98,0,2.67
2026,10,00-0040888,RB,0.29,0.08,0.23
2026,10,00-0041550,WR,1.29,0.85,0
2026,10,00-0034796,QB,21.66,0,7.86
2026,10,00-0034798,TE,0.81,0.46,0
2026,10,00-0038046,TE,3.96,2.29,0.11
2026,10,00-0039796,RB,0.24,0.11,0.11
2026,10,00-0040727,WR,5.84,3.51,0.13
2026,10,00-0040876,WR,3.28,1.92,0.05
2026,10,00-0035125,FB,0.64,0.13,0.8
2026,10,00-0039391,RB,1.25,0.26,1.68
2026,10,00-0040184,WR,0.91,0.65,0.05
2026,10,00-0040075,WR,0.22,0.11,0.05
2026,10,00-0034753,TE,10.37,4.95,0.36
2026,10,00-0036355,QB,19.36,0,4.46
2026,10,00-0038544,WR,10.9,5.85,0.19
2026,10,00-0038573,WR,0.2,0.07,0.14
2026,10,00-0039915,WR,12.92,7,0.11
2026,10,00-0032764,RB,15.35,1.33,16.93
2026,10,00-0034975,RB,4.71,1.76,2.54
2026,10,00-0036550,WR,7.19,4.19,0.06
2026,10,00-0038454,RB,6.77,1.52,6.01
2026,10,00-0039792,WR,1.92,1.07,0.06
2026,10,00-0040189,TE,4.77,2.4,0
2026,10,00-0040887,TE,0.83,0.47,0
2026,10,00-0040870,WR,3.09,1.87,0.05
2026,10,00-0032398,WR,0.26,0.16,0
2026,10,00-0033885,TE,3.91,2.32,0
2026,10,00-0039064,WR,15.14,7.58,0.2
2026,10,00-0040666,RB,14.67,3.97,13.96
2026,11,00-0040179,RB,1.5,0.52,1.32
2026,11,00-0041125,RB,1.71,0.44,1.63
2026,11,00-0033217,TE,1.25,0.75,0
2026,11,00-0034981,TE,0.8,0.41,0
2026,11,00-0038997,WR,12.2,6.89,0.18
2026,11,00-0030279,WR,8.84,5.23,0
2026,11,00-0034383,TE,9.74,5.46,0
2026,11,00-0035685,RB,14.18,2.36,15.68
2026,11,00-0037664,WR,12.55,6.28,0.05
2026,11,00-0039816,WR,0.13,0.07,0.03
2026,11,00-0041472,TE,2.86,1.6,0
2026,11,00-0035710,QB,18.48,0,3.04
2026,11,00-0035021,WR,1.51,0.96,0.06
2026,11,00-0037292,TE,0.46,0.29,0
2026,11,00-0038608,WR,8.63,4.35,0
2026,11,00-0039405,RB,0.62,0.1,0.83
2026,11,00-0040583,RB,7.24,1.96,7.7
2026,11,00-0039163,QB,19.17,0,2.67
2026,11,00-0040128,TE,12.83,7.11,0.26
2026,11,00-0036556,TE,0.16,0.09,0
2026,11,00-0038618,WR,3.84,2.34,0.07
2026,11,00-0039359,TE,1.82,1,0.12
2026,11,00-0040138,WR,5.26,2.68,0.08
2026,11,00-0041132,WR,0.38,0.24,0
2026,11,00-0036223,RB,19.49,4,17.36
2026,11,00-0036182,WR,1.08,0.65,0
2026,11,00-0036554,WR,17.53,8.68,0.22
2026,11,00-0038977,WR,1.21,0.67,0.06
2026,11,00-0038564,TE,0.13,0.08,0
2026,11,00-0039021,RB,0.24,0,0.35
2026,11,00-0039732,QB,20.54,0,4.36
2026,11,00-0039746,RB,1.42,0.65,0.83
2026,11,00-0039344,RB,8.45,2.49,7.95
2026,11,00-0039356,TE,1.46,0.87,0
2026,11,00-0039880,WR,6.67,3.58,1.12
2026,11,00-0039915,WR,13.04,7,0.11
2026,11,00-0039491,WR,11.76,5.99,0.08
2026,11,00-0040078,RB,0.78,0.36,0.51
2026,11,00-0040177,RB,1.81,0.36,1.97
2026,11,00-0040729,WR,4.39,2.53,0.05
2026,11,00-0040170,WR,3.02,2.01,0
2026,11,00-0040718,DB,3.61,2.21,0.14
2026,11,00-0040236,RB,8.12,1.74,8.29
2026,11,00-0040238,RB,2.67,1.25,1.02
2026,11,00-0040743,QB,19.88,0,4.56
2026,11,00-0040184,WR,0.92,0.65,0.05
2026,11,00-0040024,WR,0.48,0.28,0
2026,11,00-0041438,WR,11.27,7.07,0.09
2026,11,00-0040870,WR,3.14,1.87,0.05
2026,11,00-0041503,TE,1.47,0.87,0
2026,11,00-0040888,RB,0.29,0.08,0.23
2026,11,00-0041032,TE,3.84,2.25,0.06
2026,11,00-0041217,RB,0.58,0.27,0.23
2026,11,00-0041550,WR,1.3,0.85,0
2026,11,00-0040939,TE,1.47,0.86,0
2026,11,00-0041084,TE,1.25,0.73,0
2026,11,00-0041004,WR,0.21,0.14,0
2026,11,00-0031408,WR,13.26,7.07,0
2026,11,00-0032764,RB,15.71,1.33,16.93
2026,11,00-0033921,WR,10.9,6.19,0.05
2026,11,00-0033873,QB,20.94,0,2.26
2026,11,00-0033881,TE,4.02,2.53,0
2026,11,00-0033553,RB,3.06,0.89,2.51
2026,11,00-0033293,RB,8.22,1.97,8.2
2026,11,00-0034775,WR,1.37,0.83,0.02
2026,11,00-0034753,TE,10.48,4.95,0.36
2026,11,00-0035535,WR,3.84,2.36,0
2026,11,00-0036358,WR,17.58,9.22,0.17
2026,11,00-0036158,RB,8.1,1.25,8.68
2026,11,00-0036252,WR,10.47,6.01,0.05
2026,11,00-0036331,WR,0.21,0.12,0.04
2026,11,00-0036165,WR,0.46,0.27,0
2026,11,00-0036893,RB,1.69,0.5,1.61
2026,11,00-0036997,RB,13.85,3.08,16.11
2026,11,00-0036894,TE,7.16,3.74,0
2026,11,00-0036988,WR,1.96,1.14,0
2026,11,00-0036534,TE,0.21,0.12,0
2026,11,00-0038041,TE,9.96,5.47,0
2026,11,00-0037666,WR,3.26,1.91,0
2026,11,00-0037258,RB,0.22,0.07,0.2
2026,11,00-0037838,TE,9.66,5.21,0
2026,11,00-0037805,TE,0.85,0.52,0
2026,11,00-0037614,WR,2.91,1.89,0.09
2026,11,00-0038128,QB,18.86,0,7.69
2026,11,00-0037228,RB,13.03,3.46,12.21
2026,11,00-0039139,RB,22.15,4.73,17.04
2026,11,00-0038935,TE,8.25,4.42,0
2026,11,00-0039066,TE,3.92,2.63,0
2026,11,00-0038551,RB,1.6,0.52,1.2
2026,11,00-0038573,WR,0.2,0.07,0.14
2026,11,00-0038933,TE,9.27,4.57,0
2026,11,00-0038547,TE,1.56,0.94,0
2026,11,00-0039530,TE,1.27,0.76,0
2026,11,00-0039451,WR,1.62,0.98,0.17
2026,11,00-0039890,WR,6.15,4.44,0.06
2026,11,00-0039391,RB,1.28,0.26,1.68
2026,11,00-0039589,WR,0.5,0.29,0.05
2026,11,00-0040198,RB,2.65,0.76,2.36
2026,11,00-0040646,WR,1.71,1.12,0.04
2026,11,00-0040727,WR,5.9,3.51,0.13
2026,11,00-0040205,RB,0.24,0.08,0.18
2026,11,00-0040676,QB,17.86,0,2.64
2026,11,00-0040122,RB,14.52,4.34,15.77
2026,11,00-0040644,RB,1.34,0.36,1.4
2026,11,00-0040194,TE,2.18,1.15,0
2026,11,00-0040509,TE,0.23,0.13,0
2026,11,00-0040887,TE,0.84,0.47,0
2026,11,00-0040867,WR,6.88,4,0.1
2026,11,00-0041523,WR,5.37,3.21,0
2026,11,00-0041558,TE,1.94,1.18,0
2026,11,00-0041104,RB,2.57,1.06,1.45
2026,11,00-0041077,TE,3.4,1.91,0
2026,11,00-0041398,TE,0.48,0.3,0
2026,11,00-0041099,WR,2.07,1.31,0
2026,11,00-0029892,FB,1.75,0.96,0.11
2026,11,00-0032104,RB,0.32,0.12,0.18
2026,11,00-0033589,WR,0.04,0.03,0
2026,11,00-0034860,WR,0.19,0.1,0.02
2026,11,00-0034272,WR,1.12,0.75,0.04
2026,11,00-0035640,WR,11.61,6.3,0.15
2026,11,00-0034960,WR,10.3,5.84,0.28
2026,11,00-0035544,WR,0.14,0.08,0
2026,11,00-0036259,WR,8.05,4.29,0
2026,11,00-0036309,WR,5.21,3.44,0.05
2026,11,00-0036590,TE,0.47,0.29,0
2026,11,00-0036919,RB,9.48,3.12,6.66
2026,11,00-0036876,TE,0.19,0.12,0
2026,11,00-0036754,TE,2.68,1.53,0
2026,11,00-0038129,TE,7.36,4.41,0
2026,11,00-0038117,WR,10.2,6.37,0.2
2026,11,00-0037248,RB,17.71,2.89,16.41
2026,11,00-0038115,TE,5.05,2.63,0
2026,11,00-0037563,RB,1.99,0.44,1.95
2026,11,00-0037801,WR,3.7,1.62,0.95
2026,11,00-0039040,RB,17.61,3.69,13.99
2026,11,00-0038640,WR,0.37,0.25,0
2026,11,00-0038783,TE,0.34,0.19,0
2026,11,00-0039796,RB,0.25,0.11,0.11
2026,11,00-0039794,RB,3.5,0.68,3.88
2026,11,00-0039792,WR,1.94,1.07,0.06
2026,11,00-0039739,WR,1.93,1.24,0
2026,11,00-0039384,RB,5.4,1,6.68
2026,11,00-0039754,TE,0.5,0.27,0
2026,11,00-0040237,WR,2.65,1.45,0.09
2026,11,00-0040736,TE,5.35,3.56,0
2026,11,00-0040142,RB,0.25,0.06,0.29
2026,11,00-0040691,QB,21.36,0,5.55
2026,11,00-0040126,TE,14.04,7.16,0.05
2026,11,00-0040735,WR,13.39,6.54,0.59
2026,11,00-0040124,WR,14.12,8.2,0.08
2026,11,00-0041562,QB,15.51,0,2.68
2026,11,00-0041048,WR,3.12,1.91,0.08
2026,11,00-0041216,WR,0.21,0.13,0
2026,11,00-0041052,RB,2.02,0.4,2.4
2026,11,00-0030506,TE,12.03,6.32,0
2026,11,00-0031484,TE,0.34,0.21,0
2026,11,00-0032464,WR,3.37,1.82,0.17
2026,11,00-0033307,WR,4.81,2.66,0
2026,11,00-0034796,QB,22.01,0,7.86
2026,11,00-0034827,WR,11.68,6.14,0.44
2026,11,00-0034365,TE,0.29,0.18,0
2026,11,00-0035719,WR,10.52,5.24,0.93
2026,11,00-0035689,TE,4.87,2.52,0
