season,week,offense,defense,dropbacks,pressures,rushers,box
2022,1,LA,BUF,41,11,4.00,5.63
2022,1,BUF,LA,31,3,4.19,6.07
2022,1,NO,ATL,32,9,4.50,6.31
2022,1,ATL,NO,32,3,3.47,6.45
2022,1,CLE,CAR,32,9,4.28,6.79
2022,1,CAR,CLE,27,7,4.19,6.53
2022,1,SF,CHI,28,10,3.82,6.09
2022,1,CHI,SF,17,9,4.12,6.88
2022,1,CIN,PIT,53,12,4.09,5.83
2022,1,PIT,CIN,37,12,4.49,6.49
2022,1,PHI,DET,32,10,4.31,6.77
2022,1,DET,PHI,37,11,4.30,6.60
2022,1,HOU,IND,37,10,4.27,6.04
2022,1,IND,HOU,50,6,4.24,6.04
2022,1,MIA,NE,33,9,4.36,6.58
2022,1,NE,MIA,30,4,3.97,6.71
2022,1,BAL,NYJ,30,7,4.00,6.52
2022,1,NYJ,BAL,59,18,4.24,5.82
2022,1,TEN,NYG,32,11,4.34,6.72
2022,1,NYG,TEN,21,12,4.24,6.21
2022,1,WAS,JAX,41,9,4.37,6.45
2022,1,JAX,WAS,42,23,4.40,6.01
2022,1,ARI,KC,38,11,4.26,5.77
2022,1,KC,ARI,39,13,4.54,6.66
2022,1,LV,LAC,37,15,4.14,5.97
2022,1,LAC,LV,34,15,4.24,6.49
2022,1,GB,MIN,38,9,3.87,5.92
2022,1,MIN,GB,32,14,4.13,6.13
2022,1,TB,DAL,27,5,4.07,6.53
2022,1,DAL,TB,42,11,4.24,6.19
2022,1,DEN,SEA,42,14,4.12,5.95
2022,1,SEA,DEN,28,9,4.11,6.13
2022,2,LAC,KC,48,14,4.23,6.32
2022,2,KC,LAC,35,9,4.49,6.11
2022,2,MIA,BAL,50,13,3.84,5.99
2022,2,BAL,MIA,29,6,5.00,7.28
2022,2,CLE,NYJ,27,8,4.26,6.60
2022,2,NYJ,CLE,45,18,4.07,6.10
2022,2,WAS,DET,46,14,4.43,6.16
2022,2,DET,WAS,34,13,4.71,6.49
2022,2,JAX,IND,30,10,4.23,6.08
2022,2,IND,JAX,30,12,4.27,6.20
2022,2,TB,NO,34,2,4.09,6.51
2022,2,NO,TB,40,10,4.08,6.49
2022,2,NYG,CAR,34,12,3.82,6.42
2022,2,CAR,NYG,29,10,4.28,6.45
2022,2,NE,PIT,35,8,4.51,6.24
2022,2,PIT,NE,33,3,3.94,6.31
2022,2,LA,ATL,36,9,4.06,6.50
2022,2,ATL,LA,26,11,4.35,6.16
2022,2,SEA,SF,31,11,4.06,5.90
2022,2,SF,SEA,24,7,4.25,6.75
2022,2,CIN,DAL,36,5,4.06,6.20
2022,2,DAL,CIN,30,11,4.33,6.44
2022,2,DEN,HOU,31,5,4.10,6.42
2022,2,HOU,DEN,38,13,4.53,5.90
2022,2,ARI,LV,49,12,3.94,5.85
2022,2,LV,ARI,39,12,4.49,6.33
2022,2,CHI,GB,11,5,4.18,6.32
2022,2,GB,CHI,25,2,3.88,6.19
2022,2,TEN,BUF,24,12,4.08,6.09
2022,2,BUF,TEN,40,10,4.10,6.19
2022,2,MIN,PHI,46,13,4.39,5.95
2022,2,PHI,MIN,31,11,4.03,5.95
2022,3,PIT,CLE,32,8,4.06,6.12
2022,3,CLE,PIT,31,3,4.29,6.90
2022,3,NO,CAR,41,15,4.66,6.71
2022,3,CAR,NO,25,6,4.40,6.72
2022,3,HOU,CHI,32,6,4.19,6.41
2022,3,CHI,HOU,17,3,4.24,6.27
2022,3,KC,IND,36,12,3.86,6.02
2022,3,IND,KC,37,12,4.32,6.37
2022,3,MIA,BUF,20,5,4.00,6.05
2022,3,BUF,MIA,62,24,4.29,6.42
2022,3,MIN,DET,40,13,4.78,6.59
2022,3,DET,MIN,40,11,4.15,6.17
2022,3,NE,BAL,32,9,3.91,6.33
2022,3,BAL,NE,29,9,4.48,6.71
2022,3,NYJ,CIN,52,17,4.02,5.82
2022,3,CIN,NYJ,36,13,4.31,6.53
2022,3,LV,TEN,45,12,4.02,5.96
2022,3,TEN,LV,27,10,4.59,6.63
2022,3,PHI,WAS,35,9,4.17,6.36
2022,3,WAS,PHI,43,14,4.30,6.13
2022,3,LAC,JAX,45,18,4.33,6.25
2022,3,JAX,LAC,39,8,4.26,6.39
2022,3,LA,ARI,25,10,4.56,6.10
2022,3,ARI,LA,58,12,4.24,5.46
2022,3,ATL,SEA,20,9,4.00,6.47
2022,3,SEA,ATL,44,13,4.18,6.15
2022,3,GB,TB,35,9,4.26,6.71
2022,3,TB,GB,42,13,4.50,5.89
2022,3,DEN,SF,33,8,4.27,6.50
2022,3,SF,DEN,29,6,4.17,6.02
2022,3,NYG,DAL,37,15,4.16,6.38
2022,3,DAL,NYG,31,10,4.26,6.98
2022,4,MIA,CIN,37,14,3.97,6.00
2022,4,CIN,MIA,32,6,4.34,6.95
2022,4,NO,MIN,28,5,4.14,6.12
2022,4,MIN,NO,39,12,4.10,6.01
2022,4,ATL,CLE,19,9,4.84,7.05
2022,4,CLE,ATL,35,10,4.23,6.64
2022,4,BAL,BUF,29,8,4.24,6.26
2022,4,BUF,BAL,36,8,4.36,6.21
2022,4,CAR,ARI,36,9,4.19,6.40
2022,4,ARI,CAR,32,9,4.50,6.58
2022,4,WAS,DAL,42,16,4.31,6.27
2022,4,DAL,WAS,27,10,4.33,6.41
2022,4,DET,SEA,40,15,4.08,6.38
2022,4,SEA,DET,30,7,4.27,6.70
2022,4,LAC,HOU,39,10,4.26,6.25
2022,4,HOU,LAC,35,13,4.29,6.32
2022,4,TEN,IND,21,6,4.24,6.74
2022,4,IND,TEN,37,10,4.19,6.26
2022,4,CHI,NYG,22,11,4.18,6.50
2022,4,NYG,CHI,16,5,4.19,6.53
2022,4,PHI,JAX,25,7,3.96,6.62
2022,4,JAX,PHI,23,6,4.48,6.32
2022,4,NYJ,PIT,37,15,4.32,6.19
2022,4,PIT,NYJ,26,5,3.65,6.16
2022,4,GB,NE,35,10,4.17,6.52
2022,4,NE,GB,21,6,4.62,6.60
2022,4,DEN,LV,25,4,4.00,6.23
2022,4,LV,DEN,34,8,4.06,6.24
2022,4,KC,TB,37,7,3.97,6.72
2022,4,TB,KC,52,10,4.19,5.91
2022,4,SF,LA,27,3,4.33,6.30
2022,4,LA,SF,48,17,4.35,6.20
2022,5,DEN,IND,39,6,4.08,6.27
2022,5,IND,DEN,40,15,4.25,5.68
2022,5,NYG,GB,27,10,4.37,6.77
2022,5,GB,NYG,39,9,4.28,6.44
2022,5,PIT,BUF,52,14,4.08,5.87
2022,5,BUF,PIT,36,6,4.00,6.21
2022,5,LAC,CLE,34,10,4.29,6.79
2022,5,CLE,LAC,34,6,4.38,6.52
2022,5,JAX,HOU,46,18,4.00,5.82
2022,5,HOU,JAX,24,9,4.46,7.16
2022,5,CHI,MIN,21,6,4.24,6.12
2022,5,MIN,CHI,41,11,4.12,6.04
2022,5,NE,DET,21,0,4.52,6.77
2022,5,DET,NE,35,8,4.34,6.39
2022,5,SEA,NO,25,9,4.20,6.44
2022,5,NO,SEA,25,10,4.72,7.01
2022,5,MIA,NYJ,34,21,4.03,6.22
2022,5,NYJ,MIA,21,6,4.24,7.00
2022,5,ATL,TB,25,8,3.88,6.91
2022,5,TB,ATL,52,11,3.98,6.38
2022,5,WAS,TEN,38,11,3.92,5.71
2022,5,TEN,WAS,25,13,4.36,6.52
2022,5,CAR,SF,42,10,4.38,6.41
2022,5,SF,CAR,30,11,4.37,7.06
2022,5,PHI,ARI,36,12,4.11,6.63
2022,5,ARI,PHI,40,11,4.30,5.91
2022,5,DAL,LA,16,5,4.31,6.25
2022,5,LA,DAL,44,22,4.14,6.06
2022,5,BAL,CIN,32,13,4.59,6.38
2022,5,CIN,BAL,35,2,3.86,5.84
2022,5,KC,LV,43,10,3.98,5.93
2022,5,LV,KC,30,9,4.47,6.28
2022,6,WAS,CHI,22,1,4.05,6.45
2022,6,CHI,WAS,27,7,4.44,6.54
2022,6,SF,ATL,41,15,3.88,6.03
2022,6,ATL,SF,14,1,4.07,7.14
2022,6,NE,CLE,34,7,4.59,6.91
2022,6,CLE,NE,45,15,4.33,6.33
2022,6,NYJ,GB,18,5,4.50,6.57
2022,6,GB,NYJ,45,11,4.11,5.92
2022,6,JAX,IND,22,6,3.95,6.24
2022,6,IND,JAX,58,18,4.22,6.53
2022,6,MIA,MIN,47,22,3.96,6.00
2022,6,MIN,MIA,30,15,4.77,7.06
2022,6,NO,CIN,36,14,4.11,6.19
2022,6,CIN,NO,37,9,3.86,5.81
2022,6,NYG,BAL,27,12,4.59,6.73
2022,6,BAL,NYG,32,7,4.88,6.81
2022,6,PIT,TB,30,10,4.27,6.50
2022,6,TB,PIT,39,6,4.03,6.22
2022,6,LA,CAR,33,10,4.36,6.91
2022,6,CAR,LA,21,1,3.90,6.34
2022,6,SEA,ARI,31,5,4.35,6.29
2022,6,ARI,SEA,37,9,3.95,5.61
2022,6,KC,BUF,40,12,4.08,5.70
2022,6,BUF,KC,40,11,4.25,6.19
2022,6,PHI,DAL,25,7,4.20,6.87
2022,6,DAL,PHI,38,13,4.29,6.25
2022,6,DEN,LAC,28,7,4.18,6.07
2022,6,LAC,DEN,57,24,4.39,6.00
2022,7,ARI,NO,29,0,4.03,6.35
2022,7,NO,ARI,49,10,4.31,6.43
2022,7,BAL,CLE,16,6,4.69,6.80
2022,7,CLE,BAL,27,6,4.19,6.33
2022,7,CAR,TB,22,6,4.32,6.86
2022,7,TB,CAR,49,9,4.27,6.51
2022,7,ATL,CIN,13,3,4.00,6.83
2022,7,CIN,ATL,42,10,3.98,6.18
2022,7,DET,DAL,26,7,4.31,6.69
2022,7,DAL,DET,25,8,4.36,6.94
2022,7,JAX,NYG,44,16,4.05,6.34
2022,7,NYG,JAX,30,13,4.33,6.92
2022,7,IND,TEN,44,22,4.07,6.00
2022,7,TEN,IND,20,14,4.15,6.90
2022,7,WAS,GB,33,14,4.64,6.49
2022,7,GB,WAS,34,1,3.91,6.06
2022,7,DEN,NYJ,46,18,4.20,6.27
2022,7,NYJ,DEN,26,7,4.08,6.15
2022,7,HOU,LV,41,18,4.32,6.18
2022,7,LV,HOU,27,11,4.15,6.57
2022,7,LAC,SEA,51,16,4.06,5.82
2022,7,SEA,LAC,27,6,4.33,6.55
2022,7,KC,SF,36,8,4.17,6.46
2022,7,SF,KC,46,8,4.13,6.18
2022,7,PIT,MIA,43,9,4.14,6.59
2022,7,MIA,PIT,35,4,4.09,6.35
2022,7,CHI,NE,21,6,3.76,6.68
2022,7,NE,CHI,28,5,4.14,6.02
2022,8,TB,BAL,43,7,4.12,6.16
2022,8,BAL,TB,37,4,4.57,6.75
2022,8,JAX,DEN,31,8,3.94,6.08
2022,8,DEN,JAX,29,3,4.03,6.67
2022,8,CAR,ATL,36,4,3.61,6.45
2022,8,ATL,CAR,28,15,4.64,6.75
2022,8,CHI,DAL,24,11,4.08,6.78
2022,8,DAL,CHI,27,7,4.07,6.63
2022,8,MIA,DET,36,4,3.92,6.75
2022,8,DET,MIA,37,9,4.46,6.73
2022,8,HOU,TEN,30,14,4.10,6.15
2022,8,TEN,HOU,10,5,4.20,7.05
2022,8,ARI,MIN,43,9,3.88,5.68
2022,8,MIN,ARI,36,14,4.67,6.54
2022,8,NO,LV,31,3,4.19,6.39
2022,8,LV,NO,39,12,4.15,6.00
2022,8,NE,NYJ,35,7,4.20,6.12
2022,8,NYJ,NE,41,16,4.20,6.07
2022,8,PHI,PIT,30,10,5.13,6.51
2022,8,PIT,PHI,40,8,4.30,6.05
2022,8,WAS,IND,31,8,4.26,6.21
2022,8,IND,WAS,23,6,4.13,6.33
2022,8,SF,LA,26,6,4.15,6.51
2022,8,LA,SF,33,10,4.33,6.53
2022,8,NYG,SEA,31,6,3.87,6.08
2022,8,SEA,NYG,34,11,4.62,6.67
2022,8,GB,BUF,30,4,3.97,6.06
2022,8,BUF,GB,25,12,4.28,6.14
2022,8,CLE,CIN,22,7,4.73,7.01
2022,8,CIN,CLE,35,8,3.97,5.57
2022,9,PHI,HOU,27,11,4.44,6.71
2022,9,HOU,PHI,22,5,4.32,6.68
2022,9,LAC,ATL,43,10,4.02,6.46
2022,9,ATL,LAC,23,4,4.13,6.74
2022,9,MIA,CHI,30,7,4.03,6.43
2022,9,CHI,MIA,28,6,4.39,6.85
2022,9,CAR,CIN,30,8,3.97,6.24
2022,9,CIN,CAR,31,7,4.32,6.82
2022,9,GB,DET,43,14,4.07,6.59
2022,9,DET,GB,26,8,4.73,6.45
2022,9,JAX,LV,30,4,4.30,6.77
2022,9,LV,JAX,36,18,4.25,6.31
2022,9,IND,NE,29,8,4.17,6.03
2022,9,NE,IND,30,8,4.00,6.38
2022,9,NYJ,BUF,25,6,4.40,6.10
2022,9,BUF,NYJ,34,9,3.91,6.11
2022,9,WAS,MIN,28,11,4.25,6.08
2022,9,MIN,WAS,41,18,4.41,6.20
2022,9,ARI,SEA,35,6,3.94,5.46
2022,9,SEA,ARI,34,11,4.44,6.45
2022,9,TB,LA,57,8,4.18,5.61
2022,9,LA,TB,27,6,3.89,6.21
2022,9,TEN,KC,16,6,4.50,6.73
2022,9,KC,TEN,68,20,4.01,5.91
2022,9,BAL,NO,22,8,4.55,6.50
2022,9,NO,BAL,30,10,4.17,6.12
2022,10,CAR,ATL,16,5,3.75,6.85
2022,10,ATL,CAR,29,11,4.52,6.41
2022,10,SEA,TB,33,10,4.15,6.19
2022,10,TB,SEA,30,7,4.00,6.52
2022,10,MIN,BUF,50,19,4.04,6.06
2022,10,BUF,MIN,43,13,4.07,5.91
2022,10,DET,CHI,26,9,4.73,6.76
2022,10,CHI,DET,20,7,3.95,7.02
2022,10,JAX,KC,40,7,4.35,5.92
2022,10,KC,JAX,35,10,3.69,6.40
2022,10,MIA,CLE,33,7,4.21,6.62
2022,10,CLE,MIA,35,17,4.46,6.55
2022,10,NYG,HOU,17,7,4.24,6.83
2022,10,HOU,NYG,37,18,4.81,6.75
2022,10,NO,PIT,28,7,4.36,6.00
2022,10,PIT,NO,30,4,4.37,6.51
2022,10,DEN,TEN,42,17,4.14,6.01
2022,10,TEN,DEN,36,10,4.61,6.18
2022,10,IND,LV,28,3,4.18,6.48
2022,10,LV,IND,38,8,4.08,6.16
2022,10,GB,DAL,20,4,4.60,7.00
2022,10,DAL,GB,46,11,4.37,6.36
2022,10,ARI,LA,37,9,4.46,5.87
2022,10,LA,ARI,37,20,4.35,6.25
2022,10,SF,LAC,28,5,4.04,6.61
2022,10,LAC,SF,37,11,4.24,6.48
2022,10,PHI,WAS,26,5,4.04,6.36
2022,10,WAS,PHI,27,6,4.30,6.56
2022,11,GB,TEN,39,10,4.08,5.97
2022,11,TEN,GB,29,7,4.76,7.02
2022,11,CHI,ATL,21,8,3.62,6.43
2022,11,ATL,CHI,18,3,4.61,6.89
2022,11,CAR,BAL,33,10,4.27,6.32
2022,11,BAL,CAR,33,4,4.36,6.54
2022,11,BUF,CLE,27,7,3.89,6.57
2022,11,CLE,BUF,41,17,4.39,6.17
2022,11,HOU,WAS,33,12,4.33,6.45
2022,11,WAS,HOU,27,12,4.33,6.81
2022,11,PHI,IND,25,5,4.12,6.10
2022,11,IND,PHI,32,15,4.19,6.26
2022,11,NYJ,NE,22,9,4.00,6.08
2022,11,NE,NYJ,27,5,4.11,6.16
2022,11,NO,LA,28,7,4.43,6.18
2022,11,LA,NO,27,8,4.15,6.02
2022,11,DET,NYG,26,12,4.81,7.16
2022,11,NYG,DET,44,19,4.34,6.29
2022,11,DEN,LV,31,9,4.45,6.28
2022,11,LV,DEN,37,16,4.46,6.03
2022,11,LAC,KC,30,7,4.10,6.42
2022,11,KC,LAC,34,11,4.00,6.08
2022,11,DAL,MIN,30,8,4.10,6.81
2022,11,MIN,DAL,30,14,4.10,6.35
2022,11,PIT,CIN,42,17,4.14,5.90
2022,11,CIN,PIT,39,10,4.51,6.14
2022,11,SF,ARI,29,7,4.28,6.78
2022,11,ARI,SF,44,8,4.25,5.96
2022,12,BUF,DET,42,11,4.19,6.30
2022,12,DET,BUF,37,15,4.89,6.62
2022,12,DAL,NYG,30,17,5.00,7.00
2022,12,NYG,DAL,32,12,3.97,6.50
2022,12,NE,MIN,38,8,4.11,5.53
2022,12,MIN,NE,38,15,4.34,6.60
2022,12,DEN,CAR,35,15,4.46,6.30
2022,12,CAR,DEN,19,7,4.26,6.92
2022,12,TB,CLE,43,7,4.05,6.20
2022,12,CLE,TB,37,13,4.16,6.48
2022,12,JAX,BAL,37,5,4.08,6.25
2022,12,BAL,JAX,32,10,4.03,6.90
2022,12,MIA,HOU,40,12,3.85,6.49
2022,12,HOU,MIA,39,12,4.10,6.31
2022,12,CHI,NYJ,25,8,4.08,6.37
2022,12,NYJ,CHI,29,5,4.00,6.51
2022,12,TEN,CIN,34,11,4.18,6.37
2022,12,CIN,TEN,37,7,4.00,6.10
2022,12,WAS,ATL,23,7,4.04,6.66
2022,12,ATL,WAS,25,6,4.12,6.96
2022,12,ARI,LAC,29,3,4.28,6.09
2022,12,LAC,ARI,47,21,4.23,6.23
2022,12,SEA,LV,37,13,4.11,6.11
2022,12,LV,SEA,36,11,4.31,6.30
2022,12,LA,KC,24,7,4.21,6.09
2022,12,KC,LA,42,10,4.00,6.01
2022,12,SF,NO,37,14,4.05,6.77
2022,12,NO,SF,30,6,4.33,6.30
2022,12,GB,PHI,25,4,3.92,6.37
2022,12,PHI,GB,28,6,4.46,6.51
2022,12,IND,PIT,34,9,4.32,6.22
2022,12,PIT,IND,28,7,4.39,6.20
2022,13,BUF,NE,33,12,4.18,6.07
2022,13,NE,BUF,36,9,4.03,5.83
2022,13,ATL,PIT,24,9,4.58,6.94
2022,13,PIT,ATL,28,12,4.50,6.58
2022,13,BAL,DEN,36,9,4.19,5.93
2022,13,DEN,BAL,22,4,4.41,6.72
2022,13,GB,CHI,31,4,4.16,6.24
2022,13,CHI,GB,25,8,4.00,6.23
2022,13,DET,JAX,41,10,4.12,6.63
2022,13,JAX,DET,34,15,4.26,6.55
2022,13,CLE,HOU,22,8,4.50,6.76
2022,13,HOU,CLE,39,11,4.21,6.51
2022,13,MIN,NYJ,35,12,4.20,6.18
2022,13,NYJ,MIN,58,12,4.26,6.00
2022,13,WAS,NYG,41,16,4.29,6.33
2022,13,NYG,WAS,29,6,4.34,6.56
2022,13,TEN,PHI,26,8,4.04,6.27
2022,13,PHI,TEN,41,7,4.10,6.10
2022,13,SEA,LA,39,15,4.23,6.05
2022,13,LA,SEA,26,7,4.12,6.42
2022,13,SF,MIA,41,14,4.17,7.06
2022,13,MIA,SF,34,4,3.91,6.51
2022,13,KC,CIN,27,11,4.11,6.09
2022,13,CIN,KC,31,7,4.32,6.18
2022,13,LAC,LV,47,16,4.43,6.12
2022,13,LV,LAC,30,15,4.53,6.48
2022,13,IND,DAL,37,11,4.32,6.31
2022,13,DAL,IND,30,7,4.00,6.59
2022,13,NO,TB,29,5,4.24,6.64
2022,13,TB,NO,54,13,4.11,5.90
2022,14,LA,LV,34,8,4.41,6.03
2022,14,LV,LA,20,7,4.15,6.45
2022,14,NYJ,BUF,47,17,4.30,5.80
2022,14,BUF,NYJ,27,6,3.96,5.88
2022,14,CLE,CIN,42,12,4.17,5.99
2022,14,CIN,CLE,33,9,4.06,6.18
2022,14,HOU,DAL,26,11,4.31,6.89
2022,14,DAL,HOU,39,12,4.10,6.58
2022,14,MIN,DET,41,18,4.27,6.11
2022,14,DET,MIN,39,11,4.23,6.19
2022,14,PHI,NYG,31,5,4.35,6.51
2022,14,NYG,PHI,32,14,4.31,6.11
2022,14,PIT,BAL,31,10,4.35,6.49
2022,14,BAL,PIT,17,4,4.59,6.92
2022,14,JAX,TEN,42,14,4.05,6.54
2022,14,TEN,JAX,38,15,4.00,6.19
2022,14,LAC,MIA,51,19,4.43,6.60
2022,14,MIA,LAC,28,6,4.00,6.10
2022,14,SEA,CAR,36,10,4.44,6.41
2022,14,CAR,SEA,24,8,4.00,7.03
2022,14,TB,SF,55,19,4.15,5.89
2022,14,SF,TB,23,8,4.35,7.16
2022,14,DEN,KC,44,10,4.27,6.10
2022,14,KC,DEN,42,9,4.31,6.00
2022,14,NE,ARI,35,5,4.09,6.42
2022,14,ARI,NE,41,6,4.22,6.21
2022,15,SF,SEA,26,5,3.85,6.84
2022,15,SEA,SF,44,17,4.20,6.11
2022,15,MIN,IND,55,9,3.98,6.30
2022,15,IND,MIN,33,10,4.55,6.28
2022,15,BAL,CLE,30,6,4.13,6.37
2022,15,CLE,BAL,28,5,4.11,7.12
2022,15,BUF,MIA,40,13,4.20,6.52
2022,15,MIA,BUF,30,5,4.47,6.32
2022,15,PIT,CAR,22,5,4.32,7.29
2022,15,CAR,PIT,22,8,4.32,6.42
2022,15,PHI,CHI,37,8,4.14,6.41
2022,15,CHI,PHI,22,5,4.14,6.27
2022,15,KC,HOU,41,11,4.29,6.32
2022,15,HOU,KC,29,10,4.31,6.54
2022,15,JAX,DAL,42,19,4.12,6.34
2022,15,DAL,JAX,30,12,4.50,6.83
2022,15,NYJ,DET,35,10,4.60,6.40
2022,15,DET,NYJ,38,13,4.21,6.34
2022,15,ARI,DEN,36,11,4.22,5.73
2022,15,DEN,ARI,26,5,4.23,6.80
2022,15,LAC,TEN,40,11,4.33,6.23
2022,15,TEN,LAC,26,6,4.35,6.40
2022,15,TB,CIN,44,8,4.07,6.31
2022,15,CIN,TB,38,7,4.21,6.73
2022,15,NE,LV,31,5,4.13,6.06
2022,15,LV,NE,38,11,3.97,6.28
2022,15,ATL,NO,26,5,4.08,6.76
2022,15,NO,ATL,19,1,4.05,6.53
2022,15,NYG,WAS,32,9,4.25,6.37
2022,15,WAS,NYG,29,9,4.28,6.38
2022,15,GB,LA,30,5,4.13,6.39
2022,15,LA,GB,21,8,3.95,5.87
2022,16,NYJ,JAX,33,10,4.24,6.15
2022,16,JAX,NYJ,31,8,4.00,6.49
2022,16,ATL,BAL,33,9,4.24,6.94
2022,16,BAL,ATL,17,0,4.12,6.96
2022,16,DET,CAR,42,12,4.31,6.21
2022,16,CAR,DET,22,6,3.82,6.38
2022,16,BUF,CHI,26,5,4.00,6.65
2022,16,CHI,BUF,27,10,4.22,6.06
2022,16,NO,CLE,15,7,4.33,6.98
2022,16,CLE,NO,31,9,4.03,6.61
2022,16,SEA,KC,40,13,3.92,5.95
2022,16,KC,SEA,28,5,3.64,6.42
2022,16,NYG,MIN,42,16,4.05,6.10
2022,16,MIN,NYG,47,22,4.53,5.96
2022,16,NE,CIN,32,10,4.16,6.13
2022,16,CIN,NE,52,11,3.96,6.49
2022,16,HOU,TEN,32,10,4.22,6.41
2022,16,TEN,HOU,23,11,4.22,6.56
2022,16,SF,WAS,22,7,4.68,6.96
2022,16,WAS,SF,34,12,4.38,6.32
2022,16,DAL,PHI,35,10,4.43,6.34
2022,16,PHI,DAL,39,15,4.18,6.49
2022,16,PIT,LV,39,12,4.10,6.50
2022,16,LV,PIT,30,11,4.40,6.25
2022,16,GB,MIA,38,7,4.82,7.03
2022,16,MIA,GB,25,9,4.08,6.32
2022,16,DEN,LA,35,12,4.29,5.64
2022,16,LA,DEN,28,4,4.32,6.38
2022,16,ARI,TB,45,9,4.00,6.58
2022,16,TB,ARI,48,6,4.17,6.44
2022,16,LAC,IND,31,12,4.10,6.57
2022,16,IND,LAC,29,11,4.21,5.92
2022,17,TEN,DAL,39,17,4.21,6.49
2022,17,DAL,TEN,41,7,4.15,6.47
2022,17,ATL,ARI,26,10,4.73,7.00
2022,17,ARI,ATL,40,10,4.13,6.16
2022,17,BAL,PIT,20,5,4.65,6.81
2022,17,PIT,BAL,27,10,3.93,6.69
2022,17,DET,CHI,29,8,4.45,6.70
2022,17,CHI,DET,21,7,3.95,6.48
2022,17,JAX,HOU,29,7,4.24,6.65
2022,17,HOU,JAX,44,24,4.14,6.50
2022,17,KC,DEN,42,9,4.00,6.25
2022,17,DEN,KC,38,10,3.92,6.11
2022,17,NE,MIA,33,6,4.36,6.62
2022,17,MIA,NE,40,16,3.98,6.20
2022,17,NYG,IND,24,7,4.04,6.41
2022,17,IND,NYG,27,10,4.26,5.93
2022,17,PHI,NO,32,8,3.91,5.87
2022,17,NO,PHI,24,7,4.17,6.56
2022,17,TB,CAR,45,8,4.22,6.73
2022,17,CAR,TB,35,12,4.11,6.70
2022,17,WAS,CLE,28,8,4.04,6.45
2022,17,CLE,WAS,18,7,4.28,6.61
2022,17,SF,LV,35,9,4.49,6.91
2022,17,LV,SF,34,15,4.26,6.72
2022,17,NYJ,SEA,46,19,4.13,5.85
2022,17,SEA,NYJ,29,8,4.17,6.28
2022,17,GB,MIN,26,3,4.00,6.40
2022,17,MIN,GB,35,16,4.09,5.76
2022,17,LAC,LA,31,9,4.39,6.16
2022,17,LA,LAC,19,5,4.68,6.37
2022,18,LV,KC,36,13,4.06,6.10
2022,18,KC,LV,26,3,4.15,6.29
2022,18,JAX,TEN,32,10,4.34,6.50
2022,18,TEN,JAX,29,12,4.34,6.81
2022,18,ATL,TB,30,10,4.33,7.10
2022,18,TB,ATL,34,10,4.35,6.53
2022,18,NE,BUF,40,9,4.15,6.09
2022,18,BUF,NE,31,7,3.84,6.34
2022,18,MIN,CHI,33,8,4.18,6.80
2022,18,CHI,MIN,27,5,4.19,6.12
2022,18,CIN,BAL,42,8,4.05,6.42
2022,18,BAL,CIN,42,13,4.29,6.40
2022,18,DET,GB,34,7,4.47,6.34
2022,18,GB,DET,27,8,4.22,6.82
2022,18,IND,HOU,35,14,4.29,6.28
2022,18,HOU,IND,40,12,4.35,6.28
2022,18,NYJ,MIA,33,20,4.45,6.50
2022,18,MIA,NYJ,31,15,4.00,6.09
2022,18,CAR,NO,15,7,4.40,6.69
2022,18,NO,CAR,25,3,4.28,6.73
2022,18,PHI,NYG,35,12,4.37,6.58
2022,18,NYG,PHI,40,19,4.20,6.19
2022,18,PIT,CLE,29,10,4.55,7.15
2022,18,CLE,PIT,28,7,4.18,5.63
2022,18,WAS,DAL,19,7,4.26,6.79
2022,18,DAL,WAS,38,12,4.18,6.10
2022,18,DEN,LAC,24,5,4.46,6.37
2022,18,LAC,DEN,44,12,4.27,6.09
2022,18,LA,SEA,26,9,4.15,6.30
2022,18,SEA,LA,30,9,4.33,5.99
2022,18,SF,ARI,20,7,4.40,7.26
2022,18,ARI,SF,27,5,4.19,6.46
2022,19,SF,SEA,30,7,3.87,6.89
2022,19,SEA,SF,35,4,4.03,6.15
2022,19,LAC,JAX,43,12,4.33,6.53
2022,19,JAX,LAC,47,11,4.04,5.99
2022,19,MIA,BUF,45,16,4.22,5.93
2022,19,BUF,MIA,39,17,4.72,6.68
2022,19,NYG,MIN,35,7,4.17,6.13
2022,19,MIN,NYG,40,18,4.17,6.21
2022,19,BAL,CIN,29,7,4.41,6.90
2022,19,CIN,BAL,32,6,3.81,6.16
2022,19,TB,DAL,66,21,3.95,6.02
2022,19,DAL,TB,33,8,4.33,6.86
2022,20,KC,JAX,37,11,4.19,6.91
2022,20,JAX,KC,38,10,4.24,6.00
2022,20,NYG,PHI,27,10,4.15,6.08
2022,20,PHI,NYG,24,4,4.25,6.60
2022,20,BUF,CIN,42,19,4.19,5.87
2022,20,CIN,BUF,35,8,4.17,6.01
2022,20,DAL,SF,37,13,3.86,6.25
2022,20,SF,DAL,29,9,4.07,6.67
2022,21,SF,PHI,18,9,4.39,6.67
2022,21,PHI,SF,25,8,4.20,6.59
2022,21,KC,CIN,43,13,4.26,6.25
2022,21,CIN,KC,41,9,4.12,6.00
2022,22,KC,PHI,27,11,4.30,6.46
2022,22,PHI,KC,38,11,4.45,6.31
2023,1,WAS,ARI,87,20,2.07,5.08
2023,1,ARI,WAS,76,16,2.07,5.97
2023,1,NO,TEN,82,16,1.89,6.10
