season,week,offense,defense,startYard,result,points,plays,firstDowns
2024,4,DET,SEA,80,End of half,0,2,0
2024,4,TEN,MIA,72,Turnover,0,7,2
2024,4,MIA,TEN,63,Turnover,0,4,2
2024,4,TEN,MIA,64,Punt,0,3,0
2024,4,MIA,TEN,87,Punt,0,3,0
2024,4,TEN,MIA,56,Field goal,3,9,2
2024,4,MIA,TEN,70,Turnover on downs,0,4,1
2024,4,TEN,MIA,53,Field goal,3,8,2
2024,4,MIA,TEN,70,Field goal,3,10,3
2024,4,TEN,MIA,70,Punt,0,4,1
2024,4,MIA,TEN,80,Punt,0,3,0
2024,4,TEN,MIA,66,Punt,0,4,1
2024,4,MIA,TEN,75,Punt,0,3,0
2024,4,TEN,MIA,56,Field goal,3,3,1
2024,4,MIA,TEN,70,Punt,0,3,0
2024,4,TEN,MIA,86,Punt,0,3,0
2024,4,MIA,TEN,48,Field goal,3,5,1
2024,4,TEN,MIA,70,Touchdown,7,5,3
2024,4,MIA,TEN,70,Punt,0,3,0
2024,4,TEN,MIA,44,Field goal,3,6,1
2024,4,MIA,TEN,70,Turnover on downs,0,4,0
2024,4,TEN,MIA,38,Field goal,3,8,2
2024,4,MIA,TEN,70,Touchdown,7,11,5
2024,4,TEN,MIA,45,Punt,0,3,0
2024,4,MIA,TEN,92,Safety,0,1,0
2024,4,TEN,MIA,10,Touchdown,7,4,1
2024,4,MIA,TEN,70,End of half,0,2,1
2024,4,ARI,WAS,55,Touchdown,7,9,4
2024,4,WAS,ARI,70,Touchdown,7,9,4
2024,4,ARI,WAS,70,Punt,0,6,2
2024,4,WAS,ARI,93,Touchdown,7,13,6
2024,4,ARI,WAS,72,Punt,0,3,0
2024,4,WAS,ARI,80,Turnover,0,5,2
2024,4,ARI,WAS,82,Punt,0,3,0
2024,4,WAS,ARI,72,Punt,0,3,0
2024,4,ARI,WAS,70,Turnover on downs,0,9,2
2024,4,WAS,ARI,58,Field goal,3,5,2
2024,4,WAS,ARI,70,Touchdown,7,3,3
2024,4,ARI,WAS,70,Punt,0,4,0
2024,4,WAS,ARI,60,Field goal,3,11,2
2024,4,ARI,WAS,74,Touchdown,7,11,5
2024,4,WAS,ARI,70,Touchdown,7,12,6
2024,4,ARI,WAS,76,Turnover,0,5,1
2024,4,WAS,ARI,76,Touchdown,7,8,4
2024,4,ARI,WAS,76,End of half,0,8,3
2024,5,SF,ARI,70,Punt,0,3,0
2024,5,ARI,SF,72,Touchdown,7,2,2
2024,5,SF,ARI,70,Field goal,3,6,2
2024,5,ARI,SF,70,Punt,0,3,0
2024,5,SF,ARI,76,Touchdown,7,13,6
2024,5,ARI,SF,70,Field goal,3,10,3
2024,5,SF,ARI,70,Field goal,3,11,3
2024,5,ARI,SF,70,Opp touchdown,0,5,1
2024,5,ARI,SF,62,Turnover,0,6,2
2024,5,SF,ARI,40,Field goal,3,8,2
2024,5,ARI,SF,74,Punt,0,3,0
2024,5,SF,ARI,87,Turnover,0,4,1
2024,5,ARI,SF,25,Field goal,3,4,0
2024,5,SF,ARI,70,Turnover on downs,0,11,4
2024,5,ARI,SF,73,Touchdown,7,12,6
2024,5,SF,ARI,70,Turnover,0,8,3
2024,5,ARI,SF,91,Field goal,3,14,5
2024,5,SF,ARI,73,Turnover,0,2,1
2024,5,BAL,CIN,70,Touchdown,7,12,5
2024,5,CIN,BAL,70,Punt,0,3,0
2024,5,BAL,CIN,84,Punt,0,6,1
2024,5,CIN,BAL,86,Touchdown,7,10,6
2024,5,BAL,CIN,70,Punt,0,3,0
2024,5,CIN,BAL,80,Punt,0,3,0
2024,5,BAL,CIN,51,Touchdown,7,7,3
2024,5,CIN,BAL,70,Punt,0,3,0
2024,5,BAL,CIN,98,Safety,0,1,0
2024,5,CIN,BAL,67,Punt,0,5,1
2024,5,BAL,CIN,86,Punt,0,7,1
2024,5,CIN,BAL,79,Touchdown,7,4,3
2024,5,BAL,CIN,70,End of half,0,1,0
2024,5,CIN,BAL,70,Touchdown,7,12,4
2024,5,BAL,CIN,74,Touchdown,7,4,3
2024,5,CIN,BAL,70,Touchdown,7,12,5
2024,5,BAL,CIN,92,Touchdown,7,10,6
2024,5,CIN,BAL,70,Touchdown,7,1,1
2024,5,BAL,CIN,70,Touchdown,7,11,6
2024,5,CIN,BAL,70,Turnover,0,6,3
2024,5,BAL,CIN,72,Field goal,3,8,2
2024,5,CIN,BAL,70,Punt,0,3,0
2024,5,BAL,CIN,70,Turnover,0,7,2
2024,5,CIN,BAL,38,Missed field goal,0,4,0
2024,5,BAL,CIN,57,Field goal,3,2,1
2024,5,BUF,HOU,70,Punt,0,3,0
2024,5,HOU,BUF,92,Punt,0,3,0
2024,5,BUF,HOU,49,Field goal,3,10,3
2024,5,HOU,BUF,70,Touchdown,7,6,4
2024,5,BUF,HOU,70,Punt,0,3,0
2024,5,HOU,BUF,67,Touchdown,7,1,1
2024,5,BUF,HOU,73,Punt,0,5,1
2024,5,HOU,BUF,81,Turnover on downs,0,11,3
2024,5,BUF,HOU,84,Punt,0,9,2
2024,5,HOU,BUF,92,Punt,0,3,0
2024,5,BUF,HOU,72,Punt,0,3,0
2024,5,HOU,BUF,51,Field goal,3,6,1
2024,5,HOU,BUF,70,Field goal,3,8,2
2024,5,BUF,HOU,70,Touchdown,7,6,4
2024,5,HOU,BUF,70,Punt,0,3,0
2024,5,BUF,HOU,65,Touchdown,7,5,2
2024,5,HOU,BUF,74,Punt,0,4,1
2024,5,BUF,HOU,81,Punt,0,5,3
2024,5,HOU,BUF,88,Turnover,0,10,3
2024,5,BUF,HOU,80,Punt,0,5,1
2024,5,HOU,BUF,98,Turnover,0,4,1
2024,5,BUF,HOU,15,Field goal,3,4,0
2024,5,HOU,BUF,70,Punt,0,9,2
2024,5,BUF,HOU,97,Punt,0,3,0
2024,5,HOU,BUF,46,Field goal,3,2,0
2024,5,CAR,CHI,70,Punt,0,3,0
2024,5,CHI,CAR,82,Punt,0,3,0
2024,5,CAR,CHI,51,Touchdown,7,5,2
2024,5,CHI,CAR,70,Touchdown,7,7,4
2024,5,CAR,CHI,70,Punt,0,5,1
2024,5,CHI,CAR,80,Touchdown,7,13,6
2024,5,CAR,CHI,71,Punt,0,3,0
2024,5,CHI,CAR,75,Turnover on downs,0,9,2
2024,5,CAR,CHI,61,Turnover,0,3,0
2024,5,CHI,CAR,44,Touchdown,7,3,2
2024,5,CAR,CHI,57,Turnover on downs,0,6,1
2024,5,CHI,CAR,62,Touchdown,7,5,2
2024,5,CAR,CHI,70,Missed field goal,0,4,1
2024,5,CHI,CAR,70,Punt,0,3,0
2024,5,CAR,CHI,78,Turnover,0,2,0
2024,5,CHI,CAR,66,Field goal,3,11,4
2024,5,CAR,CHI,70,Field goal,3,10,3
2024,5,CHI,CAR,70,Punt,0,3,0
2024,5,CAR,CHI,77,Punt,0,5,2
2024,5,CHI,CAR,80,Punt,0,5,1
2024,5,CAR,CHI,92,Turnover,0,5,1
2024,5,CHI,CAR,18,Touchdown,7,5,3
2024,5,CAR,CHI,74,Turnover on downs,0,9,3
2024,5,CHI,CAR,90,End of half,0,3,0
2024,5,CLE,WAS,70,Turnover on downs,0,5,1
2024,5,WAS,CLE,53,Punt,0,3,0
2024,5,CLE,WAS,73,Punt,0,3,0
2024,5,WAS,CLE,66,Turnover,0,6,1
2024,5,CLE,WAS,99,Punt,0,3,0
2024,5,WAS,CLE,34,Touchdown,7,6,3
2024,5,CLE,WAS,72,Punt,0,3,0
2024,5,WAS,CLE,98,Punt,0,3,0
2024,5,CLE,WAS,43,Field goal,3,6,1
2024,5,WAS,CLE,80,Field goal,3,8,2
2024,5,CLE,WAS,69,Punt,0,3,0
2024,5,WAS,CLE,74,Touchdown,7,10,5
2024,5,CLE,WAS,73,Punt,0,3,0
2024,5,WAS,CLE,62,Touchdown,7,5,2
2024,5,CLE,WAS,72,Punt,0,4,1
2024,5,WAS,CLE,70,Turnover,0,1,0
2024,5,CLE,WAS,30,Field goal,3,6,1
2024,5,WAS,CLE,80,Touchdown,7,9,4
2024,5,CLE,WAS,74,Turnover,0,3,1
2024,5,CLE,WAS,70,Punt,0,9,2
2024,5,WAS,CLE,92,Punt,0,3,0
2024,5,CLE,WAS,54,Touchdown,7,9,4
2024,5,WAS,CLE,70,Punt,0,6,1
2024,5,CLE,WAS,80,End of half,0,4,1
2024,5,DAL,PIT,57,Field goal,3,6,1
2024,5,PIT,DAL,75,Field goal,3,11,3
2024,5,DAL,PIT,70,Punt,0,3,0
2024,5,PIT,DAL,74,Punt,0,5,2
2024,5,DAL,PIT,76,Turnover,0,9,3
2024,5,PIT,DAL,80,Punt,0,3,0
2024,5,DAL,PIT,66,Field goal,3,8,2
2024,5,PIT,DAL,70,Punt,0,9,2
2024,5,DAL,PIT,85,Turnover,0,7,2
2024,5,PIT,DAL,98,End of half,0,3,0
2024,5,PIT,DAL,72,Touchdown,7,6,4
2024,5,DAL,PIT,70,Missed field goal,0,8,2
2024,5,PIT,DAL,73,Punt,0,4,1
2024,5,DAL,PIT,90,Touchdown,7,16,7
2024,5,PIT,DAL,66,Punt,0,3,0
2024,5,DAL,PIT,86,Turnover,0,6,2
2024,5,PIT,DAL,63,Touchdown,7,12,5
2024,5,DAL,PIT,70,Touchdown,7,15,6
2024,5,PIT,DAL,79,Turnover,0,2,0
2024,5,GB,LA,70,Punt,0,3,0
2024,5,LA,GB,66,Punt,0,3,0
2024,5,GB,LA,96,Touchdown,7,9,5
2024,5,LA,GB,70,Turnover on downs,0,7,2
2024,5,GB,LA,95,Punt,0,3,0
2024,5,LA,GB,55,Touchdown,7,13,5
2024,5,GB,LA,70,Punt,0,3,0
2024,5,LA,GB,70,Punt,0,10,3
2024,5,GB,LA,90,Opp touchdown,0,3,0
2024,5,GB,LA,70,Field goal,3,9,3
2024,5,LA,GB,71,Turnover,0,5,1
2024,5,GB,LA,70,Touchdown,7,2,1
2024,5,LA,GB,73,Turnover,0,8,2
2024,5,GB,LA,54,Touchdown,7,7,4
2024,5,LA,GB,72,Punt,0,8,2
2024,5,GB,LA,93,Punt,0,14,5
2024,5,LA,GB,91,Touchdown,7,11,7
2024,5,GB,LA,70,Punt,0,4,1
2024,5,LA,GB,71,Turnover on downs,0,11,2
2024,5,GB,LA,62,End of half,0,2,0
2024,5,IND,JAX,71,Touchdown,7,12,6
2024,5,JAX,IND,70,Turnover on downs,0,9,3
2024,5,IND,JAX,74,Punt,0,4,1
2024,5,JAX,IND,89,Field goal,3,14,5
2024,5,IND,JAX,70,Punt,0,3,0
2024,5,JAX,IND,85,Touchdown,7,1,1
2024,5,IND,JAX,70,Field goal,3,12,3
2024,5,JAX,IND,70,Turnover,0,6,1
2024,5,IND,JAX,66,Turnover,0,3,1
2024,5,JAX,IND,12,Field goal,3,1,0
2024,5,IND,JAX,70,End of half,0,1,0
2024,5,JAX,IND,70,Punt,0,5,1
2024,5,IND,JAX,94,Punt,0,3,1
2024,5,JAX,IND,56,Turnover,0,3,1
2024,5,IND,JAX,98,Punt,0,3,0
2024,5,JAX,IND,19,Touchdown,7,1,1
2024,5,IND,JAX,70,Touchdown,7,15,6
2024,5,JAX,IND,70,Touchdown,7,7,3
2024,5,IND,JAX,70,Field goal,3,8,2
2024,5,JAX,IND,70,Touchdown,7,2,1
2024,5,IND,JAX,70,Touchdown,7,3,3
2024,5,JAX,IND,70,Punt,0,3,0
2024,5,IND,JAX,77,Touchdown,7,2,2
2024,5,JAX,IND,70,Field goal,3,8,3
2024,5,IND,JAX,70,End of half,0,2,0
2024,5,LV,DEN,70,Touchdown,7,4,2
2024,5,DEN,LV,75,Punt,0,7,1
2024,5,LV,DEN,90,Field goal,3,13,5
2024,5,DEN,LV,59,Field goal,3,7,2
2024,5,LV,DEN,69,Opp touchdown,0,6,3
2024,5,LV,DEN,70,Punt,0,3,0
2024,5,DEN,LV,93,Punt,0,3,0
2024,5,DEN,LV,97,Punt,0,6,2
2024,5,LV,DEN,87,Punt,0,3,0
2024,5,DEN,LV,64,Field goal,3,5,2
2024,5,DEN,LV,70,Punt,0,3,0
2024,5,LV,DEN,76,Punt,0,6,1
2024,5,LV,DEN,70,Turnover,0,5,1
2024,5,DEN,LV,63,Punt,0,5,1
2024,5,LV,DEN,80,Punt,0,3,0
2024,5,DEN,LV,58,Touchdown,7,8,5
2024,5,LV,DEN,80,Turnover,0,1,0
2024,5,DEN,LV,39,Touchdown,7,4,2
2024,5,LV,DEN,75,Touchdown,7,12,7
2024,5,DEN,LV,44,Punt,0,3,0
2024,5,LV,DEN,90,Turnover on downs,0,7,1
2024,5,DEN,LV,14,End of half,0,3,0
2024,5,MIA,NE,74,Field goal,3,8,2
2024,5,NE,MIA,70,Punt,0,3,0
2024,5,MIA,NE,78,Turnover,0,5,1
2024,5,NE,MIA,43,Touchdown,7,4,2
2024,5,MIA,NE,70,Missed field goal,0,9,3
2024,5,NE,MIA,69,Punt,0,3,0
2024,5,MIA,NE,80,Punt,0,5,1
2024,5,NE,MIA,23,Missed field goal,0,7,1
2024,5,MIA,NE,77,Punt,0,9,3
2024,5,NE,MIA,95,Punt,0,3,0
2024,5,MIA,NE,44,Turnover on downs,0,6,1
2024,5,NE,MIA,58,Punt,0,3,0
2024,5,MIA,NE,80,End of half,0,2,0
2024,5,NE,MIA,70,Field goal,3,10,3
2024,5,MIA,NE,70,Field goal,3,8,3
2024,5,NE,MIA,70,Punt,0,3,0
2024,5,MIA,NE,86,Field goal,3,9,3
2024,5,NE,MIA,81,Punt,0,7,2
2024,5,MIA,NE,80,Touchdown,7,15,7
2024,5,NE,MIA,70,Turnover on downs,0,11,5
2024,5,MIA,NE,83,Punt,0,3,0
2024,5,NE,MIA,57,End of half,0,3,2
2024,5,NO,KC,70,Turnover,0,6,2
2024,5,KC,NO,78,Touchdown,7,10,6
2024,5,NO,KC,70,Punt,0,3,0
2024,5,KC,NO,77,Punt,0,3,0
2024,5,NO,KC,77,Punt,0,3,0
2024,5,KC,NO,60,Field goal,3,10,3
2024,5,NO,KC,74,Touchdown,7,7,3
2024,5,KC,NO,80,Field goal,3,15,4
2024,5,NO,KC,79,Punt,0,3,0
2024,5,KC,NO,64,Field goal,3,9,2
2024,5,KC,NO,71,Missed field goal,0,10,3
2024,5,NO,KC,59,Punt,0,6,1
2024,5,KC,NO,84,Turnover,0,9,4
2024,5,NO,KC,65,Touchdown,7,8,4
2024,5,KC,NO,68,Touchdown,7,5,3
2024,5,NO,KC,70,Turnover on downs,0,6,2
2024,5,KC,NO,58,Field goal,3,11,3
2024,5,NO,KC,80,Turnover on downs,0,9,2
2024,5,KC,NO,48,End of half,0,3,0
2024,5,SEA,NYG,70,Punt,0,5,1
2024,5,NYG,SEA,80,Opp touchdown,0,16,6
2024,5,NYG,SEA,76,Punt,0,3,0
2024,5,SEA,NYG,78,Punt,0,3,0
2024,5,NYG,SEA,81,Touchdown,7,8,5
2024,5,SEA,NYG,72,Punt,0,7,2
2024,5,NYG,SEA,78,Field goal,3,12,4
2024,5,SEA,NYG,70,Field goal,3,3,2
2024,5,NYG,SEA,70,End of half,0,1,0
2024,5,NYG,SEA,70,Punt,0,3,0
2024,5,SEA,NYG,71,Turnover,0,3,1
2024,5,NYG,SEA,77,Touchdown,7,4,4
2024,5,SEA,NYG,70,Field goal,3,8,2
2024,5,NYG,SEA,73,Field goal,3,11,3
2024,5,SEA,NYG,74,Turnover on downs,0,4,0
2024,5,NYG,SEA,27,Field goal,3,6,1
2024,5,SEA,NYG,72,Punt,0,5,1
2024,5,NYG,SEA,81,Punt,0,6,1
2024,5,SEA,NYG,95,Touchdown,7,14,7
2024,5,NYG,SEA,78,Punt,0,3,0
2024,5,SEA,NYG,66,Opp touchdown,0,5,1
2024,5,SEA,NYG,70,Turnover on downs,0,4,0
2024,5,NYG,SEA,28,End of half,0,1,0
2024,5,NYJ,MIN,74,Punt,0,3,0
2024,5,MIN,NYJ,88,Field goal,3,11,3
2024,5,NYJ,MIN,70,Punt,0,3,0
2024,5,MIN,NYJ,78,Turnover,0,6,2
2024,5,NYJ,MIN,42,Opp touchdown,0,3,0
2024,5,NYJ,MIN,70,Turnover,0,3,0
2024,5,MIN,NYJ,57,Turnover on downs,0,9,2
2024,5,NYJ,MIN,66,Turnover on downs,0,7,1
2024,5,MIN,NYJ,74,Touchdown,7,8,6
2024,5,NYJ,MIN,70,Punt,0,4,1
2024,5,MIN,NYJ,95,Punt,0,3,0
2024,5,NYJ,MIN,31,Touchdown,7,5,2
2024,5,MIN,NYJ,70,End of half,0,2,0
2024,5,MIN,NYJ,70,Punt,0,3,0
2024,5,NYJ,MIN,60,Punt,0,3,0
2024,5,MIN,NYJ,80,Punt,0,5,1
2024,5,NYJ,MIN,97,Field goal,3,17,6
2024,5,MIN,NYJ,70,Punt,0,4,1
2024,5,NYJ,MIN,93,Punt,0,3,0
2024,5,MIN,NYJ,37,Field goal,3,4,0
2024,5,NYJ,MIN,70,Punt,0,3,0
2024,5,MIN,NYJ,83,Turnover,0,3,0
2024,5,NYJ,MIN,42,Touchdown,7,8,4
2024,5,MIN,NYJ,70,Field goal,3,9,2
2024,5,NYJ,MIN,70,Turnover,0,10,3
2024,5,MIN,NYJ,91,End of half,0,2,0
2024,5,ATL,TB,70,Touchdown,7,7,3
2024,5,TB,ATL,63,Touchdown,7,9,5
2024,5,ATL,TB,70,Missed field goal,0,8,3
2024,5,TB,ATL,69,Field goal,3,6,2
2024,5,ATL,TB,70,Touchdown,7,9,4
2024,5,TB,ATL,44,Touchdown,7,3,2
2024,5,ATL,TB,70,Field goal,3,8,2
2024,5,TB,ATL,82,Touchdown,7,7,4
2024,5,ATL,TB,70,Punt,0,9,3
2024,5,TB,ATL,96,End of half,0,1,0
2024,5,TB,ATL,63,Punt,0,3,0
2024,5,ATL,TB,80,Field goal,3,12,3
2024,5,TB,ATL,70,Field goal,3,9,4
2024,5,ATL,TB,70,Touchdown,7,8,3
2024,5,TB,ATL,70,Field goal,3,6,2
2024,5,ATL,TB,70,Missed field goal,0,8,2
2024,5,TB,ATL,56,Turnover,0,7,2
2024,5,ATL,TB,75,Turnover,0,4,0
2024,5,TB,ATL,28,Punt,0,3,0
2024,5,ATL,TB,80,Field goal,3,9,3
2024,5,ATL,TB,70,Touchdown,7,4,2
2024,6,GB,ARI,70,Punt,0,5,1
2024,6,ARI,GB,92,Punt,0,3,0
2024,6,GB,ARI,44,Touchdown,7,5,3
2024,6,ARI,GB,65,Punt,0,5,1
2024,6,GB,ARI,80,Touchdown,7,11,5
2024,6,ARI,GB,70,Punt,0,3,0
2024,6,GB,ARI,90,Field goal,3,12,3
2024,6,ARI,GB,78,Punt,0,3,0
2024,6,GB,ARI,44,Touchdown,7,1,1
2024,6,ARI,GB,70,Touchdown,7,6,4
2024,6,GB,ARI,78,Turnover,0,4,1
2024,6,ARI,GB,45,Field goal,3,9,2
2024,6,ARI,GB,74,Field goal,3,9,3
2024,6,GB,ARI,70,Touchdown,7,9,5
2024,6,ARI,GB,74,Turnover,0,2,0
2024,6,GB,ARI,30,Missed field goal,0,4,0
2024,6,ARI,GB,66,Turnover,0,6,2
2024,6,GB,ARI,78,Field goal,3,12,4
2024,6,ARI,GB,72,Turnover,0,11,4
2024,6,GB,ARI,79,End of half,0,10,4
2024,6,CAR,ATL,65,Punt,0,3,0
2024,6,ATL,CAR,79,Punt,0,3,0
2024,6,CAR,ATL,67,Touchdown,7,12,5
2024,6,ATL,CAR,70,Touchdown,7,12,5
2024,6,CAR,ATL,66,Punt,0,3,0
2024,6,ATL,CAR,83,Turnover,0,6,1
2024,6,CAR,ATL,41,Field goal,3,8,2
2024,6,ATL,CAR,76,Touchdown,7,5,3
2024,6,CAR,ATL,70,Punt,0,4,1
2024,6,ATL,CAR,27,Touchdown,7,5,2
2024,6,CAR,ATL,76,Touchdown,7,8,5
2024,6,ATL,CAR,70,End of half,0,1,0
2024,6,ATL,CAR,70,Field goal,3,11,4
2024,6,CAR,ATL,70,Field goal,3,11,3
2024,6,ATL,CAR,70,Field goal,3,10,3
2024,6,CAR,ATL,88,Turnover,0,8,4
2024,6,ATL,CAR,84,Touchdown,7,9,6
2024,6,CAR,ATL,69,Turnover on downs,0,4,0
2024,6,ATL,CAR,36,Field goal,3,6,1
2024,6,CAR,ATL,70,Turnover,0,3,1
2024,6,ATL,CAR,6,End of half,0,3,0
2024,6,NYJ,BUF,70,Field goal,3,8,3
2024,6,BUF,NYJ,70,Touchdown,7,9,6
2024,6,NYJ,BUF,70,Touchdown,7,9,4
2024,6,BUF,NYJ,70,Punt,0,3,0
2024,6,NYJ,BUF,80,Punt,0,6,1
2024,6,BUF,NYJ,90,Touchdown,7,10,5
2024,6,NYJ,BUF,62,Punt,0,5,1
2024,6,BUF,NYJ,80,Touchdown,7,10,6
2024,6,NYJ,BUF,70,Touchdown,7,3,2
2024,6,BUF,NYJ,77,Missed field goal,0,7,2
2024,6,NYJ,BUF,63,Field goal,3,10,2
2024,6,BUF,NYJ,70,Punt,0,3,0
2024,6,NYJ,BUF,74,Missed field goal,0,7,4
2024,6,BUF,NYJ,78,Punt,0,3,0
2024,6,NYJ,BUF,66,Missed field goal,0,9,2
2024,6,BUF,NYJ,67,Field goal,3,11,4
2024,6,NYJ,BUF,70,Turnover,0,6,1
2024,6,BUF,NYJ,82,End of half,0,6,1
2024,6,CIN,NYG,69,Touchdown,7,8,3
2024,6,NYG,CIN,70,Punt,0,4,1
2024,6,CIN,NYG,97,Punt,0,3,0
2024,6,NYG,CIN,67,Turnover,0,8,4
2024,6,CIN,NYG,73,Punt,0,7,2
2024,6,NYG,CIN,86,Punt,0,4,1
2024,6,CIN,NYG,70,Punt,0,3,0
2024,6,NYG,CIN,83,Punt,0,7,2
2024,6,CIN,NYG,88,Punt,0,5,1
2024,6,NYG,CIN,91,Punt,0,3,0
2024,6,CIN,NYG,55,Punt,0,3,0
2024,6,NYG,CIN,80,End of half,0,1,0
2024,6,NYG,CIN,70,Turnover on downs,0,4,0
2024,6,CIN,NYG,38,Turnover,0,3,1
2024,6,NYG,CIN,79,Touchdown,7,16,7
2024,6,CIN,NYG,70,Field goal,3,9,3
2024,6,NYG,CIN,70,Missed field goal,0,11,3
2024,6,CIN,NYG,63,Punt,0,5,1
2024,6,NYG,CIN,89,Turnover on downs,0,10,3
2024,6,CIN,NYG,64,Touchdown,7,5,2
2024,6,NYG,CIN,70,Missed field goal,0,8,3
2024,6,CIN,NYG,65,End of half,0,2,0
2024,6,PHI,CLE,74,Punt,0,3,0
2024,6,CLE,PHI,67,Punt,0,3,0
2024,6,PHI,CLE,69,Punt,0,7,1
2024,6,CLE,PHI,84,Punt,0,9,3
2024,6,PHI,CLE,89,Field goal,3,14,4
2024,6,CLE,PHI,70,Punt,0,3,0
2024,6,PHI,CLE,84,Touchdown,7,10,4
2024,6,CLE,PHI,70,Field goal,3,10,3
2024,6,PHI,CLE,72,Opp touchdown,0,6,2
2024,6,PHI,CLE,70,End of half,0,1,0
2024,6,CLE,PHI,70,Missed field goal,0,8,2
2024,6,PHI,CLE,58,Punt,0,3,0
2024,6,CLE,PHI,93,Punt,0,3,0
2024,6,PHI,CLE,53,Field goal,3,7,2
2024,6,CLE,PHI,70,Field goal,3,12,3
2024,6,PHI,CLE,70,Touchdown,7,4,3
2024,6,CLE,PHI,70,Field goal,3,9,3
2024,6,PHI,CLE,76,End of half,0,10,3
2024,6,DAL,DET,70,Field goal,3,9,3
2024,6,DET,DAL,70,Touchdown,7,5,2
2024,6,DAL,DET,70,Turnover,0,9,3
2024,6,DET,DAL,80,Field goal,3,12,4
2024,6,DAL,DET,70,Punt,0,3,0
2024,6,DET,DAL,63,Touchdown,7,3,2
2024,6,DAL,DET,70,Punt,0,3,0
2024,6,DET,DAL,69,Field goal,3,11,3
2024,6,DAL,DET,70,Turnover on downs,0,4,0
2024,6,DET,DAL,38,Touchdown,7,6,3
2024,6,DAL,DET,30,Field goal,3,4,0
2024,6,DET,DAL,70,End of half,0,1,0
2024,6,DET,DAL,70,Touchdown,7,5,3
2024,6,DAL,DET,71,Field goal,3,10,3
2024,6,DET,DAL,59,Field goal,3,6,2
2024,6,DAL,DET,70,Turnover,0,4,1
2024,6,DET,DAL,72,Field goal,3,9,4
2024,6,DAL,DET,72,Turnover,0,4,0
2024,6,DET,DAL,4,Touchdown,7,1,1
2024,6,DAL,DET,59,Turnover,0,11,4
2024,6,DET,DAL,80,Turnover on downs,0,7,2
2024,6,DAL,DET,60,Turnover,0,7,2
2024,6,DET,DAL,67,End of half,0,4,1
2024,6,HOU,NE,65,Touchdown,7,11,6
2024,6,NE,HOU,77,Punt,0,3,0
2024,6,HOU,NE,45,Touchdown,7,8,4
2024,6,NE,HOU,70,Turnover,0,3,0
2024,6,HOU,NE,27,Missed field goal,0,4,0
2024,6,NE,HOU,70,Punt,0,4,1
2024,6,HOU,NE,81,Turnover,0,3,1
2024,6,NE,HOU,73,Punt,0,6,1
2024,6,HOU,NE,91,Punt,0,3,0
2024,6,NE,HOU,89,Punt,0,5,1
2024,6,HOU,NE,76,Punt,0,5,1
2024,6,NE,HOU,84,Touchdown,7,5,3
2024,6,HOU,NE,70,End of half,0,1,0
2024,6,NE,HOU,79,Turnover,0,2,0
2024,6,HOU,NE,10,Touchdown,7,2,1
2024,6,NE,HOU,74,Punt,0,3,0
2024,6,HOU,NE,80,Field goal,3,10,3
2024,6,NE,HOU,76,Turnover,0,1,0
2024,6,HOU,NE,31,Field goal,3,4,0
2024,6,NE,HOU,70,Touchdown,7,7,4
2024,6,HOU,NE,75,Punt,0,5,1
2024,6,NE,HOU,78,Turnover,0,1,0
2024,6,HOU,NE,26,Touchdown,7,2,1
2024,6,NE,HOU,70,Touchdown,7,8,4
2024,6,HOU,NE,70,Touchdown,7,4,2
2024,6,NE,HOU,72,Punt,0,4,1
2024,6,HOU,NE,78,Punt,0,3,0
2024,6,NE,HOU,44,End of half,0,11,2
2024,6,IND,TEN,70,Touchdown,7,10,4
2024,6,TEN,IND,75,Punt,0,3,0
2024,6,IND,TEN,64,Turnover,0,2,0
2024,6,TEN,IND,27,Touchdown,7,3,2
2024,6,IND,TEN,70,Punt,0,3,0
2024,6,TEN,IND,82,Field goal,3,15,5
2024,6,IND,TEN,85,Punt,0,6,1
2024,6,TEN,IND,80,Punt,0,5,1
2024,6,IND,TEN,71,Field goal,3,10,4
2024,6,TEN,IND,70,End of half,0,1,0
2024,6,TEN,IND,70,Touchdown,7,14,6
2024,6,IND,TEN,70,Field goal,3,15,5
2024,6,TEN,IND,70,Punt,0,3,0
2024,6,IND,TEN,75,Touchdown,7,11,5
2024,6,TEN,IND,70,Punt,0,3,0
2024,6,IND,TEN,74,Punt,0,3,0
2024,6,TEN,IND,70,Turnover,0,2,0
2024,6,IND,TEN,63,Punt,0,3,0
2024,6,TEN,IND,94,Punt,0,6,1
2024,6,IND,TEN,80,Punt,0,5,1
2024,6,TEN,IND,97,End of half,0,1,1
2024,6,CHI,JAX,75,Punt,0,3,0
2024,6,JAX,CHI,79,Field goal,3,14,5
2024,6,CHI,JAX,70,Punt,0,3,0
2024,6,JAX,CHI,79,Punt,0,5,1
2024,6,CHI,JAX,81,Touchdown,7,7,5
2024,6,JAX,CHI,57,Punt,0,3,0
2024,6,CHI,JAX,95,Turnover,0,8,2
2024,6,JAX,CHI,71,Punt,0,3,0
2024,6,CHI,JAX,85,Touchdown,7,10,6
2024,6,JAX,CHI,73,End of half,0,1,0
2024,6,JAX,CHI,66,Turnover,0,1,0
2024,6,CHI,JAX,41,Touchdown,7,7,3
2024,6,JAX,CHI,70,Touchdown,7,11,5
2024,6,CHI,JAX,70,Touchdown,7,10,6
2024,6,JAX,CHI,65,Turnover,0,3,0
2024,6,CHI,JAX,36,Touchdown,7,3,2
