season,week,offense,defense,startYard,result,points,plays,firstDowns
2022,2,MIN,PHI,79,Turnover,0,9,5
2022,2,PHI,MIN,81,Missed field goal,0,11,3
2022,2,MIN,PHI,30,Turnover,0,3,0
2022,2,PHI,MIN,85,Punt,0,8,2
2022,2,MIN,PHI,90,Punt,0,11,3
2022,2,PHI,MIN,75,Turnover,0,2,0
2022,2,MIN,PHI,9,Turnover,0,3,0
2022,2,PHI,MIN,80,Punt,0,7,2
2022,2,MIN,PHI,89,End of half,0,12,6
2022,2,PIT,NE,75,Punt,0,3,0
2022,2,NE,PIT,80,Field goal,3,13,4
2022,2,PIT,NE,75,Turnover,0,9,3
2022,2,NE,PIT,61,Turnover,0,3,0
2022,2,PIT,NE,66,Field goal,3,16,4
2022,2,NE,PIT,66,Punt,0,3,0
2022,2,PIT,NE,80,Punt,0,6,1
2022,2,NE,PIT,74,Touchdown,7,8,3
2022,2,PIT,NE,75,End of half,0,4,1
2022,2,NE,PIT,75,Missed field goal,0,11,3
2022,2,PIT,NE,58,Field goal,3,7,2
2022,2,NE,PIT,83,Punt,0,4,1
2022,2,NE,PIT,10,Touchdown,7,3,1
2022,2,PIT,NE,75,Touchdown,7,9,5
2022,2,NE,PIT,72,Punt,0,7,2
2022,2,PIT,NE,89,Punt,0,3,0
2022,2,PIT,NE,80,Punt,0,3,0
2022,2,NE,PIT,70,End of half,0,13,4
2022,2,NYJ,CLE,69,Punt,0,3,0
2022,2,CLE,NYJ,90,Touchdown,7,14,6
2022,2,NYJ,CLE,75,Touchdown,7,13,4
2022,2,CLE,NYJ,61,Touchdown,7,10,4
2022,2,NYJ,CLE,70,Turnover,0,8,3
2022,2,CLE,NYJ,79,Punt,0,3,0
2022,2,NYJ,CLE,54,Touchdown,7,8,3
2022,2,CLE,NYJ,75,End of half,0,1,0
2022,2,CLE,NYJ,80,Field goal,3,11,5
2022,2,NYJ,CLE,75,Punt,0,9,2
2022,2,CLE,NYJ,95,Punt,0,4,1
2022,2,NYJ,CLE,90,Field goal,3,9,3
2022,2,CLE,NYJ,75,Touchdown,7,9,6
2022,2,NYJ,CLE,68,Punt,0,3,0
2022,2,CLE,NYJ,69,Punt,0,6,3
2022,2,NYJ,CLE,92,Punt,0,3,0
2022,2,CLE,NYJ,42,Touchdown,7,6,3
2022,2,NYJ,CLE,75,Touchdown,7,2,1
2022,2,CLE,NYJ,47,Touchdown,7,9,4
2022,2,NYJ,CLE,53,Touchdown,7,9,4
2022,2,CLE,NYJ,75,Turnover,0,2,1
2022,2,SF,SEA,75,Field goal,3,11,4
2022,2,SEA,SF,81,Punt,0,6,1
2022,2,SF,SEA,89,Field goal,3,7,2
2022,2,SEA,SF,75,Punt,0,5,1
2022,2,SF,SEA,78,Touchdown,7,4,3
2022,2,SEA,SF,75,Turnover,0,3,1
2022,2,SEA,SF,61,Turnover,0,6,2
2022,2,SF,SEA,93,Punt,0,4,1
2022,2,SF,SEA,22,Touchdown,7,4,2
2022,2,SEA,SF,84,End of half,0,8,4
2022,2,SEA,SF,84,Punt,0,3,0
2022,2,SF,SEA,71,Opp touchdown,0,12,4
2022,2,SF,SEA,75,Punt,0,8,2
2022,2,SEA,SF,87,Punt,0,3,0
2022,2,SF,SEA,75,Punt,0,5,1
2022,2,SEA,SF,92,Punt,0,6,2
2022,2,SF,SEA,63,Touchdown,7,13,5
2022,2,SEA,SF,75,End of half,0,7,3
2022,2,NO,TB,75,Field goal,3,11,4
2022,2,TB,NO,75,Turnover,0,9,2
2022,2,NO,TB,75,Punt,0,6,1
2022,2,TB,NO,77,Turnover on downs,0,8,2
2022,2,NO,TB,91,Punt,0,3,0
2022,2,NO,TB,93,Punt,0,9,2
2022,2,TB,NO,87,Punt,0,3,0
2022,2,NO,TB,69,Punt,0,6,1
2022,2,TB,NO,86,End of half,0,1,0
2022,2,TB,NO,74,Punt,0,8,2
2022,2,NO,TB,84,Punt,0,3,0
2022,2,TB,NO,57,Field goal,3,9,2
2022,2,NO,TB,75,Turnover,0,9,4
2022,2,TB,NO,90,Punt,0,6,1
2022,2,NO,TB,55,Turnover,0,2,0
2022,2,TB,NO,80,Touchdown,7,9,4
2022,2,NO,TB,67,Turnover,0,2,0
2022,2,TB,NO,29,Field goal,3,4,0
2022,2,NO,TB,70,Opp touchdown,0,5,2
2022,2,NO,TB,75,Touchdown,7,6,4
2022,2,TB,NO,43,Punt,0,3,0
2022,2,NO,TB,90,Turnover,0,1,0
2022,2,TB,NO,66,Punt,0,3,0
2022,2,NO,TB,77,Turnover on downs,0,4,0
2022,2,TB,NO,32,End of half,0,1,0
2022,2,BUF,TEN,75,Touchdown,7,12,5
2022,2,TEN,BUF,75,Touchdown,7,9,4
2022,2,BUF,TEN,75,Turnover on downs,0,7,2
2022,2,TEN,BUF,69,Punt,0,9,2
2022,2,BUF,TEN,82,Field goal,3,6,3
2022,2,TEN,BUF,75,Punt,0,3,0
2022,2,BUF,TEN,77,Touchdown,7,8,4
2022,2,TEN,BUF,75,End of half,0,3,1
2022,2,TEN,BUF,75,Punt,0,5,1
2022,2,BUF,TEN,80,Touchdown,7,7,3
2022,2,TEN,BUF,76,Punt,0,3,0
2022,2,BUF,TEN,56,Punt,0,3,0
2022,2,BUF,TEN,20,Field goal,3,4,0
2022,2,TEN,BUF,75,Turnover,0,2,0
2022,2,BUF,TEN,51,Touchdown,7,4,3
2022,2,TEN,BUF,71,Opp touchdown,0,3,1
2022,2,TEN,BUF,75,Punt,0,6,1
2022,2,BUF,TEN,96,Punt,0,3,0
2022,2,TEN,BUF,64,Turnover,0,7,2
2022,2,BUF,TEN,64,Punt,0,3,0
2022,2,TEN,BUF,89,Punt,0,3,0
2022,2,BUF,TEN,67,End of half,0,10,3
2022,2,DET,WAS,75,Punt,0,3,0
2022,2,WAS,DET,68,Punt,0,3,0
2022,2,DET,WAS,80,Field goal,3,7,1
2022,2,WAS,DET,84,Punt,0,3,0
2022,2,DET,WAS,57,Turnover on downs,0,5,1
2022,2,WAS,DET,97,Safety,0,2,0
2022,2,DET,WAS,31,Touchdown,7,4,2
2022,2,WAS,DET,84,Punt,0,3,0
2022,2,DET,WAS,58,Field goal,3,5,1
2022,2,WAS,DET,75,Punt,0,3,0
2022,2,DET,WAS,77,Touchdown,7,9,6
2022,2,WAS,DET,73,Punt,0,6,1
2022,2,DET,WAS,82,Punt,0,3,0
2022,2,WAS,DET,80,Punt,0,6,1
2022,2,DET,WAS,80,Punt,0,3,0
2022,2,WAS,DET,54,End of half,0,1,0
2022,2,WAS,DET,64,Touchdown,7,5,2
2022,2,DET,WAS,75,Punt,0,3,0
2022,2,WAS,DET,73,Turnover,0,3,1
2022,2,DET,WAS,80,Punt,0,5,1
2022,2,WAS,DET,94,Touchdown,7,7,4
2022,2,DET,WAS,75,Touchdown,7,4,2
2022,2,WAS,DET,83,Touchdown,7,12,6
2022,2,DET,WAS,70,Touchdown,7,6,3
2022,2,WAS,DET,76,Touchdown,7,14,6
2022,2,DET,WAS,40,Turnover on downs,0,4,0
2022,2,WAS,DET,67,Turnover on downs,0,4,0
2022,2,DET,WAS,30,End of half,0,2,0
2022,3,SEA,ATL,75,Field goal,3,11,4
2022,3,ATL,SEA,75,Touchdown,7,7,6
2022,3,SEA,ATL,74,Touchdown,7,6,3
2022,3,ATL,SEA,75,Field goal,3,9,3
2022,3,SEA,ATL,67,Punt,0,3,0
2022,3,ATL,SEA,89,Touchdown,7,9,4
2022,3,SEA,ATL,75,Touchdown,7,9,4
2022,3,ATL,SEA,75,Punt,0,3,0
2022,3,SEA,ATL,80,Field goal,3,12,4
2022,3,ATL,SEA,75,Turnover,0,1,0
2022,3,ATL,SEA,75,Field goal,3,9,3
2022,3,SEA,ATL,75,Field goal,3,13,4
2022,3,ATL,SEA,75,Touchdown,7,5,3
2022,3,SEA,ATL,75,Punt,0,9,2
2022,3,ATL,SEA,90,Turnover,0,9,4
2022,3,SEA,ATL,63,Turnover,0,9,2
2022,3,ATL,SEA,82,End of half,0,4,1
2022,3,BAL,NE,75,Punt,0,3,0
2022,3,NE,BAL,89,Punt,0,4,1
2022,3,BAL,NE,69,Touchdown,7,11,5
2022,3,NE,BAL,78,Field goal,3,7,2
2022,3,BAL,NE,75,Punt,0,3,0
2022,3,NE,BAL,59,Turnover on downs,0,7,1
2022,3,BAL,NE,67,Turnover,0,3,0
2022,3,NE,BAL,32,Touchdown,7,6,3
2022,3,BAL,NE,75,Touchdown,7,9,5
2022,3,NE,BAL,75,Field goal,3,5,3
2022,3,NE,BAL,75,Touchdown,7,7,4
2022,3,BAL,NE,75,Touchdown,7,7,3
2022,3,NE,BAL,79,Punt,0,5,1
2022,3,BAL,NE,44,Touchdown,7,4,2
2022,3,NE,BAL,75,Turnover,0,2,0
2022,3,BAL,NE,43,Field goal,3,4,0
2022,3,NE,BAL,75,Touchdown,7,9,4
2022,3,BAL,NE,75,Turnover,0,1,0
2022,3,NE,BAL,39,Turnover,0,6,2
2022,3,BAL,NE,80,Punt,0,5,1
2022,3,NE,BAL,71,Turnover,0,3,0
2022,3,BAL,NE,73,Touchdown,7,7,3
2022,3,NE,BAL,75,Turnover,0,4,1
2022,3,BAL,NE,56,End of half,0,3,0
2022,3,BUF,MIA,75,Touchdown,7,10,5
2022,3,MIA,BUF,78,Punt,0,5,1
2022,3,BUF,MIA,88,Turnover,0,3,0
2022,3,MIA,BUF,6,Touchdown,7,3,1
2022,3,BUF,MIA,75,Touchdown,7,14,6
2022,3,MIA,BUF,83,Touchdown,7,9,6
2022,3,BUF,MIA,75,Punt,0,7,2
2022,3,MIA,BUF,86,Punt,0,6,2
2022,3,BUF,MIA,70,End of half,0,8,3
2022,3,MIA,BUF,75,Punt,0,4,1
2022,3,BUF,MIA,98,Field goal,3,20,6
2022,3,MIA,BUF,76,Punt,0,3,0
2022,3,BUF,MIA,80,Missed field goal,0,6,2
2022,3,MIA,BUF,72,Touchdown,7,6,4
2022,3,BUF,MIA,75,Turnover on downs,0,17,5
2022,3,MIA,BUF,98,Safety,0,3,0
2022,3,BUF,MIA,77,End of half,0,7,2
2022,3,CIN,NYJ,75,Touchdown,7,11,5
2022,3,NYJ,CIN,75,Field goal,3,9,3
2022,3,CIN,NYJ,75,Turnover,0,3,1
2022,3,NYJ,CIN,43,Field goal,3,5,1
2022,3,CIN,NYJ,75,Touchdown,7,5,2
2022,3,NYJ,CIN,85,Punt,0,8,2
2022,3,CIN,NYJ,75,Field goal,3,7,3
2022,3,NYJ,CIN,75,Turnover,0,4,1
2022,3,CIN,NYJ,25,Field goal,3,4,0
2022,3,NYJ,CIN,75,Punt,0,3,0
2022,3,CIN,NYJ,66,Punt,0,3,0
2022,3,NYJ,CIN,81,Punt,0,6,1
2022,3,CIN,NYJ,88,Punt,0,3,0
2022,3,NYJ,CIN,47,Field goal,3,6,1
2022,3,NYJ,CIN,75,Turnover,0,3,0
2022,3,CIN,NYJ,24,Touchdown,7,4,2
2022,3,NYJ,CIN,75,Turnover on downs,0,6,2
2022,3,CIN,NYJ,59,Turnover on downs,0,11,3
2022,3,NYJ,CIN,80,Field goal,3,12,3
2022,3,CIN,NYJ,75,Punt,0,3,0
2022,3,NYJ,CIN,64,Turnover,0,11,3
2022,3,CIN,NYJ,75,Missed field goal,0,13,4
2022,3,NYJ,CIN,69,Turnover,0,7,2
2022,3,CIN,NYJ,96,End of half,0,2,0
2022,3,DAL,NYG,75,Punt,0,5,2
2022,3,NYG,DAL,88,Missed field goal,0,11,3
2022,3,DAL,NYG,63,Field goal,3,10,4
2022,3,NYG,DAL,75,Field goal,3,14,4
2022,3,DAL,NYG,63,Field goal,3,5,1
2022,3,NYG,DAL,75,Punt,0,4,0
2022,3,DAL,NYG,77,Punt,0,9,2
2022,3,NYG,DAL,80,Turnover on downs,0,7,2
2022,3,DAL,NYG,53,Missed field goal,0,2,1
2022,3,NYG,DAL,75,Field goal,3,10,3
2022,3,DAL,NYG,75,Punt,0,3,0
2022,3,NYG,DAL,77,Touchdown,7,6,4
2022,3,DAL,NYG,75,Touchdown,7,9,5
2022,3,NYG,DAL,75,Punt,0,4,1
2022,3,DAL,NYG,89,Touchdown,7,11,7
2022,3,NYG,DAL,75,Punt,0,3,0
2022,3,DAL,NYG,35,Field goal,3,4,0
2022,3,NYG,DAL,75,Field goal,3,9,4
2022,3,DAL,NYG,75,Punt,0,5,1
2022,3,NYG,DAL,91,Turnover,0,3,1
2022,3,DAL,NYG,29,End of half,0,2,0
2022,3,DET,MIN,80,Missed field goal,0,7,2
2022,3,MIN,DET,62,Missed field goal,0,7,2
2022,3,DET,MIN,54,Touchdown,7,6,3
2022,3,MIN,DET,81,Punt,0,5,1
2022,3,DET,MIN,70,Touchdown,7,12,4
2022,3,MIN,DET,80,Touchdown,7,11,7
2022,3,DET,MIN,86,Turnover on downs,0,8,2
2022,3,MIN,DET,49,Touchdown,7,9,4
2022,3,DET,MIN,75,Punt,0,4,1
2022,3,MIN,DET,92,End of half,0,4,3
2022,3,MIN,DET,74,Punt,0,3,0
2022,3,DET,MIN,68,Field goal,3,10,2
2022,3,MIN,DET,77,Missed field goal,0,9,3
2022,3,DET,MIN,54,Touchdown,7,5,3
2022,3,MIN,DET,64,Turnover,0,3,1
2022,3,DET,MIN,58,Punt,0,3,0
2022,3,MIN,DET,74,Punt,0,3,0
2022,3,DET,MIN,91,Punt,0,4,1
2022,3,MIN,DET,57,Touchdown,7,6,6
2022,3,DET,MIN,78,Turnover on downs,0,10,3
2022,3,MIN,DET,70,Turnover on downs,0,5,1
2022,3,DET,MIN,47,Missed field goal,0,5,1
2022,3,MIN,DET,56,Touchdown,7,3,2
2022,3,DET,MIN,75,Turnover,0,5,1
2022,3,MIN,DET,95,End of half,0,1,0
2022,3,TB,GB,75,Field goal,3,10,3
2022,3,GB,TB,75,Touchdown,7,10,4
2022,3,TB,GB,77,Punt,0,3,0
2022,3,GB,TB,71,Touchdown,7,12,5
2022,3,TB,GB,75,Punt,0,3,0
2022,3,GB,TB,62,Turnover,0,6,2
2022,3,TB,GB,80,Turnover,0,6,4
2022,3,GB,TB,73,Punt,0,3,0
2022,3,TB,GB,87,End of half,0,1,0
2022,3,GB,TB,75,Punt,0,4,0
2022,3,TB,GB,79,Turnover,0,5,2
2022,3,TB,GB,98,Punt,0,3,0
2022,3,GB,TB,65,Turnover,0,3,0
2022,3,TB,GB,47,Field goal,3,5,1
2022,3,GB,TB,75,Punt,0,4,1
2022,3,TB,GB,89,Punt,0,5,1
2022,3,GB,TB,56,Punt,0,3,0
2022,3,TB,GB,86,Punt,0,3,0
2022,3,GB,TB,80,Punt,0,4,0
2022,3,TB,GB,75,Punt,0,4,1
2022,3,GB,TB,86,Punt,0,8,2
2022,3,TB,GB,89,Touchdown,7,13,7
2022,3,GB,TB,45,End of half,0,1,0
2022,3,CHI,HOU,75,Field goal,3,9,2
2022,3,HOU,CHI,75,Punt,0,3,0
2022,3,CHI,HOU,81,Touchdown,7,6,4
2022,3,HOU,CHI,75,Touchdown,7,7,3
2022,3,CHI,HOU,80,Turnover,0,2,0
2022,3,HOU,CHI,41,Turnover,0,4,2
2022,3,CHI,HOU,80,Punt,0,3,0
2022,3,HOU,CHI,69,Punt,0,5,1
2022,3,CHI,HOU,90,Punt,0,3,0
2022,3,HOU,CHI,41,Touchdown,7,4,3
2022,3,CHI,HOU,82,Field goal,3,12,3
2022,3,HOU,CHI,75,Punt,0,3,0
2022,3,CHI,HOU,90,End of half,0,5,1
2022,3,HOU,CHI,75,Field goal,3,7,3
2022,3,CHI,HOU,75,Touchdown,7,5,3
2022,3,HOU,CHI,75,Field goal,3,14,4
2022,3,CHI,HOU,78,Turnover,0,3,0
2022,3,HOU,CHI,39,Punt,0,3,0
2022,3,CHI,HOU,92,Punt,0,9,3
2022,3,HOU,CHI,91,Punt,0,6,1
2022,3,CHI,HOU,88,Punt,0,4,1
2022,3,HOU,CHI,83,Turnover,0,3,0
2022,3,CHI,HOU,12,Field goal,3,4,0
2022,3,JAX,LAC,75,Turnover on downs,0,6,2
2022,3,LAC,JAX,60,Punt,0,3,0
2022,3,JAX,LAC,85,Punt,0,5,1
2022,3,LAC,JAX,85,Punt,0,3,0
2022,3,JAX,LAC,67,Field goal,3,12,4
2022,3,LAC,JAX,91,Turnover,0,1,0
2022,3,JAX,LAC,5,Field goal,3,4,0
2022,3,LAC,JAX,75,Turnover,0,5,1
2022,3,JAX,LAC,28,Touchdown,7,5,2
2022,3,LAC,JAX,75,Touchdown,7,9,5
2022,3,JAX,LAC,75,Field goal,3,11,3
2022,3,LAC,JAX,75,Punt,0,4,1
2022,3,JAX,LAC,79,End of half,0,1,0
2022,3,LAC,JAX,75,Field goal,3,10,2
2022,3,JAX,LAC,75,Touchdown,7,5,2
2022,3,LAC,JAX,75,Punt,0,3,0
2022,3,JAX,LAC,60,Touchdown,7,14,6
2022,3,LAC,JAX,75,Turnover on downs,0,7,1
2022,3,JAX,LAC,68,Touchdown,7,14,5
2022,3,LAC,JAX,75,Turnover on downs,0,14,6
2022,3,JAX,LAC,89,End of half,0,1,0
2022,3,IND,KC,66,Punt,0,3,0
2022,3,IND,KC,4,Touchdown,7,3,1
2022,3,KC,IND,79,Punt,0,3,0
2022,3,IND,KC,89,Punt,0,8,2
2022,3,KC,IND,99,Punt,0,3,0
2022,3,IND,KC,58,Turnover on downs,0,4,0
2022,3,KC,IND,35,Touchdown,7,4,2
2022,3,IND,KC,71,Field goal,3,11,3
2022,3,KC,IND,85,Punt,0,10,4
2022,3,IND,KC,99,Turnover,0,3,1
2022,3,KC,IND,21,Touchdown,7,5,4
2022,3,IND,KC,70,Punt,0,5,1
2022,3,KC,IND,54,End of half,0,2,0
2022,3,KC,IND,69,Field goal,3,15,5
2022,3,IND,KC,75,Field goal,3,10,3
2022,3,KC,IND,88,Turnover on downs,0,10,3
2022,3,IND,KC,76,Turnover on downs,0,7,2
2022,3,KC,IND,69,Missed field goal,0,7,1
2022,3,IND,KC,76,Touchdown,7,16,6
2022,3,KC,IND,70,Turnover,0,3,1
2022,3,IND,KC,64,End of half,0,1,0
2022,3,ARI,LA,75,Punt,0,3,0
2022,3,LA,ARI,35,Field goal,3,8,2
2022,3,ARI,LA,75,Punt,0,3,0
2022,3,LA,ARI,58,Touchdown,7,7,4
2022,3,ARI,LA,75,Punt,0,4,1
2022,3,LA,ARI,80,Field goal,3,6,2
2022,3,ARI,LA,75,Punt,0,3,0
2022,3,LA,ARI,65,Punt,0,3,0
2022,3,ARI,LA,70,Field goal,3,19,5
2022,3,LA,ARI,75,Punt,0,3,0
2022,3,ARI,LA,72,Field goal,3,8,3
2022,3,LA,ARI,75,Punt,0,3,0
2022,3,ARI,LA,89,Field goal,3,16,4
2022,3,LA,ARI,75,Touchdown,7,8,4
2022,3,ARI,LA,75,Turnover on downs,0,12,4
2022,3,LA,ARI,74,Turnover,0,8,3
2022,3,ARI,LA,97,Field goal,3,17,6
2022,3,LA,ARI,47,End of half,0,2,0
2022,3,TEN,LV,75,Touchdown,7,12,5
2022,3,LV,TEN,75,Field goal,3,9,3
2022,3,TEN,LV,75,Touchdown,7,6,4
2022,3,LV,TEN,75,Touchdown,7,7,5
2022,3,TEN,LV,79,Touchdown,7,8,5
2022,3,LV,TEN,76,Punt,0,5,1
2022,3,TEN,LV,87,Punt,0,4,1
2022,3,LV,TEN,87,Punt,0,3,0
2022,3,TEN,LV,49,Field goal,3,3,1
2022,3,LV,TEN,75,Field goal,3,14,5
2022,3,TEN,LV,75,Turnover,0,3,0
2022,3,LV,TEN,31,Punt,0,3,0
2022,3,TEN,LV,98,Turnover on downs,0,9,2
2022,3,LV,TEN,56,Turnover,0,6,3
2022,3,TEN,LV,80,Punt,0,6,1
2022,3,LV,TEN,80,Field goal,3,7,2
2022,3,TEN,LV,75,Punt,0,3,0
2022,3,LV,TEN,81,Touchdown,7,14,5
2022,3,TEN,LV,42,End of half,0,2,0
2022,3,CAR,NO,73,Punt,0,4,1
2022,3,NO,CAR,89,Punt,0,8,2
2022,3,CAR,NO,80,Punt,0,3,0
2022,3,NO,CAR,70,Opp touchdown,0,2,1
2022,3,NO,CAR,75,Punt,0,3,0
2022,3,CAR,NO,67,Field goal,3,10,3
2022,3,NO,CAR,75,Punt,0,3,0
2022,3,CAR,NO,71,Punt,0,3,0
2022,3,NO,CAR,65,Punt,0,3,0
2022,3,CAR,NO,82,Field goal,3,10,3
2022,3,NO,CAR,81,Missed field goal,0,10,2
2022,3,CAR,NO,76,End of half,0,2,0
2022,3,NO,CAR,92,Missed field goal,0,14,5
2022,3,CAR,NO,62,Turnover on downs,0,5,1
2022,3,NO,CAR,62,Punt,0,3,0
2022,3,CAR,NO,81,Punt,0,6,1
2022,3,NO,CAR,89,Touchdown,7,10,5
2022,3,CAR,NO,67,Touchdown,7,2,1
2022,3,NO,CAR,75,Turnover,0,3,1
2022,3,CAR,NO,35,Field goal,3,7,1
2022,3,NO,CAR,75,Punt,0,3,0
2022,3,CAR,NO,86,Punt,0,6,1
2022,3,NO,CAR,90,Touchdown,7,3,3
2022,3,CAR,NO,54,Punt,0,3,0
2022,3,NO,CAR,99,Turnover,0,1,0
2022,3,WAS,PHI,75,Punt,0,4,1
2022,3,PHI,WAS,88,Punt,0,6,2
2022,3,WAS,PHI,80,Punt,0,3,0
2022,3,PHI,WAS,56,Punt,0,3,0
2022,3,WAS,PHI,84,Punt,0,6,2
2022,3,PHI,WAS,78,Field goal,3,8,2
2022,3,WAS,PHI,75,Turnover,0,2,0
2022,3,PHI,WAS,24,Touchdown,7,2,1
2022,3,WAS,PHI,75,Punt,0,6,1
2022,3,PHI,WAS,94,Turnover on downs,0,8,4
2022,3,WAS,PHI,91,Punt,0,4,1
2022,3,PHI,WAS,64,Touchdown,7,6,3
2022,3,WAS,PHI,75,Punt,0,3,0
2022,3,PHI,WAS,88,Touchdown,7,11,5
2022,3,PHI,WAS,75,Punt,0,4,1
2022,3,WAS,PHI,80,Punt,0,3,0
2022,3,PHI,WAS,79,Punt,0,5,1
2022,3,WAS,PHI,89,Punt,0,3,0
2022,3,PHI,WAS,59,Punt,0,3,0
2022,3,WAS,PHI,94,Turnover on downs,0,15,5
2022,3,PHI,WAS,99,Safety,0,1,0
2022,3,WAS,PHI,61,Turnover on downs,0,13,4
2022,3,PHI,WAS,68,Punt,0,6,1
2022,3,WAS,PHI,87,Touchdown,7,12,6
2022,3,PHI,WAS,45,End of half,0,6,1
2022,3,CLE,PIT,75,Punt,0,5,1
2022,3,PIT,CLE,80,Punt,0,4,1
2022,3,CLE,PIT,77,Punt,0,3,0
2022,3,PIT,CLE,48,Missed field goal,0,5,1
2022,3,CLE,PIT,60,Touchdown,7,7,3
2022,3,PIT,CLE,75,Touchdown,7,7,4
2022,3,CLE,PIT,79,Touchdown,7,12,6
2022,3,PIT,CLE,75,Touchdown,7,10,6
2022,3,CLE,PIT,88,Turnover on downs,0,9,3
2022,3,PIT,CLE,68,End of half,0,4,2
2022,3,PIT,CLE,84,Punt,0,10,3
2022,3,CLE,PIT,86,Field goal,3,14,4
2022,3,PIT,CLE,75,Punt,0,3,0
2022,3,CLE,PIT,80,Touchdown,7,11,4
2022,3,PIT,CLE,75,Punt,0,3,0
2022,3,CLE,PIT,61,Punt,0,5,1
2022,3,PIT,CLE,94,Punt,0,3,0
2022,3,CLE,PIT,51,Punt,0,3,0
2022,3,PIT,CLE,80,Field goal,3,7,3
2022,3,CLE,PIT,46,Punt,0,3,0
2022,3,PIT,CLE,96,Opp touchdown,0,1,0
2022,3,SF,DEN,90,Punt,0,5,1
2022,3,DEN,SF,71,Punt,0,3,0
2022,3,SF,DEN,75,Touchdown,7,6,4
2022,3,DEN,SF,75,Punt,0,3,0
2022,3,SF,DEN,81,Punt,0,4,1
2022,3,DEN,SF,80,Punt,0,3,0
2022,3,SF,DEN,75,Punt,0,5,1
2022,3,DEN,SF,94,Field goal,3,8,2
2022,3,SF,DEN,85,Punt,0,4,1
2022,3,DEN,SF,99,Punt,0,11,4
2022,3,SF,DEN,97,Punt,0,3,0
2022,3,SF,DEN,89,End of half,0,3,0
2022,3,DEN,SF,75,Punt,0,3,0
2022,3,SF,DEN,57,Turnover,0,2,1
2022,3,SF,DEN,98,Safety,0,2,0
2022,3,DEN,SF,81,Missed field goal,0,11,3
2022,3,SF,DEN,57,Punt,0,4,1
2022,3,DEN,SF,94,Punt,0,3,0
2022,3,SF,DEN,41,Field goal,3,4,0
2022,3,DEN,SF,75,Punt,0,3,0
2022,3,SF,DEN,87,Punt,0,4,1
2022,3,DEN,SF,80,Touchdown,7,12,5
2022,3,SF,DEN,75,Turnover,0,5,2
2022,3,DEN,SF,58,Punt,0,3,0
2022,3,SF,DEN,85,Turnover,0,2,0
2022,3,DEN,SF,24,End of half,0,3,0
2022,4,ARI,CAR,76,Punt,0,3,0
2022,4,CAR,ARI,70,Turnover on downs,0,4,0
2022,4,ARI,CAR,39,Turnover on downs,0,6,1
2022,4,CAR,ARI,86,Punt,0,3,0
2022,4,ARI,CAR,66,Punt,0,3,0
2022,4,CAR,ARI,90,Punt,0,8,3
2022,4,ARI,CAR,84,Opp touchdown,0,5,1
2022,4,ARI,CAR,82,Turnover on downs,0,7,1
2022,4,CAR,ARI,42,Turnover,0,4,1
2022,4,ARI,CAR,65,Field goal,3,8,2
2022,4,CAR,ARI,76,Turnover,0,7,2
2022,4,ARI,CAR,82,Punt,0,3,0
2022,4,CAR,ARI,65,Field goal,3,5,1
2022,4,CAR,ARI,75,Punt,0,3,0
2022,4,ARI,CAR,89,Touchdown,7,9,5
2022,4,CAR,ARI,75,Punt,0,4,1
2022,4,ARI,CAR,78,Field goal,3,15,6
2022,4,CAR,ARI,75,Turnover,0,1,0
2022,4,ARI,CAR,5,Touchdown,7,2,1
2022,4,CAR,ARI,78,Turnover on downs,0,4,0
2022,4,ARI,CAR,31,Touchdown,7,3,1
2022,4,CAR,ARI,74,Touchdown,7,9,3
2022,4,ARI,CAR,49,End of half,0,8,2
2022,4,BUF,BAL,75,Turnover,0,3,0
2022,4,BAL,BUF,4,Touchdown,7,2,1
2022,4,BUF,BAL,57,Field goal,3,8,2
2022,4,BAL,BUF,81,Touchdown,7,15,7
2022,4,BUF,BAL,78,Turnover,0,3,1
2022,4,BAL,BUF,36,Field goal,3,5,1
2022,4,BUF,BAL,75,Punt,0,3,0
2022,4,BAL,BUF,71,Field goal,3,11,3
2022,4,BUF,BAL,75,Punt,0,3,0
2022,4,BAL,BUF,75,Punt,0,3,0
2022,4,BUF,BAL,76,Touchdown,7,11,6
2022,4,BAL,BUF,75,End of half,0,1,0
2022,4,BAL,BUF,65,Punt,0,3,0
2022,4,BUF,BAL,72,Field goal,3,10,3
2022,4,BAL,BUF,75,Punt,0,5,1
2022,4,BUF,BAL,80,Touchdown,7,9,5
2022,4,BAL,BUF,75,Turnover,0,7,2
2022,4,BAL,BUF,95,Turnover,0,14,7
2022,4,BUF,BAL,80,Field goal,3,12,5
2022,4,NYG,CHI,75,Punt,0,3,0
2022,4,CHI,NYG,76,Field goal,3,10,4
2022,4,NYG,CHI,75,Touchdown,7,6,4
2022,4,CHI,NYG,81,Field goal,3,6,2
2022,4,NYG,CHI,75,Punt,0,6,2
2022,4,CHI,NYG,80,Turnover,0,10,4
2022,4,NYG,CHI,75,Touchdown,7,7,4
2022,4,CHI,NYG,75,Punt,0,3,0
2022,4,CHI,NYG,35,Field goal,3,7,1
2022,4,NYG,CHI,82,Punt,0,6,1
2022,4,CHI,NYG,80,End of half,0,3,1
2022,4,CHI,NYG,75,Field goal,3,9,3
2022,4,NYG,CHI,87,Punt,0,6,1
2022,4,CHI,NYG,61,Punt,0,3,0
2022,4,NYG,CHI,86,Field goal,3,5,3
