season,week,team,points,pts_allow,sack,int,fum_rec,def_td,safe,blk_kick
2026,12,NE,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,12,NO,5.47,22.75,2.29,0.59,0.47,0,0,0.06
2026,12,NYG,6.35,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,12,NYJ,4.65,22.75,2,0.41,0.41,0.06,0,0.06
2026,12,PHI,8.12,22.75,2.71,0.88,0.59,0.24,0.06,0.06
2026,12,PIT,6.59,22.75,2.47,0.76,0.53,0.12,0,0.06
2026,12,SEA,8.82,22.75,2.76,0.94,0.65,0.24,0.06,0.06
2026,12,SF,6.24,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,12,TB,6.12,22.75,2.41,0.65,0.47,0.12,0,0.06
2026,12,TEN,4.88,22.75,1.94,0.53,0.41,0.06,0,0.06
2026,12,WAS,5.29,22.75,2.29,0.59,0.41,0.06,0,0.06
2026,13,ARI,4.76,22.75,2,0.47,0.41,0.06,0,0.06
2026,13,ATL,6.29,22.75,2.41,0.65,0.53,0.12,0,0.06
2026,13,BUF,6.35,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,13,CAR,6.06,22.75,2.29,0.65,0.53,0.06,0,0.06
2026,13,CHI,6.41,22.75,2.41,0.71,0.53,0.12,0,0.06
2026,13,CIN,5.59,22.75,2.29,0.65,0.47,0.06,0,0.06
2026,13,CLE,5.82,22.75,2.12,0.59,0.47,0.12,0,0.06
2026,13,DAL,6.35,22.75,2.47,0.71,0.53,0.06,0,0.06
2026,13,DEN,7.94,22.75,2.82,0.82,0.53,0.24,0,0.06
2026,13,DET,7.12,22.75,2.47,0.76,0.65,0.12,0,0.06
2026,13,GB,6.88,22.75,2.47,0.71,0.53,0.18,0,0.06
2026,13,HOU,8.88,22.75,2.82,0.94,0.65,0.24,0.06,0.06
2026,13,JAX,7.18,22.75,2.53,0.76,0.59,0.18,0,0.06
2026,13,KC,6.94,22.75,2.53,0.71,0.53,0.18,0,0.06
2026,13,LA,8.94,22.75,3.06,0.88,0.65,0.24,0.06,0.06
2026,13,LAC,5.88,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,13,MIA,4.53,22.75,2,0.41,0.35,0.06,0,0.06
2026,13,MIN,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,13,NE,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,13,NO,5.47,22.75,2.29,0.59,0.47,0,0,0.06
2026,13,NYG,6.35,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,13,PHI,8.12,22.75,2.71,0.88,0.59,0.24,0.06,0.06
2026,13,PIT,6.59,22.75,2.47,0.76,0.53,0.12,0,0.06
2026,13,SEA,8.82,22.75,2.76,0.94,0.65,0.24,0.06,0.06
2026,13,SF,6.24,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,13,TB,6.12,22.75,2.41,0.65,0.47,0.12,0,0.06
2026,13,TEN,4.88,22.75,1.94,0.53,0.41,0.06,0,0.06
2026,13,WAS,5.29,22.75,2.29,0.59,0.41,0.06,0,0.06
2026,14,ATL,6.29,22.75,2.41,0.65,0.53,0.12,0,0.06
2026,14,BAL,7.47,22.75,2.65,0.82,0.59,0.18,0,0.06
2026,14,BUF,6.35,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,14,CAR,6.06,22.75,2.29,0.65,0.53,0.06,0,0.06
2026,14,CHI,6.41,22.75,2.41,0.71,0.53,0.12,0,0.06
2026,14,CIN,5.59,22.75,2.29,0.65,0.47,0.06,0,0.06
2026,14,CLE,5.82,22.75,2.12,0.59,0.47,0.12,0,0.06
2026,14,DEN,7.94,22.75,2.82,0.82,0.53,0.24,0,0.06
2026,14,DET,7.12,22.75,2.47,0.76,0.65,0.12,0,0.06
2026,14,GB,6.88,22.75,2.47,0.71,0.53,0.18,0,0.06
2026,14,HOU,8.88,22.75,2.82,0.94,0.65,0.24,0.06,0.06
2026,14,IND,6.29,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,14,JAX,7.18,22.75,2.53,0.76,0.59,0.18,0,0.06
2026,14,KC,6.94,22.75,2.53,0.71,0.53,0.18,0,0.06
2026,14,LA,8.94,22.75,3.06,0.88,0.65,0.24,0.06,0.06
2026,14,LAC,5.88,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,14,LV,4.71,22.75,1.94,0.47,0.41,0.06,0,0.06
2026,14,MIA,4.53,22.75,2,0.41,0.35,0.06,0,0.06
2026,14,MIN,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,14,NE,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,14,NO,5.47,22.75,2.29,0.59,0.47,0,0,0.06
2026,14,NYG,6.35,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,14,NYJ,4.65,22.75,2,0.41,0.41,0.06,0,0.06
2026,14,PHI,8.12,22.75,2.71,0.88,0.59,0.24,0.06,0.06
2026,14,PIT,6.59,22.75,2.47,0.76,0.53,0.12,0,0.06
2026,14,SEA,8.82,22.75,2.76,0.94,0.65,0.24,0.06,0.06
2026,14,SF,6.24,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,14,TB,6.12,22.75,2.41,0.65,0.47,0.12,0,0.06
2026,14,TEN,4.88,22.75,1.94,0.53,0.41,0.06,0,0.06
2026,14,WAS,5.29,22.75,2.29,0.59,0.41,0.06,0,0.06
2026,15,ARI,4.76,22.75,2,0.47,0.41,0.06,0,0.06
2026,15,ATL,6.29,22.75,2.41,0.65,0.53,0.12,0,0.06
2026,15,BAL,7.47,22.75,2.65,0.82,0.59,0.18,0,0.06
2026,15,BUF,6.35,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,15,CAR,6.06,22.75,2.29,0.65,0.53,0.06,0,0.06
2026,15,CHI,6.41,22.75,2.41,0.71,0.53,0.12,0,0.06
2026,15,CIN,5.59,22.75,2.29,0.65,0.47,0.06,0,0.06
2026,15,CLE,5.82,22.75,2.12,0.59,0.47,0.12,0,0.06
2026,15,DAL,6.35,22.75,2.47,0.71,0.53,0.06,0,0.06
2026,15,DEN,7.94,22.75,2.82,0.82,0.53,0.24,0,0.06
2026,15,DET,7.12,22.75,2.47,0.76,0.65,0.12,0,0.06
2026,15,GB,6.88,22.75,2.47,0.71,0.53,0.18,0,0.06
2026,15,HOU,8.88,22.75,2.82,0.94,0.65,0.24,0.06,0.06
2026,15,IND,6.29,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,15,JAX,7.18,22.75,2.53,0.76,0.59,0.18,0,0.06
2026,15,KC,6.94,22.75,2.53,0.71,0.53,0.18,0,0.06
2026,15,LA,8.94,22.75,3.06,0.88,0.65,0.24,0.06,0.06
2026,15,LAC,5.88,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,15,LV,4.71,22.75,1.94,0.47,0.41,0.06,0,0.06
2026,15,MIA,4.53,22.75,2,0.41,0.35,0.06,0,0.06
2026,15,MIN,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,15,NE,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,15,NO,5.47,22.75,2.29,0.59,0.47,0,0,0.06
2026,15,NYG,6.35,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,15,NYJ,4.65,22.75,2,0.41,0.41,0.06,0,0.06
2026,15,PHI,8.12,22.75,2.71,0.88,0.59,0.24,0.06,0.06
2026,15,PIT,6.59,22.75,2.47,0.76,0.53,0.12,0,0.06
2026,15,SEA,8.82,22.75,2.76,0.94,0.65,0.24,0.06,0.06
2026,15,SF,6.24,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,15,TB,6.12,22.75,2.41,0.65,0.47,0.12,0,0.06
2026,15,TEN,4.88,22.75,1.94,0.53,0.41,0.06,0,0.06
2026,15,WAS,5.29,22.75,2.29,0.59,0.41,0.06,0,0.06
2026,16,ARI,4.76,22.75,2,0.47,0.41,0.06,0,0.06
2026,16,ATL,6.29,22.75,2.41,0.65,0.53,0.12,0,0.06
2026,16,BAL,7.47,22.75,2.65,0.82,0.59,0.18,0,0.06
2026,16,BUF,6.35,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,16,CAR,6.06,22.75,2.29,0.65,0.53,0.06,0,0.06
2026,16,CHI,6.41,22.75,2.41,0.71,0.53,0.12,0,0.06
2026,16,CIN,5.59,22.75,2.29,0.65,0.47,0.06,0,0.06
2026,16,CLE,5.82,22.75,2.12,0.59,0.47,0.12,0,0.06
2026,16,DAL,6.35,22.75,2.47,0.71,0.53,0.06,0,0.06
2026,16,DEN,7.94,22.75,2.82,0.82,0.53,0.24,0,0.06
2026,16,DET,7.12,22.75,2.47,0.76,0.65,0.12,0,0.06
2026,16,GB,6.88,22.75,2.47,0.71,0.53,0.18,0,0.06
2026,16,HOU,8.88,22.75,2.82,0.94,0.65,0.24,0.06,0.06
2026,16,IND,6.29,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,16,JAX,7.18,22.75,2.53,0.76,0.59,0.18,0,0.06
2026,16,KC,6.94,22.75,2.53,0.71,0.53,0.18,0,0.06
2026,16,LA,8.94,22.75,3.06,0.88,0.65,0.24,0.06,0.06
2026,16,LAC,5.88,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,16,LV,4.71,22.75,1.94,0.47,0.41,0.06,0,0.06
2026,16,MIA,4.53,22.75,2,0.41,0.35,0.06,0,0.06
2026,16,MIN,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,16,NE,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,16,NO,5.47,22.75,2.29,0.59,0.47,0,0,0.06
2026,16,NYG,6.35,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,16,NYJ,4.65,22.75,2,0.41,0.41,0.06,0,0.06
2026,16,PHI,8.12,22.75,2.71,0.88,0.59,0.24,0.06,0.06
2026,16,PIT,6.59,22.75,2.47,0.76,0.53,0.12,0,0.06
2026,16,SEA,8.82,22.75,2.76,0.94,0.65,0.24,0.06,0.06
2026,16,SF,6.24,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,16,TB,6.12,22.75,2.41,0.65,0.47,0.12,0,0.06
2026,16,TEN,4.88,22.75,1.94,0.53,0.41,0.06,0,0.06
2026,16,WAS,5.29,22.75,2.29,0.59,0.41,0.06,0,0.06
2026,17,ARI,4.76,22.75,2,0.47,0.41,0.06,0,0.06
2026,17,ATL,6.29,22.75,2.41,0.65,0.53,0.12,0,0.06
2026,17,BAL,7.47,22.75,2.65,0.82,0.59,0.18,0,0.06
2026,17,BUF,6.35,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,17,CAR,6.06,22.75,2.29,0.65,0.53,0.06,0,0.06
2026,17,CHI,6.41,22.75,2.41,0.71,0.53,0.12,0,0.06
2026,17,CIN,5.59,22.75,2.29,0.65,0.47,0.06,0,0.06
2026,17,CLE,5.82,22.75,2.12,0.59,0.47,0.12,0,0.06
2026,17,DAL,6.35,22.75,2.47,0.71,0.53,0.06,0,0.06
2026,17,DEN,7.94,22.75,2.82,0.82,0.53,0.24,0,0.06
2026,17,DET,7.12,22.75,2.47,0.76,0.65,0.12,0,0.06
2026,17,GB,6.88,22.75,2.47,0.71,0.53,0.18,0,0.06
2026,17,HOU,8.88,22.75,2.82,0.94,0.65,0.24,0.06,0.06
2026,17,IND,6.29,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,17,JAX,7.18,22.75,2.53,0.76,0.59,0.18,0,0.06
2026,17,KC,6.94,22.75,2.53,0.71,0.53,0.18,0,0.06
2026,17,LA,8.94,22.75,3.06,0.88,0.65,0.24,0.06,0.06
2026,17,LAC,5.88,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,17,LV,4.71,22.75,1.94,0.47,0.41,0.06,0,0.06
2026,17,MIA,4.53,22.75,2,0.41,0.35,0.06,0,0.06
2026,17,MIN,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,17,NE,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,17,NO,5.47,22.75,2.29,0.59,0.47,0,0,0.06
2026,17,NYG,6.35,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,17,NYJ,4.65,22.75,2,0.41,0.41,0.06,0,0.06
2026,17,PHI,8.12,22.75,2.71,0.88,0.59,0.24,0.06,0.06
2026,17,PIT,6.59,22.75,2.47,0.76,0.53,0.12,0,0.06
2026,17,SEA,8.82,22.75,2.76,0.94,0.65,0.24,0.06,0.06
2026,17,SF,6.24,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,17,TB,6.12,22.75,2.41,0.65,0.47,0.12,0,0.06
2026,17,TEN,4.88,22.75,1.94,0.53,0.41,0.06,0,0.06
2026,17,WAS,5.29,22.75,2.29,0.59,0.41,0.06,0,0.06
2026,18,ARI,4.76,22.75,2,0.47,0.41,0.06,0,0.06
2026,18,ATL,6.29,22.75,2.41,0.65,0.53,0.12,0,0.06
2026,18,BAL,7.47,22.75,2.65,0.82,0.59,0.18,0,0.06
2026,18,BUF,6.35,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,18,CAR,6.06,22.75,2.29,0.65,0.53,0.06,0,0.06
2026,18,CHI,6.41,22.75,2.41,0.71,0.53,0.12,0,0.06
2026,18,CIN,5.59,22.75,2.29,0.65,0.47,0.06,0,0.06
2026,18,CLE,5.82,22.75,2.12,0.59,0.47,0.12,0,0.06
2026,18,DAL,6.35,22.75,2.47,0.71,0.53,0.06,0,0.06
2026,18,DEN,7.94,22.75,2.82,0.82,0.53,0.24,0,0.06
2026,18,DET,7.12,22.75,2.47,0.76,0.65,0.12,0,0.06
2026,18,GB,6.88,22.75,2.47,0.71,0.53,0.18,0,0.06
2026,18,HOU,8.88,22.75,2.82,0.94,0.65,0.24,0.06,0.06
2026,18,IND,6.29,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,18,JAX,7.18,22.75,2.53,0.76,0.59,0.18,0,0.06
2026,18,KC,6.94,22.75,2.53,0.71,0.53,0.18,0,0.06
2026,18,LA,8.94,22.75,3.06,0.88,0.65,0.24,0.06,0.06
2026,18,LAC,5.88,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,18,LV,4.71,22.75,1.94,0.47,0.41,0.06,0,0.06
2026,18,MIA,4.53,22.75,2,0.41,0.35,0.06,0,0.06
2026,18,MIN,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,18,NE,7.29,22.75,2.59,0.76,0.59,0.12,0,0.06
2026,18,NO,5.47,22.75,2.29,0.59,0.47,0,0,0.06
2026,18,NYG,6.35,22.75,2.47,0.71,0.53,0.12,0,0.06
2026,18,NYJ,4.65,22.75,2,0.41,0.41,0.06,0,0.06
2026,18,PHI,8.12,22.75,2.71,0.88,0.59,0.24,0.06,0.06
2026,18,PIT,6.59,22.75,2.47,0.76,0.53,0.12,0,0.06
2026,18,SEA,8.82,22.75,2.76,0.94,0.65,0.24,0.06,0.06
2026,18,SF,6.24,22.75,2.35,0.71,0.53,0.12,0,0.06
2026,18,TB,6.12,22.75,2.41,0.65,0.47,0.12,0,0.06
2026,18,TEN,4.88,22.75,1.94,0.53,0.41,0.06,0,0.06
2026,18,WAS,5.29,22.75,2.29,0.59,0.41,0.06,0,0.06
