season,week,team,points,pts_allow,sack,int,fum_rec,def_td,safe,blk_kick
2024,1,ARI,6.02,26,2.05,0.67,0.5,0.11,0.01,0.06
2024,1,ATL,7.71,19.25,2.86,0.82,0.61,0.14,0.02,0.07
2024,1,BAL,6.65,24.25,2.32,0.69,0.57,0.11,0.02,0.05
2024,1,BUF,7.52,19.5,2.61,0.87,0.56,0.12,0.02,0.06
2024,1,CAR,6.87,22.5,2.4,0.74,0.55,0.12,0.02,0.06
2024,1,CHI,7.6,19.5,2.72,0.84,0.59,0.13,0.02,0.06
2024,1,CIN,8,16.75,2.8,0.92,0.64,0.14,0.02,0.07
2024,1,CLE,7.2,20,2.46,0.72,0.56,0.17,0.02,0.06
2024,1,DAL,7.29,22,2.49,0.8,0.53,0.16,0.02,0.05
2024,1,DEN,6.7,24.25,2.33,0.74,0.55,0.12,0.02,0.06
2024,1,DET,6.78,24.25,2.46,0.8,0.51,0.1,0.02,0.06
2024,1,GB,6.68,25.5,2.35,0.75,0.52,0.12,0.02,0.06
2024,1,HOU,7.02,22.5,2.5,0.75,0.58,0.12,0.02,0.06
2024,1,IND,6.31,25.5,2.23,0.69,0.51,0.11,0.01,0.06
2024,1,JAX,6.28,26.5,2.32,0.66,0.5,0.11,0.01,0.06
2024,1,KC,7.16,21.75,2.46,0.76,0.54,0.15,0.02,0.05
2024,1,LA,6.91,29.25,2.51,0.73,0.55,0.12,0.01,0.06
2024,1,LAC,6.75,18.75,2.46,0.72,0.54,0.12,0.02,0.06
2024,1,LV,6.81,21.75,2.57,0.71,0.54,0.12,0.02,0.06
2024,1,MIA,7.44,23,2.66,0.8,0.61,0.12,0.02,0.06
2024,1,MIN,7.42,21,2.71,0.75,0.57,0.14,0.02,0.06
2024,1,NE,5.35,24.25,2.17,0.64,0.47,0.11,0.01,0.05
2024,1,NO,7.76,19,2.69,0.87,0.6,0.14,0.02,0.07
2024,1,NYG,7.45,21,2.75,0.72,0.6,0.14,0.02,0.07
2024,1,NYJ,6.37,23.25,2.3,0.72,0.48,0.11,0.01,0.05
2024,1,PHI,6.69,24,2.4,0.73,0.5,0.11,0.02,0.06
2024,1,PIT,6.95,23.25,2.56,0.71,0.49,0.13,0.02,0.05
2024,1,SEA,7.87,17.75,2.86,0.87,0.6,0.14,0.02,0.07
2024,1,SF,7.3,19.75,2.58,0.75,0.6,0.14,0.02,0.05
2024,1,TB,7.77,19.25,2.68,0.87,0.61,0.14,0.02,0.07
2024,1,TEN,6.13,23.5,2.16,0.67,0.5,0.11,0.01,0.06
2024,1,WAS,6.5,22.75,2.28,0.71,0.52,0.12,0.02,0.06
2024,2,ARI,6.31,25.5,2.18,0.71,0.53,0.12,0.06,0.06
2024,2,ATL,6.47,26,2.33,0.76,0.52,0.11,0.06,0.06
2024,2,BAL,8.66,16.5,3.04,0.91,0.65,0.19,0.06,0.06
2024,2,BUF,6.57,25.5,2.34,0.78,0.5,0.1,0.05,0.05
2024,2,CAR,6.56,21.5,2.34,0.72,0.54,0.12,0.06,0.06
2024,2,CHI,6.23,25.5,2.27,0.71,0.49,0.1,0.05,0.05
2024,2,CIN,5.9,27,2.11,0.69,0.47,0.1,0.05,0.05
2024,2,CLE,6.78,22.25,2.39,0.7,0.54,0.15,0.05,0.05
2024,2,DAL,7.63,20.25,2.64,0.85,0.57,0.17,0.06,0.06
2024,2,DEN,6.94,19.5,2.48,0.78,0.59,0.12,0.06,0.06
2024,2,DET,6.61,22,2.39,0.78,0.5,0.11,0.06,0.06
2024,2,GB,6.74,20,2.46,0.79,0.54,0.11,0.06,0.06
2024,2,HOU,7.36,19.5,2.6,0.78,0.62,0.14,0.07,0.06
2024,2,IND,7.48,18.5,2.72,0.84,0.64,0.12,0.06,0.07
2024,2,JAX,7.35,19.25,2.73,0.78,0.59,0.14,0.07,0.06
2024,2,KC,6.89,20.5,2.38,0.74,0.53,0.15,0.05,0.05
2024,2,LA,6.19,23,2.26,0.67,0.49,0.11,0.06,0.06
2024,2,LAC,8.21,17,3,0.88,0.66,0.16,0.08,0.07
2024,2,LV,5.97,25.5,2.29,0.64,0.48,0.1,0.05,0.05
2024,2,MIA,6.65,23,2.43,0.74,0.57,0.1,0.05,0.06
2024,2,MIN,6.19,25.25,2.3,0.64,0.48,0.11,0.05,0.05
2024,2,NE,5.92,21,2.47,0.72,0.53,0.12,0.06,0.06
2024,2,NO,6.6,26.75,2.31,0.75,0.52,0.12,0.06,0.06
2024,2,NYG,6.9,22.25,2.52,0.67,0.56,0.14,0.07,0.06
2024,2,NYJ,7.97,18.5,2.84,0.89,0.6,0.17,0.06,0.06
2024,2,PHI,6.99,20.5,2.56,0.77,0.53,0.12,0.06,0.06
2024,2,PIT,8.2,17,2.89,0.83,0.58,0.2,0.07,0.06
2024,2,SEA,7.46,18,2.74,0.83,0.57,0.14,0.07,0.06
2024,2,SF,7.64,21.25,2.72,0.81,0.58,0.17,0.06,0.06
2024,2,TB,5.85,29.5,2.06,0.66,0.45,0.1,0.05,0.05
2024,2,TEN,6.67,22.75,2.39,0.74,0.56,0.12,0.06,0.06
2024,2,WAS,7.34,20.75,2.6,0.81,0.6,0.14,0.07,0.07
2024,3,ARI,5.82,27.25,2,0.66,0.48,0.11,0.05,0.05
2024,3,ATL,5.66,24.5,2.03,0.66,0.46,0.1,0.05,0.05
2024,3,BAL,6.45,23.5,2.24,0.67,0.48,0.15,0.05,0.05
2024,3,BUF,7.19,21,2.52,0.84,0.55,0.12,0.06,0.06
2024,3,CAR,6.45,22.75,2.23,0.69,0.52,0.14,0.07,0.05
2024,3,CHI,6.62,22.5,2.42,0.75,0.51,0.11,0.06,0.06
2024,3,CIN,7.19,19.25,2.52,0.82,0.56,0.14,0.07,0.06
2024,3,CLE,8.45,16.25,2.94,0.87,0.67,0.2,0.07,0.06
2024,3,DAL,6.16,24,2.14,0.68,0.46,0.14,0.05,0.04
2024,3,DEN,6.26,23.5,2.24,0.7,0.53,0.11,0.06,0.06
2024,3,DET,5.75,24.25,2.09,0.69,0.43,0.1,0.05,0.05
2024,3,GB,7.06,19.5,2.6,0.82,0.57,0.12,0.06,0.06
2024,3,HOU,6.68,21.5,2.42,0.73,0.57,0.11,0.06,0.06
2024,3,IND,6.63,21,2.39,0.73,0.56,0.12,0.06,0.06
2024,3,JAX,5.83,25.5,2.21,0.63,0.46,0.1,0.05,0.05
2024,3,KC,6.93,21.5,2.41,0.75,0.54,0.15,0.05,0.05
2024,3,LA,6.04,25.5,2.26,0.66,0.49,0.1,0.05,0.05
2024,3,LAC,7.4,19,2.7,0.77,0.59,0.16,0.08,0.06
2024,3,LV,7.54,17.5,2.85,0.8,0.6,0.14,0.07,0.07
2024,3,MIA,6.54,21.75,2.42,0.73,0.57,0.1,0.05,0.05
2024,3,MIN,6.08,24,2.29,0.65,0.43,0.11,0.05,0.05
2024,3,NE,5.66,22.5,2.36,0.69,0.51,0.11,0.06,0.06
2024,3,NO,6.62,24.5,2.27,0.75,0.52,0.12,0.06,0.06
2024,3,NYG,6.55,22.25,2.47,0.66,0.54,0.12,0.06,0.06
2024,3,NYJ,7.85,16.5,2.8,0.87,0.59,0.18,0.06,0.06
2024,3,PHI,6.04,25.5,2.2,0.67,0.45,0.1,0.05,0.05
2024,3,PIT,7.5,16.5,2.71,0.79,0.54,0.17,0.06,0.06
2024,3,SEA,7.66,18.25,2.83,0.85,0.6,0.14,0.07,0.06
2024,3,SF,7.48,18.25,2.68,0.8,0.56,0.16,0.05,0.06
2024,3,TB,8.17,17.25,2.98,0.87,0.65,0.14,0.07,0.07
2024,3,TEN,7.04,17,2.5,0.76,0.59,0.14,0.07,0.06
2024,3,WAS,5.62,26.75,2.02,0.63,0.46,0.1,0.05,0.05
2024,4,ARI,7.03,23.5,2.4,0.78,0.57,0.14,0.07,0.07
2024,4,ATL,7.22,20.25,2.59,0.84,0.59,0.13,0.06,0.06
2024,4,BAL,6.59,22,2.31,0.69,0.49,0.15,0.05,0.05
2024,4,BUF,6.56,24.5,2.31,0.77,0.48,0.11,0.05,0.05
2024,4,CAR,6.13,25.75,2.16,0.67,0.5,0.11,0.06,0.06
2024,4,CHI,7.15,19.5,2.62,0.81,0.56,0.12,0.06,0.06
2024,4,CIN,6.93,21.5,2.41,0.78,0.54,0.14,0.07,0.06
2024,4,CLE,7.16,19,2.52,0.75,0.57,0.16,0.05,0.05
2024,4,DAL,7.34,19.75,2.56,0.81,0.54,0.16,0.05,0.05
2024,4,DEN,6.06,23,2.16,0.68,0.51,0.11,0.05,0.05
2024,4,DET,6.68,22.5,2.47,0.79,0.51,0.11,0.06,0.06
2024,4,GB,6.83,20.25,2.48,0.78,0.54,0.12,0.06,0.06
2024,4,HOU,7.32,19.5,2.65,0.79,0.63,0.12,0.06,0.06
2024,4,IND,6.61,21,2.39,0.74,0.56,0.12,0.06,0.06
2024,4,JAX,5.8,25,2.2,0.64,0.46,0.1,0.05,0.05
2024,4,KC,8.19,17,2.82,0.87,0.62,0.19,0.06,0.06
2024,4,LA,6.87,21.5,2.43,0.73,0.55,0.14,0.07,0.06
2024,4,LAC,5.89,24,2.22,0.65,0.48,0.1,0.05,0.05
2024,4,LV,7.26,18.5,2.79,0.78,0.6,0.12,0.06,0.06
2024,4,MIA,7.59,18,2.83,0.85,0.65,0.12,0.06,0.06
2024,4,MIN,6.99,23.25,2.65,0.74,0.49,0.13,0.06,0.06
2024,4,NE,5.43,25,2.27,0.66,0.49,0.11,0.05,0.05
2024,4,NO,6.98,22.25,2.4,0.78,0.54,0.14,0.07,0.06
2024,4,NYG,6.64,24.25,2.47,0.67,0.55,0.12,0.06,0.06
2024,4,NYJ,8.06,16,2.85,0.89,0.6,0.18,0.06,0.06
2024,4,PHI,6.44,21.5,2.38,0.72,0.5,0.1,0.05,0.05
2024,4,PIT,8.1,19,2.87,0.84,0.57,0.19,0.07,0.06
2024,4,SEA,6.12,24.5,2.27,0.7,0.48,0.1,0.05,0.05
2024,4,SF,8.1,15,2.88,0.86,0.62,0.18,0.06,0.06
2024,4,TB,6.23,22.5,2.28,0.67,0.5,0.11,0.05,0.05
2024,4,TEN,7,19,2.47,0.77,0.58,0.14,0.07,0.06
2024,4,WAS,5.67,26,2.01,0.63,0.46,0.11,0.05,0.05
2024,5,ARI,5.43,28.75,1.86,0.61,0.46,0.1,0.05,0.05
2024,5,ATL,6.55,20.75,2.34,0.76,0.53,0.12,0.06,0.06
2024,5,BAL,6.25,24,2.15,0.64,0.46,0.15,0.05,0.05
2024,5,BUF,6.18,23.5,2.17,0.73,0.46,0.1,0.05,0.05
2024,5,CAR,6.22,22,2.17,0.67,0.52,0.12,0.06,0.06
2024,5,CHI,7.37,19,2.63,0.82,0.57,0.14,0.07,0.06
2024,5,CIN,5.41,27,1.93,0.62,0.43,0.1,0.05,0.05
2024,5,CLE,5.95,23.75,2.09,0.61,0.47,0.14,0.05,0.05
2024,5,DAL,6.64,22.75,2.33,0.75,0.5,0.14,0.05,0.05
2024,5,DEN,7.65,16.75,2.72,0.84,0.65,0.14,0.07,0.07
2024,5,GB,6.57,22.25,2.35,0.74,0.51,0.12,0.06,0.06
2024,5,HOU,5.86,22.5,2.12,0.64,0.49,0.1,0.05,0.05
2024,5,IND,6.3,24.25,2.27,0.7,0.52,0.11,0.06,0.06
2024,5,JAX,6.66,21.75,2.48,0.72,0.54,0.12,0.06,0.06
2024,5,KC,7.07,18.75,2.48,0.77,0.55,0.15,0.05,0.05
2024,5,LA,5.79,25.75,2.13,0.62,0.47,0.1,0.05,0.05
2024,5,LV,6.76,19.75,2.53,0.71,0.53,0.14,0.07,0.05
2024,5,MIA,7.23,18.25,2.67,0.81,0.62,0.11,0.06,0.06
2024,5,MIN,7.14,18.75,2.67,0.75,0.49,0.14,0.07,0.06
2024,5,NE,6.54,17.25,2.68,0.78,0.6,0.14,0.07,0.06
2024,5,NO,5.91,23.75,2.06,0.67,0.47,0.1,0.05,0.05
2024,5,NYG,5.69,24.5,2.12,0.57,0.47,0.1,0.05,0.05
2024,5,NYJ,6.4,21.25,2.24,0.7,0.47,0.16,0.05,0.04
2024,5,PIT,7.11,20.25,2.5,0.73,0.5,0.17,0.06,0.06
2024,5,SEA,7.64,18,2.8,0.85,0.58,0.14,0.07,0.07
2024,5,SF,6.97,21.25,2.45,0.73,0.53,0.16,0.05,0.05
2024,5,TB,7.54,22.25,2.71,0.8,0.6,0.14,0.07,0.07
2024,5,WAS,7.02,20.25,2.48,0.76,0.59,0.13,0.07,0.07
2024,6,ARI,5.75,26.25,2,0.64,0.48,0.11,0.05,0.05
2024,6,ATL,6.92,20,2.44,0.8,0.55,0.13,0.06,0.06
2024,6,BAL,6.43,23,2.24,0.68,0.44,0.15,0.05,0.05
2024,6,BUF,6.91,19.25,2.43,0.81,0.58,0.1,0.05,0.06
2024,6,CAR,5.73,26,2.04,0.62,0.47,0.1,0.05,0.05
2024,6,CHI,7.05,21,2.58,0.78,0.56,0.12,0.06,0.06
2024,6,CIN,7.19,22.75,2.51,0.82,0.56,0.14,0.07,0.06
2024,6,CLE,6.03,26,2.13,0.63,0.47,0.14,0.05,0.04
2024,6,DAL,5.92,27.5,2.11,0.63,0.4,0.14,0.05,0.05
2024,6,DEN,7.03,20,2.52,0.79,0.6,0.12,0.06,0.06
2024,6,DET,6.18,25,2.25,0.73,0.47,0.1,0.05,0.06
2024,6,GB,6.69,20.75,2.45,0.78,0.54,0.1,0.05,0.06
2024,6,HOU,7.49,15.25,2.73,0.82,0.63,0.12,0.06,0.06
2024,6,IND,6.8,21,2.46,0.76,0.57,0.12,0.06,0.06
2024,6,JAX,6.41,23.5,2.42,0.69,0.52,0.11,0.06,0.06
2024,6,LAC,7.22,17,2.64,0.84,0.59,0.12,0.06,0.06
2024,6,LV,6.67,19.75,2.57,0.72,0.55,0.11,0.06,0.06
2024,6,NE,5.57,23,2.29,0.71,0.51,0.1,0.05,0.05
2024,6,NO,6.58,22.25,2.33,0.76,0.52,0.11,0.06,0.06
2024,6,NYG,5.89,26.25,2.19,0.59,0.48,0.11,0.05,0.05
2024,6,NYJ,6.55,21.75,2.33,0.73,0.49,0.15,0.05,0.05
2024,6,PHI,7.95,17,2.88,0.88,0.59,0.14,0.07,0.07
2024,6,PIT,7.7,16.75,2.7,0.83,0.59,0.17,0.06,0.06
2024,6,SEA,6.15,25.5,2.3,0.69,0.47,0.1,0.05,0.06
2024,6,SF,7.07,22.5,2.49,0.74,0.54,0.16,0.05,0.05
2024,6,TB,7.14,19,2.54,0.74,0.56,0.14,0.07,0.06
2024,6,TEN,7.42,22,2.58,0.86,0.61,0.14,0.07,0.07
2024,6,WAS,5.46,28.75,1.93,0.59,0.46,0.1,0.05,0.05
2024,7,ARI,6.28,23,2.19,0.71,0.52,0.12,0.06,0.06
2024,7,ATL,6.19,24.25,2.23,0.73,0.5,0.1,0.05,0.06
2024,7,BAL,6.58,23.5,2.3,0.69,0.46,0.15,0.05,0.05
2024,7,BUF,8.06,17,2.8,0.94,0.66,0.13,0.06,0.06
2024,7,CAR,5.38,30.5,1.88,0.59,0.44,0.1,0.05,0.05
2024,7,CIN,7.6,19.25,2.68,0.88,0.61,0.13,0.07,0.07
2024,7,CLE,6.11,23.75,2.17,0.64,0.49,0.14,0.05,0.05
2024,7,DEN,7.36,17.5,2.53,0.8,0.6,0.16,0.08,0.07
2024,7,DET,5.9,26,2.15,0.69,0.46,0.1,0.05,0.05
2024,7,GB,6.28,22.5,2.29,0.72,0.51,0.1,0.05,0.06
2024,7,HOU,6.08,25,2.19,0.67,0.52,0.1,0.05,0.05
2024,7,IND,7.03,20,2.47,0.77,0.58,0.14,0.07,0.06
2024,7,JAX,7.29,18.75,2.73,0.78,0.59,0.13,0.07,0.07
2024,7,KC,6.13,24.25,2.09,0.64,0.47,0.15,0.05,0.05
2024,7,LA,6.75,20,2.45,0.72,0.55,0.12,0.06,0.06
2024,7,LAC,6.58,22.25,2.37,0.76,0.53,0.12,0.06,0.06
2024,7,LV,5.53,25.25,2.13,0.6,0.44,0.09,0.05,0.05
2024,7,MIA,6.7,23.5,2.47,0.74,0.57,0.11,0.05,0.05
2024,7,MIN,6.29,24,2.37,0.66,0.44,0.11,0.06,0.06
2024,7,NE,5.6,24.75,2.23,0.71,0.5,0.12,0.06,0.05
2024,7,NO,7.39,19.5,2.59,0.85,0.58,0.14,0.07,0.06
2024,7,NYG,6.42,23.5,2.39,0.65,0.53,0.12,0.06,0.06
2024,7,NYJ,7.19,17.75,2.54,0.79,0.53,0.17,0.05,0.05
2024,7,PHI,7.13,19.5,2.62,0.79,0.55,0.12,0.06,0.06
2024,7,PIT,6.33,20,2.2,0.68,0.49,0.15,0.05,0.05
2024,7,SEA,5.76,27.25,2.13,0.64,0.43,0.1,0.05,0.05
2024,7,SF,6.25,22.75,2.2,0.66,0.48,0.14,0.05,0.05
2024,7,TB,5.69,27.5,2.04,0.6,0.44,0.1,0.05,0.05
2024,7,TEN,5.67,25.5,2.01,0.68,0.47,0.1,0.05,0.05
2024,7,WAS,7.27,22.25,2.51,0.77,0.58,0.15,0.07,0.07
2024,8,ARI,6.31,25.25,2.18,0.7,0.53,0.12,0.06,0.06
2024,8,ATL,6.52,23.25,2.3,0.75,0.52,0.12,0.06,0.06
2024,8,BAL,7.98,16.5,2.8,0.85,0.55,0.18,0.06,0.06
2024,8,BUF,6.69,22.25,2.33,0.78,0.56,0.1,0.05,0.05
2024,8,CAR,6.25,26.5,2.27,0.7,0.53,0.1,0.05,0.05
2024,8,CHI,6.88,21.25,2.49,0.77,0.53,0.12,0.06,0.06
2024,8,CIN,6.48,22.25,2.33,0.76,0.53,0.1,0.05,0.06
2024,8,CLE,6.08,26,2.15,0.63,0.49,0.14,0.05,0.05
2024,8,DAL,5.98,26.75,2.14,0.64,0.4,0.14,0.05,0.05
2024,8,DEN,8.31,16,2.87,0.91,0.68,0.16,0.08,0.08
2024,8,DET,7.99,17.25,2.88,0.94,0.61,0.14,0.07,0.07
2024,8,GB,7.09,22.75,2.52,0.8,0.55,0.13,0.06,0.06
2024,8,HOU,7.22,20,2.62,0.79,0.61,0.12,0.06,0.06
2024,8,IND,5.64,25,2.03,0.63,0.47,0.1,0.05,0.05
2024,8,JAX,5.83,26.25,2.2,0.62,0.46,0.1,0.05,0.05
2024,8,KC,8.11,16,2.8,0.87,0.62,0.18,0.06,0.06
2024,8,LA,6.07,25.5,2.18,0.66,0.5,0.11,0.05,0.05
2024,8,LAC,8.11,17.25,2.92,0.92,0.66,0.14,0.07,0.07
2024,8,LV,5.7,23.5,2.2,0.61,0.46,0.1,0.05,0.05
2024,8,MIA,6.69,21.25,2.43,0.73,0.57,0.11,0.06,0.06
2024,8,MIN,6.94,22.5,2.62,0.72,0.49,0.13,0.06,0.06
2024,8,NE,5.7,24,2.32,0.74,0.51,0.11,0.05,0.05
2024,8,NO,6.23,24.25,2.21,0.73,0.5,0.1,0.05,0.05
2024,8,NYG,6.7,21.5,2.46,0.66,0.55,0.14,0.07,0.06
2024,8,NYJ,7.44,17,2.64,0.83,0.54,0.17,0.06,0.06
2024,8,PHI,6.16,25.25,2.25,0.68,0.46,0.11,0.05,0.05
2024,8,PIT,8.3,15.5,2.97,0.87,0.62,0.19,0.06,0.06
2024,8,SEA,6.06,25.25,2.26,0.68,0.47,0.1,0.05,0.05
2024,8,SF,7.44,21.25,2.63,0.78,0.56,0.17,0.05,0.06
2024,8,TB,6.05,23.75,2.19,0.64,0.48,0.11,0.05,0.05
2024,8,TEN,5.47,29,1.95,0.65,0.45,0.09,0.05,0.05
2024,8,WAS,6.6,23.75,2.34,0.73,0.54,0.12,0.06,0.06
2024,9,ARI,6.75,21.75,2.34,0.76,0.57,0.13,0.06,0.06
2024,9,ATL,6.37,24.75,2.28,0.74,0.53,0.1,0.05,0.06
2024,9,BAL,7.43,17.75,2.61,0.79,0.51,0.17,0.06,0.06
2024,9,BUF,7.06,21.25,2.47,0.83,0.58,0.1,0.05,0.06
2024,9,CAR,6.28,25.25,2.24,0.69,0.52,0.11,0.06,0.06
2024,9,CHI,6.66,22.75,2.43,0.75,0.52,0.11,0.06,0.06
2024,9,CIN,7.24,19,2.57,0.83,0.57,0.13,0.06,0.06
2024,9,CLE,6.67,21.75,2.32,0.7,0.53,0.15,0.05,0.05
2024,9,DAL,5.8,27.25,2.08,0.62,0.4,0.13,0.05,0.04
2024,9,DEN,5.73,27.75,1.98,0.63,0.48,0.11,0.05,0.05
2024,9,DET,6.62,22,2.44,0.8,0.51,0.1,0.05,0.06
2024,9,GB,5.9,25.5,2.14,0.68,0.47,0.1,0.05,0.05
2024,9,HOU,6.61,22,2.4,0.72,0.56,0.11,0.06,0.06
2024,9,IND,5.85,26.25,2.11,0.65,0.49,0.1,0.05,0.05
2024,9,JAX,5.75,26.75,2.19,0.62,0.46,0.1,0.05,0.05
2024,9,KC,7.49,18,2.59,0.81,0.59,0.16,0.05,0.06
2024,9,LA,6.34,23.75,2.28,0.68,0.51,0.12,0.06,0.06
2024,9,LAC,6.99,20.25,2.54,0.8,0.56,0.12,0.06,0.06
2024,9,LV,5.56,26.5,2.12,0.59,0.44,0.1,0.05,0.05
2024,9,MIA,5.84,27.75,2.12,0.64,0.49,0.1,0.05,0.05
2024,9,MIN,7.19,20.75,2.67,0.74,0.51,0.14,0.07,0.06
2024,9,NE,6.24,20.5,2.53,0.81,0.57,0.12,0.06,0.06
2024,9,NO,7.28,18.25,2.5,0.81,0.55,0.14,0.07,0.07
2024,9,NYG,6.05,23.5,2.27,0.62,0.51,0.1,0.05,0.05
2024,9,NYJ,6.65,20.25,2.37,0.74,0.49,0.15,0.05,0.05
2024,9,PHI,7.52,19.25,2.72,0.83,0.57,0.13,0.06,0.06
2024,9,SEA,6.17,24.75,2.28,0.69,0.47,0.11,0.05,0.05
2024,9,TB,5.76,26.5,2.12,0.61,0.46,0.1,0.05,0.05
2024,9,TEN,7.14,17.5,2.47,0.83,0.58,0.14,0.07,0.06
2024,9,WAS,7.04,20,2.48,0.75,0.59,0.13,0.07,0.07
2024,10,ARI,6.45,22.5,2.22,0.72,0.55,0.12,0.06,0.06
2024,10,ATL,7.21,21.5,2.55,0.83,0.57,0.13,0.07,0.07
2024,10,BAL,6.55,23.5,2.26,0.69,0.45,0.15,0.05,0.05
2024,10,BUF,7.55,21.5,2.6,0.87,0.62,0.12,0.06,0.06
2024,10,CAR,6.05,23.25,2.19,0.67,0.5,0.1,0.05,0.05
2024,10,CHI,7.68,16.5,2.84,0.88,0.6,0.12,0.06,0.06
2024,10,CIN,6.93,29.5,2.44,0.79,0.56,0.12,0.06,0.06
2024,10,DAL,5.62,24.25,2,0.6,0.39,0.14,0.05,0.04
2024,10,DEN,6,24,2.16,0.67,0.51,0.1,0.05,0.06
2024,10,DET,7.04,23,2.6,0.85,0.55,0.1,0.05,0.06
2024,10,HOU,5.8,26,2.1,0.63,0.49,0.1,0.05,0.05
2024,10,IND,5.52,25.5,2.03,0.63,0.46,0.09,0.05,0.05
2024,10,JAX,5.93,25,2.26,0.65,0.49,0.1,0.05,0.05
2024,10,KC,7.39,17.5,2.58,0.8,0.58,0.16,0.05,0.05
2024,10,LA,6.25,23.5,2.25,0.67,0.49,0.12,0.06,0.06
2024,10,LAC,7.77,15.25,2.82,0.89,0.62,0.14,0.07,0.07
2024,10,MIA,5.99,26,2.17,0.65,0.5,0.1,0.05,0.05
2024,10,MIN,7.4,21,2.73,0.76,0.5,0.14,0.07,0.07
2024,10,NE,5.51,21.75,2.26,0.72,0.49,0.1,0.05,0.05
2024,10,NO,5.91,25,2.07,0.67,0.47,0.1,0.05,0.05
2024,10,NYG,7.29,18.25,2.68,0.72,0.59,0.14,0.07,0.07
2024,10,NYJ,6.38,23.5,2.25,0.7,0.47,0.15,0.05,0.05
2024,10,PHI,7.63,17.25,2.78,0.85,0.59,0.12,0.06,0.07
2024,10,PIT,6.43,23.75,2.23,0.68,0.48,0.15,0.05,0.05
2024,10,SF,7.04,22,2.53,0.75,0.53,0.14,0.05,0.06
2024,10,TB,5.85,28.25,2.11,0.63,0.46,0.1,0.05,0.05
2024,10,TEN,5.73,23.75,2.01,0.67,0.46,0.1,0.05,0.05
2024,10,WAS,6.64,22.75,2.35,0.72,0.55,0.12,0.06,0.06
2024,11,ATL,6.65,22.75,2.37,0.77,0.54,0.12,0.06,0.06
2024,11,BAL,6.61,22,2.29,0.7,0.44,0.16,0.05,0.05
2024,11,BUF,6.65,21.25,2.3,0.76,0.54,0.11,0.05,0.05
2024,11,CHI,6.59,23.75,2.45,0.75,0.52,0.11,0.05,0.05
2024,11,CIN,6.15,24,2.17,0.7,0.49,0.11,0.06,0.06
2024,11,CLE,6.98,22.5,2.4,0.72,0.55,0.17,0.06,0.06
2024,11,DAL,5.91,24.5,2.15,0.64,0.41,0.14,0.05,0.04
2024,11,DEN,6.91,21.25,2.41,0.77,0.58,0.13,0.06,0.06
2024,11,DET,7.58,17,2.72,0.89,0.57,0.13,0.07,0.07
2024,11,GB,7.66,17.5,2.72,0.87,0.6,0.14,0.07,0.07
2024,11,HOU,7.58,17.25,2.74,0.83,0.64,0.13,0.06,0.06
2024,11,IND,6.47,23.5,2.34,0.71,0.54,0.12,0.06,0.06
2024,11,JAX,5.25,30.5,1.98,0.57,0.42,0.1,0.05,0.04
2024,11,KC,6.29,23.75,2.15,0.67,0.48,0.15,0.05,0.05
2024,11,LA,7.34,18.75,2.65,0.8,0.6,0.13,0.07,0.07
2024,11,LAC,6.47,23,2.31,0.75,0.51,0.12,0.06,0.06
2024,11,LV,5.64,26,2.17,0.6,0.45,0.1,0.05,0.05
2024,11,MIA,7.45,18.5,2.7,0.82,0.63,0.12,0.06,0.06
2024,11,MIN,7.92,16.5,3.01,0.84,0.56,0.14,0.07,0.07
2024,11,NE,5.5,24.25,2.24,0.71,0.49,0.11,0.05,0.05
2024,11,NO,7.11,21.5,2.47,0.8,0.56,0.13,0.06,0.06
2024,11,NYJ,6.96,20.5,2.47,0.77,0.52,0.16,0.05,0.05
2024,11,PHI,6.74,23,2.48,0.76,0.52,0.1,0.05,0.06
2024,11,PIT,6.51,25.5,2.25,0.68,0.49,0.15,0.05,0.05
2024,11,SEA,5.67,27.5,2.06,0.64,0.43,0.1,0.05,0.05
2024,11,SF,6.85,21.25,2.44,0.72,0.52,0.15,0.05,0.05
2024,11,TEN,6.42,22.5,2.3,0.76,0.54,0.11,0.05,0.05
2024,11,WAS,6.26,26,2.2,0.68,0.51,0.12,0.06,0.06
2024,12,ARI,6.57,23.25,2.25,0.73,0.56,0.12,0.06,0.06
2024,12,BAL,6.16,23.5,2.16,0.65,0.42,0.14,0.05,0.05
2024,12,CAR,5.1,26.25,1.82,0.57,0.43,0.09,0.04,0.04
2024,12,CHI,6.81,21.5,2.52,0.77,0.54,0.11,0.06,0.06
2024,12,CLE,6.25,20,2.21,0.67,0.5,0.14,0.05,0.05
2024,12,DAL,5.8,25,2.1,0.62,0.4,0.14,0.05,0.04
2024,12,DEN,7.29,17.75,2.53,0.8,0.6,0.14,0.07,0.07
2024,12,DET,6.96,21.5,2.49,0.82,0.52,0.12,0.06,0.06
2024,12,GB,7.11,20,2.54,0.81,0.55,0.13,0.06,0.06
2024,12,HOU,7.73,17.5,2.83,0.85,0.65,0.13,0.06,0.06
2024,12,IND,5.01,29,1.82,0.57,0.42,0.08,0.04,0.05
2024,12,KC,8.19,15.25,2.82,0.87,0.62,0.19,0.06,0.06
2024,12,LA,6.06,25.75,2.17,0.67,0.49,0.11,0.05,0.05
2024,12,LAC,5.87,27,2.13,0.67,0.45,0.11,0.05,0.05
2024,12,LV,5.86,23.25,2.26,0.63,0.47,0.1,0.05,0.05
2024,12,MIA,7.4,19,2.68,0.8,0.62,0.13,0.06,0.06
