season,player,team,situation,touches,scores,yards,teamPlays
2023,00-0031376,KC,insideTen,3,3,21,76
2023,00-0034827,CHI,earlyDown,14,0,102,134
2023,00-0036906,CHI,thirdAndMedium,5,0,32,67
2023,00-0030506,KC,thirdAndShort,5,0,36,47
2023,00-0039067,KC,redZone,16,2,110,112
2023,00-0036360,KC,goalLine,3,1,1,35
2023,00-0036290,CHI,earlyDown,11,1,140,134
2023,00-0039021,CHI,earlyDown,11,0,55,134
2023,00-0034386,KC,earlyDown,4,0,46,159
2023,00-0034272,KC,redZone,6,1,27,112
2023,00-0038090,KC,thirdAndLong,3,0,18,110
2023,00-0034272,KC,thirdAndMedium,5,0,51,59
2023,00-0034386,KC,goalLine,3,2,6,35
2023,00-0030506,KC,goalLine,3,3,7,35
2023,00-0036945,CHI,thirdAndShort,7,0,32,35
2023,00-0036945,CHI,redZone,10,1,44,77
2023,00-0034827,CHI,redZone,6,3,59,77
2023,00-0036945,CHI,insideTen,4,1,15,48
2023,00-0031376,KC,earlyAndLong,16,0,34,658
2023,00-0038941,CHI,insideTen,3,0,-1,48
2023,00-0036360,KC,aheadLate,7,0,27,14
2023,00-0031376,KC,thirdAndMedium,4,0,35,59
2023,00-0036936,ARI,earlyDown,15,2,142,105
2023,00-0033553,ARI,goalLine,11,3,5,32
2023,00-0037569,DAL,earlyAndLong,3,0,9,561
2023,00-0038041,DAL,earlyDown,11,0,84,146
2023,00-0038738,DAL,earlyAndLong,3,0,18,561
2023,00-0033077,DAL,earlyAndLong,13,0,90,561
2023,00-0031236,DAL,thirdAndMedium,8,0,68,73
2023,00-0031236,DAL,redZone,6,0,23,131
2023,00-0038041,DAL,thirdAndLong,11,0,90,72
2023,00-0038705,ARI,earlyAndLong,41,1,200,512
2023,00-0038738,DAL,thirdAndShort,5,0,15,41
2023,00-0033077,DAL,thirdAndLong,5,0,36,72
2023,00-0031236,DAL,insideTen,7,5,38,76
2023,00-0036358,DAL,insideTen,17,4,31,76
2023,00-0034764,DAL,earlyDown,8,0,78,146
2023,00-0033553,ARI,aheadLate,8,0,36,9
2023,00-0034348,DEN,thirdAndMedium,7,0,57,52
2023,00-0039040,MIA,earlyDown,16,1,166,142
2023,00-0039040,MIA,redZone,13,0,73,70
2023,00-0039040,MIA,insideTen,13,5,52,67
2023,00-0034348,DEN,earlyDown,8,0,81,110
2023,00-0038783,DEN,earlyAndLong,5,0,22,483
2023,00-0036407,DEN,insideTen,5,0,-5,58
2023,00-0038794,DEN,thirdAndMedium,4,0,10,52
2023,00-0037382,DEN,thirdAndMedium,3,1,35,52
2023,00-0036407,DEN,earlyDown,5,0,21,110
2023,00-0037382,DEN,thirdAndLong,3,0,13,83
2023,00-0038685,MIA,earlyAndLong,6,0,44,536
2023,00-0039040,MIA,thirdAndShort,4,0,13,28
2023,00-0038794,DEN,redZone,9,1,45,87
2023,00-0038685,MIA,aheadLate,4,0,58,8
2023,00-0035250,HOU,thirdAndLong,7,0,55,120
2023,00-0037258,HOU,thirdAndShort,3,0,2,33
2023,00-0038977,HOU,earlyDown,9,0,121,127
2023,00-0039163,HOU,goalLine,6,2,6,38
2023,00-0033572,JAX,earlyAndLong,10,0,63,564
2023,00-0037614,HOU,earlyAndLong,19,0,168,596
2023,00-0034383,HOU,thirdAndMedium,8,0,61,58
2023,00-0036887,JAX,earlyAndLong,12,0,148,564
2023,00-0038977,HOU,redZone,7,1,37,79
2023,00-0039163,HOU,redZone,3,0,15,79
2023,00-0037258,HOU,insideTen,6,0,16,52
2023,00-0036497,JAX,earlyAndLong,11,0,43,564
2023,00-0036971,JAX,earlyDown,5,0,63,146
2023,00-0033572,JAX,thirdAndLong,3,0,18,80
2023,00-0038977,HOU,thirdAndShort,3,0,24,33
2023,00-0035250,HOU,insideTen,14,1,22,52
2023,00-0033881,JAX,thirdAndShort,8,0,52,44
2023,00-0034775,JAX,fourthDown,3,0,10,20
2023,00-0035250,HOU,thirdAndShort,6,0,33,33
2023,00-0035250,HOU,redZone,20,2,106,79
2023,00-0035628,JAX,chasingLate,3,0,6,20
2023,00-0034184,BAL,redZone,10,0,39,101
2023,00-0034796,BAL,insideTen,9,5,53,70
2023,00-0036251,IND,thirdAndShort,10,1,108,40
2023,00-0033118,BAL,earlyAndLong,4,0,31,595
2023,00-0032144,BAL,earlyAndLong,16,0,61,595
2023,00-0036984,IND,earlyAndLong,16,0,77,529
2023,00-0036251,IND,insideTen,17,0,32,46
2023,00-0036984,IND,earlyDown,7,0,26,128
2023,00-0032144,BAL,earlyDown,6,0,42,155
2023,00-0032144,BAL,redZone,3,0,-4,101
2023,00-0036984,IND,thirdAndMedium,4,0,2,61
2023,00-0031549,BAL,thirdAndLong,8,0,32,85
2023,00-0037664,IND,chasingLate,3,0,83,37
2023,00-0038997,IND,chasingLate,3,0,18,37
2023,00-0037664,IND,thirdAndMedium,4,0,10,61
2023,00-0037838,BAL,thirdAndMedium,5,0,17,63
2023,00-0036355,LAC,earlyAndLong,12,0,80,527
2023,00-0036988,LAC,earlyDown,5,0,100,144
2023,00-0033895,LAC,thirdAndShort,4,0,8,37
2023,00-0038573,LAC,earlyAndLong,22,0,121,527
2023,00-0038045,LAC,earlyAndLong,25,0,78,527
2023,00-0038544,LAC,earlyDown,6,0,78,144
2023,00-0033895,LAC,goalLine,3,2,6,38
2023,00-0038544,LAC,thirdAndLong,9,0,69,91
2023,00-0036345,MIN,fourthDown,4,1,41,22
2023,00-0038994,MIN,thirdAndMedium,12,1,119,59
2023,00-0034972,MIN,thirdAndShort,3,0,18,32
2023,00-0037276,MIN,redZone,7,0,32,71
2023,00-0036345,MIN,chasingLate,4,0,22,34
2023,00-0034646,MIN,chasingLate,8,0,78,34
2023,00-0033009,CIN,thirdAndShort,3,0,16,34
2023,00-0038576,CIN,earlyDown,3,0,20,127
2023,00-0034613,CIN,thirdAndMedium,6,0,54,51
2023,00-0035771,CIN,earlyAndLong,9,0,45,511
2023,00-0034613,CIN,earlyAndLong,20,0,123,511
2023,00-0034613,CIN,thirdAndLong,8,0,39,97
2023,00-0033110,LA,thirdAndLong,4,0,24,91
2023,00-0037840,LA,thirdAndLong,10,0,56,91
2023,00-0034613,CIN,earlyDown,5,0,31,127
2023,00-0038576,CIN,earlyAndLong,5,0,15,511
2023,00-0035631,CIN,thirdAndLong,7,1,52,97
2023,00-0036849,LA,chasingLate,5,0,15,29
2023,00-0036849,LA,thirdAndMedium,5,0,7,63
2023,00-0036849,LA,goalLine,4,2,6,41
2023,00-0036875,NE,thirdAndMedium,6,0,11,68
2023,00-0038621,NE,thirdAndMedium,9,0,96,68
2023,00-0033439,NE,earlyAndLong,10,1,184,511
2023,00-0038120,NYJ,thirdAndShort,11,0,25,26
2023,00-0038120,NYJ,fourthDown,4,0,20,26
2023,00-0033090,NE,thirdAndLong,7,0,50,99
2023,00-0036972,NE,earlyAndLong,6,0,41,511
2023,00-0032134,NYJ,earlyAndLong,5,0,45,521
2023,00-0037013,NYJ,thirdAndLong,10,0,89,112
2023,00-0034521,NYJ,earlyDown,4,0,18,113
2023,00-0034270,NYJ,thirdAndMedium,12,0,126,71
2023,00-0028002,NYJ,redZone,4,1,31,56
2023,00-0037740,NYJ,insideTen,9,0,14,44
2023,00-0038120,NYJ,chasingLate,8,0,19,65
2023,00-0034270,NYJ,fourthDown,6,0,47,26
2023,00-0037740,NYJ,chasingLate,8,0,73,65
2023,00-0036264,GB,earlyAndLong,14,0,98,522
2023,00-0038551,NO,earlyAndLong,37,0,214,533
2023,00-0027696,NO,insideTen,3,3,18,67
2023,00-0039144,GB,thirdAndMedium,8,0,50,50
2023,00-0037098,GB,thirdAndLong,3,0,0,90
2023,00-0037816,GB,earlyDown,11,0,84,146
2023,00-0038393,GB,thirdAndLong,12,1,111,90
2023,00-0038551,NO,earlyDown,6,0,34,141
2023,00-0036040,NO,thirdAndMedium,8,0,33,65
2023,00-0035973,GB,earlyDown,6,0,51,146
2023,00-0039146,GB,earlyDown,6,0,64,146
2023,00-0038465,GB,redZone,3,0,3,146
2023,00-0037816,GB,redZone,12,1,62,146
2023,00-0039146,GB,goalLine,4,0,2,32
2023,00-0036264,GB,goalLine,4,3,4,32
2023,00-0032765,NO,chasingLate,3,0,13,38
2023,00-0037239,NO,chasingLate,6,0,38,38
2023,00-0033357,NO,chasingLate,3,0,24,38
2023,00-0038117,NYG,thirdAndMedium,5,0,26,63
2023,00-0033308,NYG,earlyDown,10,0,22,112
2023,00-0038117,NYG,thirdAndLong,13,0,77,120
2023,00-0038647,SF,earlyAndLong,5,0,22,598
2023,00-0036567,SF,redZone,5,0,11,113
2023,00-0031610,NYG,earlyDown,4,0,26,112
2023,00-0037834,SF,earlyDown,3,0,13,143
2023,00-0038117,NYG,earlyAndLong,47,1,360,520
2023,00-0029892,SF,earlyDown,8,1,75,143
2023,00-0036567,SF,aheadLate,5,0,13,22
2023,00-0036567,SF,thirdAndMedium,3,0,4,45
2023,00-0028118,NYG,chasingLate,3,0,36,43
2023,00-0037525,SF,aheadLate,7,0,22,22
2023,00-0033921,TB,thirdAndMedium,18,0,171,77
2023,00-0034351,PHI,redZone,8,1,32,84
2023,00-0034351,PHI,earlyDown,9,0,39,146
2023,00-0031408,TB,redZone,9,2,54,76
2023,00-0034351,PHI,thirdAndMedium,6,0,66,69
2023,00-0035208,PHI,thirdAndLong,5,2,79,93
2023,00-0036389,PHI,earlyDown,9,0,50,146
2023,00-0036389,PHI,thirdAndShort,15,0,37,35
2023,00-0035676,PHI,redZone,11,2,69,84
2023,00-0035676,PHI,goalLine,3,1,3,32
2023,00-0036741,PHI,earlyAndLong,4,0,13,585
2023,00-0037487,TB,redZone,7,0,26,76
2023,00-0031408,TB,goalLine,8,4,6,28
2023,00-0037256,TB,goalLine,6,5,6,28
2023,00-0033921,TB,goalLine,4,1,5,28
2023,00-0036389,PHI,redZone,15,1,60,84
2023,00-0037837,PIT,thirdAndMedium,5,0,15,67
2023,00-0032104,LV,thirdAndLong,11,0,86,69
2023,00-0038102,PIT,thirdAndLong,3,0,20,106
2023,00-0034960,LV,earlyDown,12,0,94,127
2023,00-0034983,LV,thirdAndLong,6,0,72,69
2023,00-0034960,LV,fourthDown,3,0,4,19
2023,00-0037228,PIT,thirdAndShort,5,0,25,38
2023,00-0034983,LV,earlyDown,7,0,50,127
2023,00-0035700,LV,redZone,20,0,56,76
2023,00-0031381,LV,goalLine,6,4,10,26
2023,00-0036894,PIT,thirdAndLong,9,0,81,106
2023,00-0035700,LV,thirdAndMedium,3,0,12,69
2023,00-0031381,LV,chasingLate,9,0,66,28
2023,00-0036980,CLE,thirdAndMedium,6,0,50,67
2023,00-0033923,CLE,earlyAndLong,80,0,246,624
2023,00-0033537,CLE,thirdAndMedium,3,0,10,67
2023,00-0037267,CLE,thirdAndMedium,7,0,8,67
2023,00-0033923,CLE,earlyDown,23,0,99,159
2023,00-0037267,CLE,redZone,10,1,23,86
2023,00-0037742,TEN,thirdAndLong,3,0,0,100
2023,00-0036233,CLE,thirdAndMedium,3,0,17,67
2023,00-0033923,CLE,thirdAndLong,6,0,15,127
2023,00-0038098,CLE,earlyDown,12,0,31,159
2023,00-0039032,TEN,chasingLate,6,0,51,40
2023,00-0033280,SF,goalLine,17,10,14,39
2023,00-0037525,SF,earlyAndLong,20,1,135,598
2023,00-0033949,ARI,fourthDown,4,0,34,29
2023,00-0034407,SF,earlyAndLong,10,0,73,598
2023,00-0033949,ARI,earlyDown,5,0,17,105
2023,00-0038559,ARI,redZone,3,1,30,68
2023,00-0037744,ARI,redZone,4,1,34,68
2023,00-0038559,ARI,insideTen,4,2,13,38
2023,00-0029892,SF,redZone,3,0,18,113
2023,00-0038559,ARI,thirdAndMedium,5,0,24,60
2023,00-0037525,SF,earlyDown,6,0,28,143
2023,00-0029892,SF,insideTen,3,0,15,60
2023,00-0035662,ARI,chasingLate,9,0,48,83
2023,00-0030061,ARI,chasingLate,3,0,18,83
2023,00-0038705,ARI,chasingLate,9,0,50,83
2023,00-0037238,ATL,earlyDown,8,0,37,133
2023,00-0033858,ATL,thirdAndMedium,5,0,39,64
2023,00-0034854,ATL,earlyAndLong,9,0,150,549
2023,00-0034775,JAX,redZone,4,0,14,79
2023,00-0036973,JAX,insideTen,8,2,14,46
2023,00-0038542,ATL,thirdAndShort,9,0,21,29
2023,00-0034854,ATL,thirdAndLong,6,0,43,99
2023,00-0036973,JAX,aheadLate,5,0,4,10
2023,00-0033885,CLE,thirdAndMedium,7,0,62,67
2023,00-0034753,BAL,thirdAndLong,5,0,54,85
2023,00-0038583,CLE,earlyAndLong,5,0,23,624
2023,00-0036331,BAL,thirdAndLong,3,0,8,85
2023,00-0034796,BAL,goalLine,5,1,0,31
2023,00-0034753,BAL,insideTen,5,3,19,70
2023,00-0034796,BAL,fourthDown,4,0,40,15
2023,00-0036232,CLE,fourthDown,4,0,4,29
2023,00-0033885,CLE,earlyDown,18,1,131,159
2023,00-0036233,CLE,thirdAndLong,4,0,16,127
2023,00-0034753,BAL,redZone,8,2,55,101
2023,00-0038098,CLE,chasingLate,5,0,62,42
2023,00-0038979,CLE,redZone,5,0,21,86
2023,00-0036442,CIN,earlyDown,4,0,16,127
2023,00-0038589,TEN,earlyAndLong,5,0,53,503
2023,00-0030564,TEN,insideTen,9,1,17,41
2023,00-0033009,CIN,earlyDown,8,0,56,127
2023,00-0036182,TEN,thirdAndLong,6,0,56,100
2023,00-0035341,CIN,thirdAndMedium,3,0,39,51
2023,00-0032764,TEN,aheadLate,4,0,5,5
2023,00-0038794,DEN,earlyDown,17,0,60,110
2023,00-0036309,CHI,thirdAndMedium,10,0,39,67
2023,00-0034279,CHI,earlyAndLong,6,0,62,536
2023,00-0036906,CHI,redZone,12,1,35,77
2023,00-0029263,DEN,thirdAndLong,9,0,68,83
2023,00-0034827,CHI,thirdAndShort,7,1,96,35
2023,00-0024243,CHI,earlyAndLong,3,0,12,536
2023,00-0029263,DEN,insideTen,3,0,4,58
2023,00-0035406,DEN,thirdAndLong,5,1,92,83
2023,00-0034827,CHI,chasingLate,5,0,20,29
2023,00-0039065,DET,thirdAndMedium,14,0,127,67
2023,00-0035685,DET,goalLine,18,10,11,47
2023,00-0037816,GB,thirdAndMedium,8,0,93,50
2023,00-0038124,GB,earlyAndLong,22,0,298,522
2023,00-0038124,GB,thirdAndLong,9,0,46,90
2023,00-0038996,GB,earlyAndLong,24,0,250,522
2023,00-0038996,GB,redZone,7,0,10,146
2023,00-0035685,DET,aheadLate,7,0,32,20
2023,00-0037816,GB,chasingLate,7,1,50,32
2023,00-0036963,DET,fourthDown,6,0,26,31
2023,00-0037197,KC,thirdAndShort,13,1,86,47
2023,00-0034270,NYJ,thirdAndShort,6,0,42,26
2023,00-0030506,KC,earlyDown,13,0,92,159
2023,00-0038496,NYJ,earlyAndLong,16,0,130,521
2023,00-0038496,NYJ,redZone,4,0,16,56
2023,00-0036924,NYJ,thirdAndMedium,5,0,29,71
2023,00-0037805,NYJ,earlyDown,3,0,31,113
2023,00-0038120,NYJ,redZone,18,0,72,56
2023,00-0033873,KC,thirdAndLong,10,0,102,110
2023,00-0031376,KC,redZone,4,1,22,112
2023,00-0033110,LA,insideTen,4,2,12,67
2023,00-0039075,LA,insideTen,7,1,15,67
2023,00-0033466,IND,earlyDown,4,0,5,128
2023,00-0036415,LA,fourthDown,3,0,27,18
2023,00-0037557,LA,earlyDown,11,0,60,143
2023,00-0036251,IND,goalLine,8,3,12,36
2023,00-0036876,IND,earlyDown,3,0,28,128
2023,00-0036876,IND,fourthDown,4,0,30,21
2023,00-0036984,IND,chasingLate,5,0,19,37
2023,00-0036355,LAC,redZone,5,1,31,67
2023,00-0038579,LV,goalLine,3,1,1,26
2023,00-0038544,LAC,insideTen,3,1,6,55
2023,00-0035329,LAC,redZone,3,1,25,67
2023,00-0036988,LAC,thirdAndMedium,5,0,34,66
2023,00-0034983,LV,redZone,5,0,23,76
2023,00-0038579,LV,earlyDown,4,0,10,127
2023,00-0036196,BUF,redZone,7,2,51,103
2023,00-0039040,MIA,goalLine,3,3,6,41
2023,00-0038933,BUF,thirdAndMedium,10,0,77,57
2023,00-0034418,MIA,earlyDown,4,1,34,142
2023,00-0037261,BUF,thirdAndLong,6,0,63,89
2023,00-0039040,MIA,thirdAndLong,6,0,38,93
2023,00-0036212,MIA,thirdAndMedium,4,0,15,59
2023,00-0032688,MIA,earlyAndLong,4,0,58,536
2023,00-0036613,MIA,insideTen,4,1,4,67
2023,00-0034487,BUF,thirdAndLong,4,0,0,89
2023,00-0034798,MIA,thirdAndLong,5,0,45,93
2023,00-0034418,MIA,fourthDown,4,0,34,22
2023,00-0036555,CAR,insideTen,12,3,39,36
2023,00-0036414,MIN,redZone,4,0,10,71
2023,00-0036322,MIN,insideTen,6,1,-8,53
2023,00-0034830,CAR,earlyDown,3,0,0,133
2023,00-0036555,CAR,thirdAndMedium,8,0,23,63
2023,00-0039150,CAR,thirdAndMedium,7,0,36,63
2023,00-0036358,DAL,redZone,17,6,144,131
2023,00-0038041,DAL,thirdAndMedium,8,0,91,73
2023,00-0033090,NE,thirdAndMedium,7,0,59,68
2023,00-0033857,NE,fourthDown,3,0,11,21
2023,00-0034764,DAL,thirdAndMedium,7,0,92,73
2023,00-0037666,DAL,thirdAndMedium,3,0,12,73
2023,00-0039163,HOU,insideTen,3,1,12,52
2023,00-0036554,HOU,goalLine,3,2,5,38
2023,00-0036894,PIT,earlyDown,3,0,11,154
2023,00-0039163,HOU,thirdAndShort,5,0,7,33
2023,00-0037228,PIT,redZone,16,3,81,69
2023,00-0036893,PIT,thirdAndMedium,3,0,33,67
2023,00-0037247,PIT,insideTen,3,0,2,43
2023,00-0036893,PIT,insideTen,21,6,74,43
2023,00-0031428,PIT,insideTen,3,0,-1,43
2023,00-0038558,PIT,earlyAndLong,5,0,34,514
2023,00-0034383,HOU,insideTen,3,2,15,52
2023,00-0038117,NYG,earlyDown,6,0,50,112
2023,00-0035640,SEA,thirdAndLong,10,1,145,81
2023,00-0033308,NYG,thirdAndMedium,5,0,52,63
2023,00-0036165,NYG,earlyDown,5,0,57,112
2023,00-0035704,SEA,earlyAndLong,3,0,15,482
2023,00-0035644,SEA,thirdAndLong,6,0,97,81
2023,00-0032211,SEA,thirdAndMedium,13,0,58,56
2023,00-0033308,NYG,redZone,7,0,7,73
2023,00-0038117,NYG,fourthDown,3,0,14,32
2023,00-0039165,SEA,thirdAndMedium,3,0,7,56
2023,00-0033906,NO,earlyAndLong,139,0,566,533
2023,00-0033906,NO,earlyDown,43,0,200,141
2023,00-0033906,NO,redZone,23,2,115,84
2023,00-0033357,NO,thirdAndLong,4,0,25,98
2023,00-0036727,NO,thirdAndLong,3,0,14,98
2023,00-0033906,NO,thirdAndLong,12,0,67,98
2023,00-0037545,NO,earlyDown,11,1,133,141
2023,00-0036450,TB,earlyAndLong,18,0,46,572
2023,00-0038129,TB,insideTen,3,1,4,39
2023,00-0036450,TB,earlyDown,5,0,2,150
2023,00-0033906,NO,thirdAndMedium,12,0,58,65
2023,00-0033906,NO,thirdAndShort,4,0,11,30
2023,00-0036364,NO,chasingLate,3,0,12,38
2023,00-0033282,WAS,earlyDown,4,0,31,127
2023,00-0037741,WAS,insideTen,5,2,18,35
2023,00-0037077,WAS,redZone,4,1,21,69
2023,00-0033282,WAS,goalLine,4,3,7,33
2023,00-0035659,WAS,thirdAndMedium,10,0,39,53
2023,00-0031260,WAS,earlyDown,8,0,68,127
2023,00-0036275,PHI,thirdAndShort,6,0,6,35
2023,00-0036626,WAS,thirdAndMedium,3,0,41,53
2023,00-0037741,WAS,redZone,5,0,14,69
2023,00-0036919,PHI,goalLine,3,1,1,32
2023,00-0031260,WAS,thirdAndShort,3,0,22,37
2023,00-0036626,WAS,earlyDown,4,0,26,127
2023,00-0037077,WAS,thirdAndMedium,4,0,38,53
2023,00-0033282,WAS,thirdAndMedium,5,0,31,53
2023,00-0034297,WAS,earlyDown,3,0,16,127
2023,00-0035208,PHI,earlyAndLong,8,0,30,585
2023,00-0034297,WAS,thirdAndLong,7,0,96,98
2023,00-0033282,WAS,insideTen,4,1,7,35
2023,00-0031235,BAL,redZone,4,0,15,101
2023,00-0036550,BAL,insideTen,3,1,10,70
2023,00-0037304,PIT,thirdAndLong,6,0,51,106
2023,00-0034184,BAL,insideTen,15,2,44,70
2023,00-0037304,PIT,chasingLate,3,0,13,41
2023,00-0037240,DET,earlyAndLong,28,1,275,617
2023,00-0035685,DET,fourthDown,3,0,9,31
2023,00-0037240,DET,earlyDown,7,0,74,159
2023,00-0032464,DET,redZone,5,0,23,104
2023,00-0033943,DET,goalLine,3,1,1,47
2023,00-0034777,CAR,redZone,3,2,29,63
2023,00-0037240,DET,thirdAndLong,5,1,62,95
2023,00-0035567,DET,earlyDown,5,0,42,159
2023,00-0034365,CAR,earlyAndLong,4,0,43,530
2023,00-0030035,CAR,earlyDown,8,0,64,133
2023,00-0030035,CAR,chasingLate,4,0,47,51
2023,00-0034777,CAR,insideTen,3,2,15,36
2023,00-0030035,CAR,insideTen,6,1,23,36
2023,00-0037746,WAS,thirdAndShort,8,0,27,37
2023,00-0033757,CHI,earlyDown,3,0,7,134
2023,00-0031260,WAS,goalLine,3,1,4,33
2023,00-0037077,WAS,goalLine,3,2,4,33
2023,00-0031941,WAS,earlyAndLong,6,0,45,530
2023,00-0035341,CIN,earlyAndLong,13,0,119,511
2023,00-0035341,CIN,earlyDown,4,0,56,127
2023,00-0036900,CIN,goalLine,5,3,7,32
2023,00-0035341,CIN,insideTen,4,0,0,56
2023,00-0032141,ARI,earlyAndLong,6,0,61,512
2023,00-0038619,CIN,thirdAndLong,3,0,31,97
2023,00-0033897,CIN,goalLine,16,6,11,32
2023,00-0038705,ARI,earlyDown,11,0,36,105
2023,00-0036900,CIN,thirdAndShort,4,1,115,34
2023,00-0035341,CIN,thirdAndLong,5,1,79,97
2023,00-0038619,CIN,earlyAndLong,8,0,29,511
2023,00-0033009,CIN,redZone,5,0,8,80
2023,00-0036936,ARI,chasingLate,6,0,29,83
2023,00-0035662,ARI,fourthDown,5,0,9,29
2023,00-0033897,CIN,aheadLate,5,0,3,8
2023,00-0038547,DAL,earlyAndLong,7,0,46,561
2023,00-0029892,SF,thirdAndShort,3,0,9,43
2023,00-0031236,DAL,earlyDown,12,1,116,146
2023,00-0036261,SF,earlyDown,8,1,91,143
2023,00-0037525,SF,redZone,3,0,6,113
2023,00-0036261,SF,thirdAndShort,4,0,40,43
2023,00-0033288,SF,insideTen,3,1,15,60
2023,00-0036259,SF,thirdAndShort,3,0,33,43
2023,00-0037827,SF,earlyAndLong,3,0,21,598
2023,00-0039146,GB,thirdAndMedium,6,0,29,50
2023,00-0038124,GB,redZone,7,3,42,146
2023,00-0038809,GB,earlyAndLong,3,0,12,522
2023,00-0034960,LV,redZone,9,3,77,76
2023,00-0034983,LV,earlyAndLong,8,0,38,489
2023,00-0038563,LV,thirdAndMedium,4,0,48,69
2023,00-0038124,GB,earlyDown,4,0,17,146
2023,00-0039144,GB,chasingLate,3,0,15,32
2023,00-0035298,ATL,earlyAndLong,7,0,66,549
2023,00-0036970,ATL,thirdAndMedium,11,0,76,64
2023,00-0030578,ATL,earlyAndLong,35,0,137,549
2023,00-0038542,ATL,insideTen,14,3,44,47
2023,00-0037238,ATL,chasingLate,9,0,107,45
2023,00-0036970,ATL,chasingLate,5,0,28,45
2023,00-0038555,JAX,redZone,5,0,8,79
2023,00-0036973,JAX,goalLine,10,4,10,28
2023,00-0033881,JAX,thirdAndLong,12,0,92,80
2023,00-0038555,JAX,thirdAndLong,3,0,19,80
2023,00-0035689,BUF,thirdAndLong,3,0,0,89
2023,00-0034837,JAX,thirdAndLong,12,0,94,80
2023,00-0036497,JAX,earlyDown,3,0,15,146
2023,00-0037261,BUF,earlyAndLong,24,0,258,610
2023,00-0034857,BUF,goalLine,12,9,17,39
2023,00-0038090,KC,earlyDown,3,0,16,159
2023,00-0036913,KC,earlyDown,5,0,30,159
2023,00-0038994,MIN,fourthDown,3,0,11,22
2023,00-0034386,KC,thirdAndMedium,10,0,81,59
2023,00-0034646,MIN,earlyAndLong,12,0,126,535
2023,00-0034646,MIN,insideTen,3,1,7,53
2023,00-0039067,KC,insideTen,10,4,32,76
2023,00-0038994,MIN,redZone,9,2,61,71
2023,00-0034646,MIN,thirdAndLong,10,0,53,98
2023,00-0033246,MIN,earlyAndLong,12,0,120,535
2023,00-0034646,MIN,thirdAndShort,3,0,6,32
2023,00-0032200,NE,earlyDown,3,0,17,139
2023,00-0033906,NO,insideTen,15,1,49,67
2023,00-0033906,NO,goalLine,11,3,11,25
2023,00-0034981,NO,insideTen,3,1,7,67
2023,00-0036875,NE,fourthDown,3,0,4,21
2023,00-0036875,NE,chasingLate,11,0,88,51
2023,00-0034418,MIA,earlyAndLong,21,0,134,536
2023,00-0038396,NYG,earlyAndLong,14,0,46,520
2023,00-0038396,NYG,earlyDown,3,0,7,112
2023,00-0035535,NYG,thirdAndMedium,5,0,76,63
2023,00-0036613,MIA,thirdAndMedium,9,0,87,59
2023,00-0035535,NYG,earlyDown,9,1,142,112
2023,00-0036613,MIA,thirdAndShort,3,1,50,28
2023,00-0035535,NYG,chasingLate,3,0,35,43
2023,00-0036165,NYG,chasingLate,3,0,4,43
2023,00-0028118,NYG,redZone,3,0,15,73
2023,00-0031687,MIA,aheadLate,3,1,38,8
2023,00-0038120,NYJ,insideTen,11,2,21,44
2023,00-0029263,DEN,thirdAndMedium,4,0,39,52
2023,00-0036924,NYJ,earlyAndLong,18,0,75,521
2023,00-0032134,NYJ,earlyDown,3,0,7,113
2023,00-0034270,NYJ,insideTen,7,0,18,44
2023,00-0037805,NYJ,earlyAndLong,14,0,99,521
2023,00-0033526,DEN,chasingLate,12,0,103,46
2023,00-0036422,DEN,chasingLate,3,0,18,46
2023,00-0036407,DEN,chasingLate,4,0,16,46
2023,00-0034351,PHI,insideTen,4,3,20,58
2023,00-0033908,LA,thirdAndMedium,8,0,77,63
2023,00-0033908,LA,earlyAndLong,41,1,336,560
2023,00-0033908,LA,thirdAndLong,9,0,106,91
2023,00-0033908,LA,fourthDown,4,0,18,18
2023,00-0033908,LA,redZone,14,1,69,83
2023,00-0036271,PHI,thirdAndLong,3,0,18,93
2023,00-0033908,LA,earlyDown,14,0,96,143
2023,00-0036271,PHI,redZone,3,1,20,84
2023,00-0033908,LA,chasingLate,4,0,48,29
2023,00-0036275,PHI,aheadLate,4,0,28,4
2023,00-0037809,TEN,thirdAndShort,5,0,25,32
2023,00-0036223,IND,earlyAndLong,98,1,503,529
2023,00-0037273,TEN,thirdAndLong,8,0,32,100
2023,00-0036223,IND,earlyDown,27,0,113,128
2023,00-0036223,IND,redZone,21,0,83,97
2023,00-0037809,TEN,redZone,3,1,19,56
2023,00-0039032,TEN,insideTen,5,0,12,41
2023,00-0037809,TEN,chasingLate,10,0,80,40
2023,00-0033949,ARI,thirdAndLong,5,0,57,109
2023,00-0030874,ARI,earlyAndLong,9,0,46,512
2023,00-0030874,ARI,earlyDown,3,0,5,105
2023,00-0039136,LA,earlyAndLong,4,0,4,560
2023,00-0033251,ARI,chasingLate,3,0,0,83
2023,00-0035500,ARI,chasingLate,8,0,88,83
2023,00-0037744,ARI,thirdAndMedium,8,0,95,60
2023,00-0031549,BAL,thirdAndMedium,4,1,74,63
2023,00-0037273,TEN,thirdAndMedium,4,0,15,55
2023,00-0037429,CAR,earlyDown,3,0,8,133
2023,00-0037429,CAR,earlyAndLong,12,0,69,530
2023,00-0036613,MIA,redZone,3,0,30,70
2023,00-0034777,CAR,thirdAndMedium,4,0,43,63
2023,00-0036555,CAR,thirdAndShort,15,0,36,41
