season,player,team,situation,touches,scores,yards,teamPlays
2023,00-0037256,TB,thirdAndMedium,7,0,35,77
2023,00-0037276,MIN,earlyAndLong,79,0,383,535
2023,00-0038994,MIN,thirdAndLong,16,3,234,98
2023,00-0038951,TB,earlyAndLong,13,0,32,572
2023,00-0034855,TB,thirdAndMedium,8,0,40,77
2023,00-0036345,MIN,earlyAndLong,34,0,233,535
2023,00-0036322,MIN,thirdAndShort,5,0,26,32
2023,00-0036345,MIN,insideTen,6,2,20,53
2023,00-0034972,MIN,insideTen,9,2,18,53
2023,00-0038994,MIN,insideTen,7,2,19,53
2023,00-0039052,TB,earlyDown,10,1,88,150
2023,00-0036345,MIN,thirdAndLong,9,0,98,98
2023,00-0031408,TB,earlyAndLong,75,5,897,572
2023,00-0037487,TB,earlyAndLong,20,0,103,572
2023,00-0035229,MIN,thirdAndMedium,13,0,86,59
2023,00-0038994,MIN,earlyAndLong,45,1,302,535
2023,00-0036345,MIN,redZone,5,0,14,71
2023,00-0034681,TB,earlyAndLong,43,0,176,572
2023,00-0034681,TB,earlyDown,21,0,101,150
2023,00-0038129,TB,redZone,9,2,51,76
2023,00-0037256,TB,insideTen,16,1,33,39
2023,00-0033921,TB,insideTen,8,0,7,39
2023,00-0035249,MIN,earlyAndLong,15,0,125,535
2023,00-0035229,MIN,redZone,7,1,44,71
2023,00-0034972,MIN,redZone,17,0,37,71
2023,00-0034972,MIN,goalLine,9,1,-8,24
2023,00-0038951,TB,earlyDown,4,0,0,150
2023,00-0034855,TB,thirdAndLong,8,0,68,110
2023,00-0037256,TB,thirdAndShort,15,0,108,32
2023,00-0034855,TB,earlyAndLong,13,0,60,572
2023,00-0031408,TB,earlyDown,11,0,33,150
2023,00-0039052,TB,thirdAndMedium,12,0,52,77
2023,00-0038821,TB,earlyAndLong,8,0,60,572
2023,00-0033921,TB,thirdAndLong,24,1,254,110
2023,00-0037809,TEN,earlyAndLong,32,0,240,503
2023,00-0029701,TEN,earlyAndLong,9,0,29,503
2023,00-0039032,TEN,thirdAndLong,23,0,161,100
2023,00-0032765,NO,earlyAndLong,29,0,218,533
2023,00-0033948,NO,earlyAndLong,71,0,213,533
2023,00-0033948,NO,earlyDown,23,0,78,141
2023,00-0032765,NO,thirdAndMedium,5,0,57,65
2023,00-0037545,NO,earlyAndLong,41,2,420,533
2023,00-0033948,NO,redZone,8,0,32,84
2023,00-0032765,NO,insideTen,5,0,0,67
2023,00-0032764,TEN,earlyAndLong,201,2,1008,503
2023,00-0032764,TEN,earlyDown,59,0,211,114
2023,00-0030564,TEN,earlyAndLong,72,3,690,503
2023,00-0039032,TEN,redZone,10,1,34,56
2023,00-0032764,TEN,redZone,14,2,76,56
2023,00-0036182,TEN,redZone,4,1,16,56
2023,00-0036040,NO,earlyAndLong,21,1,170,533
2023,00-0037239,NO,thirdAndLong,24,0,244,98
2023,00-0036182,TEN,earlyAndLong,24,1,209,503
2023,00-0037239,NO,earlyAndLong,55,1,590,533
2023,00-0036040,NO,thirdAndLong,9,0,57,98
2023,00-0031280,NO,earlyAndLong,4,0,16,533
2023,00-0037239,NO,earlyDown,18,0,64,141
2023,00-0037545,NO,redZone,5,1,34,84
2023,00-0033357,NO,redZone,12,1,87,84
2023,00-0032765,NO,redZone,4,1,21,84
2023,00-0030564,TEN,thirdAndMedium,13,0,57,55
2023,00-0037742,TEN,earlyAndLong,20,0,204,503
2023,00-0030564,TEN,redZone,9,1,41,56
2023,00-0039032,TEN,earlyAndLong,82,0,368,503
2023,00-0032398,TEN,earlyAndLong,17,0,300,503
2023,00-0037239,NO,thirdAndMedium,17,0,86,65
2023,00-0033357,NO,earlyAndLong,69,1,451,533
2023,00-0035860,NO,earlyDown,3,0,12,141
2023,00-0033948,NO,thirdAndShort,8,0,17,30
2023,00-0037742,TEN,earlyDown,4,0,13,114
2023,00-0030564,TEN,thirdAndLong,14,0,125,100
2023,00-0030564,TEN,earlyDown,13,0,77,114
2023,00-0039032,TEN,earlyDown,15,0,20,114
2023,00-0037545,NO,thirdAndMedium,9,0,59,65
2023,00-0037838,BAL,earlyAndLong,24,2,276,595
2023,00-0034975,BAL,earlyDown,17,0,90,155
2023,00-0031235,BAL,earlyDown,10,0,21,155
2023,00-0034753,BAL,earlyAndLong,32,0,360,595
2023,00-0031235,BAL,insideTen,7,1,15,70
2023,00-0031235,BAL,earlyAndLong,34,1,368,595
2023,00-0036550,BAL,earlyDown,9,0,90,155
2023,00-0031549,BAL,earlyAndLong,24,0,255,595
2023,00-0036331,BAL,earlyAndLong,6,0,13,595
2023,00-0035291,CIN,thirdAndLong,6,0,28,97
2023,00-0034753,BAL,thirdAndMedium,3,0,13,63
2023,00-0034975,BAL,thirdAndShort,9,0,34,41
2023,00-0038597,CIN,earlyAndLong,36,1,256,511
2023,00-0036410,CIN,thirdAndShort,4,0,36,34
2023,00-0033897,CIN,redZone,29,1,136,80
2023,00-0036900,CIN,insideTen,5,0,6,56
2023,00-0031549,BAL,earlyDown,5,0,10,155
2023,00-0034753,BAL,earlyDown,6,0,33,155
2023,00-0034796,BAL,thirdAndLong,7,0,78,85
2023,00-0036442,CIN,earlyAndLong,8,0,66,511
2023,00-0036410,CIN,redZone,8,1,58,80
2023,00-0033009,CIN,thirdAndMedium,13,0,57,51
2023,00-0036900,CIN,redZone,11,1,55,80
2023,00-0033897,CIN,insideTen,29,5,86,56
2023,00-0034184,BAL,thirdAndMedium,3,0,18,63
2023,00-0034184,BAL,thirdAndShort,13,0,44,41
2023,00-0034796,BAL,redZone,21,1,107,101
2023,00-0031549,BAL,redZone,5,2,37,101
2023,00-0034975,BAL,thirdAndLong,8,0,86,85
2023,00-0034970,CIN,insideTen,3,1,15,56
2023,00-0036410,CIN,insideTen,3,1,4,56
2023,00-0034796,BAL,thirdAndMedium,9,0,42,63
2023,00-0031408,TB,thirdAndLong,23,1,223,110
2023,00-0034681,TB,redZone,4,0,-4,76
2023,00-0033921,TB,redZone,7,1,42,76
2023,00-0033757,CHI,earlyAndLong,8,0,58,536
2023,00-0034827,CHI,thirdAndMedium,13,0,132,67
2023,00-0036906,CHI,insideTen,5,0,14,48
2023,00-0036945,CHI,goalLine,5,2,1,27
2023,00-0038129,TB,earlyAndLong,41,0,331,572
2023,00-0034855,TB,redZone,3,0,9,76
2023,00-0037745,CHI,earlyAndLong,11,0,50,536
2023,00-0034827,CHI,thirdAndLong,27,0,256,104
2023,00-0038129,TB,thirdAndLong,9,0,55,110
2023,00-0036290,CHI,thirdAndMedium,7,0,42,67
2023,00-0036326,CHI,earlyDown,3,0,3,134
2023,00-0036906,CHI,thirdAndShort,3,0,9,35
2023,00-0038129,TB,thirdAndMedium,3,0,16,77
2023,00-0037256,TB,fourthDown,5,0,12,18
2023,00-0036290,CHI,thirdAndLong,11,0,58,104
2023,00-0036232,CLE,earlyAndLong,12,0,103,624
2023,00-0036980,CLE,earlyDown,8,0,49,159
2023,00-0031544,CLE,thirdAndShort,4,0,49,34
2023,00-0037257,CLE,earlyDown,4,0,25,159
2023,00-0033537,CLE,earlyDown,4,0,21,159
2023,00-0037247,PIT,thirdAndMedium,11,0,135,67
2023,00-0037228,PIT,thirdAndLong,23,0,130,106
2023,00-0031544,CLE,thirdAndMedium,13,0,139,67
2023,00-0037267,CLE,goalLine,5,3,9,31
2023,00-0037228,PIT,thirdAndMedium,10,0,73,67
2023,00-0036893,PIT,goalLine,7,2,2,22
2023,00-0036894,PIT,earlyAndLong,24,0,191,514
2023,00-0037247,PIT,thirdAndLong,19,0,197,106
2023,00-0038098,CLE,goalLine,3,1,1,31
2023,00-0035703,PIT,earlyAndLong,4,0,17,514
2023,00-0037257,CLE,thirdAndMedium,3,0,11,67
2023,00-0030068,CLE,earlyAndLong,7,0,52,624
2023,00-0034364,CLE,earlyAndLong,16,0,99,624
2023,00-0037267,CLE,thirdAndShort,8,1,95,34
2023,00-0033885,CLE,thirdAndLong,25,0,224,127
2023,00-0038098,CLE,earlyAndLong,44,0,236,624
2023,00-0038102,PIT,thirdAndShort,7,0,3,38
2023,00-0037257,CLE,chasingLate,3,1,32,42
2023,00-0031544,CLE,chasingLate,7,1,95,42
2023,00-0036980,CLE,chasingLate,7,0,14,42
2023,00-0036233,CLE,fourthDown,3,0,37,29
2023,00-0039144,GB,earlyDown,5,0,37,146
2023,00-0033858,ATL,earlyAndLong,32,1,303,549
2023,00-0038797,GB,earlyDown,8,0,27,146
2023,00-0033858,ATL,thirdAndLong,6,0,59,99
2023,00-0038122,ATL,thirdAndMedium,5,0,25,64
2023,00-0038122,ATL,redZone,3,0,26,77
2023,00-0038542,ATL,goalLine,4,1,3,24
2023,00-0033858,ATL,goalLine,3,1,2,24
2023,00-0036265,GB,redZone,19,0,53,146
2023,00-0039144,GB,redZone,6,1,39,146
2023,00-0039146,GB,insideTen,6,4,33,56
2023,00-0037238,ATL,thirdAndLong,14,0,163,99
2023,00-0038393,GB,earlyDown,11,0,100,146
2023,00-0038797,GB,earlyAndLong,14,0,68,522
2023,00-0038797,GB,redZone,5,0,16,146
2023,00-0035973,GB,redZone,10,0,12,146
2023,00-0038542,ATL,fourthDown,4,0,19,14
2023,00-0033858,ATL,redZone,4,1,37,77
2023,00-0037238,ATL,goalLine,4,1,7,24
2023,00-0036970,ATL,thirdAndLong,18,0,139,99
2023,00-0036332,GB,earlyAndLong,5,0,42,522
2023,00-0033858,ATL,earlyDown,12,0,89,133
2023,00-0037263,ATL,earlyDown,38,0,166,133
2023,00-0037263,ATL,redZone,28,0,89,77
2023,00-0039146,GB,redZone,12,2,72,146
2023,00-0037238,ATL,insideTen,6,0,8,47
2023,00-0038122,ATL,insideTen,5,4,29,47
2023,00-0036265,GB,thirdAndShort,12,0,28,47
2023,00-0037263,ATL,chasingLate,7,0,21,45
2023,00-0039146,GB,chasingLate,4,0,80,32
2023,00-0033466,IND,earlyAndLong,9,0,42,529
2023,00-0036876,IND,thirdAndMedium,4,0,42,61
2023,00-0036251,IND,earlyAndLong,115,0,493,529
2023,00-0038997,IND,thirdAndMedium,14,0,142,61
2023,00-0036554,HOU,thirdAndMedium,8,0,179,58
2023,00-0030431,HOU,redZone,7,0,17,79
2023,00-0030431,HOU,insideTen,3,1,6,52
2023,00-0036554,HOU,insideTen,6,2,14,52
2023,00-0036251,IND,thirdAndLong,3,0,10,88
2023,00-0036251,IND,earlyDown,34,0,174,128
2023,00-0038394,IND,earlyAndLong,13,0,126,529
2023,00-0036251,IND,redZone,24,3,106,97
2023,00-0036252,IND,thirdAndMedium,6,0,74,61
2023,00-0038394,IND,thirdAndMedium,4,0,28,61
2023,00-0036876,IND,insideTen,3,1,4,46
2023,00-0039163,HOU,earlyAndLong,10,0,62,596
2023,00-0033854,HOU,earlyAndLong,3,0,6,596
2023,00-0034383,HOU,earlyDown,9,0,97,127
2023,00-0037258,HOU,earlyDown,13,0,49,127
2023,00-0037258,HOU,goalLine,8,2,-1,38
2023,00-0034959,HOU,goalLine,6,3,3,38
2023,00-0030431,HOU,earlyDown,3,0,36,127
2023,00-0036556,HOU,earlyAndLong,14,1,245,596
2023,00-0036251,IND,thirdAndMedium,6,0,42,61
2023,00-0034383,HOU,chasingLate,4,0,42,41
2023,00-0035289,IND,thirdAndMedium,6,0,24,61
2023,00-0036556,HOU,thirdAndMedium,3,0,26,58
2023,00-0030506,KC,earlyAndLong,89,1,849,658
2023,00-0034272,KC,earlyAndLong,24,1,188,658
2023,00-0031376,KC,thirdAndLong,13,0,75,110
2023,00-0035628,JAX,earlyAndLong,29,0,121,564
2023,00-0034775,JAX,thirdAndShort,4,0,25,44
2023,00-0031376,KC,earlyDown,6,0,35,159
2023,00-0034775,JAX,earlyDown,14,0,72,146
2023,00-0033572,JAX,thirdAndMedium,3,0,8,65
2023,00-0036971,JAX,thirdAndLong,5,0,19,80
2023,00-0037197,KC,redZone,38,1,165,112
2023,00-0030506,KC,redZone,13,1,73,112
2023,00-0030506,KC,insideTen,10,3,26,76
2023,00-0034775,JAX,thirdAndLong,7,0,93,80
2023,00-0036913,KC,thirdAndLong,3,0,12,110
2023,00-0036971,JAX,goalLine,4,2,-1,28
2023,00-0033891,JAX,insideTen,4,1,12,46
2023,00-0034286,KC,earlyDown,4,0,45,159
2023,00-0039067,KC,earlyDown,12,0,112,159
2023,00-0033881,JAX,thirdAndMedium,11,0,58,65
2023,00-0037197,KC,aheadLate,4,0,9,14
2023,00-0037809,TEN,earlyDown,5,0,64,114
2023,00-0039032,TEN,thirdAndShort,10,0,73,32
2023,00-0039032,TEN,thirdAndMedium,14,1,99,55
2023,00-0033536,LAC,earlyDown,4,0,4,144
2023,00-0036988,LAC,thirdAndLong,11,0,88,91
2023,00-0033895,LAC,redZone,4,0,13,67
2023,00-0036988,LAC,insideTen,3,0,3,55
2023,00-0032764,TEN,insideTen,15,2,29,41
2023,00-0032764,TEN,goalLine,10,6,7,20
2023,00-0038045,LAC,redZone,7,0,35,67
2023,00-0038544,LAC,redZone,4,0,10,67
2023,00-0037475,LAC,earlyAndLong,10,0,57,527
2023,00-0030279,LAC,redZone,3,1,15,67
2023,00-0037809,TEN,thirdAndLong,16,0,71,100
2023,00-0033895,LAC,thirdAndLong,5,0,22,91
2023,00-0030279,LAC,thirdAndLong,18,0,167,91
2023,00-0035329,LAC,chasingLate,3,0,7,45
2023,00-0030279,LAC,chasingLate,9,0,85,45
2023,00-0036988,LAC,redZone,4,0,12,67
2023,00-0032764,TEN,thirdAndShort,7,0,13,32
2023,00-0031381,LV,thirdAndShort,8,0,124,39
2023,00-0038563,LV,earlyAndLong,23,1,254,489
2023,00-0031381,LV,redZone,15,1,42,76
2023,00-0032104,LV,earlyAndLong,10,0,68,489
2023,00-0034857,BUF,insideTen,11,5,46,69
2023,00-0030513,BUF,insideTen,10,1,29,69
2023,00-0032104,LV,thirdAndMedium,10,0,27,69
2023,00-0035689,BUF,earlyDown,3,0,16,177
2023,00-0035689,BUF,thirdAndMedium,4,0,24,57
2023,00-0036196,BUF,earlyDown,9,0,107,177
2023,00-0031763,LV,thirdAndLong,3,0,3,69
2023,00-0037248,BUF,insideTen,19,2,48,69
2023,00-0030513,BUF,goalLine,10,3,6,39
2023,00-0038933,BUF,redZone,5,0,20,103
2023,00-0037261,BUF,redZone,4,3,51,103
2023,00-0039066,LV,earlyAndLong,15,0,140,489
2023,00-0031588,BUF,thirdAndShort,4,0,27,53
2023,00-0034857,BUF,redZone,15,3,86,103
2023,00-0030513,BUF,thirdAndShort,15,0,35,53
2023,00-0035689,BUF,redZone,4,0,10,103
2023,00-0037248,BUF,thirdAndLong,3,0,11,89
2023,00-0031381,LV,thirdAndMedium,12,0,35,69
2023,00-0036196,BUF,thirdAndMedium,6,0,50,57
2023,00-0038040,LV,earlyDown,25,0,136,127
2023,00-0034983,LV,chasingLate,4,0,58,28
2023,00-0038040,LV,chasingLate,3,0,32,28
2023,00-0038040,LV,redZone,10,0,31,76
2023,00-0031547,NE,earlyDown,7,0,27,139
2023,00-0034419,MIA,thirdAndMedium,10,0,82,59
2023,00-0031687,MIA,earlyDown,35,0,147,142
2023,00-0031547,NE,thirdAndMedium,8,0,57,68
2023,00-0034419,MIA,earlyDown,3,0,6,142
2023,00-0036020,MIA,earlyDown,7,0,11,142
2023,00-0036020,MIA,insideTen,3,1,11,67
2023,00-0036613,MIA,thirdAndLong,15,0,172,93
2023,00-0036972,NE,thirdAndShort,6,0,9,37
2023,00-0031547,NE,earlyAndLong,28,0,253,511
2023,00-0031547,NE,thirdAndLong,9,0,49,99
2023,00-0031687,MIA,thirdAndShort,7,0,25,28
2023,00-0033040,MIA,goalLine,7,2,1,41
2023,00-0036613,MIA,earlyDown,10,0,87,142
2023,00-0033040,MIA,thirdAndMedium,15,2,235,59
2023,00-0039040,MIA,earlyAndLong,86,2,645,536
2023,00-0033090,NE,earlyDown,6,0,38,139
2023,00-0034829,NE,thirdAndLong,10,0,68,99
2023,00-0036875,NE,goalLine,3,2,3,13
2023,00-0036212,MIA,thirdAndShort,3,0,8,28
2023,00-0033090,NE,chasingLate,3,0,8,51
2023,00-0034351,PHI,earlyAndLong,46,0,357,585
2023,00-0035676,PHI,insideTen,4,1,5,58
2023,00-0036275,PHI,insideTen,23,5,73,58
2023,00-0036389,PHI,insideTen,10,1,14,58
2023,00-0036275,PHI,earlyDown,53,0,228,146
2023,00-0036345,MIN,thirdAndMedium,8,0,26,59
2023,00-0035229,MIN,thirdAndLong,19,0,174,98
2023,00-0036322,MIN,redZone,4,0,21,71
2023,00-0035229,MIN,insideTen,5,2,12,53
2023,00-0036275,PHI,thirdAndMedium,5,0,35,69
2023,00-0034414,PHI,earlyDown,6,0,39,146
2023,00-0036275,PHI,redZone,15,0,75,84
2023,00-0036389,PHI,goalLine,17,13,18,32
2023,00-0035229,MIN,earlyDown,10,0,73,129
2023,00-0036912,PHI,thirdAndMedium,12,1,137,69
2023,00-0038994,MIN,earlyDown,9,0,122,129
2023,00-0036322,MIN,thirdAndMedium,6,0,58,59
2023,00-0034750,PHI,earlyDown,4,0,8,146
2023,00-0034750,PHI,earlyAndLong,8,0,30,585
2023,00-0036389,PHI,fourthDown,8,0,19,20
2023,00-0036345,MIN,earlyDown,4,0,74,129
2023,00-0035676,PHI,thirdAndMedium,12,0,130,69
2023,00-0036275,PHI,goalLine,5,1,-4,32
2023,00-0034972,MIN,chasingLate,4,0,18,34
2023,00-0035229,MIN,chasingLate,5,0,9,34
2023,00-0032765,NO,thirdAndShort,3,0,6,30
2023,00-0030035,CAR,thirdAndLong,19,0,106,117
2023,00-0034317,NO,earlyAndLong,3,0,10,533
2023,00-0035860,NO,earlyAndLong,17,0,53,533
2023,00-0033357,NO,earlyDown,10,0,66,141
2023,00-0034981,NO,earlyAndLong,12,0,97,533
2023,00-0033948,NO,insideTen,6,0,13,67
2023,00-0032765,NO,earlyDown,5,0,46,141
2023,00-0032765,NO,thirdAndLong,9,0,87,98
2023,00-0033357,NO,insideTen,14,0,18,67
2023,00-0037239,NO,insideTen,6,3,20,67
2023,00-0035860,NO,insideTen,4,0,6,67
2023,00-0034777,CAR,earlyAndLong,21,0,115,530
2023,00-0039062,CAR,thirdAndMedium,9,0,65,63
2023,00-0036040,NO,earlyDown,8,0,44,141
2023,00-0037545,NO,thirdAndShort,3,0,5,30
2023,00-0039062,CAR,earlyDown,11,0,58,133
2023,00-0037545,NO,thirdAndLong,7,1,97,98
2023,00-0039150,CAR,thirdAndLong,7,0,88,117
2023,00-0035860,NO,thirdAndShort,3,0,7,30
2023,00-0036040,NO,redZone,5,0,24,84
2023,00-0037239,NO,redZone,6,1,33,84
2023,00-0039062,CAR,chasingLate,4,0,37,51
2023,00-0039062,CAR,thirdAndShort,3,0,0,41
2023,00-0036555,CAR,fourthDown,6,0,31,41
2023,00-0030035,CAR,goalLine,4,2,6,19
2023,00-0035535,NYG,thirdAndShort,3,1,59,37
2023,00-0033553,ARI,earlyDown,24,0,114,105
2023,00-0038559,ARI,thirdAndLong,10,0,120,109
2023,00-0033553,ARI,insideTen,12,4,39,38
2023,00-0036936,ARI,thirdAndMedium,6,0,41,60
2023,00-0033949,ARI,thirdAndShort,10,0,28,26
2023,00-0038705,ARI,thirdAndLong,15,0,69,109
2023,00-0031610,NYG,thirdAndLong,13,0,125,120
2023,00-0031610,NYG,redZone,3,1,31,73
2023,00-0035662,ARI,goalLine,5,3,6,32
2023,00-0033949,ARI,goalLine,4,1,5,32
2023,00-0032385,NYG,redZone,4,0,4,73
2023,00-0034844,NYG,insideTen,13,4,34,35
2023,00-0034844,NYG,goalLine,7,4,9,12
2023,00-0036165,NYG,redZone,3,2,23,73
2023,00-0033308,NYG,thirdAndLong,7,0,34,120
2023,00-0035261,DAL,earlyDown,56,0,181,146
2023,00-0036139,DAL,earlyDown,16,0,109,146
2023,00-0037740,NYJ,earlyDown,16,0,78,113
2023,00-0037666,DAL,earlyAndLong,14,0,159,561
2023,00-0037666,DAL,earlyDown,5,0,69,146
2023,00-0033077,DAL,thirdAndShort,5,0,11,41
2023,00-0037666,DAL,thirdAndLong,5,0,7,72
2023,00-0034764,DAL,redZone,5,0,13,131
2023,00-0037801,DAL,thirdAndMedium,5,2,82,73
2023,00-0038622,DAL,redZone,4,0,11,131
2023,00-0036924,NYJ,earlyDown,8,0,71,113
2023,00-0037013,NYJ,earlyAndLong,12,0,90,521
2023,00-0037740,NYJ,redZone,8,0,35,56
2023,00-0036358,DAL,thirdAndLong,20,2,349,72
2023,00-0036139,DAL,goalLine,5,2,4,44
2023,00-0034270,NYJ,thirdAndLong,11,0,89,112
2023,00-0035261,DAL,thirdAndMedium,5,0,56,73
2023,00-0035140,NYJ,earlyAndLong,13,0,118,521
2023,00-0035261,DAL,thirdAndShort,9,0,45,41
2023,00-0034270,NYJ,chasingLate,7,0,36,65
2023,00-0034521,NYJ,chasingLate,7,0,39,65
2023,00-0033893,NYJ,thirdAndLong,4,0,24,112
2023,00-0036924,NYJ,chasingLate,7,0,25,65
2023,00-0036139,DAL,aheadLate,3,0,6,14
2023,00-0035640,SEA,redZone,14,1,51,82
2023,00-0038134,SEA,insideTen,10,1,12,49
2023,00-0038134,SEA,goalLine,9,5,6,20
2023,00-0039165,SEA,earlyAndLong,74,0,383,482
2023,00-0038543,SEA,thirdAndLong,17,1,165,81
2023,00-0039139,DET,thirdAndLong,14,0,101,95
2023,00-0039065,DET,fourthDown,4,0,10,31
2023,00-0035644,SEA,earlyAndLong,23,0,246,482
2023,00-0038543,SEA,thirdAndShort,4,0,16,34
2023,00-0038752,SEA,earlyAndLong,12,0,89,482
2023,00-0030565,SEA,thirdAndMedium,3,0,21,56
2023,00-0032211,SEA,earlyDown,9,0,61,126
2023,00-0036963,DET,redZone,19,3,122,104
2023,00-0039065,DET,insideTen,9,3,29,86
2023,00-0038543,SEA,insideTen,5,1,9,49
2023,00-0039139,DET,thirdAndShort,8,0,9,40
2023,00-0039165,SEA,insideTen,10,0,5,49
2023,00-0032211,SEA,goalLine,3,1,7,20
2023,00-0035567,DET,earlyAndLong,24,0,98,617
2023,00-0035567,DET,insideTen,5,1,8,86
2023,00-0033943,DET,insideTen,6,3,29,86
2023,00-0033943,DET,chasingLate,4,0,64,42
2023,00-0039139,DET,chasingLate,8,0,39,42
2023,00-0036963,DET,chasingLate,7,0,52,42
2023,00-0039139,DET,thirdAndMedium,8,0,40,67
2023,00-0032211,SEA,insideTen,4,2,11,49
2023,00-0033288,SF,earlyDown,8,1,126,143
2023,00-0039075,LA,earlyDown,22,1,237,143
2023,00-0037840,LA,thirdAndShort,12,0,64,34
2023,00-0037840,LA,earlyDown,37,0,192,143
2023,00-0036259,SF,thirdAndLong,12,0,78,94
2023,00-0037557,LA,earlyAndLong,28,0,126,560
2023,00-0037834,SF,redZone,5,0,29,113
2023,00-0035719,SF,redZone,22,4,143,113
2023,00-0033110,LA,earlyDown,12,0,90,143
2023,00-0039075,LA,thirdAndShort,5,1,96,34
2023,00-0039075,LA,fourthDown,3,0,22,18
2023,00-0033280,SF,insideTen,30,8,93,60
2023,00-0035719,SF,insideTen,3,0,12,60
2023,00-0033110,LA,chasingLate,3,0,15,29
2023,00-0039075,LA,chasingLate,8,0,67,29
2023,00-0037840,LA,fourthDown,3,0,13,18
2023,00-0033280,SF,aheadLate,7,0,18,22
2023,00-0033280,SF,thirdAndLong,16,0,80,94
2023,00-0036415,LA,chasingLate,4,0,15,29
2023,00-0037741,WAS,thirdAndLong,7,0,71,98
2023,00-0036628,WAS,earlyAndLong,15,0,78,530
2023,00-0036407,DEN,earlyAndLong,45,1,492,483
2023,00-0029263,DEN,thirdAndShort,13,0,35,37
2023,00-0038794,DEN,insideTen,5,1,15,58
2023,00-0036626,WAS,earlyAndLong,10,0,39,530
2023,00-0035659,WAS,earlyDown,12,1,85,127
2023,00-0038976,DEN,earlyAndLong,24,1,279,483
2023,00-0036328,WAS,earlyAndLong,65,0,333,530
2023,00-0035406,DEN,earlyAndLong,7,0,34,483
2023,00-0036407,DEN,thirdAndLong,13,0,158,83
2023,00-0029263,DEN,fourthDown,6,0,28,15
2023,00-0036997,DEN,redZone,26,0,73,87
2023,00-0037382,DEN,redZone,3,1,30,87
2023,00-0035659,WAS,thirdAndLong,12,0,100,98
2023,00-0031260,WAS,insideTen,4,2,11,35
2023,00-0037746,WAS,goalLine,7,2,5,33
2023,00-0037077,WAS,thirdAndLong,6,0,83,98
2023,00-0034348,DEN,thirdAndLong,9,0,89,83
2023,00-0034348,DEN,thirdAndShort,4,0,41,37
2023,00-0031595,DEN,earlyDown,6,0,11,110
2023,00-0034297,WAS,earlyAndLong,10,0,35,530
2023,00-0036997,DEN,chasingLate,7,0,23,46
2023,00-0033526,DEN,insideTen,5,0,16,58
2023,00-0029263,DEN,goalLine,4,3,6,29
2023,00-0034348,DEN,chasingLate,4,0,41,46
2023,00-0037382,DEN,chasingLate,4,1,59,46
2023,00-0036407,DEN,thirdAndMedium,9,0,30,52
2023,00-0037157,DET,earlyAndLong,3,0,18,617
2023,00-0032464,DET,thirdAndLong,6,0,50,95
2023,00-0039139,DET,redZone,25,4,145,104
2023,00-0036963,DET,thirdAndMedium,15,0,146,67
2023,00-0037238,ATL,thirdAndMedium,11,0,60,64
2023,00-0031585,ATL,earlyAndLong,3,0,24,549
2023,00-0037263,ATL,thirdAndShort,10,0,24,29
2023,00-0034854,ATL,thirdAndMedium,3,0,24,64
2023,00-0037238,ATL,redZone,8,1,48,77
2023,00-0035567,DET,aheadLate,5,0,14,20
2023,00-0039139,DET,aheadLate,4,0,-2,20
2023,00-0038542,ATL,chasingLate,6,0,37,45
2023,00-0033858,ATL,chasingLate,6,0,46,45
2023,00-0037248,BUF,redZone,23,1,86,103
2023,00-0036626,WAS,thirdAndLong,3,1,46,98
2023,00-0037077,WAS,earlyDown,3,0,45,127
2023,00-0037261,BUF,thirdAndMedium,5,0,76,57
2023,00-0034487,BUF,earlyAndLong,13,0,53,610
2023,00-0035657,BUF,thirdAndShort,4,0,11,53
2023,00-0036328,WAS,thirdAndShort,3,0,16,37
2023,00-0036328,WAS,thirdAndMedium,4,0,24,53
2023,00-0036196,BUF,thirdAndLong,9,0,50,89
2023,00-0030513,BUF,redZone,4,0,16,103
2023,00-0037741,WAS,thirdAndMedium,9,0,30,53
2023,00-0037248,BUF,goalLine,4,1,1,39
2023,00-0035659,WAS,chasingLate,9,0,71,55
2023,00-0036628,WAS,chasingLate,3,0,26,55
2023,00-0037741,WAS,chasingLate,3,0,23,55
2023,00-0033282,WAS,chasingLate,4,0,44,55
2023,00-0036425,SEA,thirdAndLong,5,0,13,81
2023,00-0034777,CAR,earlyDown,9,0,53,133
2023,00-0035243,CAR,thirdAndMedium,3,0,22,63
2023,00-0035243,CAR,thirdAndLong,4,0,6,117
2023,00-0038134,SEA,thirdAndShort,5,1,26,34
2023,00-0032211,SEA,thirdAndLong,12,0,102,81
2023,00-0038543,SEA,redZone,5,1,28,82
2023,00-0034777,CAR,thirdAndLong,12,1,126,117
2023,00-0035640,SEA,earlyDown,15,0,248,126
2023,00-0039165,SEA,thirdAndShort,9,0,45,34
2023,00-0038752,SEA,redZone,3,1,18,82
2023,00-0036244,SEA,redZone,4,0,8,82
2023,00-0037005,CAR,earlyAndLong,13,0,107,530
2023,00-0035243,CAR,goalLine,4,1,0,19
2023,00-0039165,SEA,goalLine,3,1,-5,20
2023,00-0034777,CAR,chasingLate,5,0,52,51
2023,00-0036955,CAR,chasingLate,3,0,18,51
2023,00-0030035,CAR,redZone,7,1,39,63
2023,00-0030506,KC,thirdAndLong,16,0,174,110
2023,00-0039067,KC,thirdAndMedium,10,1,74,59
2023,00-0033873,KC,redZone,6,0,42,112
2023,00-0037197,KC,goalLine,13,7,8,35
