season,kind,yardline,togo,down,call,length,made
2022,play,69,10,1,pass,0,0
2022,play,56,10,1,pass,0,0
2022,play,47,1,2,pass,0,0
2022,play,47,1,3,run,0,0
2022,play,44,10,1,pass,0,0
2022,play,44,10,2,pass,0,0
2022,play,38,4,3,pass,0,0
2022,play,9,5,1,pass,0,0
2022,play,4,4,1,pass,0,0
2022,play,82,10,1,pass,0,0
2022,play,73,1,2,run,0,0
2022,play,76,4,3,pass,0,0
2022,play,73,10,1,run,0,0
2022,play,67,4,2,pass,0,0
2022,play,67,4,3,pass,0,0
2022,play,2,0,0,pass,0,0
2022,play,75,10,1,run,0,0
2022,play,62,10,1,pass,0,0
2022,play,41,10,1,run,0,0
2022,play,38,7,2,pass,0,0
2022,play,48,17,3,pass,0,0
2022,play,89,10,1,run,0,0
2022,play,80,1,2,run,0,0
2022,play,69,10,1,run,0,0
2022,play,68,9,2,run,0,0
2022,play,61,2,3,pass,0,0
2022,play,98,10,1,run,0,0
2022,play,97,9,2,pass,0,0
2022,play,97,9,3,run,0,0
2022,play,50,10,1,pass,0,0
2022,play,50,10,2,pass,0,0
2022,play,57,17,3,pass,0,0
2022,play,35,10,1,run,0,0
2022,play,31,6,2,run,0,0
2022,play,20,10,1,pass,0,0
2022,play,65,10,1,pass,0,0
2022,play,58,3,2,run,0,0
2022,play,55,10,1,pass,0,0
2022,play,55,10,2,pass,0,0
2022,play,55,10,3,pass,0,0
2022,play,90,10,1,pass,0,0
2022,play,83,3,2,run,0,0
2022,play,83,3,3,pass,0,0
2022,play,51,10,1,pass,0,1
2022,play,47,10,1,run,0,0
2022,play,36,10,1,run,0,0
2022,play,30,4,2,pass,0,0
2022,play,27,1,3,pass,0,0
2022,kick,29,0,0,,47,1
2022,play,75,10,1,run,0,0
2022,play,73,8,2,run,0,0
2022,play,57,10,1,run,0,0
2022,play,13,10,1,run,0,0
2022,play,4,4,1,pass,0,0
2022,play,4,4,2,run,0,0
2022,play,5,5,3,pass,0,0
2022,play,1,0,0,run,0,0
2022,play,75,10,1,pass,0,0
2022,play,62,10,1,pass,0,0
2022,play,41,10,1,run,0,0
2022,play,40,9,2,pass,0,0
2022,play,43,12,3,pass,0,0
2022,play,93,10,1,pass,0,0
2022,play,79,10,1,pass,0,0
2022,play,87,18,2,pass,0,0
2022,play,72,3,3,pass,0,0
2022,play,66,10,1,run,0,0
2022,play,64,8,2,run,0,0
2022,play,58,2,3,pass,0,0
2022,play,53,10,1,run,0,0
2022,play,45,2,2,run,0,0
2022,play,38,10,1,run,0,0
2022,play,34,6,2,pass,0,0
2022,play,13,10,1,run,0,0
2022,play,11,8,2,run,0,0
2022,kick,7,0,0,,25,1
2022,play,73,10,1,pass,0,0
2022,play,70,7,2,run,0,0
2022,play,64,1,3,run,0,0
2022,play,61,10,1,pass,0,0
2022,play,61,10,2,run,0,0
2022,play,43,10,1,run,0,0
2022,play,39,6,2,run,0,0
2022,play,37,4,3,pass,0,0
2022,play,26,10,1,run,0,0
2022,play,31,15,2,pass,0,0
2022,play,31,15,3,pass,0,0
2022,kick,31,0,0,,49,1
2022,play,75,10,1,pass,0,0
2022,play,64,10,1,run,0,0
2022,play,62,8,2,pass,0,0
2022,play,62,8,3,pass,0,0
2022,play,70,10,1,pass,0,0
2022,play,62,2,2,run,0,0
2022,play,63,15,1,run,0,0
2022,play,54,6,2,pass,0,0
2022,play,54,6,3,pass,0,0
2022,play,88,10,1,run,0,0
2022,play,79,1,2,pass,0,0
2022,play,76,10,1,pass,0,0
2022,play,78,12,2,pass,0,0
2022,play,77,11,3,pass,0,0
2022,play,56,10,1,run,0,0
2022,play,42,10,1,pass,0,0
2022,play,29,10,1,run,0,0
2022,play,23,4,2,run,0,0
2022,play,19,10,1,run,0,0
2022,play,2,2,1,run,0,0
2022,play,1,1,2,pass,0,0
2022,play,1,1,3,pass,0,0
2022,kick,6,0,0,,24,1
2022,play,76,10,1,pass,0,0
2022,play,67,1,2,run,0,0
2022,play,63,10,1,run,0,0
2022,play,62,9,2,pass,0,0
2022,play,62,9,3,pass,0,0
2022,play,42,10,1,run,0,0
2022,play,36,4,2,pass,0,0
2022,play,25,10,1,run,0,0
2022,play,20,5,2,run,0,0
2022,play,25,20,1,pass,0,0
2022,play,25,20,2,pass,0,0
2022,play,75,10,1,run,0,0
2022,play,79,14,2,pass,0,0
2022,play,79,14,3,pass,0,0
2022,play,61,10,1,run,0,0
2022,play,60,9,2,run,0,0
2022,play,59,8,3,pass,0,0
2022,play,74,10,1,run,0,0
2022,play,57,10,1,pass,0,0
2022,play,53,6,2,pass,0,0
2022,play,58,11,3,pass,0,0
2022,play,25,15,1,pass,0,0
2022,play,5,5,1,pass,0,0
2022,play,75,10,1,run,0,0
2022,play,64,10,1,run,0,0
2022,play,58,4,2,run,0,0
2022,play,53,10,1,run,0,0
2022,play,49,6,2,pass,0,0
2022,play,49,6,3,pass,0,0
2022,play,87,10,1,run,0,0
2022,play,83,6,2,pass,0,1
2022,play,67,10,1,pass,0,0
2022,play,67,10,2,run,0,0
2022,play,70,13,3,pass,0,0
2022,play,56,10,1,run,0,0
2022,play,54,8,2,pass,0,0
2022,play,61,15,3,pass,0,0
2022,play,98,10,1,run,0,0
2022,play,72,10,1,run,0,0
2022,play,65,3,2,run,0,0
2022,play,61,10,1,pass,0,0
2022,play,61,10,2,run,0,0
2022,play,50,10,1,run,0,0
2022,play,45,5,2,run,0,0
2022,play,40,10,1,pass,0,0
2022,play,29,10,1,run,0,0
2022,play,28,9,2,pass,0,0
2022,play,33,14,3,run,0,0
2022,kick,29,0,0,,47,1
2022,play,91,10,1,run,0,0
2022,play,88,7,2,pass,0,0
2022,play,88,7,3,pass,0,0
2022,play,50,10,1,run,0,0
2022,play,50,10,2,pass,0,0
2022,play,47,7,3,run,0,0
2022,play,35,10,1,pass,0,0
2022,play,35,10,2,pass,0,0
2022,play,35,10,3,pass,0,0
2022,kick,35,0,0,,54,1
2022,play,74,10,1,run,0,0
2022,play,67,3,2,run,0,0
2022,play,65,1,3,run,0,0
2022,play,68,15,1,pass,0,0
2022,play,65,12,2,pass,0,0
2022,play,70,17,3,pass,0,0
2022,play,78,10,1,run,0,0
2022,play,74,6,2,pass,0,0
2022,play,74,6,3,pass,0,0
2022,play,86,15,1,run,0,0
2022,play,85,14,2,pass,0,0
2022,play,80,9,3,pass,0,0
2022,play,76,10,1,run,0,0
2022,play,73,7,2,pass,0,0
2022,play,34,10,1,run,0,0
2022,play,2,0,0,pass,0,0
2022,play,69,10,1,pass,0,0
2022,play,69,10,2,pass,0,0
2022,play,69,10,3,pass,0,0
2022,play,72,10,1,run,0,0
2022,play,74,12,2,run,0,0
2022,play,72,10,3,run,0,0
2022,play,81,10,1,pass,0,0
2022,play,81,10,2,pass,0,0
2022,play,81,10,3,pass,0,0
2022,play,81,10,4,pass,0,0
2022,play,69,10,1,pass,0,0
2022,play,56,10,1,pass,0,0
2022,play,50,4,2,pass,0,0
2022,play,30,10,1,pass,0,0
2022,play,30,10,2,pass,0,0
2022,play,75,10,1,pass,0,0
2022,play,67,2,2,pass,0,0
2022,play,67,2,3,run,0,0
2022,play,55,10,1,pass,0,0
2022,play,55,10,2,pass,0,0
2022,play,55,10,3,run,0,1
2022,play,75,10,1,run,0,0
2022,play,68,3,2,pass,0,0
2022,play,50,10,1,run,0,0
2022,play,46,10,1,pass,0,0
2022,play,46,10,2,run,0,0
2022,play,41,5,3,pass,0,0
2022,play,37,1,4,run,0,0
2022,play,32,10,1,run,0,0
2022,play,35,13,2,pass,0,0
2022,play,31,9,3,pass,0,0
2022,play,70,10,1,run,0,0
2022,play,67,7,2,pass,0,0
2022,play,67,7,3,pass,0,0
2022,play,65,5,1,run,0,0
2022,play,50,10,1,run,0,0
2022,play,48,8,2,run,0,0
2022,play,39,10,1,run,0,0
2022,play,35,6,2,run,0,0
2022,play,25,10,1,run,0,0
2022,play,27,12,2,pass,0,0
2022,play,37,22,3,pass,0,0
2022,kick,23,0,0,,41,1
2022,play,75,10,1,pass,0,0
2022,play,66,1,2,run,0,0
2022,play,64,10,1,run,0,0
2022,play,65,11,2,run,0,0
2022,play,60,6,3,pass,0,0
2022,play,82,10,1,run,0,0
2022,play,90,18,2,pass,0,1
2022,play,68,10,1,run,0,0
2022,play,55,10,1,run,0,0
2022,play,55,10,2,run,0,0
2022,play,44,10,1,pass,0,0
2022,play,44,10,2,run,0,0
2022,play,40,6,3,pass,0,0
2022,play,97,10,1,run,0,0
2022,play,95,8,2,pass,0,0
2022,play,80,10,1,pass,0,0
2022,play,76,6,2,pass,0,0
2022,play,70,10,1,run,0,0
2022,play,75,15,2,pass,0,0
2022,play,69,9,3,pass,0,0
2022,play,59,10,1,run,0,0
2022,play,54,5,2,pass,0,0
2022,play,47,10,1,pass,0,0
2022,play,40,3,2,run,0,0
2022,play,36,10,1,pass,0,0
2022,play,41,15,2,pass,0,0
2022,play,35,9,3,pass,0,0
2022,play,35,9,4,pass,0,0
2022,play,24,10,1,pass,0,0
2022,play,5,5,1,run,0,0
2022,play,3,3,2,run,0,0
2022,play,79,10,1,pass,0,0
2022,play,79,10,2,pass,0,0
2022,play,69,10,1,pass,0,0
2022,play,66,7,2,pass,0,0
2022,play,64,5,3,pass,0,0
2022,play,75,10,1,pass,0,0
2022,play,68,3,2,run,0,0
2022,play,65,10,1,pass,0,0
2022,play,65,10,2,pass,0,0
2022,play,58,3,3,pass,0,0
2022,play,91,10,1,pass,0,0
2022,play,73,10,1,pass,0,0
2022,play,60,10,1,run,0,0
2022,play,50,15,1,pass,0,0
2022,play,30,10,1,pass,0,0
2022,play,19,10,1,pass,0,0
2022,play,75,10,1,pass,0,0
2022,play,69,4,2,run,0,0
2022,play,61,10,1,run,0,0
2022,play,52,1,2,run,0,0
2022,play,49,10,1,pass,0,0
2022,play,43,4,2,run,0,0
2022,play,37,10,1,run,0,0
2022,play,46,19,2,pass,0,0
2022,play,42,15,3,run,0,0
2022,kick,32,0,0,,50,1
2022,play,75,10,1,run,0,0
2022,play,68,3,2,pass,0,0
2022,play,68,3,3,run,0,0
2022,play,99,10,1,run,0,0
2022,play,94,5,2,pass,0,0
2022,play,94,5,3,pass,0,0
2022,play,58,10,1,run,0,0
2022,play,54,6,2,run,0,0
2022,play,49,1,3,run,0,0
2022,play,34,10,1,pass,0,0
2022,play,34,10,2,run,0,0
2022,play,33,9,3,pass,0,0
2022,kick,33,0,0,,51,1
2022,play,75,10,1,pass,0,0
2022,play,71,6,2,pass,0,0
2022,play,56,10,1,pass,0,0
2022,play,56,10,2,run,0,0
2022,play,52,6,3,pass,0,0
2022,play,44,10,1,pass,0,0
2022,play,44,10,2,run,0,0
2022,play,42,8,3,pass,0,0
2022,play,91,10,1,pass,0,0
2022,play,30,10,1,run,0,0
2022,play,11,10,1,run,0,0
2022,play,10,9,2,pass,0,0
2022,play,5,4,3,pass,0,1
2022,play,86,10,1,run,0,0
2022,play,74,10,1,run,0,0
2022,play,59,10,1,run,0,0
2022,play,45,10,1,run,0,0
2022,play,42,7,2,run,0,0
2022,play,35,10,1,run,0,0
2022,play,34,9,2,run,0,0
2022,play,31,6,3,pass,0,0
2022,kick,32,0,0,,50,1
2022,play,57,10,1,pass,0,0
2022,play,30,10,1,pass,0,0
2022,play,24,4,2,pass,0,0
2022,play,10,10,1,pass,0,0
2022,play,10,10,2,run,0,0
2022,play,6,6,3,pass,0,0
2022,play,6,6,4,pass,0,0
2022,play,75,10,1,pass,0,0
2022,play,76,11,2,run,0,0
2022,play,75,10,3,pass,0,0
2022,play,55,10,1,run,0,0
2022,play,48,3,2,run,0,0
2022,play,46,1,3,run,0,0
2022,play,39,10,1,run,0,0
2022,play,37,8,2,pass,0,0
2022,play,30,1,3,run,0,0
2022,play,32,3,4,pass,0,0
2022,play,68,10,1,run,0,0
2022,play,62,4,2,run,0,0
2022,play,61,3,3,pass,0,0
2022,play,40,10,1,pass,0,1
2022,play,83,10,1,pass,0,0
2022,play,76,3,2,run,0,0
2022,play,72,10,1,run,0,0
2022,play,65,3,2,pass,0,0
2022,play,61,10,1,run,0,0
2022,play,63,12,2,run,0,0
2022,play,61,10,3,pass,0,0
2022,play,65,10,1,pass,0,0
2022,play,65,10,2,pass,0,0
2022,play,65,10,3,pass,0,0
2022,play,71,10,1,pass,0,0
2022,play,58,10,1,run,0,0
2022,play,55,7,2,pass,0,0
2022,play,49,1,3,pass,0,0
2022,play,81,10,1,run,0,0
2022,play,79,8,2,pass,0,0
2022,play,34,10,1,pass,0,0
2022,play,34,10,2,pass,0,0
2022,play,18,10,1,pass,0,0
2022,play,17,9,2,run,0,0
2022,play,23,15,2,pass,0,0
2022,play,23,15,3,pass,0,0
2022,kick,14,0,0,,32,1
2022,play,75,10,1,run,0,0
2022,play,73,8,2,run,0,0
2022,play,69,4,3,run,0,0
2022,play,54,10,1,run,0,0
2022,play,52,8,2,pass,0,0
2022,play,31,10,1,pass,0,0
2022,play,48,27,2,run,0,0
2022,play,9,9,1,run,0,0
2022,play,82,10,1,run,0,0
2022,play,81,9,2,run,0,0
2022,play,78,6,3,pass,0,1
2022,play,25,10,1,pass,0,0
2022,play,25,10,2,run,0,0
2022,play,14,10,1,run,0,0
2022,play,20,16,2,pass,0,0
2022,play,20,16,3,pass,0,0
2022,play,91,10,1,run,0,0
2022,play,85,4,2,run,0,0
2022,play,80,10,1,run,0,0
2022,play,69,10,1,pass,0,0
2022,play,62,3,2,pass,0,0
2022,play,62,3,3,pass,0,0
2022,play,24,10,1,pass,0,0
2022,play,22,8,2,run,0,0
2022,play,22,8,3,run,0,0
2022,play,74,10,1,pass,0,0
2022,play,74,10,2,pass,0,0
2022,play,42,10,1,run,0,0
2022,play,40,8,2,pass,0,0
2022,play,34,2,3,run,0,0
2022,play,31,10,1,pass,0,0
2022,play,2,2,1,run,0,0
2022,play,1,1,2,run,0,0
2022,play,75,10,1,run,0,0
2022,play,71,6,2,run,0,0
2022,play,70,5,3,pass,0,0
2022,play,60,10,1,pass,0,1
2022,play,15,10,1,run,0,0
2022,play,9,4,2,run,0,0
2022,play,10,5,3,pass,0,0
2022,play,78,10,1,run,0,0
2022,play,76,8,2,run,0,0
2022,play,70,2,3,pass,0,0
2022,play,60,10,1,run,0,0
2022,play,55,5,2,run,0,0
2022,play,42,10,1,run,0,1
2022,play,57,10,1,pass,0,0
2022,play,37,10,1,pass,0,0
2022,play,36,9,2,pass,0,0
2022,play,42,15,3,pass,0,0
2022,play,33,6,4,pass,0,0
2022,play,67,10,1,pass,0,0
2022,play,67,10,2,pass,0,0
2022,play,67,10,3,pass,0,0
2022,play,96,10,1,pass,0,0
2022,play,96,10,2,pass,0,0
2022,play,96,10,3,pass,0,0
2022,play,82,10,1,run,0,0
2022,play,79,7,2,pass,0,0
2022,play,71,10,1,pass,0,0
2022,play,59,10,1,pass,0,0
2022,play,59,10,2,run,0,0
2022,play,41,10,1,run,0,0
2022,play,36,5,2,run,0,0
2022,play,35,4,3,run,0,0
2022,play,34,3,4,run,0,0
2022,play,31,10,1,run,0,0
2022,play,28,7,2,pass,0,0
2022,play,22,1,3,run,0,0
2022,play,20,10,1,run,0,0
2022,play,20,10,2,pass,0,0
2022,play,20,10,3,pass,0,0
2022,kick,20,0,0,,38,0
2022,play,72,10,1,run,0,0
2022,play,67,5,2,run,0,0
2022,play,76,14,3,pass,0,0
2022,play,75,10,1,pass,0,0
2022,play,74,9,2,pass,0,0
2022,play,71,6,3,pass,0,0
2022,play,3,3,1,run,0,0
2022,play,4,4,2,run,0,0
2022,play,1,1,3,run,0,0
2022,play,1,0,0,run,0,0
2022,play,60,10,1,run,0,0
2022,play,54,4,2,pass,0,0
2022,play,49,10,1,pass,0,0
2022,play,49,10,2,pass,0,0
2022,play,43,4,3,pass,0,0
2022,play,35,10,1,pass,0,0
2022,play,44,10,1,run,0,0
2022,play,40,6,2,run,0,0
2022,play,40,6,3,pass,0,0
2022,play,75,10,1,run,0,0
2022,play,76,11,2,run,0,0
2022,play,73,8,3,pass,0,0
2022,play,67,10,1,run,0,0
2022,play,64,7,2,run,0,0
2022,play,63,6,3,pass,0,0
2022,play,55,10,1,run,0,0
2022,play,52,7,2,run,0,0
2022,play,42,10,1,pass,0,0
2022,play,39,7,2,run,0,0
2022,play,31,10,1,pass,0,0
2022,play,27,6,2,run,0,0
2022,play,22,1,3,run,0,0
2022,play,18,10,1,pass,0,0
2022,play,7,7,1,run,0,0
2022,play,85,10,1,pass,0,0
2022,play,72,10,1,run,0,0
2022,play,73,11,2,run,0,0
2022,play,73,11,3,pass,0,0
2022,play,59,10,1,pass,0,0
2022,play,44,10,1,run,0,0
2022,play,47,13,2,pass,0,0
2022,play,47,13,3,pass,0,0
2022,play,7,7,1,run,0,0
2022,play,8,8,2,run,0,0
2022,play,5,5,3,pass,0,0
2022,play,75,10,1,pass,0,0
2022,play,71,6,2,run,0,0
2022,play,66,1,3,run,0,0
2022,play,62,10,1,run,0,0
2022,play,55,3,2,run,0,0
2022,play,56,4,3,pass,0,0
2022,play,18,10,1,run,0,0
2022,play,9,1,2,run,0,0
2022,play,7,7,1,run,0,0
2022,play,2,2,2,run,0,0
2022,play,75,10,1,run,0,0
2022,play,72,7,2,run,0,0
2022,play,73,8,3,pass,0,0
2022,play,70,10,1,run,0,0
2022,play,69,9,2,pass,0,0
2022,play,65,5,3,pass,0,0
2022,play,73,10,1,pass,0,0
2022,play,73,10,2,pass,0,0
2022,play,73,10,3,pass,0,0
2022,play,67,10,1,run,0,0
2022,play,66,9,2,pass,0,0
2022,play,51,10,1,run,0,0
2022,play,54,13,2,pass,0,0
2022,play,44,3,3,pass,0,0
2022,play,80,10,1,run,0,0
2022,play,78,8,2,pass,0,0
2022,play,72,2,3,pass,0,0
2022,play,91,10,1,run,0,0
2022,play,91,10,1,pass,0,0
2022,play,84,3,2,run,0,0
2022,play,83,2,3,run,0,0
2022,play,81,10,1,run,0,0
2022,play,81,10,2,pass,0,0
2022,play,81,10,3,pass,0,0
2022,play,69,10,1,run,0,0
2022,play,69,10,2,run,0,0
2022,play,60,1,3,run,0,0
2022,play,38,10,1,run,0,0
2022,play,37,9,2,pass,0,0
2022,play,19,10,1,run,0,0
2022,play,17,8,2,run,0,0
2022,play,15,6,3,pass,0,0
2022,play,22,10,1,pass,0,0
2022,play,22,10,2,pass,0,0
2022,play,13,1,3,run,0,0
2022,play,11,10,1,run,0,0
2022,play,2,1,2,run,0,0
2022,play,1,1,1,run,0,0
2022,play,1,1,2,run,0,0
2022,play,75,10,1,pass,0,0
2022,play,77,12,2,pass,0,0
2022,play,32,10,1,run,0,0
2022,play,31,9,2,pass,0,0
2022,play,39,17,3,pass,0,0
2022,play,34,10,1,run,0,0
2022,play,29,5,2,pass,0,0
2022,play,12,10,1,run,0,0
2022,play,10,8,2,pass,0,0
2022,play,10,8,3,run,0,0
2022,kick,11,0,0,,29,1
2022,play,75,10,1,pass,0,0
2022,play,75,10,2,run,0,0
2022,play,71,6,3,pass,0,0
2022,play,68,5,1,pass,0,0
2022,play,68,5,2,pass,0,0
2022,play,55,10,1,pass,0,0
2022,play,4,4,1,run,0,0
2022,play,2,2,2,run,0,0
2022,play,4,4,3,pass,0,0
2022,kick,14,0,0,,32,1
2022,play,75,10,1,run,0,0
2022,play,74,9,2,pass,0,0
2022,play,79,14,3,pass,0,0
2022,play,60,10,1,run,0,0
2022,play,54,4,2,run,0,0
2022,play,56,6,3,pass,0,0
2022,play,47,10,1,run,0,0
2022,play,43,6,2,run,0,0
2022,play,38,1,3,run,0,0
2022,play,37,10,1,run,0,0
2022,play,36,9,2,run,0,0
2022,play,33,6,3,run,0,0
2022,kick,32,0,0,,50,1
2022,play,63,10,1,pass,0,0
2022,play,63,10,2,pass,0,0
2022,play,60,7,3,pass,0,0
2022,kick,34,0,0,,52,1
2022,play,65,10,1,run,0,0
2022,play,60,5,2,pass,0,0
2022,play,55,10,1,pass,0,0
2022,play,58,13,2,pass,0,0
2022,play,58,13,3,pass,0,0
2022,play,90,10,1,run,0,0
2022,play,87,7,2,pass,0,0
2022,play,85,5,3,pass,0,0
2022,play,65,10,1,pass,0,0
2022,play,65,10,2,run,0,0
2022,play,67,12,3,pass,0,0
2022,play,86,10,1,pass,0,0
2022,play,79,3,2,run,0,0
2022,play,56,10,1,run,0,0
2022,play,53,7,2,run,0,0
2022,play,49,3,3,pass,0,0
2022,play,41,10,1,run,0,0
2022,play,41,10,2,pass,0,0
2022,play,30,10,1,run,0,0
2022,play,28,8,2,pass,0,0
2022,play,68,10,1,run,0,0
2022,play,65,7,2,pass,0,0
2022,play,76,18,3,pass,0,0
2022,play,50,10,1,pass,0,0
2022,play,49,9,2,pass,0,0
2022,play,56,16,3,pass,0,0
2022,play,75,10,1,pass,0,0
2022,play,75,10,2,run,0,0
2022,play,70,5,3,pass,0,0
2022,play,76,10,1,run,0,0
2022,play,70,4,2,pass,0,0
2022,play,54,10,1,run,0,0
2022,play,62,18,1,pass,0,0
2022,play,53,9,2,pass,0,0
2022,play,53,9,3,pass,0,0
2022,play,82,10,1,run,0,0
2022,play,80,8,2,pass,0,0
2022,play,67,10,1,pass,0,0
2022,play,54,10,1,pass,0,0
2022,play,54,10,2,pass,0,0
2022,play,57,13,3,run,0,0
2022,play,39,10,1,run,0,0
2022,play,34,5,2,pass,0,0
2022,play,22,10,1,pass,0,0
2022,play,20,8,2,pass,0,0
2022,play,20,8,3,pass,0,0
2022,kick,20,0,0,,38,1
2022,play,75,10,1,pass,0,0
2022,play,70,5,2,run,0,0
2022,play,66,1,3,run,0,0
2022,play,63,10,1,run,0,0
2022,play,62,9,2,pass,0,0
2022,play,64,11,3,pass,0,0
2022,play,81,10,1,pass,0,0
2022,play,74,3,2,pass,0,0
2022,play,70,10,1,run,0,0
2022,play,65,5,2,pass,0,1
2022,play,6,6,1,run,0,0
2022,play,1,1,2,run,0,0
2022,play,80,20,1,pass,0,0
2022,play,67,7,2,pass,0,0
2022,play,64,4,3,pass,0,0
2022,play,59,10,1,run,0,0
2022,play,54,5,2,pass,0,0
2022,play,75,10,1,run,0,0
2022,play,72,7,2,pass,0,0
2022,play,58,10,1,pass,0,0
2022,play,39,10,1,run,0,0
2022,play,38,9,2,pass,0,0
2022,play,33,4,3,pass,0,0
2022,play,35,21,1,pass,0,0
2022,play,35,21,2,pass,0,0
2022,play,46,32,3,pass,0,0
2022,kick,33,0,0,,51,1
2022,play,72,10,1,run,0,0
2022,play,63,1,2,run,0,0
2022,play,61,10,1,run,0,0
2022,play,60,9,2,pass,0,0
2022,play,66,15,3,pass,0,0
2022,play,55,15,1,pass,0,0
2022,play,43,3,2,run,0,0
2022,play,45,5,3,pass,0,0
2022,play,96,10,1,pass,0,0
2022,play,89,3,2,pass,0,0
2022,play,83,10,1,run,0,0
2022,play,79,6,2,run,0,0
2022,play,75,2,3,pass,0,0
2022,play,64,10,1,pass,0,0
2022,play,56,2,2,run,0,0
2022,play,41,10,1,pass,0,0
2022,play,41,10,2,pass,0,0
2022,play,35,4,3,pass,0,0
2022,play,99,10,1,pass,0,0
2022,play,99,10,2,run,0,0
2022,play,96,7,3,pass,0,0
2022,play,85,10,1,run,0,0
2022,play,85,10,2,pass,0,0
2022,play,90,15,3,pass,0,0
2022,play,54,10,1,pass,0,0
2022,play,67,23,2,pass,0,0
2022,play,67,23,3,pass,0,0
2022,play,78,10,1,run,0,0
2022,play,72,4,2,run,0,0
2022,play,61,10,1,run,0,0
2022,play,57,6,2,pass,0,0
2022,play,29,10,1,run,0,0
2022,play,26,7,2,run,0,0
2022,play,25,6,3,pass,0,0
2022,kick,25,0,0,,43,0
2022,play,67,10,1,pass,0,0
2022,play,58,1,2,pass,0,0
2022,play,58,1,3,run,0,0
2022,play,56,10,1,pass,0,0
2022,play,43,10,1,pass,0,0
2022,play,43,10,2,pass,0,0
2022,play,10,10,1,pass,0,0
2022,play,75,10,1,run,0,0
2022,play,69,4,2,run,0,0
2022,play,66,1,3,run,0,0
2022,play,65,10,1,run,0,0
2022,play,59,4,2,run,0,0
2022,play,57,2,3,run,0,0
2022,play,87,22,1,pass,0,0
2022,play,85,20,2,run,0,0
2022,play,78,13,3,run,0,0
2022,play,68,10,1,run,0,0
2022,play,64,6,2,pass,0,0
2022,play,56,10,1,pass,0,0
2022,play,38,10,1,run,0,0
2022,play,28,10,1,run,0,0
2022,play,25,7,2,pass,0,0
2022,play,34,16,3,pass,0,0
2022,play,20,2,4,pass,0,0
2022,play,16,10,1,run,0,0
2022,play,13,7,2,run,0,0
2022,play,7,1,3,run,0,0
2022,play,4,4,1,run,0,0
2022,play,3,3,2,run,0,0
2022,play,1,1,3,run,0,0
2022,play,75,10,1,run,0,0
2022,play,75,10,2,pass,0,0
2022,play,68,3,3,pass,0,0
2022,play,61,10,1,run,0,0
2022,play,57,6,2,run,0,0
2022,play,49,10,1,run,0,0
2022,play,60,21,2,pass,0,0
2022,play,54,15,3,pass,0,0
2022,play,88,10,1,run,0,0
2022,play,84,6,2,pass,0,0
2022,play,84,6,3,pass,0,0
2022,play,63,10,1,run,0,0
2022,play,52,10,1,pass,0,0
2022,play,15,10,1,pass,0,0
2022,play,15,10,2,run,0,0
2022,play,4,4,1,pass,0,0
2022,play,4,4,2,run,0,0
2022,play,75,10,1,run,0,0
2022,play,85,20,2,pass,0,0
2022,play,73,8,3,pass,0,0
2022,play,66,1,4,run,0,0
2022,play,64,10,1,pass,0,0
2022,play,60,6,2,run,0,0
2022,play,57,3,3,pass,0,0
2022,play,82,10,1,run,0,0
2022,play,80,8,2,pass,0,0
2022,play,72,10,1,pass,0,0
2022,play,66,20,1,pass,0,0
2022,play,66,20,2,pass,0,0
2022,play,57,11,3,pass,0,0
2022,play,80,10,1,pass,0,0
2022,play,78,8,2,pass,0,0
2022,play,64,10,1,pass,0,0
2022,play,54,10,1,pass,0,0
2022,play,39,10,1,pass,0,0
2022,play,30,1,2,pass,0,0
2022,play,25,10,2,pass,0,1
2022,play,75,10,1,pass,0,0
2022,play,66,1,2,run,0,0
2022,play,54,10,1,pass,0,0
2022,play,54,10,2,pass,0,0
2022,play,48,4,3,pass,0,0
2022,play,79,10,1,run,0,0
2022,play,75,6,2,pass,0,0
2022,play,71,2,3,pass,0,0
2022,play,82,10,1,pass,0,0
2022,play,61,10,1,pass,0,0
2022,play,54,3,2,pass,0,0
2022,play,56,20,1,pass,0,0
2022,play,44,8,2,pass,0,0
2022,play,44,8,3,pass,0,0
2022,play,87,10,1,run,0,0
2022,play,88,11,2,pass,0,1
2022,play,48,10,1,pass,0,0
2022,play,48,10,2,run,0,0
2022,play,41,3,3,pass,0,0
2022,play,29,10,1,run,0,0
2022,play,27,8,2,pass,0,1
2022,play,80,10,1,pass,0,0
2022,play,62,10,1,run,0,0
2022,play,55,3,2,run,0,0
2022,play,54,2,3,pass,0,0
2022,play,88,10,1,pass,0,0
2022,play,88,10,2,run,0,0
2022,play,85,7,3,pass,0,0
2022,play,54,10,1,pass,0,0
2022,play,38,10,1,run,0,0
2022,play,25,10,1,pass,0,0
2022,play,31,16,2,run,0,0
2022,play,24,9,3,pass,0,0
2022,kick,33,0,0,,51,0
2022,play,59,10,1,run,0,0
2022,play,58,9,2,pass,0,0
2022,play,50,1,3,run,0,0
2022,play,46,10,1,pass,0,0
2022,play,15,10,1,run,0,0
2022,play,3,3,1,run,0,0
2022,play,75,10,1,run,0,0
2022,play,82,17,2,pass,0,0
2022,play,88,23,3,run,0,0
2022,play,68,10,1,run,0,0
2022,play,51,10,1,run,0,0
2022,play,50,9,2,pass,0,0
2022,play,45,4,3,pass,0,0
2022,play,80,10,1,run,0,0
2022,play,72,2,2,run,0,0
2022,play,60,10,1,run,0,0
2022,play,59,9,2,pass,0,0
