season,week,team,player,targets,receptions,airYards,carries,earlyTargets,earlyCarries,redLooks,tenLooks,weighted_targets,weighted_receptions,weighted_airYards,weighted_carries,weighted_earlyTargets,weighted_earlyCarries,weighted_redLooks,weighted_tenLooks,team_targets,team_receptions,team_airYards,team_carries,team_earlyTargets,team_earlyCarries,team_redLooks,team_tenLooks,teamWeighted_targets,teamWeighted_receptions,teamWeighted_airYards,teamWeighted_carries,teamWeighted_earlyTargets,teamWeighted_earlyCarries,teamWeighted_redLooks,teamWeighted_tenLooks
2022,5,NE,00-0033307,1,1,0,1,0,1,2,0,0.603,0.603,0,0,0,0,0.603,0,21,17,183,33,17,29,10,0,12.948,10.237,80.645,16.764,10.269,14.764,5.875,0
2022,5,NE,00-0034960,8,7,101,0,7,0,0,0,4.733,4.022,49.211,0,3.733,0,0,0,21,17,183,33,17,29,10,0,12.948,10.237,80.645,16.764,10.269,14.764,5.875,0
2022,5,NE,00-0035657,1,1,-5,4,1,4,2,0,1,1,-5,4,1,4,2,0,21,17,183,33,17,29,10,0,12.948,10.237,80.645,16.764,10.269,14.764,5.875,0
2022,5,NE,00-0036875,2,2,-8,25,2,22,4,0,1.618,1.618,-5.745,10.764,1.618,8.764,2.272,0,21,17,183,33,17,29,10,0,12.948,10.237,80.645,16.764,10.269,14.764,5.875,0
2022,5,NE,00-0038104,3,2,46,0,3,0,0,0,0.258,0.258,0.425,0,0.258,0,0,0,21,17,183,33,17,29,10,0,12.948,10.237,80.645,16.764,10.269,14.764,5.875,0
2022,5,NE,00-0038108,0,0,0,3,0,2,1,0,0,0,0,2,0,2,0,0,21,17,183,33,17,29,10,0,12.948,10.237,80.645,16.764,10.269,14.764,5.875,0
2022,5,NO,00-0027966,0,0,0,10,0,8,1,1,0,0,0,10,0,8,1,1,25,17,200,44,18,37,9,3,24.609,16.609,198.438,42.438,18,35.438,9,3
2022,5,NO,00-0027973,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,25,17,200,44,18,37,9,3,24.609,16.609,198.438,42.438,18,35.438,9,3
2022,5,NO,00-0033357,0,0,0,9,0,6,2,2,0,0,0,9,0,6,2,2,25,17,200,44,18,37,9,3,24.609,16.609,198.438,42.438,18,35.438,9,3
2022,5,NO,00-0033906,6,6,5,23,6,22,4,0,6,6,5,21.438,6,20.438,4,0,25,17,200,44,18,37,9,3,24.609,16.609,198.438,42.438,18,35.438,9,3
2022,5,NO,00-0034317,1,1,2,0,1,0,0,0,1,1,2,0,1,0,0,0,25,17,200,44,18,37,9,3,24.609,16.609,198.438,42.438,18,35.438,9,3
2022,5,NO,00-0034765,4,1,46,0,2,0,0,0,3.609,0.609,44.438,0,2,0,0,0,25,17,200,44,18,37,9,3,24.609,16.609,198.438,42.438,18,35.438,9,3
2022,5,NO,00-0036040,2,1,12,0,2,0,0,0,2,1,12,0,2,0,0,0,25,17,200,44,18,37,9,3,24.609,16.609,198.438,42.438,18,35.438,9,3
2022,5,NO,00-0036219,3,2,24,0,1,0,0,0,3,2,24,0,1,0,0,0,25,17,200,44,18,37,9,3,24.609,16.609,198.438,42.438,18,35.438,9,3
2022,5,NO,00-0036422,3,2,40,0,2,0,1,0,3,2,40,0,2,0,1,0,25,17,200,44,18,37,9,3,24.609,16.609,198.438,42.438,18,35.438,9,3
2022,5,NO,00-0037239,6,4,71,0,4,0,1,0,6,4,71,0,4,0,1,0,25,17,200,44,18,37,9,3,24.609,16.609,198.438,42.438,18,35.438,9,3
2022,5,NYG,00-0032980,3,3,22,0,3,0,0,0,3,3,22,0,3,0,0,0,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYG,00-0033308,2,2,1,4,2,4,2,1,2,2,1,3.927,2,3.927,1.927,0.927,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYG,00-0034286,2,2,12,0,1,0,0,0,1.94,1.94,11.558,0,0.975,0,0,0,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYG,00-0034844,6,3,21,13,3,13,2,1,6,3,21,12.953,3,12.953,1.953,1,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYG,00-0035042,0,0,0,1,0,0,0,0,0,0,0,0.609,0,0,0,0,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYG,00-0035345,1,1,-2,0,1,0,1,0,1,1,-2,0,1,0,1,0,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYG,00-0035359,2,2,2,0,1,0,1,1,2,2,2,0,1,0,1,1,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYG,00-0035535,7,6,73,0,5,0,2,1,6.937,5.937,72.546,0,4.996,0,1.941,1,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYG,00-0035710,0,0,0,7,0,5,1,1,0,0,0,7,0,5,1,1,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYG,00-0036569,0,0,0,2,0,2,2,1,0,0,0,2,0,2,2,1,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYG,00-0038115,3,2,8,1,2,1,2,1,2.942,2,8.234,0.915,1.942,0.915,1.856,0.915,26,21,137,28,18,25,13,7,25.819,20.877,136.338,27.405,17.913,24.795,12.677,6.842
2022,5,NYJ,00-0032134,2,2,5,0,1,0,0,0,2,2,5,0,1,0,0,0,21,14,197,30,14,26,11,6,21,14,197,24.69,14,21.69,8.69,5.69
2022,5,NYJ,00-0033871,4,2,47,0,1,0,0,0,4,2,47,0,1,0,0,0,21,14,197,30,14,26,11,6,21,14,197,24.69,14,21.69,8.69,5.69
2022,5,NYJ,00-0034270,1,0,39,0,1,0,0,0,1,0,39,0,1,0,0,0,21,14,197,30,14,26,11,6,21,14,197,24.69,14,21.69,8.69,5.69
2022,5,NYJ,00-0034419,1,1,-2,1,1,1,1,0,1,1,-2,0,1,0,0,0,21,14,197,30,14,26,11,6,21,14,197,24.69,14,21.69,8.69,5.69
2022,5,NYJ,00-0035510,1,1,3,0,0,0,0,0,1,1,3,0,0,0,0,0,21,14,197,30,14,26,11,6,21,14,197,24.69,14,21.69,8.69,5.69
2022,5,NYJ,00-0036924,2,2,-1,10,2,10,4,3,2,2,-1,9,2,9,3,3,21,14,197,30,14,26,11,6,21,14,197,24.69,14,21.69,8.69,5.69
2022,5,NYJ,00-0036980,4,1,69,0,3,0,1,0,4,1,69,0,3,0,1,0,21,14,197,30,14,26,11,6,21,14,197,24.69,14,21.69,8.69,5.69
2022,5,NYJ,00-0037013,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,21,14,197,30,14,26,11,6,21,14,197,24.69,14,21.69,8.69,5.69
2022,5,NYJ,00-0037740,4,3,20,0,3,0,0,0,4,3,20,0,3,0,0,0,21,14,197,30,14,26,11,6,21,14,197,24.69,14,21.69,8.69,5.69
2022,5,NYJ,00-0038120,2,2,17,18,2,15,4,2,2,2,17,14.69,2,12.69,3.69,1.69,21,14,197,30,14,26,11,6,21,14,197,24.69,14,21.69,8.69,5.69
2022,5,PHI,00-0034351,9,8,37,0,8,0,1,0,9,8,37,0,8,0,1,0,34,26,124,32,29,26,17,10,34,26,124,32,29,26,17,10
2022,5,PHI,00-0035243,3,2,2,15,3,14,5,3,3,2,2,15,3,14,5,3,34,26,124,32,29,26,17,10,34,26,124,32,29,26,17,10
2022,5,PHI,00-0035676,7,3,48,0,6,0,2,1,7,3,48,0,6,0,2,1,34,26,124,32,29,26,17,10,34,26,124,32,29,26,17,10
2022,5,PHI,00-0036271,4,3,3,0,3,0,1,1,4,3,3,0,3,0,1,1,34,26,124,32,29,26,17,10,34,26,124,32,29,26,17,10
2022,5,PHI,00-0036389,0,0,0,14,0,9,8,5,0,0,0,14,0,9,8,5,34,26,124,32,29,26,17,10,34,26,124,32,29,26,17,10
2022,5,PHI,00-0036912,11,10,34,0,9,0,0,0,11,10,34,0,9,0,0,0,34,26,124,32,29,26,17,10,34,26,124,32,29,26,17,10
2022,5,PHI,00-0036919,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,34,26,124,32,29,26,17,10,34,26,124,32,29,26,17,10
2022,5,PIT,00-0032897,1,1,-1,0,1,0,0,0,1,1,-1,0,1,0,0,0,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,PIT,00-0035216,13,5,155,0,8,0,3,0,5.818,1.431,40.507,0,2.818,0,1.387,0,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,PIT,00-0035222,6,5,20,0,4,0,0,0,1.447,1.447,5.447,0,0.447,0,0,0,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,PIT,00-0035703,1,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,PIT,00-0036326,9,5,67,0,6,0,1,0,1,1,4,0,1,0,0,0,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,PIT,00-0036893,4,3,3,11,3,11,2,1,1.433,1,0.701,9,0.433,9,2,1,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,PIT,00-0036894,2,2,8,0,1,0,1,0,0.385,0.385,1.539,0,0,0,0.385,0,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,PIT,00-0037228,5,4,1,5,5,5,1,0,0,0,0,0.404,0,0.404,0.404,0,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,PIT,00-0037247,8,6,89,0,5,0,1,0,2.876,2.876,32.133,0,1.461,0,0,0,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,PIT,00-0037304,2,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,PIT,00-0038102,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,51,34,363,17,35,17,9,1,13.958,9.138,83.328,9.404,7.159,9.404,4.176,1
2022,5,SEA,00-0030565,0,0,0,3,0,1,0,0,0,0,0,3,0,1,0,0,25,16,306,21,20,18,3,1,24.208,15.208,285.685,19.926,19.208,16.926,3,1
2022,5,SEA,00-0032211,6,5,135,0,6,0,0,0,5.208,4.208,114.685,0,5.208,0,0,0,25,16,306,21,20,18,3,1,24.208,15.208,285.685,19.926,19.208,16.926,3,1
2022,5,SEA,00-0034159,3,2,14,0,3,0,0,0,3,2,14,0,3,0,0,0,25,16,306,21,20,18,3,1,24.208,15.208,285.685,19.926,19.208,16.926,3,1
2022,5,SEA,00-0034160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25,16,306,21,20,18,3,1,24.208,15.208,285.685,19.926,19.208,16.926,3,1
2022,5,SEA,00-0034750,0,0,0,8,0,8,0,0,0,0,0,8,0,8,0,0,25,16,306,21,20,18,3,1,24.208,15.208,285.685,19.926,19.208,16.926,3,1
2022,5,SEA,00-0035640,9,5,95,0,6,0,2,1,9,5,95,0,6,0,2,1,25,16,306,21,20,18,3,1,24.208,15.208,285.685,19.926,19.208,16.926,3,1
2022,5,SEA,00-0035644,5,3,52,0,4,0,0,0,5,3,52,0,4,0,0,0,25,16,306,21,20,18,3,1,24.208,15.208,285.685,19.926,19.208,16.926,3,1
2022,5,SEA,00-0036425,1,1,-3,1,0,1,0,0,1,1,-3,1,0,1,0,0,25,16,306,21,20,18,3,1,24.208,15.208,285.685,19.926,19.208,16.926,3,1
2022,5,SEA,00-0036620,1,0,13,0,1,0,0,0,1,0,13,0,1,0,0,0,25,16,306,21,20,18,3,1,24.208,15.208,285.685,19.926,19.208,16.926,3,1
2022,5,SEA,00-0038134,0,0,0,8,0,8,1,0,0,0,0,6.926,0,6.926,1,0,25,16,306,21,20,18,3,1,24.208,15.208,285.685,19.926,19.208,16.926,3,1
2022,5,SF,00-0029892,2,2,0,0,1,0,0,0,1.728,1.728,1.09,0,1,0,0,0,30,18,230,27,21,25,9,8,26.952,16.009,215.35,20.09,18.943,19.09,6.032,5.488
2022,5,SF,00-0032058,3,3,24,8,2,6,3,3,3,3,24,4,2,3,1,1,30,18,230,27,21,25,9,8,26.952,16.009,215.35,20.09,18.943,19.09,6.032,5.488
2022,5,SF,00-0033288,6,5,35,0,3,0,0,0,6,5,35,0,3,0,0,0,30,18,230,27,21,25,9,8,26.952,16.009,215.35,20.09,18.943,19.09,6.032,5.488
2022,5,SF,00-0034115,2,1,-11,17,2,17,3,2,1.622,1,-8.73,14.09,1.622,14.09,2.032,1.488,30,18,230,27,21,25,9,8,26.952,16.009,215.35,20.09,18.943,19.09,6.032,5.488
2022,5,SF,00-0035719,9,2,73,2,8,2,3,3,8.696,2,69.051,2,7.696,2,3,3,30,18,230,27,21,25,9,8,26.952,16.009,215.35,20.09,18.943,19.09,6.032,5.488
2022,5,SF,00-0036259,2,2,11,0,1,0,0,0,1.619,1.619,8.334,0,1,0,0,0,30,18,230,27,21,25,9,8,26.952,16.009,215.35,20.09,18.943,19.09,6.032,5.488
2022,5,SF,00-0036261,4,3,53,0,2,0,0,0,2.662,1.662,41.605,0,1,0,0,0,30,18,230,27,21,25,9,8,26.952,16.009,215.35,20.09,18.943,19.09,6.032,5.488
2022,5,SF,00-0037828,2,0,45,0,2,0,0,0,1.625,0,45,0,1.625,0,0,0,30,18,230,27,21,25,9,8,26.952,16.009,215.35,20.09,18.943,19.09,6.032,5.488
2022,5,TB,00-0027981,1,0,6,0,1,0,0,0,1,0,6,0,1,0,0,0,51,35,346,20,39,16,10,7,42.728,30.823,322.155,16.836,33.911,13.207,8.883,5.883
2022,5,TB,00-0031408,8,4,105,0,5,0,0,0,6.27,3.607,92.785,0,4.444,0,0,0,51,35,346,20,39,16,10,7,42.728,30.823,322.155,16.836,33.911,13.207,8.883,5.883
2022,5,TB,00-0033856,11,10,-4,14,9,13,3,2,8.477,7.477,2.465,11.207,7.612,10.207,2.758,1.758,51,35,346,20,39,16,10,7,42.728,30.823,322.155,16.836,33.911,13.207,8.883,5.883
2022,5,TB,00-0033921,6,6,37,1,4,1,2,2,5.826,5.826,36.478,1,3.826,1,2,2,51,35,346,20,39,16,10,7,42.728,30.823,322.155,16.836,33.911,13.207,8.883,5.883
2022,5,TB,00-0034411,7,2,46,0,5,0,2,1,3.703,1.287,36.182,0,2.578,0,1.125,0.125,51,35,346,20,39,16,10,7,42.728,30.823,322.155,16.836,33.911,13.207,8.883,5.883
2022,5,TB,00-0035298,7,4,126,0,6,0,1,1,6.633,3.807,118.788,0,5.633,0,1,1,51,35,346,20,39,16,10,7,42.728,30.823,322.155,16.836,33.911,13.207,8.883,5.883
2022,5,TB,00-0037256,4,3,5,5,4,2,0,0,4,3,5,4.629,4,2,0,0,51,35,346,20,39,16,10,7,42.728,30.823,322.155,16.836,33.911,13.207,8.883,5.883
2022,5,TB,00-0038129,7,6,25,0,5,0,2,1,6.819,5.819,24.456,0,4.819,0,2,1,51,35,346,20,39,16,10,7,42.728,30.823,322.155,16.836,33.911,13.207,8.883,5.883
2022,5,TEN,00-0029701,0,0,0,3,0,2,0,0,0,0,0,3,0,2,0,0,23,15,200,32,16,28,10,6,23,15,200,32,16,28,10,6
2022,5,TEN,00-0030431,8,4,44,0,6,0,1,0,8,4,44,0,6,0,1,0,23,15,200,32,16,28,10,6,23,15,200,32,16,28,10,6
2022,5,TEN,00-0032141,1,1,5,0,1,0,0,0,1,1,5,0,1,0,0,0,23,15,200,32,16,28,10,6,23,15,200,32,16,28,10,6
2022,5,TEN,00-0032392,1,1,7,0,0,0,1,1,1,1,7,0,0,0,1,1,23,15,200,32,16,28,10,6,23,15,200,32,16,28,10,6
2022,5,TEN,00-0032764,2,2,1,28,2,25,6,5,2,2,1,28,2,25,6,5,23,15,200,32,16,28,10,6,23,15,200,32,16,28,10,6
2022,5,TEN,00-0034253,5,4,2,1,2,1,1,0,5,4,2,1,2,1,1,0,23,15,200,32,16,28,10,6,23,15,200,32,16,28,10,6
2022,5,TEN,00-0036182,3,2,115,0,2,0,0,0,3,2,115,0,2,0,0,0,23,15,200,32,16,28,10,6,23,15,200,32,16,28,10,6
2022,5,TEN,00-0037273,2,1,14,0,2,0,0,0,2,1,14,0,2,0,0,0,23,15,200,32,16,28,10,6,23,15,200,32,16,28,10,6
2022,5,TEN,00-0037809,1,0,12,0,1,0,1,0,1,0,12,0,1,0,1,0,23,15,200,32,16,28,10,6,23,15,200,32,16,28,10,6
2022,5,WAS,00-0032602,7,5,4,0,4,0,2,2,7,5,4,0,4,0,2,2,37,25,349,16,27,14,2,2,37,25,349,16,27,14,2,2
2022,5,WAS,00-0032950,0,0,0,4,0,3,0,0,0,0,0,4,0,3,0,0,37,25,349,16,27,14,2,2,37,25,349,16,27,14,2,2
2022,5,WAS,00-0033282,8,6,67,0,5,0,0,0,8,6,67,0,5,0,0,0,37,25,349,16,27,14,2,2,37,25,349,16,27,14,2,2
2022,5,WAS,00-0034104,2,1,28,0,1,0,0,0,2,1,28,0,1,0,0,0,37,25,349,16,27,14,2,2,37,25,349,16,27,14,2,2
2022,5,WAS,00-0035659,6,5,60,0,5,0,0,0,6,5,60,0,5,0,0,0,37,25,349,16,27,14,2,2,37,25,349,16,27,14,2,2
2022,5,WAS,00-0036328,4,3,11,3,4,3,0,0,4,3,11,3,4,3,0,0,37,25,349,16,27,14,2,2,37,25,349,16,27,14,2,2
2022,5,WAS,00-0036626,4,2,133,0,3,0,0,0,4,2,133,0,3,0,0,0,37,25,349,16,27,14,2,2,37,25,349,16,27,14,2,2
2022,5,WAS,00-0036628,3,3,25,0,3,0,0,0,3,3,25,0,3,0,0,0,37,25,349,16,27,14,2,2,37,25,349,16,27,14,2,2
2022,5,WAS,00-0037078,3,0,21,0,2,0,0,0,3,0,21,0,2,0,0,0,37,25,349,16,27,14,2,2,37,25,349,16,27,14,2,2
2022,5,WAS,00-0037746,0,0,0,9,0,8,0,0,0,0,0,9,0,8,0,0,37,25,349,16,27,14,2,2,37,25,349,16,27,14,2,2
2022,6,ARI,00-0027942,4,2,36,0,1,0,1,1,3,1,31,0,0,0,1,1,36,23,340,28,22,24,5,3,23.42,16.382,201.178,25.594,14.995,21.594,5,3
2022,6,ARI,00-0030061,10,7,117,0,7,0,0,0,5.178,3.856,67.634,0,4.349,0,0,0,36,23,340,28,22,24,5,3,23.42,16.382,201.178,25.594,14.995,21.594,5,3
2022,6,ARI,00-0035228,0,0,0,10,0,7,1,1,0,0,0,7.834,0,4.834,1,1,36,23,340,28,22,24,5,3,23.42,16.382,201.178,25.594,14.995,21.594,5,3
2022,6,ARI,00-0035662,9,5,151,0,7,0,0,0,6.423,4.423,83.379,0,6.423,0,0,0,36,23,340,28,22,24,5,3,23.42,16.382,201.178,25.594,14.995,21.594,5,3
2022,6,ARI,00-0036383,3,3,-8,15,2,14,1,1,2.103,2.103,-2.619,14.759,1.103,13.759,1,1,36,23,340,28,22,24,5,3,23.42,16.382,201.178,25.594,14.995,21.594,5,3
2022,6,ARI,00-0036936,10,6,44,0,5,0,1,0,6.715,5,21.784,0,3.121,0,1,0,36,23,340,28,22,24,5,3,23.42,16.382,201.178,25.594,14.995,21.594,5,3
2022,6,ARI,00-0037299,0,0,0,3,0,3,1,0,0,0,0,3,0,3,1,0,36,23,340,28,22,24,5,3,23.42,16.382,201.178,25.594,14.995,21.594,5,3
2022,6,ATL,00-0030968,1,1,0,1,1,0,0,0,0.601,0.601,0,1,0.601,0,0,0,14,13,77,40,9,32,12,6,11.255,11.183,68.218,30.775,7.92,24.602,12,6
2022,6,ATL,00-0031585,1,1,2,0,1,0,1,1,1,1,2,0,1,0,1,1,14,13,77,40,9,32,12,6,11.255,11.183,68.218,30.775,7.92,24.602,12,6
2022,6,ATL,00-0032268,0,0,0,6,0,3,2,1,0,0,0,5.545,0,3,2,1,14,13,77,40,9,32,12,6,11.255,11.183,68.218,30.775,7.92,24.602,12,6
2022,6,ATL,00-0035208,4,4,27,0,1,0,0,0,3.263,3.263,26.263,0,1,0,0,0,14,13,77,40,9,32,12,6,11.255,11.183,68.218,30.775,7.92,24.602,12,6
2022,6,ATL,00-0036829,0,0,0,16,0,14,6,2,0,0,0,13.504,0,11.877,6,2,14,13,77,40,9,32,12,6,11.255,11.183,68.218,30.775,7.92,24.602,12,6
2022,6,ATL,00-0036950,1,1,-6,2,1,2,0,0,1,1,-6,1.149,1,1.149,0,0,14,13,77,40,9,32,12,6,11.255,11.183,68.218,30.775,7.92,24.602,12,6
2022,6,ATL,00-0036970,3,3,18,0,2,0,1,1,3,3,18,0,2,0,1,1,14,13,77,40,9,32,12,6,11.255,11.183,68.218,30.775,7.92,24.602,12,6
2022,6,ATL,00-0037238,4,3,36,0,3,0,0,0,2.391,2.319,27.955,0,2.319,0,0,0,14,13,77,40,9,32,12,6,11.255,11.183,68.218,30.775,7.92,24.602,12,6
2022,6,ATL,00-0037263,0,0,0,15,0,13,2,1,0,0,0,9.576,0,8.576,2,1,14,13,77,40,9,32,12,6,11.255,11.183,68.218,30.775,7.92,24.602,12,6
2022,6,BAL,00-0032775,5,3,54,0,4,0,0,0,5,3,54,0,4,0,0,0,32,17,310,24,25,21,9,3,32,17,310,24,25,21,9,3
2022,6,BAL,00-0033118,2,1,-4,10,0,9,1,0,2,1,-4,10,0,9,1,0,32,17,310,24,25,21,9,3,32,17,310,24,25,21,9,3
2022,6,BAL,00-0033376,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,17,310,24,25,21,9,3,32,17,310,24,25,21,9,3
2022,6,BAL,00-0034753,11,7,152,0,9,0,3,1,11,7,152,0,9,0,3,1,32,17,310,24,25,21,9,3,32,17,310,24,25,21,9,3
2022,6,BAL,00-0034796,0,0,0,7,0,5,1,0,0,0,0,7,0,5,1,0,32,17,310,24,25,21,9,3,32,17,310,24,25,21,9,3
2022,6,BAL,00-0035249,3,2,25,0,3,0,1,0,3,2,25,0,3,0,1,0,32,17,310,24,25,21,9,3,32,17,310,24,25,21,9,3
2022,6,BAL,00-0036158,0,0,0,7,0,7,0,0,0,0,0,7,0,7,0,0,32,17,310,24,25,21,9,3,32,17,310,24,25,21,9,3
2022,6,BAL,00-0036331,5,1,55,0,5,0,2,1,5,1,55,0,5,0,2,1,32,17,310,24,25,21,9,3,32,17,310,24,25,21,9,3
2022,6,BAL,00-0036630,1,1,2,0,1,0,0,0,1,1,2,0,1,0,0,0,32,17,310,24,25,21,9,3,32,17,310,24,25,21,9,3
2022,6,BAL,00-0037838,4,2,26,0,3,0,1,1,4,2,26,0,3,0,1,1,32,17,310,24,25,21,9,3,32,17,310,24,25,21,9,3
2022,6,BUF,00-0031588,13,10,113,0,11,0,1,0,13,10,113,0,11,0,1,0,38,27,280,29,31,24,9,4,38,27,280,29,31,24,9,4
2022,6,BUF,00-0033466,5,2,29,0,3,0,1,1,5,2,29,0,3,0,1,1,38,27,280,29,31,24,9,4,38,27,280,29,31,24,9,4
2022,6,BUF,00-0034857,0,0,0,10,0,7,2,0,0,0,0,10,0,7,2,0,38,27,280,29,31,24,9,4,38,27,280,29,31,24,9,4
2022,6,BUF,00-0035250,5,4,1,17,4,15,3,2,5,4,1,17,4,15,3,2,38,27,280,29,31,24,9,4,38,27,280,29,31,24,9,4
2022,6,BUF,00-0035308,1,1,-1,0,1,0,0,0,1,1,-1,0,1,0,0,0,38,27,280,29,31,24,9,4,38,27,280,29,31,24,9,4
2022,6,BUF,00-0035689,3,3,35,0,3,0,1,0,3,3,35,0,3,0,1,0,38,27,280,29,31,24,9,4,38,27,280,29,31,24,9,4
2022,6,BUF,00-0036187,3,3,2,0,3,0,0,0,3,3,2,0,3,0,0,0,38,27,280,29,31,24,9,4,38,27,280,29,31,24,9,4
2022,6,BUF,00-0036196,6,3,99,0,4,0,1,1,6,3,99,0,4,0,1,1,38,27,280,29,31,24,9,4,38,27,280,29,31,24,9,4
2022,6,BUF,00-0037248,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,38,27,280,29,31,24,9,4,38,27,280,29,31,24,9,4
2022,6,BUF,00-0037261,2,1,2,0,2,0,0,0,2,1,2,0,2,0,0,0,38,27,280,29,31,24,9,4,38,27,280,29,31,24,9,4
2022,6,CAR,00-0033280,8,7,-16,13,3,10,1,0,6,5,-20,11,2,9,0,0,21,13,19,20,14,17,4,1,14,9,5,18,8,16,0,0
2022,6,CAR,00-0033925,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,0,21,13,19,20,14,17,4,1,14,9,5,18,8,16,0,0
2022,6,CAR,00-0034365,2,2,-6,0,2,0,0,0,1,1,0,0,1,0,0,0,21,13,19,20,14,17,4,1,14,9,5,18,8,16,0,0
2022,6,CAR,00-0034827,7,3,35,0,5,0,1,0,5,2,30,0,3,0,0,0,21,13,19,20,14,17,4,1,14,9,5,18,8,16,0,0
2022,6,CAR,00-0036555,1,1,-3,2,1,2,0,0,1,1,-3,2,1,2,0,0,21,13,19,20,14,17,4,1,14,9,5,18,8,16,0,0
2022,6,CAR,00-0036572,2,0,5,0,2,0,1,1,1,0,-2,0,1,0,0,0,21,13,19,20,14,17,4,1,14,9,5,18,8,16,0,0
2022,6,CAR,00-0036955,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,21,13,19,20,14,17,4,1,14,9,5,18,8,16,0,0
2022,6,CHI,00-0030108,1,0,3,0,1,0,1,1,1,0,3,0,1,0,1,1,26,14,230,37,17,31,12,10,26,14,230,37,17,31,12,10
2022,6,CHI,00-0034279,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,26,14,230,37,17,31,12,10,26,14,230,37,17,31,12,10
2022,6,CHI,00-0034860,7,4,88,0,5,0,1,1,7,4,88,0,5,0,1,1,26,14,230,37,17,31,12,10,26,14,230,37,17,31,12,10
2022,6,CHI,00-0035685,1,1,-3,15,0,14,2,1,1,1,-3,15,0,14,2,1,26,14,230,37,17,31,12,10,26,14,230,37,17,31,12,10
2022,6,CHI,00-0036290,3,1,15,0,3,0,1,1,3,1,15,0,3,0,1,1,26,14,230,37,17,31,12,10,26,14,230,37,17,31,12,10
2022,6,CHI,00-0036309,12,7,117,0,8,0,2,2,12,7,117,0,8,0,2,2,26,14,230,37,17,31,12,10,26,14,230,37,17,31,12,10
2022,6,CHI,00-0036635,1,0,13,1,0,1,0,0,1,0,13,1,0,1,0,0,26,14,230,37,17,31,12,10,26,14,230,37,17,31,12,10
2022,6,CHI,00-0036906,0,0,0,7,0,6,2,2,0,0,0,7,0,6,2,2,26,14,230,37,17,31,12,10,26,14,230,37,17,31,12,10
2022,6,CHI,00-0036945,0,0,0,12,0,8,2,2,0,0,0,12,0,8,2,2,26,14,230,37,17,31,12,10,26,14,230,37,17,31,12,10
2022,6,CHI,00-0037745,1,1,-3,1,0,1,1,0,1,1,-3,1,0,1,1,0,26,14,230,37,17,31,12,10,26,14,230,37,17,31,12,10
2022,6,CIN,00-0033009,7,6,39,0,4,0,1,1,7,6,39,0,4,0,1,1,37,28,219,13,28,12,9,3,37,28,219,13,28,12,9,3
